Date,Net Sales/Income from operations,Other Operating Income,Total Income From Operations,Consumption of Raw Materials,Purchase of Traded Goods,Increase/Decrease in Stocks,Power & Fuel,Employees Cost,Depreciation,Other Expenses,"P/L Before Other Inc. , Int., Excpt. Items & Tax",Other Income,"P/L Before Int., Excpt. Items & Tax",Interest,P/L Before Exceptional Items & Tax,Exceptional Items,P/L Before Tax,Tax,P/L After Tax from Ordinary Activities,Net Profit/(Loss) For the Period,Equity Share Capital,Basic EPS,Diluted EPS,No Of Shares (Crores),Share Holding (%),- Number of shares (Crores),- Per. of shares (as a % of the total sh. of prom. and promoter group),- Per. of shares (as a % of the total Share Cap. of the company)
2017-03-31,1522.58,1.71,1524.29,229.36,0.0,-15.39,322.73,99.31,63.92,696.62,127.74,0.0,127.74,81.99,45.75,0.0,45.75,11.47,34.28,34.28,308.15,0.93,0.93,0.0,0.0,0.0,0.0,0.0
2017-06-30,1461.57,5.18,1466.75,207.08,4.79,15.07,285.83,114.69,62.98,648.53,127.78,0.0,127.78,87.35,40.43,0.0,40.43,13.99,26.44,26.44,308.15,0.86,0.86,0.0,0.0,0.0,0.0,0.0
2017-09-30,1268.26,6.64,1274.9,218.18,3.91,7.1,297.35,106.39,63.23,453.91,124.83,0.0,124.83,88.63,36.2,0.0,36.2,12.53,23.67,23.67,308.15,0.77,0.77,0.0,0.0,0.0,0.0,0.0
2017-12-31,1213.08,0.0,1213.08,222.66,6.0,9.85,306.47,76.39,63.33,424.44,103.94,3.67,107.61,92.37,15.24,0.0,15.24,0.0,15.24,15.24,308.15,0.49,0.49,0.0,0.0,0.0,0.0,0.0
2018-03-31,1397.81,0.0,1397.81,253.46,-2.79,-3.7,349.23,99.63,66.4,543.44,92.14,3.92,96.06,71.82,24.24,0.0,24.24,-11.03,35.27,35.27,308.15,1.35,1.35,0.0,0.0,0.0,0.0,0.0
2018-06-30,1360.65,0.0,1360.65,254.39,0.1,-21.04,400.4,93.77,61.62,476.94,94.47,5.52,99.99,73.3,26.69,0.0,26.69,5.66,21.03,21.03,309.28,0.68,0.68,0.0,0.0,0.0,0.0,0.0
2018-09-30,1387.05,0.0,1387.05,255.63,0.1,-14.07,407.33,87.24,61.72,496.05,93.05,3.79,96.84,95.41,1.43,0.0,1.43,0.0,1.43,1.43,309.4,0.05,0.05,0.0,0.0,0.0,0.0,0.0
2018-12-31,1316.3,0.0,1316.3,230.29,0.03,16.71,402.63,85.45,63.18,446.34,71.67,4.27,75.94,72.81,3.13,0.0,3.13,0.0,3.13,3.13,309.66,0.1,0.1,0.0,0.0,0.0,0.0,0.0
2019-03-31,1563.99,0.0,1563.99,304.09,0.15,-3.17,430.63,90.68,64.79,549.39,127.43,17.39,144.82,82.65,62.17,0.0,62.17,18.32,43.85,43.85,309.9,1.24,1.24,0.0,0.0,0.0,0.0,0.0
2019-06-30,1468.8,0.0,1468.8,248.15,0.05,10.67,377.27,98.71,59.88,492.0,182.07,3.2,185.27,79.92,105.35,0.0,105.35,33.14,72.21,72.21,309.9,2.34,2.34,0.0,0.0,0.0,0.0,0.0
2019-09-30,1245.72,0.0,1245.72,230.2,0.14,0.49,333.77,87.14,61.29,446.83,85.86,3.22,89.08,81.61,7.47,0.0,7.47,-1.25,8.72,8.72,309.9,0.29,0.29,0.0,0.0,0.0,0.0,0.0
2019-12-31,1191.12,0.0,1191.12,218.76,0.03,12.76,306.58,86.65,61.5,437.68,67.16,3.3,70.46,80.58,-10.12,0.0,-10.12,-4.75,-5.37,-5.37,309.9,-0.13,-0.13,0.0,0.0,0.0,0.0,0.0
2020-03-31,1151.9,0.0,1151.9,228.77,0.18,-48.58,337.47,77.39,64.18,489.22,3.27,18.02,21.29,92.36,-71.07,-100.04,-171.11,-60.04,-111.07,-111.07,309.9,4.12,4.12,0.0,0.0,0.0,0.0,0.0
2020-06-30,757.03,0.0,757.03,115.58,0.0,41.11,154.03,74.98,60.0,215.61,95.72,3.29,99.01,72.95,26.06,0.0,26.06,9.1,16.96,16.96,309.9,0.55,0.55,0.0,0.0,0.0,0.0,0.0
2020-09-30,1069.72,0.0,1069.72,174.88,0.0,0.03,232.29,73.65,60.12,354.2,174.55,5.73,180.28,70.48,109.8,0.0,109.8,38.37,71.43,71.43,309.9,2.28,2.28,0.0,0.0,0.0,0.0,0.0
2020-12-31,1160.3,0.0,1160.3,190.13,0.03,-12.55,297.98,79.04,60.46,390.47,154.74,2.61,157.35,68.5,88.85,0.0,88.85,26.83,62.02,62.02,309.9,2.0,2.0,0.0,0.0,0.0,0.0,0.0
2021-03-31,1449.62,0.0,1449.62,220.91,0.0,28.25,372.98,103.36,61.32,523.6,139.2,11.82,151.02,53.02,98.0,0.0,98.0,26.37,71.63,71.63,309.9,2.32,2.32,0.0,0.0,0.0,0.0,0.0
2021-06-30,1022.49,0.0,1022.49,173.72,0.0,-52.33,0.0,82.68,54.47,656.43,107.52,3.05,110.57,54.51,56.06,0.0,56.06,18.64,37.42,37.42,309.9,1.23,1.23,0.0,0.0,0.0,0.0,0.0
2021-09-30,1190.17,0.0,1190.17,197.41,0.0,-3.38,0.0,88.28,56.4,774.27,77.19,3.18,80.37,51.1,29.27,0.0,29.27,7.3,21.97,21.97,309.9,0.72,0.72,0.0,0.0,0.0,0.0,0.0
2021-12-31,1108.46,0.0,1108.46,171.33,0.03,14.12,351.81,82.18,54.59,384.9,49.5,5.76,55.26,50.09,5.17,0.0,5.17,1.87,3.3,3.3,309.9,0.11,0.11,0.0,0.0,0.0,0.0,0.0
2022-03-31,1391.99,0.0,1391.99,242.41,0.0,13.44,0.0,79.05,54.33,995.64,7.12,4.73,11.85,48.32,-36.47,0.0,-36.47,-12.76,-23.71,-23.71,309.9,-5.4,-5.4,0.0,0.0,0.0,0.0,0.0
2022-06-30,1446.23,0.0,1446.23,227.06,0.1,-21.77,0.0,90.95,52.18,1119.12,-21.41,8.04,-13.37,58.64,-72.01,0.0,-72.01,-148.1,76.09,76.09,309.9,2.58,2.58,0.0,0.0,0.0,0.0,0.0
2022-09-30,1254.65,0.0,1254.65,211.56,25.73,-2.48,610.55,88.89,53.64,411.64,-144.88,3.87,-141.01,65.78,-206.79,0.0,-206.79,-69.21,-137.58,-137.58,309.9,-4.42,-4.42,0.0,0.0,0.0,0.0,0.0
2022-12-31,1219.46,0.0,1219.46,250.33,11.21,-55.25,0.0,96.6,53.82,986.12,-123.37,3.94,-119.43,60.71,-180.14,294.28,114.14,23.41,90.73,90.73,309.9,2.84,2.84,0.0,0.0,0.0,0.0,0.0
2023-03-31,1460.47,0.0,1460.47,258.97,1.78,29.59,615.69,81.88,53.35,517.02,-97.81,18.42,-79.39,49.03,-128.42,-113.83,-242.25,-24.46,-217.79,-217.79,309.9,-7.08,-7.08,0.0,0.0,0.0,0.0,0.0
2023-06-30,1393.04,0.0,1393.04,256.78,0.35,27.64,0.0,92.01,52.97,1011.24,-47.95,6.87,-41.08,57.83,-98.91,0.0,-98.91,-23.64,-75.27,-75.27,309.9,-2.42,-2.42,0.0,0.0,0.0,0.0,0.0
2023-09-30,1222.13,0.0,1222.13,218.01,0.09,-0.62,460.28,98.55,53.49,437.72,-45.39,5.93,-39.46,59.34,-98.8,0.0,-98.8,-17.41,-81.39,-81.39,309.9,-2.6,-2.6,0.0,0.0,0.0,0.0,0.0
2023-12-31,1081.88,0.0,1081.88,181.34,0.35,14.64,369.78,86.2,56.59,380.53,-7.55,16.85,9.3,59.54,-50.24,26.21,-24.03,-7.52,-16.51,-16.51,309.9,-0.56,-0.56,0.0,0.0,0.0,0.0,0.0
2024-03-31,1245.38,0.0,1245.38,226.44,0.32,-0.12,460.62,97.93,56.58,413.33,-9.72,24.67,14.95,63.73,-48.78,15.87,-32.91,-3.58,-29.33,-29.33,309.9,-0.88,-0.88,0.0,0.0,0.0,0.0,0.0
2024-06-30,971.53,0.0,971.53,182.37,0.07,3.97,358.13,104.65,55.33,353.33,-86.32,6.37,-79.95,82.44,-162.39,240.68,78.29,20.83,57.46,57.46,309.9,1.86,1.86,0.0,0.0,0.0,0.0,0.0
2024-09-30,1016.65,0.0,1016.65,196.41,0.52,29.02,424.2,94.36,54.0,435.93,-217.79,9.75,-208.04,72.84,-280.88,6.41,-274.47,-34.49,-239.98,-239.98,309.9,-8.41,-8.41,0.0,0.0,0.0,0.0,0.0
2024-12-31,903.16,0.0,903.16,200.92,1.36,17.05,399.25,87.22,55.24,385.77,-243.65,10.62,-233.03,73.77,-306.8,-190.26,-497.06,-68.22,-428.84,-428.84,309.9,144.64,144.64,0.0,0.0,0.0,0.0,0.0
2025-03-31,1197.13,0.0,1197.13,252.42,1.06,-26.49,475.37,89.39,74.86,404.88,-74.36,23.53,-50.83,47.6,-98.43,-2.7,-101.13,-25.47,-75.66,-75.66,309.9,-2.41,-2.41,0.0,0.0,0.0,0.0,0.0
