Date,Open,High,Low,Close,Volume
2020-03-25 00:00:00+05:30,1136.5660561558436,1320.0118055704709,1121.6611376969486,1286.2637939453125,6449060
2020-03-26 00:00:00+05:30,1296.08412080298,1385.8130214739554,1249.0263460210235,1368.8143310546875,7254949
2020-03-27 00:00:00+05:30,1431.6743693433637,1445.632197456739,1370.4095224839105,1394.885498046875,10223286
2020-03-30 00:00:00+05:30,1341.1479735760045,1375.8431985687853,1271.9571158796377,1289.8031005859375,5570325
2020-03-31 00:00:00+05:30,1324.298975492736,1325.9938061127364,1281.1293540262152,1292.1461181640625,4476861
2020-04-01 00:00:00+05:30,1290.9995704288447,1290.9995704288447,1154.511911630455,1178.0906982421875,10838462
2020-04-03 00:00:00+05:30,1178.0906010974816,1179.4365102217105,1083.725686061707,1137.4134521484375,10111471
2020-04-07 00:00:00+05:30,1217.3219811326715,1225.3477807949712,1167.4725961559036,1194.441162109375,8552570
2020-04-08 00:00:00+05:30,1181.231240834094,1238.8072885610002,1156.8548151385348,1184.0726318359375,7405087
2020-04-09 00:00:00+05:30,1211.3401778952523,1277.3407216229857,1186.5151573163828,1269.0657958984375,8097402
2020-04-13 00:00:00+05:30,1246.2346447230916,1253.363131231428,1212.3370623866235,1247.1319580078125,4250536
2020-04-15 00:00:00+05:30,1262.0370332891441,1267.1216469340939,1149.826124886202,1170.2144775390625,9045676
2020-04-16 00:00:00+05:30,1161.4408623779104,1161.4408623779104,1111.092979628885,1127.443603515625,11055205
2020-04-17 00:00:00+05:30,1183.7735422169949,1194.3415894691007,1131.5812507203307,1182.6768798828125,8585395
2020-04-20 00:00:00+05:30,1216.3250010779293,1220.8114457540364,1168.7188381259039,1174.2022705078125,6560180
2020-04-21 00:00:00+05:30,1146.5357857784065,1151.5207239774431,1121.611094783224,1126.74560546875,4799796
2020-04-22 00:00:00+05:30,1123.6550755483763,1163.2354399516105,1104.861759379275,1148.679443359375,6963692
2020-04-23 00:00:00+05:30,1168.4697350322595,1251.2197247999025,1154.6115798752276,1245.8858642578125,10558247
2020-04-24 00:00:00+05:30,1215.3281360758701,1254.2106605278464,1209.6951306288433,1235.8162841796875,6784235
2020-04-27 00:00:00+05:30,1248.1289993347414,1320.9091057127093,1248.1289993347414,1299.6732177734375,7771412
2020-04-28 00:00:00+05:30,1306.1537333758818,1332.47423646132,1306.1537333758818,1322.6539306640625,6678388
2020-04-29 00:00:00+05:30,1323.0029264332036,1347.9276236154417,1311.238420682138,1323.850341796875,6703229
2020-04-30 00:00:00+05:30,1335.9637951600362,1375.84331143347,1330.0317657954129,1353.1119384765625,6272522
2020-05-04 00:00:00+05:30,1291.0991911528547,1301.9663824304937,1259.8934245698144,1273.9510498046875,5096439
2020-05-05 00:00:00+05:30,1293.0932344744667,1298.9754870982588,1221.3101096616974,1234.619873046875,5004841
2020-05-06 00:00:00+05:30,1227.2921011064952,1273.5523638640318,1210.5925538331128,1242.197021484375,4604274
2020-05-07 00:00:00+05:30,1226.7935125502072,1236.2648968405176,1180.682825873696,1196.18603515625,6843272
2020-05-08 00:00:00+05:30,1218.319057889275,1239.2059030402938,1207.4020904623908,1213.78271484375,3511204
2020-05-11 00:00:00+05:30,1236.813279585353,1248.5278863832455,1181.4305579151217,1184.8701171875,4674081
2020-05-12 00:00:00+05:30,1174.451628318035,1174.451628318035,1133.5751285208878,1153.7142333984375,10268550
2020-05-13 00:00:00+05:30,1211.3900675270063,1216.325108425228,1169.167537097861,1183.1253662109375,11914924
2020-05-14 00:00:00+05:30,1175.348861706878,1210.3431067628787,1163.634255854766,1169.5662841796875,7099970
2020-05-15 00:00:00+05:30,1176.2961126672603,1186.3158894297837,1150.7233494919271,1174.7508544921875,3863980
2020-05-18 00:00:00+05:30,1171.4605830678238,1172.4575707980941,1106.656380600242,1110.29541015625,6397416
2020-05-19 00:00:00+05:30,1146.5359598023724,1166.3760411864314,1121.910410042444,1127.0447998046875,6382921
2020-05-20 00:00:00+05:30,1126.5961617035507,1174.4515738821085,1111.6413453977514,1156.60546875,5254388
2020-05-21 00:00:00+05:30,1161.4908491572824,1185.966949638168,1141.1522726083392,1146.7852783203125,5977128
2020-05-22 00:00:00+05:30,1136.566215203594,1163.6842376221382,1113.1369993638707,1156.705322265625,5189748
2020-05-26 00:00:00+05:30,1156.5058842931746,1171.4607017624828,1141.1024709808335,1149.726318359375,5470797
2020-05-27 00:00:00+05:30,1160.4439238700536,1239.2558596855679,1157.502858483463,1213.882568359375,11745366
2020-05-28 00:00:00+05:30,1220.3130472909415,1251.1199941488574,1205.9563988646437,1225.74658203125,10710003
2020-05-29 00:00:00+05:30,1212.8357015871534,1226.0956884770856,1196.4353003782628,1220.3131103515625,5497352
