Date,Net Sales/Income from operations,Other Operating Income,Total Income From Operations,Consumption of Raw Materials,Purchase of Traded Goods,Increase/Decrease in Stocks,Employees Cost,Depreciation,Other Expenses,"P/L Before Other Inc. , Int., Excpt. Items & Tax",Other Income,"P/L Before Int., Excpt. Items & Tax",Interest,P/L Before Exceptional Items & Tax,Exceptional Items,P/L Before Tax,Tax,P/L After Tax from Ordinary Activities,Net Profit/(Loss) For the Period,Equity Share Capital,Basic EPS,Diluted EPS,No Of Shares (Crores),Share Holding (%),- Number of shares (Crores),- Per. of shares (as a % of the total sh. of prom. and promoter group),- Per. of shares (as a % of the total Share Cap. of the company)
2012-12-31,593.02,5.78,598.8,369.23,103.13,-45.54,51.19,8.4,95.36,17.03,2.06,19.09,13.72,5.37,0.0,5.37,0.0,5.37,5.37,17.99,0.6,0.6,5.39,59.93,3.54,98.33,39.4
2013-03-31,850.89,7.35,858.24,485.16,163.16,8.42,57.84,8.87,123.74,11.05,20.76,31.81,12.4,19.41,0.0,19.41,0.86,18.55,18.55,17.99,2.06,2.06,5.39,59.93,3.54,98.33,39.4
2013-06-30,765.93,4.89,770.82,378.99,114.39,57.52,58.21,8.33,123.29,30.09,4.38,34.47,11.7,22.77,0.0,22.77,0.0,22.77,22.77,17.99,2.53,2.53,5.39,59.93,3.54,98.33,39.4
2013-09-30,581.02,3.96,584.98,349.52,96.18,-34.05,59.19,8.35,91.54,14.25,6.07,20.32,12.8,7.52,0.0,7.52,0.0,7.52,7.52,17.99,0.84,0.84,5.39,59.93,3.54,98.33,39.4
2013-12-31,541.1,4.8,545.9,349.4,52.22,-19.97,54.37,8.53,94.99,6.36,9.05,15.41,12.6,2.81,0.0,2.81,0.0,2.81,2.81,17.99,0.31,0.31,5.39,59.93,3.54,98.33,39.4
2014-03-31,863.15,5.53,868.68,575.54,120.66,-65.75,62.26,9.47,146.18,20.32,35.01,55.33,12.54,42.79,0.0,42.79,0.0,42.79,42.79,17.99,4.76,4.76,5.43,60.34,3.51,98.32,38.99
2014-06-30,841.98,3.5,845.48,406.02,95.51,87.83,60.91,9.41,142.13,43.67,3.54,47.21,11.04,36.17,0.0,36.17,5.16,31.01,31.01,17.99,3.45,3.45,5.44,60.46,3.5,98.31,38.87
2014-09-30,633.34,4.63,637.97,346.9,77.02,15.17,63.88,9.13,114.39,11.48,8.16,19.64,10.57,9.07,0.0,9.07,0.02,9.05,9.05,17.99,1.01,1.01,5.44,60.53,3.49,98.31,38.8
2014-12-31,586.7,4.05,590.75,345.63,80.03,-26.0,63.43,10.34,125.38,-8.06,8.64,0.58,10.51,-9.93,18.33,8.4,2.1,6.3,6.3,17.99,0.7,0.7,5.44,60.54,3.49,98.31,38.8
2015-03-31,990.04,15.33,1005.37,619.6,177.4,-76.9,68.62,10.46,147.5,58.69,3.6,62.29,11.35,50.94,38.24,89.18,-16.99,106.17,106.17,17.99,11.8,11.78,5.44,60.53,3.49,98.31,38.8
2015-06-30,902.46,6.12,908.58,421.36,164.28,53.58,60.75,9.06,142.87,56.68,0.44,57.12,8.29,48.83,0.0,48.83,9.79,39.04,39.04,17.99,4.34,4.33,5.44,60.53,3.49,98.31,38.8
2015-09-30,710.46,6.2,716.66,389.29,71.55,42.15,63.94,11.54,122.73,15.46,1.97,17.43,9.31,8.12,-15.8,-7.68,-1.89,-5.79,-5.79,17.99,-0.64,-0.64,5.44,60.53,3.49,98.31,38.8
2015-12-31,674.76,11.0,685.76,399.9,87.81,-15.51,66.61,11.41,119.06,16.48,1.36,17.84,9.05,8.79,-1.95,6.84,2.04,4.8,4.8,17.99,0.53,0.53,0.0,0.0,0.0,0.0,0.0
2016-03-31,1090.03,13.37,1103.4,627.35,327.12,-141.51,70.95,19.06,162.35,38.08,5.47,43.55,8.88,34.67,47.83,82.5,10.78,71.72,71.72,17.99,7.52,7.51,0.0,0.0,0.0,0.0,0.0
2016-06-30,1160.62,4.56,1165.18,515.29,306.88,16.91,69.83,12.32,179.86,64.09,10.48,74.57,7.43,67.14,0.0,67.14,14.16,52.98,52.98,19.06,5.55,5.54,0.0,0.0,0.0,0.0,0.0
2016-09-30,812.58,12.91,825.49,429.99,105.74,41.4,78.97,13.41,134.43,21.55,9.48,31.03,6.93,24.1,0.0,24.1,7.13,16.97,16.97,19.09,1.78,1.77,0.0,0.0,0.0,0.0,0.0
2016-12-31,816.58,12.32,828.9,439.04,119.61,9.43,78.29,14.09,155.41,13.03,4.33,17.36,6.3,11.06,0.0,11.06,1.63,9.43,9.43,19.1,0.99,0.98,0.0,0.0,0.0,0.0,0.0
2017-03-31,1292.52,5.06,1297.58,684.71,327.69,-88.83,82.7,15.15,223.36,52.8,3.11,55.91,9.95,45.96,0.0,45.96,13.39,32.57,32.57,19.11,3.41,3.4,0.0,0.0,0.0,0.0,0.0
