Date,Net Sales/Income from operations,Other Operating Income,Total Income From Operations,Consumption of Raw Materials,Purchase of Traded Goods,Increase/Decrease in Stocks,Power & Fuel,Employees Cost,Depreciation,Other Expenses,"P/L Before Other Inc. , Int., Excpt. Items & Tax",Other Income,"P/L Before Int., Excpt. Items & Tax",Interest,P/L Before Exceptional Items & Tax,Exceptional Items,P/L Before Tax,Tax,P/L After Tax from Ordinary Activities,Net Profit/(Loss) For the Period,Equity Share Capital,Basic EPS,Diluted EPS,No Of Shares (Crores),Share Holding (%),- Number of shares (Crores),- Per. of shares (as a % of the total sh. of prom. and promoter group),- Per. of shares (as a % of the total Share Cap. of the company)
2022-09-30,610.32,8.03,618.35,255.4,17.74,-16.19,56.61,62.2,17.2,131.32,94.07,5.41,99.48,3.53,95.95,0.0,95.95,24.2,71.75,71.75,18.99,3.78,3.77,0.0,0.0,0.0,0.0,0.0
2022-12-31,634.2,9.04,643.24,245.56,20.06,9.11,55.34,63.38,17.17,135.57,97.05,5.66,102.71,4.77,97.94,0.0,97.94,25.65,72.29,72.29,18.99,3.81,3.8,0.0,0.0,0.0,0.0,0.0
2023-03-31,628.28,13.35,641.63,253.23,18.16,9.11,59.83,51.12,23.3,113.73,113.15,8.3,121.45,4.32,117.13,24.92,142.05,27.98,114.07,114.07,18.99,6.01,5.99,0.0,0.0,0.0,0.0,0.0
2023-06-30,659.25,8.27,667.52,267.5,27.57,-5.21,62.7,64.2,17.27,129.19,104.3,17.85,122.15,2.46,119.69,0.0,119.69,26.57,93.12,93.12,18.99,4.9,4.89,0.0,0.0,0.0,0.0,0.0
2023-09-30,643.46,10.7,654.16,261.88,24.63,-12.36,59.33,64.67,18.04,135.66,102.31,8.32,110.63,1.36,109.27,0.0,109.27,26.44,82.83,82.83,19.0,4.36,4.35,0.0,0.0,0.0,0.0,0.0
2023-12-31,634.53,8.31,642.84,245.03,16.62,9.54,55.19,62.85,18.2,129.88,105.53,4.66,110.19,0.16,110.03,0.0,110.03,29.88,80.15,80.15,19.01,4.22,4.21,0.0,0.0,0.0,0.0,0.0
2024-03-31,655.93,12.73,668.66,255.51,22.25,11.59,53.54,66.66,19.14,130.33,109.64,14.63,124.27,0.17,124.1,0.0,124.1,29.85,94.25,94.25,19.03,4.96,4.95,0.0,0.0,0.0,0.0,0.0
2024-06-30,663.83,9.65,673.48,262.5,22.96,3.51,56.9,69.27,19.62,141.16,97.56,21.86,119.42,0.0,119.42,0.0,119.42,26.14,93.28,93.28,19.03,4.9,4.89,0.0,0.0,0.0,0.0,0.0
2024-09-30,705.33,11.8,717.13,294.01,33.3,-13.94,58.03,72.84,20.06,142.9,109.93,5.62,115.55,0.0,115.55,0.0,115.55,29.08,86.47,86.47,19.03,4.55,4.53,0.0,0.0,0.0,0.0,0.0
2024-12-31,727.71,10.07,737.78,310.34,23.93,-10.47,58.9,77.06,20.37,150.26,107.39,2.11,109.5,0.01,109.49,0.0,109.49,28.93,80.56,80.56,19.04,4.23,4.22,0.0,0.0,0.0,0.0,0.0
2025-03-31,686.81,12.38,699.19,291.34,30.21,-9.61,61.34,71.14,20.58,162.48,71.71,9.28,80.99,0.16,80.83,0.0,80.83,19.53,61.3,61.3,19.04,3.22,3.22,0.0,0.0,0.0,0.0,0.0
