Date,Net Sales/Income from operations,Other Operating Income,Total Income From Operations,Consumption of Raw Materials,Purchase of Traded Goods,Increase/Decrease in Stocks,Power & Fuel,Employees Cost,Depreciation,Other Expenses,"P/L Before Other Inc. , Int., Excpt. Items & Tax",Other Income,"P/L Before Int., Excpt. Items & Tax",Interest,P/L Before Exceptional Items & Tax,Exceptional Items,P/L Before Tax,Tax,P/L After Tax from Ordinary Activities,Net Profit/(Loss) For the Period,Equity Share Capital,Basic EPS,Diluted EPS,No Of Shares (Crores),Share Holding (%),- Number of shares (Crores),- Per. of shares (as a % of the total sh. of prom. and promoter group),- Per. of shares (as a % of the total Share Cap. of the company)
2012-12-31,226.71,8.0,234.71,253.32,-0.29,-109.56,0.0,43.16,27.46,156.68,-136.06,189.36,53.3,101.49,-48.19,0.0,-48.19,-66.0,17.81,17.81,86.91,0.2,-0.07,39.0,44.87,47.91,100.0,55.13
2013-03-31,283.41,7.17,290.58,261.89,-0.05,-17.43,0.0,46.24,72.37,48.46,-120.9,6.77,-114.13,137.58,-251.71,0.0,-251.71,-76.78,-174.93,-174.93,86.91,-2.01,-2.01,39.0,44.87,47.91,100.0,55.13
2013-06-30,359.23,6.53,365.76,216.99,0.0,67.67,0.0,40.72,30.51,165.01,-155.14,5.06,-150.08,147.84,-297.92,0.0,-297.92,-106.0,-191.92,-191.92,86.91,-2.21,-2.21,39.0,44.87,47.91,100.0,55.13
2013-09-30,10898.66,59.36,10958.02,6688.12,596.15,-528.76,1895.47,242.35,668.88,1572.72,-176.91,923.44,746.53,1504.55,-758.02,0.0,-758.02,-1495.65,737.63,737.63,296.5,2.52,2.52,105.71,35.65,162.93,100.0,54.96
2013-12-31,8219.57,55.09,8274.66,6476.65,79.16,-477.07,644.05,140.34,403.87,429.73,577.93,773.56,1351.49,946.31,405.18,0.0,405.18,-451.31,856.49,856.49,296.5,2.89,2.75,107.89,36.39,162.93,100.0,54.96
2014-03-31,8892.92,40.21,8933.13,5564.0,143.94,458.86,1050.77,135.67,401.53,617.11,561.25,115.0,676.25,966.26,-290.01,-130.88,-420.89,-94.78,-326.11,-326.11,296.5,-1.1,-1.28,108.62,36.64,162.93,100.0,54.96
2014-06-30,7068.04,67.76,7135.8,4024.47,339.49,-22.28,1089.03,148.37,399.45,670.28,486.99,668.58,1155.57,985.33,170.24,0.0,170.24,0.0,170.24,170.24,296.5,0.57,0.57,103.48,34.91,169.17,100.0,65.09
2014-09-30,8693.5,41.75,8735.25,5198.03,254.12,-36.2,1224.69,166.58,402.42,627.47,898.14,1024.5,1922.64,996.42,926.22,-2.43,923.79,0.0,923.79,923.79,296.5,3.12,3.12,98.52,33.23,175.41,100.0,59.17
2014-12-31,8592.95,38.6,8631.55,5099.89,232.97,-39.12,1125.55,145.08,407.08,616.68,1043.42,67.53,1110.95,851.57,259.38,0.0,259.38,0.0,259.38,259.38,296.5,0.87,0.87,97.86,33.01,176.47,100.0,59.52
2015-03-31,8018.35,12.6,8030.95,4527.3,171.88,392.54,993.78,190.1,-197.28,764.21,1188.42,248.25,1436.67,822.61,614.06,0.0,614.06,40.27,573.79,573.79,296.5,1.94,1.94,97.86,33.01,176.47,100.0,59.52
2015-06-30,7852.23,27.02,7879.25,4477.49,155.33,212.04,1312.23,163.54,262.84,588.38,707.4,741.52,1448.92,839.49,609.43,-20.43,589.0,0.0,589.0,589.0,296.5,2.06,2.06,97.72,32.96,176.47,100.0,59.52
2015-09-30,7241.76,35.52,7277.28,4075.29,322.13,211.65,1091.26,131.44,271.57,586.38,587.56,340.58,928.14,900.17,27.97,-3.02,24.95,6.79,18.16,18.16,296.5,0.07,0.07,0.0,0.0,0.0,0.0,0.0
2015-12-31,6792.88,25.88,6818.76,4193.82,378.94,-415.76,979.19,147.62,273.66,596.42,664.87,1128.08,1792.95,840.73,952.22,-0.33,951.89,1.23,950.66,950.66,296.5,3.21,3.21,0.0,0.0,0.0,0.0,0.0
2016-03-31,8682.93,0.0,8682.93,4416.2,142.54,108.6,978.74,173.19,1059.47,1427.82,376.37,7077.32,7453.69,992.66,6461.03,-21518.47,-15057.44,-5662.91,-9394.53,-9394.53,296.5,-25.45,-25.45,0.0,0.0,0.0,0.0,0.0
2016-06-30,8145.0,0.0,8145.0,4141.0,170.0,-216.0,1022.0,230.0,785.0,1398.0,615.0,432.0,1047.0,870.0,177.0,-1255.0,-1078.0,-46.0,-1032.0,-1032.0,297.0,-2.96,-2.96,0.0,0.0,0.0,0.0,0.0
2016-09-30,6606.77,41.96,6648.73,3935.57,13.86,77.16,990.95,171.76,317.46,663.61,478.36,218.11,696.47,971.12,-274.65,0.0,-274.65,0.0,-274.65,-274.65,296.5,-0.93,-0.93,0.0,0.0,0.0,0.0,0.0
2016-12-31,8501.63,39.18,8540.81,5084.88,155.26,-396.46,1152.82,168.42,310.51,1000.33,1065.05,584.79,1649.84,1000.31,649.53,0.0,649.53,1.28,648.25,648.25,296.5,2.19,2.19,0.0,0.0,0.0,0.0,0.0
2017-03-31,11102.51,0.0,11102.51,5626.73,240.33,122.21,1416.13,174.0,692.78,1572.5,1257.83,7899.75,9157.58,1020.36,8137.22,3521.44,11658.66,-41.81,11700.47,11700.47,297.0,31.29,31.29,0.0,0.0,0.0,0.0,0.0
2017-06-30,8928.0,0.0,8928.0,4911.0,128.0,-307.0,1256.0,194.0,706.0,1459.0,581.0,568.0,1149.0,1103.0,46.0,0.0,46.0,12.0,34.0,34.0,372.0,0.04,0.04,0.0,0.0,0.0,0.0,0.0
2017-09-30,10375.0,0.0,10375.0,6337.0,0.0,-291.0,1476.0,200.0,729.0,1392.0,532.0,347.0,879.0,888.0,-9.0,472.0,463.0,-8.0,471.0,471.0,372.0,1.27,1.27,0.0,0.0,0.0,0.0,0.0
2017-12-31,12185.0,0.0,12185.0,6824.0,145.0,-15.0,1865.0,200.0,752.0,1430.0,984.0,703.0,1687.0,887.0,800.0,-38.0,762.0,83.0,679.0,679.0,372.0,1.83,1.83,0.0,0.0,0.0,0.0,0.0
2018-03-31,14036.0,0.0,14036.0,7137.0,153.0,602.0,2046.0,208.0,655.0,1481.0,1754.0,2172.0,3926.0,946.0,2980.0,4973.0,7953.0,1881.0,6072.0,6072.0,372.0,16.33,16.33,0.0,0.0,0.0,0.0,0.0
2018-06-30,9690.0,0.0,9690.0,3026.0,308.0,506.0,2028.0,205.0,784.0,1662.0,1171.0,107.0,1278.0,1078.0,200.0,52.0,252.0,122.0,130.0,130.0,372.0,0.35,0.35,0.0,0.0,0.0,0.0,0.0
2018-09-30,9690.0,0.0,9690.0,4127.0,89.0,-103.0,2318.0,224.0,800.0,1602.0,633.0,179.0,812.0,1049.0,-237.0,320.0,83.0,57.0,26.0,26.0,372.0,0.07,0.07,0.0,0.0,0.0,0.0,0.0
2018-12-31,10007.0,0.0,10007.0,4292.0,107.0,29.0,2610.0,206.0,893.0,1858.0,12.0,5733.0,5745.0,892.0,4853.0,-48.0,4805.0,-73.0,4878.0,4878.0,372.0,13.12,13.12,0.0,0.0,0.0,0.0,0.0
2019-03-31,9099.0,157.0,9256.0,4063.0,1.0,-124.0,2223.0,227.0,766.0,1602.0,498.0,193.0,691.0,885.0,-194.0,0.0,-194.0,-233.0,39.0,39.0,372.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0
2019-06-30,8522.0,95.0,8617.0,3077.0,0.0,212.0,2131.0,231.0,794.0,1974.0,198.0,190.0,388.0,881.0,-493.0,0.0,-493.0,-243.0,-250.0,-250.0,372.0,-0.67,-0.67,0.0,0.0,0.0,0.0,0.0
