Date,Net Sales/Income from operations,Other Operating Income,Total Income From Operations,Consumption of Raw Materials,Purchase of Traded Goods,Increase/Decrease in Stocks,Employees Cost,Depreciation,Other Expenses,"P/L Before Other Inc. , Int., Excpt. Items & Tax",Other Income,"P/L Before Int., Excpt. Items & Tax",Interest,P/L Before Exceptional Items & Tax,Exceptional Items,P/L Before Tax,Tax,P/L After Tax from Ordinary Activities,Net Profit/(Loss) For the Period,Equity Share Capital,Basic EPS,Diluted EPS,No Of Shares (Crores),Share Holding (%),- Number of shares (Crores),- Per. of shares (as a % of the total sh. of prom. and promoter group),- Per. of shares (as a % of the total Share Cap. of the company)
2017-09-30,6046.89,0.0,6046.89,3395.88,446.22,465.28,482.49,141.14,645.23,470.66,55.66,526.32,41.02,485.3,-2.64,482.65,148.4,334.26,334.26,292.65,1.14,1.14,0.0,0.0,0.0,0.0,0.0
2017-12-31,7113.16,0.0,7113.16,5406.48,548.43,-873.12,491.77,135.04,751.18,653.39,37.97,691.36,33.53,657.83,-0.19,657.64,207.93,449.71,449.71,292.71,1.54,1.53,0.0,0.0,0.0,0.0,0.0
2018-03-31,8772.49,0.0,8772.49,3592.54,622.95,2090.57,454.92,146.3,978.83,886.38,57.73,944.11,20.06,924.04,5.9,929.95,262.56,667.38,667.38,292.71,2.28,2.27,0.0,0.0,0.0,0.0,0.0
2018-06-30,6250.13,0.0,6250.13,4753.08,525.7,-927.64,492.99,143.05,758.45,504.5,49.99,554.49,11.59,542.89,-20.93,521.96,151.86,370.1,370.1,293.51,1.26,1.26,0.0,0.0,0.0,0.0,0.0
2018-09-30,7480.12,140.94,7621.06,5346.67,159.85,-8.89,525.08,148.11,769.32,680.92,27.59,708.51,20.41,688.1,-17.3,670.8,143.06,527.74,527.74,293.55,1.8,1.8,0.0,0.0,0.0,0.0,0.0
2018-12-31,6245.21,80.03,6325.24,5319.2,210.59,-1094.07,500.07,160.66,739.82,488.97,20.8,509.77,19.17,490.6,-7.03,483.57,102.73,380.84,380.84,293.55,1.3,1.3,0.0,0.0,0.0,0.0,0.0
2019-03-31,8722.59,123.34,8845.93,5158.8,191.16,1079.25,573.48,159.76,857.8,825.68,9.08,834.76,16.61,818.15,-11.68,806.47,153.48,652.99,652.99,293.55,2.22,2.22,0.0,0.0,0.0,0.0,0.0
2019-06-30,5611.76,72.1,5683.86,4496.34,191.15,-713.83,500.43,164.64,672.8,372.33,21.07,393.4,12.55,380.85,-20.11,360.74,130.52,230.22,230.22,293.55,0.78,0.78,0.0,0.0,0.0,0.0,0.0
2019-09-30,3867.99,61.51,3929.5,2172.61,174.39,366.3,432.12,160.04,555.5,68.54,45.5,114.04,30.12,83.92,-64.81,19.11,-19.76,38.87,38.87,293.55,0.13,0.13,0.0,0.0,0.0,0.0,0.0
2019-12-31,3973.31,42.34,4015.65,1760.26,227.38,965.59,272.79,157.46,564.48,67.69,22.33,90.02,33.68,56.34,-2.17,54.17,26.42,27.75,27.75,293.55,0.09,0.09,0.0,0.0,0.0,0.0,0.0
2020-03-31,3838.46,0.0,3838.46,1955.25,200.3,573.41,409.72,187.66,516.83,-4.71,34.44,29.73,33.1,-3.37,-68.73,-72.1,-14.78,-57.32,-57.32,293.55,-0.2,-0.2,0.0,0.0,0.0,0.0,0.0
2020-06-30,645.2,5.67,650.87,325.02,74.42,18.01,354.19,163.67,212.47,-496.91,25.62,-471.29,76.84,-548.13,-1.67,-549.8,-161.0,-388.8,-388.8,293.55,-1.32,-1.32,0.0,0.0,0.0,0.0,0.0
2020-09-30,2836.58,0.0,2836.58,1922.37,199.92,-102.23,373.62,171.16,362.47,-90.73,21.87,-68.86,87.24,-156.1,-1.7,-157.8,-11.13,-146.67,-146.67,293.55,-0.5,-0.5,0.0,0.0,0.0,0.0,0.0
2020-12-31,4813.51,0.0,4813.51,3598.12,214.72,-230.43,454.48,194.43,522.83,59.36,34.06,93.42,65.64,27.78,-46.03,-18.25,1.13,-19.38,-19.38,293.55,-0.07,-0.07,0.0,0.0,0.0,0.0,0.0
2021-03-31,6972.04,28.45,7000.49,5273.45,257.6,-147.66,401.6,218.45,681.34,315.71,37.95,353.66,77.07,276.59,37.35,313.94,72.77,241.17,241.17,293.55,0.82,0.82,0.0,0.0,0.0,0.0,0.0
2021-06-30,2950.99,0.0,2950.99,2233.4,211.74,-257.89,424.31,183.49,479.53,-323.59,13.4,-310.19,70.74,-380.93,-1.68,-382.61,-100.32,-282.29,-282.29,293.55,-0.96,-0.96,0.0,0.0,0.0,0.0,0.0
2021-09-30,4457.85,0.0,4457.85,3092.54,169.97,156.03,400.3,184.27,504.32,-49.58,20.93,-28.65,87.08,-115.73,0.23,-115.5,-32.49,-83.01,-83.01,293.55,-0.28,-0.28,0.0,0.0,0.0,0.0,0.0
2021-12-31,5503.64,31.52,5535.16,4157.36,247.56,-91.81,432.41,189.65,565.75,34.24,17.64,51.88,66.83,-14.95,42.02,27.07,21.31,5.76,5.76,293.55,0.02,0.02,0.0,0.0,0.0,0.0,0.0
2022-03-31,8703.33,40.96,8744.29,6429.86,267.63,144.68,437.58,195.35,688.5,580.69,24.16,604.85,76.46,528.39,470.26,998.65,97.28,901.37,901.37,293.55,3.07,3.07,0.0,0.0,0.0,0.0,0.0
2022-06-30,8434.86,35.37,8470.23,6464.65,265.4,-767.66,701.66,212.4,1035.71,558.07,29.31,587.38,466.89,120.49,-24.71,95.78,67.76,28.02,28.02,293.55,0.02,0.02,0.0,0.0,0.0,0.0,0.0
2022-09-30,8265.95,0.0,8265.95,5832.03,273.85,340.7,527.05,176.79,754.98,360.55,19.99,380.54,77.05,303.49,8.23,311.72,112.41,199.31,199.31,293.55,0.68,0.68,0.0,0.0,0.0,0.0,0.0
2022-12-31,9029.67,0.0,9029.67,7203.33,292.53,-610.01,549.47,188.95,797.01,608.39,31.59,639.98,80.4,559.58,6.94,566.52,205.18,361.34,361.34,293.61,1.23,1.23,0.0,0.0,0.0,0.0,0.0
2023-03-31,11625.67,0.0,11625.67,8080.23,335.36,373.08,591.93,183.82,969.33,1091.92,38.92,1130.84,62.76,1068.08,56.43,1124.51,373.1,751.41,751.41,293.61,2.56,2.56,0.0,0.0,0.0,0.0,0.0
2023-06-30,8189.29,0.0,8189.29,5876.42,358.23,-197.5,537.56,179.36,793.83,641.39,51.18,692.57,69.87,622.7,-0.59,622.11,45.69,576.42,576.42,293.61,1.96,1.96,0.0,0.0,0.0,0.0,0.0
2023-09-30,9638.04,0.0,9638.04,6992.28,355.17,-260.9,572.83,180.29,898.87,899.5,47.46,946.96,58.71,888.25,-22.88,865.37,304.36,561.01,561.01,293.61,1.91,1.91,0.0,0.0,0.0,0.0,0.0
2023-12-31,9231.06,41.95,9273.01,6555.36,368.49,-226.11,569.46,178.47,891.88,935.46,30.03,965.49,61.63,903.86,-0.59,903.27,323.24,580.03,580.03,293.61,1.98,1.97,0.0,0.0,0.0,0.0,0.0
2024-03-31,11219.12,47.57,11266.69,7492.48,424.52,173.57,553.53,179.69,1030.48,1412.42,117.9,1530.32,59.23,1471.09,-69.66,1401.43,501.02,900.41,900.41,293.63,3.07,3.06,0.0,0.0,0.0,0.0,0.0
2024-06-30,8598.53,0.0,8598.53,6198.8,416.73,-410.89,549.75,172.72,933.27,738.15,22.34,760.49,59.05,701.44,0.0,701.44,175.86,525.58,525.58,293.64,1.79,1.79,0.0,0.0,0.0,0.0,0.0
2024-09-30,8728.47,40.36,8768.83,5773.54,406.96,60.54,598.68,175.44,911.81,841.86,97.27,939.13,60.68,878.45,117.38,995.83,225.73,770.1,770.1,293.64,2.62,2.62,0.0,0.0,0.0,0.0,0.0
2024-12-31,9436.17,42.5,9478.67,6367.4,393.39,13.49,606.35,192.33,886.61,1019.1,24.71,1043.81,50.06,993.75,0.0,993.75,232.01,761.74,761.74,293.65,2.59,2.59,0.0,0.0,0.0,0.0,0.0
