Date,Net Sales/Income from operations,Other Operating Income,Total Income From Operations,Consumption of Raw Materials,Purchase of Traded Goods,Increase/Decrease in Stocks,Employees Cost,Depreciation,Other Expenses,"P/L Before Other Inc. , Int., Excpt. Items & Tax",Other Income,"P/L Before Int., Excpt. Items & Tax",Interest,P/L Before Exceptional Items & Tax,Exceptional Items,P/L Before Tax,Tax,P/L After Tax from Ordinary Activities,Net Profit/(Loss) For the Period,Equity Share Capital,Basic EPS,Diluted EPS,No Of Shares (Crores),Share Holding (%),- Number of shares (Crores),- Per. of shares (as a % of the total sh. of prom. and promoter group),- Per. of shares (as a % of the total Share Cap. of the company)
2012-12-31,124.54,0.38,124.92,55.97,1.01,3.45,9.76,4.96,33.16,16.61,2.69,19.29,1.3,17.99,0.0,17.99,5.54,12.45,12.45,9.76,12.75,12.75,0.6,61.17,0.28,75.0,29.12
2013-03-31,104.52,0.49,105.01,52.83,1.7,0.54,14.69,4.92,38.28,-7.96,4.46,-3.5,2.04,-5.53,0.0,-5.53,2.07,-7.6,-7.6,9.76,-7.79,-7.79,0.6,61.17,0.28,75.0,29.12
2013-06-30,114.44,0.41,114.85,51.92,2.04,2.51,13.18,5.06,27.33,12.81,6.33,19.15,1.2,17.95,0.0,17.95,4.55,13.4,13.4,9.76,13.73,13.73,0.6,61.17,0.32,84.47,32.8
2013-09-30,99.23,0.64,99.87,47.48,0.34,-3.84,11.56,5.24,27.89,11.2,6.72,17.92,1.1,16.82,0.0,16.82,4.53,12.29,12.29,9.76,12.59,12.59,0.6,61.17,0.32,84.47,32.8
2013-12-31,109.7,0.36,110.05,52.62,0.87,-2.83,11.97,5.09,34.36,7.98,3.03,11.0,1.41,9.59,0.0,9.59,2.75,6.84,6.84,9.76,7.01,7.01,0.6,61.17,0.32,84.47,32.8
2014-03-31,123.79,0.58,124.37,56.57,1.18,3.47,11.57,5.16,38.25,8.17,13.28,21.46,1.69,19.77,0.0,19.77,1.64,18.13,18.13,9.76,18.57,18.57,0.6,61.17,0.32,84.47,32.8
2014-06-30,129.54,0.54,130.08,59.4,4.69,0.81,16.67,4.49,36.26,7.77,3.82,11.59,0.17,11.42,0.0,11.42,2.92,8.5,8.5,9.76,8.71,8.71,0.6,61.17,0.32,84.47,32.8
2014-09-30,123.86,0.33,124.19,62.56,2.12,-6.05,13.86,4.39,37.83,9.48,5.69,15.17,0.86,14.31,0.0,14.31,4.23,10.08,10.08,9.77,10.33,10.31,0.6,61.2,0.32,87.47,32.77
2014-12-31,145.58,0.31,145.88,67.91,2.02,4.52,15.15,4.53,37.45,14.31,4.8,19.1,0.17,18.93,0.0,18.93,4.73,14.2,14.2,9.77,14.54,14.52,0.6,61.2,0.32,84.47,32.77
2015-03-31,145.59,0.38,145.97,70.19,2.11,1.9,15.23,5.22,38.18,13.13,10.66,23.78,0.35,23.43,0.0,23.43,6.82,16.61,16.61,9.77,17.0,16.91,0.6,61.2,0.32,84.47,32.77
2015-06-30,149.84,0.53,150.37,72.21,0.94,-2.06,16.07,4.51,37.63,21.07,4.07,25.14,0.5,24.65,0.0,24.65,6.5,18.14,18.14,9.77,18.57,18.47,0.6,61.21,0.32,84.47,32.77
2015-09-30,150.76,0.37,151.13,67.09,1.27,-5.14,15.43,4.6,40.78,27.1,8.86,35.95,0.8,35.16,0.0,35.16,11.93,23.23,23.23,9.77,23.78,23.61,0.6,61.24,0.32,84.45,32.73
2015-12-31,144.73,0.47,145.2,61.96,2.85,5.19,14.89,5.91,37.3,17.09,3.96,21.05,1.09,19.95,0.0,19.95,6.36,13.59,13.59,9.78,13.9,13.8,0.0,0.0,0.0,0.0,0.0
2016-03-31,189.36,0.18,189.55,82.96,1.72,3.02,19.19,5.89,46.79,29.97,7.81,37.77,0.82,36.96,0.0,36.96,5.46,31.5,31.5,9.79,32.22,31.97,0.0,0.0,0.0,0.0,0.0
2016-06-30,164.02,0.37,164.38,71.79,2.91,-9.66,18.37,5.87,41.27,33.83,5.76,39.59,0.15,39.44,0.0,39.44,10.84,28.61,28.61,9.79,29.23,28.99,0.0,0.0,0.0,0.0,0.0
2016-09-30,182.33,0.18,182.51,75.89,3.14,-0.3,18.18,5.99,44.97,34.64,6.3,40.94,0.03,40.91,27.33,68.24,12.81,55.44,55.44,9.79,56.64,56.16,0.0,0.0,0.0,0.0,0.0
2016-12-31,153.51,0.31,153.82,62.41,2.32,-2.65,18.75,6.07,42.6,24.31,6.86,31.17,0.03,31.14,0.0,31.14,10.55,20.59,20.59,9.79,21.04,20.86,0.0,0.0,0.0,0.0,0.0
2017-03-31,200.53,0.0,200.53,91.92,3.24,-15.44,21.37,10.42,60.4,28.62,10.96,39.58,0.29,39.29,0.0,39.29,9.9,29.38,29.38,9.79,30.02,29.76,0.0,0.0,0.0,0.0,0.0
2017-06-30,225.43,0.0,225.43,86.47,3.34,4.17,21.27,10.49,50.75,48.93,26.3,75.23,0.03,75.2,0.0,75.2,26.09,49.11,49.11,9.86,10.02,9.98,0.0,0.0,0.0,0.0,0.0
2017-09-30,218.11,0.0,218.11,89.12,3.86,-4.08,21.77,10.92,54.59,41.94,21.23,63.17,0.03,63.14,0.0,63.14,20.26,42.87,42.87,9.87,8.69,8.7,0.0,0.0,0.0,0.0,0.0
2017-12-31,221.45,0.0,221.45,68.05,5.77,16.96,23.68,9.3,54.64,43.06,22.98,66.04,0.04,66.01,0.0,66.01,18.32,47.69,47.69,9.87,9.67,9.64,0.0,0.0,0.0,0.0,0.0
2018-03-31,208.42,0.0,208.42,99.8,4.53,-10.61,24.08,7.47,44.57,38.59,20.11,58.7,0.56,58.14,0.0,58.14,18.85,39.28,39.28,9.87,8.14,8.12,0.0,0.0,0.0,0.0,0.0
