Date,Net Sales/Income from operations,Other Operating Income,Total Income From Operations,Consumption of Raw Materials,Purchase of Traded Goods,Increase/Decrease in Stocks,Power & Fuel,Employees Cost,Depreciation,Other Expenses,"P/L Before Other Inc. , Int., Excpt. Items & Tax",Other Income,"P/L Before Int., Excpt. Items & Tax",Interest,P/L Before Exceptional Items & Tax,Exceptional Items,P/L Before Tax,Tax,P/L After Tax from Ordinary Activities,Net Profit/(Loss) For the Period,Equity Share Capital,Basic EPS,Diluted EPS,No Of Shares (Crores),Share Holding (%),- Number of shares (Crores),- Per. of shares (as a % of the total sh. of prom. and promoter group),- Per. of shares (as a % of the total Share Cap. of the company)
2015-06-30,427.75,2.9,430.65,262.28,0.45,62.33,24.64,62.63,3.96,80.76,-66.4,1.27,-65.13,52.84,-117.97,0.0,-117.97,0.0,-117.97,-117.97,647.07,-1.82,-1.82,6.47,10.0,58.24,100.0,90.0
2015-09-30,647.47,3.43,650.9,400.24,1.29,56.16,29.31,60.06,5.01,97.97,0.86,1.26,2.12,62.99,-60.87,0.0,-60.87,0.0,-60.87,-60.87,647.07,-0.94,-0.94,6.47,10.0,58.24,100.0,90.0
2015-12-31,418.51,1.75,420.26,290.67,1.15,37.49,20.0,61.48,5.41,66.32,-62.26,1.57,-60.69,58.71,-119.4,0.0,-119.4,0.0,-119.4,-119.4,647.07,-1.85,-1.85,0.0,0.0,0.0,0.0,0.0
2016-03-31,242.26,14.8,257.06,126.61,-0.17,23.07,46.03,65.48,3.74,83.01,-90.71,2.0,-88.71,77.59,-166.3,12.35,-153.95,0.0,-153.95,-153.95,647.07,-2.38,-2.38,0.0,0.0,0.0,0.0,0.0
2016-06-30,449.52,3.16,452.68,314.9,0.52,-32.0,30.75,62.06,4.34,82.39,-10.28,1.36,-8.92,73.41,-82.33,0.0,-82.33,0.0,-82.33,-82.33,647.07,-1.27,-1.27,0.0,0.0,0.0,0.0,0.0
2016-09-30,628.66,2.82,631.48,397.32,2.75,-15.24,29.78,58.34,4.31,95.73,58.49,0.55,59.04,75.65,-16.61,-16.98,-33.59,0.0,-33.59,-33.59,647.07,-0.52,-0.52,0.0,0.0,0.0,0.0,0.0
2016-12-31,427.36,2.2,429.56,294.09,92.38,-149.27,24.94,61.57,4.31,90.49,11.05,0.29,11.34,74.84,-63.5,0.0,-63.5,0.0,-63.5,-63.5,647.07,-0.98,-0.98,0.0,0.0,0.0,0.0,0.0
2017-03-31,357.06,5.6,362.66,54.31,2.43,115.31,81.34,36.3,3.87,64.93,4.17,1.18,5.35,81.23,-75.88,68.34,-7.54,0.0,-7.54,-7.54,647.07,-0.12,-0.12,0.0,0.0,0.0,0.0,0.0
2017-06-30,293.97,0.0,293.97,208.06,0.86,-43.07,0.0,59.18,4.69,79.81,-15.56,2.5,-13.06,82.58,-95.64,0.0,-95.64,0.0,-95.64,-95.64,647.07,-1.4,-1.4,0.0,0.0,0.0,0.0,0.0
2017-09-30,605.32,0.0,605.32,347.81,1.04,-10.17,0.0,63.17,3.76,114.79,84.92,2.11,87.03,84.24,2.79,0.0,2.79,0.0,2.79,2.79,647.07,0.09,0.09,0.0,0.0,0.0,0.0,0.0
2017-12-31,583.2,0.0,583.2,320.7,1.21,17.9,0.0,63.34,3.82,108.51,67.72,3.91,71.63,76.04,-4.41,0.0,-4.41,0.0,-4.41,-4.41,647.07,-0.07,-0.07,0.0,0.0,0.0,0.0,0.0
2018-03-31,446.18,0.0,446.18,203.67,-1.42,4.81,0.0,64.61,4.88,157.15,12.48,32.83,45.31,78.56,-33.25,0.0,-33.25,0.0,-33.25,-33.25,647.07,-0.51,-0.51,0.0,0.0,0.0,0.0,0.0
2018-06-30,344.09,0.0,344.09,187.39,0.67,18.54,0.0,61.86,4.17,97.58,-26.12,414.37,388.25,73.86,314.39,0.0,314.39,0.0,314.39,314.39,647.07,4.86,4.86,0.0,0.0,0.0,0.0,0.0
2018-09-30,534.03,0.0,534.03,319.87,0.63,51.73,0.0,27.35,4.39,121.47,8.59,6.17,14.76,66.66,-51.9,0.0,-51.9,0.0,-51.9,-51.9,647.07,0.0,-0.8,0.0,0.0,0.0,0.0,0.0
2018-12-31,591.35,0.0,591.35,422.03,0.79,4.31,0.0,51.42,4.2,99.69,8.91,6.74,15.65,65.42,-49.77,0.0,-49.77,0.0,-49.77,-49.77,647.07,-0.77,-0.77,0.0,0.0,0.0,0.0,0.0
2019-03-31,485.52,0.0,485.52,439.74,0.31,-151.56,0.0,89.52,9.76,102.19,-4.44,29.46,25.02,74.6,-49.58,0.0,-49.58,0.0,-49.58,-49.58,647.07,-0.77,-0.77,0.0,0.0,0.0,0.0,0.0
2019-06-30,351.2,0.0,351.2,333.19,1.54,-162.5,0.0,60.72,4.45,129.38,-15.58,5.85,-9.73,70.51,-80.24,0.0,-80.24,0.0,-80.24,-80.24,647.07,0.0,-1.24,0.0,0.0,0.0,0.0,0.0
2019-09-30,930.93,0.0,930.93,411.91,62.83,133.22,0.0,53.59,4.49,193.62,71.27,4.19,75.46,69.2,6.26,0.0,6.26,0.0,6.26,6.26,647.07,0.0,0.1,0.0,0.0,0.0,0.0,0.0
2019-12-31,779.3,0.0,779.3,413.15,6.22,29.09,0.0,58.44,4.45,176.63,91.32,978.8,1070.12,87.15,982.97,0.0,982.97,0.0,982.97,982.97,647.07,0.0,15.19,0.0,0.0,0.0,0.0,0.0
2020-03-31,708.48,0.0,708.48,365.42,1.55,8.79,0.0,60.27,4.54,153.79,114.12,14.83,128.95,62.43,66.52,0.01,66.53,0.0,66.53,66.53,647.07,1.03,1.03,0.0,0.0,0.0,0.0,0.0
2020-06-30,551.8,0.0,551.8,266.3,50.43,28.93,0.0,59.99,4.97,111.75,29.43,13.7,43.13,60.69,-17.56,0.0,-17.56,0.0,-17.56,-17.56,647.07,-0.27,-0.27,0.0,0.0,0.0,0.0,0.0
2020-09-30,1046.82,0.0,1046.82,344.34,106.54,149.31,0.0,60.84,4.93,250.09,130.77,13.63,144.4,61.33,83.07,0.0,83.07,0.0,83.07,83.07,647.07,1.28,1.28,0.0,0.0,0.0,0.0,0.0
2020-12-31,839.04,0.0,839.04,400.32,91.39,-50.34,0.0,68.57,4.91,144.2,179.99,17.89,197.88,61.17,136.71,0.0,136.71,0.0,136.71,136.71,647.07,2.11,2.11,0.0,0.0,0.0,0.0,0.0
2021-03-31,821.16,0.0,821.16,379.52,92.56,-31.18,0.0,39.82,7.88,143.1,189.46,22.38,211.84,62.08,149.76,0.0,149.76,0.0,149.76,149.76,647.07,2.31,2.31,0.0,0.0,0.0,0.0,0.0
2021-06-30,742.14,0.0,742.14,355.09,1.43,99.56,0.0,63.1,7.63,138.33,77.0,24.03,101.03,61.23,39.8,0.0,39.8,0.0,39.8,39.8,647.07,0.62,0.62,0.0,0.0,0.0,0.0,0.0
2021-09-30,781.65,0.0,781.65,551.75,1.05,-61.31,0.0,47.73,3.76,137.91,100.76,26.54,127.3,61.57,65.73,-29.28,36.45,0.0,36.45,36.45,647.07,0.56,0.56,0.0,0.0,0.0,0.0,0.0
2021-12-31,1208.46,0.0,1208.46,909.45,0.59,-137.42,0.0,59.76,7.02,266.11,102.95,31.8,134.75,61.88,72.87,-29.28,43.59,0.0,43.59,43.59,647.07,0.67,0.67,0.0,0.0,0.0,0.0,0.0
2022-03-31,1692.55,0.0,1692.55,954.57,-0.09,105.74,0.0,61.17,8.73,274.05,288.38,35.28,323.66,59.72,263.94,-30.5,233.44,0.0,233.44,233.44,647.07,3.61,3.61,0.0,0.0,0.0,0.0,0.0
2022-06-30,1292.37,0.0,1292.37,983.61,0.84,-223.26,0.0,58.64,6.9,289.85,175.79,22.76,198.55,61.56,136.99,0.0,136.99,0.0,136.99,136.99,647.07,2.12,2.12,0.0,0.0,0.0,0.0,0.0
2022-09-30,1935.0,0.0,1935.0,1184.57,1.43,122.92,0.0,76.95,6.94,312.58,229.61,25.36,254.97,62.47,192.5,-47.9,144.6,0.0,144.6,144.6,647.07,2.23,2.23,0.0,0.0,0.0,0.0,0.0
2022-12-31,1721.94,0.0,1721.94,1090.69,1.73,-28.3,0.0,71.55,7.12,335.51,243.64,35.57,279.21,62.02,217.19,-51.4,165.79,0.0,165.79,165.79,647.07,2.56,2.56,0.0,0.0,0.0,0.0,0.0
2023-03-31,1248.84,0.0,1248.84,920.11,1.04,-320.31,0.0,81.05,9.15,382.8,175.0,51.89,226.89,61.29,165.6,0.0,165.6,0.0,165.6,165.6,647.07,2.56,2.56,0.0,0.0,0.0,0.0,0.0
2023-06-30,1232.57,0.0,1232.57,784.88,138.63,-179.63,0.0,76.17,5.25,265.61,141.66,44.92,186.58,62.64,123.94,-52.13,71.81,0.0,71.81,71.81,647.07,1.11,1.11,0.0,0.0,0.0,0.0,0.0
2023-09-30,1663.21,0.0,1663.21,715.79,144.29,291.8,0.0,82.4,5.32,296.57,127.04,50.38,177.42,61.24,116.18,-10.94,105.24,0.0,105.24,105.24,647.07,1.63,1.63,0.0,0.0,0.0,0.0,0.0
2023-12-31,1097.33,0.0,1097.33,743.78,95.34,-136.08,0.0,71.42,5.25,279.84,37.78,54.13,91.91,61.59,30.32,0.0,30.32,0.0,30.32,30.32,647.07,0.47,0.47,0.0,0.0,0.0,0.0,0.0
2024-03-31,1061.82,0.0,1061.82,749.0,-14.36,-26.75,0.0,53.95,10.75,262.8,26.43,53.68,80.11,61.46,18.65,-182.52,-163.87,-102.67,-61.2,-61.2,647.07,-0.95,-0.95,0.0,0.0,0.0,0.0,0.0
2024-06-30,599.58,0.0,599.58,447.91,1.24,-32.16,0.0,71.58,5.32,167.6,-61.91,51.36,-10.55,62.04,-72.59,8.26,-64.33,-15.66,-48.67,-48.67,647.07,-0.75,-0.75,0.0,0.0,0.0,0.0,0.0
2024-09-30,1448.63,0.0,1448.63,582.27,305.76,240.95,0.0,76.08,6.44,208.5,28.63,48.17,76.8,61.37,15.43,-0.01,15.42,4.24,11.18,11.18,647.07,0.17,0.17,0.0,0.0,0.0,0.0,0.0
2024-12-31,949.42,0.0,949.42,523.67,186.91,-53.07,0.0,73.47,12.05,186.91,19.48,57.01,76.49,61.8,14.69,0.0,14.69,6.69,8.0,8.0,647.07,0.12,0.12,0.0,0.0,0.0,0.0,0.0
