Date,Net Sales/Income from operations,Other Operating Income,Total Income From Operations,Consumption of Raw Materials,Purchase of Traded Goods,Increase/Decrease in Stocks,Employees Cost,Depreciation,Other Expenses,"P/L Before Other Inc. , Int., Excpt. Items & Tax",Other Income,"P/L Before Int., Excpt. Items & Tax",Interest,P/L Before Exceptional Items & Tax,Exceptional Items,P/L Before Tax,Tax,P/L After Tax from Ordinary Activities,Net Profit/(Loss) For the Period,Equity Share Capital,Basic EPS,Diluted EPS,No Of Shares (Crores),Share Holding (%),- Number of shares (Crores),- Per. of shares (as a % of the total sh. of prom. and promoter group),- Per. of shares (as a % of the total Share Cap. of the company)
2012-12-31,1462.15,1.01,1463.16,1088.09,1.75,-106.28,85.46,28.92,229.46,135.76,12.14,147.9,1.05,146.85,0.0,146.85,42.76,104.09,104.09,85.0,1.22,1.22,45.9,54.01,39.1,100.0,45.99
2013-03-31,1538.22,2.98,1541.2,882.44,3.9,147.27,90.06,28.78,213.1,175.65,30.43,206.08,0.78,205.3,0.0,205.3,58.84,146.46,146.46,85.0,1.72,1.72,45.9,54.01,39.1,100.0,45.99
2013-06-30,1626.34,1.13,1627.47,1202.08,1.09,-156.74,93.79,30.04,224.81,232.4,6.21,238.61,0.36,238.25,0.0,238.25,79.45,158.8,158.8,85.0,1.87,1.87,45.9,54.01,39.1,100.0,45.99
2013-09-30,1427.95,4.12,1432.07,823.46,0.34,113.58,85.46,31.32,207.88,170.03,3.67,173.7,0.47,173.23,0.0,173.23,54.6,118.63,118.63,85.0,1.4,1.4,45.9,54.01,39.1,100.0,45.99
2013-12-31,1301.41,2.52,1303.93,922.3,1.12,-74.78,89.65,31.65,223.06,110.93,4.92,115.85,0.38,115.47,0.0,115.47,37.95,77.52,77.52,85.0,0.91,0.91,45.9,54.01,39.1,100.0,45.99
2014-03-31,1608.55,4.43,1612.98,1062.14,0.74,15.06,86.96,32.58,229.19,186.31,9.81,196.12,-0.02,196.14,0.0,196.14,64.0,132.14,132.14,85.0,1.55,1.55,45.9,54.01,39.1,100.0,45.99
2014-06-30,1909.61,2.75,1912.36,1329.51,0.19,-62.7,100.01,32.33,254.22,258.8,8.74,267.54,0.24,267.3,0.0,267.3,82.0,185.3,185.3,85.0,2.18,2.18,45.9,54.01,39.1,100.0,45.99
2014-09-30,1761.32,2.02,1763.34,1321.23,5.49,-143.48,108.29,32.9,264.1,174.81,6.86,181.67,0.41,181.26,0.0,181.26,55.5,125.76,125.76,85.0,1.48,1.48,45.9,54.01,39.1,100.0,45.99
2014-12-31,1557.9,0.75,1558.65,967.91,22.4,54.46,101.98,35.21,231.7,144.99,1.24,146.23,0.75,145.48,0.0,145.48,48.25,97.23,97.23,85.0,1.14,1.14,45.9,54.01,69.1,100.0,45.99
2015-03-31,1645.38,6.44,1651.82,1180.93,7.59,-130.71,106.5,39.08,249.35,199.08,5.65,204.73,0.27,204.46,0.0,204.46,66.87,137.59,137.59,85.0,1.61,1.61,45.9,54.01,39.1,100.0,45.99
2015-06-30,1806.41,4.17,1810.58,1005.26,0.84,155.46,109.74,36.19,273.83,229.26,3.1,232.36,0.21,232.15,0.0,232.15,76.44,155.71,155.71,85.0,1.83,1.83,45.9,54.01,39.1,100.0,45.99
2015-09-30,1744.15,1.66,1745.81,970.4,0.63,114.51,116.86,37.78,288.11,217.52,8.43,225.95,0.01,225.94,0.0,225.94,70.86,155.08,155.08,85.0,1.82,1.82,0.0,0.0,0.0,0.0,0.0
2015-12-31,1532.68,3.6,1536.28,905.37,0.9,11.34,117.24,40.03,262.28,199.12,7.46,206.58,0.05,206.53,0.0,206.53,68.07,138.46,138.46,85.0,1.63,1.63,0.0,0.0,0.0,0.0,0.0
