Date,Net Sales/Income from operations,Other Operating Income,Total Income From Operations,Consumption of Raw Materials,Purchase of Traded Goods,Increase/Decrease in Stocks,Employees Cost,Depreciation,Other Expenses,"P/L Before Other Inc. , Int., Excpt. Items & Tax",Other Income,"P/L Before Int., Excpt. Items & Tax",Interest,P/L Before Exceptional Items & Tax,Exceptional Items,P/L Before Tax,Tax,P/L After Tax from Ordinary Activities,Net Profit/(Loss) For the Period,Equity Share Capital,Basic EPS,Diluted EPS,No Of Shares (Crores),Share Holding (%),- Number of shares (Crores),- Per. of shares (as a % of the total sh. of prom. and promoter group),- Per. of shares (as a % of the total Share Cap. of the company)
2012-09-30,1068.34,18.56,1086.9,636.6,35.99,7.12,81.35,11.71,125.92,188.21,33.82,222.03,1.29,220.74,0.0,220.74,59.8,160.94,160.94,55.44,5.81,5.81,13.58,49.0,14.14,100.0,51.0
2012-12-31,1071.31,18.15,1089.46,581.43,62.87,38.66,84.08,11.78,113.8,196.84,66.13,262.97,0.85,262.12,47.5,309.62,75.54,234.08,234.08,55.44,8.44,8.44,13.58,49.0,14.14,100.0,51.0
2013-03-31,1128.0,26.28,1154.28,700.8,38.81,-12.05,88.52,12.37,144.35,181.48,82.37,263.85,1.12,262.73,0.0,262.73,74.19,188.54,188.54,55.44,6.8,6.8,13.58,49.0,14.14,100.0,51.0
2013-06-30,1028.73,20.6,1049.33,600.81,47.87,5.64,83.09,11.74,136.32,163.86,66.79,230.65,1.22,229.43,0.0,229.43,63.24,166.19,166.19,55.44,6.0,6.0,13.58,49.0,14.14,100.0,51.0
2013-09-30,913.8,18.91,932.71,527.36,23.73,9.28,87.57,13.12,132.13,139.52,55.84,195.36,0.93,194.43,0.0,194.43,49.62,144.81,144.81,55.44,5.22,5.22,13.58,49.0,14.14,100.0,51.0
2013-12-31,1000.57,22.44,1023.01,574.64,40.67,-1.4,87.29,13.31,124.25,184.25,23.63,207.88,0.97,206.91,0.0,206.91,59.68,147.23,147.23,55.44,5.31,5.31,13.58,49.0,14.14,100.0,51.0
2014-03-31,956.01,15.61,971.62,578.03,36.16,-18.68,81.67,14.58,123.51,156.35,31.45,187.8,1.06,186.74,0.0,186.74,44.95,141.79,141.79,55.44,5.12,5.12,13.58,49.0,14.14,100.0,51.0
2014-06-30,1032.71,12.43,1045.14,604.27,33.93,-4.95,90.33,18.6,141.7,161.26,106.71,267.97,1.25,266.72,0.0,266.72,54.73,211.99,211.99,55.44,7.65,7.65,13.58,49.0,14.14,100.0,51.0
2014-09-30,1117.13,26.93,1144.06,679.67,26.34,-0.24,101.7,20.39,146.67,169.53,72.64,242.17,0.98,241.19,0.0,241.19,38.79,202.4,202.4,55.44,7.3,7.3,13.58,49.0,14.14,100.0,51.0
2014-12-31,1056.94,26.15,1083.09,637.07,29.51,1.0,101.76,21.65,124.39,167.71,41.14,208.85,1.34,207.51,0.0,207.51,25.49,182.02,182.02,55.44,6.53,6.53,13.58,49.0,14.14,100.0,51.0
2015-03-31,1114.32,19.19,1133.51,736.95,27.32,-48.4,99.81,19.08,141.92,156.83,66.09,222.92,0.95,221.97,0.0,221.97,31.53,190.44,190.44,55.44,6.87,6.87,13.58,49.0,14.14,100.0,51.0
2015-06-30,1278.23,31.83,1310.06,787.32,43.33,-0.76,99.34,20.33,159.11,201.39,59.51,260.9,2.4,258.5,0.0,258.5,47.15,211.35,211.35,55.44,7.62,7.62,13.58,49.0,14.14,100.0,51.0
2015-09-30,1163.78,30.86,1194.64,721.61,24.77,-2.78,107.57,19.96,141.62,181.89,60.12,242.01,2.39,239.62,0.0,239.62,41.67,197.95,197.95,55.44,7.14,7.14,0.0,0.0,0.0,0.0,0.0
2015-12-31,1106.94,31.28,1138.22,631.44,38.99,60.74,108.12,20.15,126.21,152.57,56.45,209.02,2.39,206.63,0.0,206.63,28.64,177.99,177.99,55.44,6.42,6.42,0.0,0.0,0.0,0.0,0.0
2016-03-31,1038.63,27.27,1065.9,669.71,46.95,-59.11,100.54,20.56,129.0,158.25,49.78,208.03,2.4,205.63,0.0,205.63,38.62,167.01,167.01,55.44,6.02,6.02,0.0,0.0,0.0,0.0,0.0
