Date,Net Sales/Income from operations,Other Operating Income,Total Income From Operations,Consumption of Raw Materials,Purchase of Traded Goods,Increase/Decrease in Stocks,Employees Cost,Depreciation,Other Expenses,"P/L Before Other Inc. , Int., Excpt. Items & Tax",Other Income,"P/L Before Int., Excpt. Items & Tax",Interest,P/L Before Exceptional Items & Tax,Exceptional Items,P/L Before Tax,Tax,P/L After Tax from Ordinary Activities,Net Profit/(Loss) For the Period,Equity Share Capital,Basic EPS,Diluted EPS,No Of Shares (Crores),Share Holding (%),- Number of shares (Crores),- Per. of shares (as a % of the total sh. of prom. and promoter group),- Per. of shares (as a % of the total Share Cap. of the company)
2012-09-30,800.1,26.46,826.56,131.72,335.12,46.28,44.95,8.84,121.76,137.89,13.81,151.7,0.95,150.75,-6.14,144.61,46.76,97.85,97.85,39.5,24.77,24.77,1.14,28.89,2.81,100.0,71.11
2012-12-31,559.1,28.4,587.5,124.0,90.8,148.7,45.0,9.5,115.7,53.8,11.5,65.3,1.2,64.1,1117.9,1182.0,278.6,903.4,903.4,39.5,228.72,228.72,1.14,28.89,2.81,100.0,71.11
2013-03-31,367.4,23.1,390.5,174.8,110.8,-36.0,43.2,9.6,86.6,1.5,21.2,22.7,1.2,21.5,84.7,106.2,34.4,71.8,71.8,39.5,18.17,18.17,1.14,28.89,2.81,100.0,71.11
2013-06-30,966.3,21.4,987.7,119.6,677.2,-114.1,55.2,8.3,132.0,109.5,23.1,132.6,0.6,132.0,0.0,132.0,44.2,87.8,87.8,39.5,22.23,22.23,1.14,28.89,2.81,100.0,71.11
2013-09-30,1027.4,23.0,1050.4,201.1,407.2,61.8,48.0,34.3,147.4,150.6,27.9,178.5,0.7,177.8,0.0,177.8,61.3,116.5,116.5,39.5,29.49,29.49,1.14,28.89,2.81,100.0,71.11
2013-12-31,626.6,27.8,654.4,190.7,123.3,83.2,54.8,11.3,154.1,37.0,23.4,60.4,0.7,59.7,0.0,59.7,20.7,39.0,39.0,36.6,10.14,10.14,1.14,31.04,2.53,100.0,68.96
2014-03-31,525.9,26.8,552.7,179.8,199.7,-39.4,45.9,10.7,98.4,57.6,16.5,74.1,2.8,71.3,0.0,71.3,25.1,46.2,46.2,36.6,12.62,12.62,1.14,31.04,2.53,100.0,68.96
2014-06-30,1172.4,28.3,1200.7,201.7,838.8,-211.6,65.8,8.5,157.8,139.7,20.9,160.6,0.7,159.9,0.0,159.9,51.4,108.5,108.5,36.6,29.64,29.64,1.14,31.04,2.53,100.0,68.96
2014-09-30,1215.1,25.9,1241.0,247.9,435.7,92.4,49.9,4.8,171.1,239.2,27.7,266.9,0.8,266.1,0.0,266.1,90.0,176.1,176.1,36.6,48.11,48.11,1.14,31.04,2.53,100.0,68.96
2014-12-31,687.2,24.8,712.0,231.5,90.5,125.2,53.7,5.9,138.4,66.8,17.3,84.1,0.9,83.2,0.0,83.2,28.2,55.0,55.0,36.6,15.03,15.03,1.14,31.04,2.53,100.0,68.96
2015-03-31,540.6,29.0,569.6,180.5,192.1,-11.1,57.5,6.1,100.0,44.5,22.0,66.5,2.2,64.3,0.0,64.3,20.9,43.4,43.4,36.6,11.81,11.81,1.14,31.04,2.53,100.0,68.96
2015-06-30,1371.3,27.4,1398.7,228.7,1010.0,-250.3,68.0,6.0,200.2,136.1,25.8,161.9,0.8,161.1,0.0,161.1,54.2,106.9,106.9,36.6,29.19,29.19,1.14,31.04,2.53,100.0,68.96
2015-09-30,1149.8,24.8,1174.6,272.0,440.2,36.0,53.5,5.9,158.9,208.1,23.6,231.7,1.4,230.3,0.0,230.3,80.2,150.1,150.1,36.6,40.99,40.99,1.14,31.04,2.53,100.0,98.96
2015-12-31,622.2,20.2,642.4,127.1,130.3,148.4,52.6,6.5,140.9,36.6,12.6,49.2,2.8,46.4,0.0,46.4,19.0,27.4,27.4,35.4,7.67,7.67,0.0,0.0,0.0,0.0,0.0
2016-03-31,415.6,0.0,415.6,274.4,17.0,-12.2,18.6,6.3,97.3,14.2,17.6,31.8,2.9,28.9,0.0,28.9,9.5,19.4,19.4,35.4,5.49,5.49,0.0,0.0,0.0,0.0,0.0
2016-06-30,799.2,22.0,821.2,495.6,58.9,-131.5,61.4,6.5,148.5,181.8,19.3,201.1,1.8,199.3,0.0,199.3,68.1,131.2,131.2,35.4,37.11,37.11,0.0,0.0,0.0,0.0,0.0
2016-09-30,1080.9,23.1,1104.0,535.1,52.0,73.3,56.2,6.7,150.0,230.7,14.3,245.0,1.7,243.3,0.0,243.3,84.2,159.1,159.1,35.4,45.0,45.0,0.0,0.0,0.0,0.0,0.0
2016-12-31,645.1,17.4,662.5,300.2,18.7,111.9,61.1,7.6,124.6,38.4,21.1,59.5,1.9,57.6,0.0,57.6,20.8,36.8,36.8,35.4,10.41,10.41,0.0,0.0,0.0,0.0,0.0
2017-03-31,215.3,0.0,215.3,258.3,31.8,-158.2,66.6,8.1,74.9,-66.2,15.4,-50.8,1.5,-52.3,0.0,-52.3,-16.2,-36.1,-36.1,35.4,-10.21,-10.21,0.0,0.0,0.0,0.0,0.0
2017-06-30,698.0,0.0,698.0,335.6,148.8,-101.2,66.5,8.0,132.7,107.6,16.3,123.9,1.7,122.2,0.0,122.2,10.5,111.7,111.7,35.4,31.59,31.59,0.0,0.0,0.0,0.0,0.0
2017-09-30,1232.0,0.0,1232.0,424.6,109.1,228.0,64.0,7.9,118.8,279.6,13.3,292.9,2.2,290.7,0.0,290.7,100.1,190.6,190.6,34.3,54.0,54.0,0.0,0.0,0.0,0.0,0.0
2017-12-31,479.7,0.0,479.7,286.6,37.4,-39.7,64.5,8.4,108.3,14.2,2.9,17.1,5.2,11.9,0.0,11.9,1.2,10.7,10.7,34.3,3.12,3.12,0.0,0.0,0.0,0.0,0.0
2018-03-31,300.2,0.0,300.2,178.2,15.3,-22.1,68.9,8.8,76.2,-25.1,6.3,-18.8,2.2,-21.0,0.0,-21.0,-8.1,-12.9,-12.9,34.3,-3.76,-3.76,0.0,0.0,0.0,0.0,0.0
2018-06-30,831.8,0.0,831.8,410.4,34.8,-50.6,72.9,8.7,134.5,221.1,11.1,232.2,2.3,229.9,0.0,229.9,82.7,147.2,147.2,34.3,42.87,42.87,0.0,0.0,0.0,0.0,0.0
2018-09-30,1233.9,0.0,1233.9,586.9,23.9,107.8,86.3,11.4,188.0,229.6,15.2,244.8,3.9,240.9,0.0,240.9,74.1,166.8,166.8,34.3,37.11,37.11,0.0,0.0,0.0,0.0,0.0
2018-12-31,621.0,0.0,621.0,262.6,9.6,88.0,80.4,8.5,133.8,38.1,11.0,49.1,3.7,45.4,0.0,45.4,17.9,27.5,27.5,34.3,8.01,8.01,0.0,0.0,0.0,0.0,0.0
2019-03-31,128.8,0.0,128.8,191.5,37.6,-161.3,94.8,8.6,88.0,-130.4,5.3,-125.1,0.3,-125.4,0.0,-125.4,-45.6,-79.8,-79.8,34.3,-23.24,-23.24,0.0,0.0,0.0,0.0,0.0
2019-06-30,950.4,0.0,950.4,505.9,47.1,-75.3,96.4,14.0,174.5,187.8,18.6,206.4,2.9,203.5,-25.8,177.7,42.4,135.3,135.3,34.3,30.11,30.11,0.0,0.0,0.0,0.0,0.0
2019-09-30,1346.3,0.0,1346.3,542.7,20.7,216.6,91.3,17.3,168.9,288.8,10.2,299.0,4.7,294.3,-78.7,215.6,45.8,169.8,169.8,34.3,37.78,37.78,0.0,0.0,0.0,0.0,0.0
2019-12-31,854.0,0.0,854.0,309.0,20.9,131.0,80.1,14.9,152.7,145.4,19.4,164.8,3.6,161.2,2.9,164.1,26.2,137.9,137.9,44.9,30.68,30.68,0.0,0.0,0.0,0.0,0.0
