Date,Net Sales/Income from operations,Other Operating Income,Total Income From Operations,Consumption of Raw Materials,Purchase of Traded Goods,Increase/Decrease in Stocks,Power & Fuel,Employees Cost,Depreciation,Other Expenses,"P/L Before Other Inc. , Int., Excpt. Items & Tax",Other Income,"P/L Before Int., Excpt. Items & Tax",Interest,P/L Before Exceptional Items & Tax,Exceptional Items,P/L Before Tax,Tax,P/L After Tax from Ordinary Activities,Net Profit/(Loss) For the Period,Equity Share Capital,Basic EPS,Diluted EPS,No Of Shares (Crores),Share Holding (%),- Number of shares (Crores),- Per. of shares (as a % of the total sh. of prom. and promoter group),- Per. of shares (as a % of the total Share Cap. of the company)
2012-12-31,1687.11,1.07,1688.18,0.0,0.0,0.0,1211.08,34.2,314.93,207.19,-79.22,140.82,61.6,525.98,-464.38,51.7,-412.68,94.41,-507.09,-507.09,2393.27,-2.12,-2.12,75.82,31.68,119.91,73.34,50.11
2013-03-31,1745.66,1.22,1746.88,0.0,0.0,0.0,1226.33,33.05,339.89,110.86,36.75,145.38,182.13,486.35,-304.22,0.0,-304.22,122.35,-426.57,-426.57,2393.27,-1.78,-1.78,71.8,30.0,125.99,75.21,52.64
2013-06-30,2107.81,1.87,2109.68,0.0,0.0,0.0,1489.47,33.6,354.25,284.05,-51.69,119.55,67.86,898.71,-830.85,0.0,-830.85,87.86,-918.71,-918.71,2871.92,-3.57,-3.57,71.8,25.0,185.99,86.35,64.76
2013-09-30,2014.44,2.34,2016.78,0.0,0.0,0.0,1365.44,42.23,370.85,267.72,-29.46,152.36,122.9,930.06,-807.16,0.0,-807.16,102.59,-909.75,-909.75,2871.92,-3.17,-3.17,71.8,25.0,185.99,86.35,64.76
2013-12-31,2499.62,2.05,2501.67,0.0,0.0,0.0,1652.92,38.43,361.42,277.86,171.04,162.1,333.14,628.25,-295.11,0.0,-295.11,131.15,-426.26,-426.26,2871.92,-1.48,-1.48,71.8,25.0,185.99,86.35,64.76
2014-03-31,4379.93,1.99,4381.92,0.0,0.0,0.0,1647.95,50.91,344.33,320.08,2018.65,156.12,2174.77,707.0,1467.77,0.0,1467.77,-1382.23,2850.0,2850.0,2871.92,9.92,9.92,71.8,25.0,173.86,80.72,60.54
2014-06-30,2999.38,2.16,3001.54,0.0,66.43,0.0,1834.65,40.94,363.27,304.76,391.49,105.6,497.09,676.81,-179.72,0.0,-179.72,0.0,-179.72,-179.72,2871.92,-0.63,-0.63,71.8,25.0,146.55,68.04,51.03
2014-09-30,2406.51,2.02,2408.53,0.0,192.57,0.0,1242.92,49.42,374.57,260.99,288.06,99.99,388.05,819.54,-431.49,0.0,-431.49,0.0,-431.49,-431.49,2871.92,-1.5,-1.5,71.8,25.0,129.56,60.15,45.11
2014-12-31,3043.53,3.09,3046.62,0.0,179.15,0.0,1794.96,49.89,323.97,294.62,404.03,103.56,507.59,677.88,-170.29,224.05,53.76,0.0,53.76,53.76,2871.92,0.19,0.19,71.8,25.0,129.56,60.15,45.11
2015-03-31,2490.32,3.18,2493.5,0.0,190.48,0.0,1311.1,56.13,-63.8,337.89,661.7,98.78,760.48,554.14,206.34,211.87,418.21,0.0,418.21,418.21,2871.92,1.46,1.46,71.8,25.0,124.86,57.97,43.48
2015-06-30,3054.27,4.96,3059.23,0.0,225.93,0.0,1770.28,52.17,232.61,296.38,481.86,131.27,613.13,733.41,-120.28,0.0,-120.28,-218.89,98.61,98.61,2871.92,0.34,0.34,122.93,41.87,54.18,31.75,18.46
