Date,Net Sales/Income from operations,Other Operating Income,Total Income From Operations,Consumption of Raw Materials,Purchase of Traded Goods,Increase/Decrease in Stocks,Employees Cost,Depreciation,Other Expenses,"P/L Before Other Inc. , Int., Excpt. Items & Tax",Other Income,"P/L Before Int., Excpt. Items & Tax",Interest,P/L Before Exceptional Items & Tax,Exceptional Items,P/L Before Tax,Tax,P/L After Tax from Ordinary Activities,Net Profit/(Loss) For the Period,Equity Share Capital,Basic EPS,Diluted EPS,No Of Shares (Crores),Share Holding (%),- Number of shares (Crores),- Per. of shares (as a % of the total sh. of prom. and promoter group),- Per. of shares (as a % of the total Share Cap. of the company)
2015-06-30,1658.11,12.8,1670.91,1357.3,4.15,0.36,28.12,59.78,80.8,140.4,20.03,160.43,76.81,83.62,0.0,83.62,31.65,51.97,51.97,137.68,3.77,3.77,5.38,39.11,8.38,100.0,60.89
2015-09-30,1560.97,11.27,1572.24,1319.92,0.24,-0.14,28.25,58.31,77.25,88.41,10.99,99.4,56.07,43.33,0.0,43.33,20.55,22.78,22.78,137.68,1.65,1.65,5.38,39.11,8.38,100.0,60.89
2015-12-31,1470.95,13.63,1484.58,1209.71,0.0,0.1,38.59,64.0,79.2,92.98,7.52,100.5,54.82,45.68,0.0,45.68,25.55,20.13,20.13,137.68,1.46,1.46,0.0,0.0,0.0,0.0,0.0
2016-03-31,1378.07,0.0,1378.07,1022.81,0.0,0.06,32.05,63.38,98.89,160.88,6.19,167.07,59.74,107.33,-25.62,81.71,10.02,71.69,71.69,137.68,5.21,5.21,0.0,0.0,0.0,0.0,0.0
2016-06-30,1215.94,8.83,1224.77,887.15,0.0,0.12,30.61,63.16,87.94,155.79,6.15,161.94,53.37,108.57,0.0,108.57,32.68,75.89,75.89,137.68,5.51,5.51,0.0,0.0,0.0,0.0,0.0
2016-09-30,1227.14,9.99,1237.13,901.01,0.0,-0.48,30.09,64.52,93.65,148.34,5.34,153.68,54.14,99.54,0.0,99.54,27.71,71.83,71.83,137.68,5.22,5.22,0.0,0.0,0.0,0.0,0.0
2016-12-31,1220.31,10.57,1230.88,936.18,0.0,-0.02,32.1,65.31,91.69,105.62,7.51,113.13,53.86,59.27,0.0,59.27,16.98,42.29,42.29,137.68,3.07,3.07,0.0,0.0,0.0,0.0,0.0
2017-03-31,1400.22,0.0,1400.22,1113.7,0.0,0.25,29.85,64.34,110.1,81.98,7.13,89.11,47.59,41.52,0.0,41.52,8.38,33.14,33.14,137.68,2.41,2.41,0.0,0.0,0.0,0.0,0.0
2017-06-30,1477.98,0.0,1477.98,1061.35,0.0,0.32,39.09,66.58,107.41,203.23,7.84,211.07,49.58,161.49,0.0,161.49,57.14,104.35,104.35,137.68,7.58,7.58,0.0,0.0,0.0,0.0,0.0
2017-09-30,1391.41,0.0,1391.41,1041.85,0.0,-1.83,33.16,68.26,115.57,134.4,8.86,143.26,49.89,93.37,0.0,93.37,32.29,61.08,61.08,137.68,4.44,4.44,0.0,0.0,0.0,0.0,0.0
2017-12-31,1571.33,0.0,1571.33,1220.36,0.0,0.81,33.75,68.82,116.48,131.11,9.09,140.2,48.73,91.47,0.0,91.47,31.47,60.0,60.0,137.68,4.36,4.36,0.0,0.0,0.0,0.0,0.0
