Date,Net Sales/Income from operations,Other Operating Income,Total Income From Operations,Consumption of Raw Materials,Purchase of Traded Goods,Increase/Decrease in Stocks,Power & Fuel,Employees Cost,Depreciation,Other Expenses,"P/L Before Other Inc. , Int., Excpt. Items & Tax",Other Income,"P/L Before Int., Excpt. Items & Tax",Interest,P/L Before Exceptional Items & Tax,Exceptional Items,P/L Before Tax,Tax,P/L After Tax from Ordinary Activities,Net Profit/(Loss) For the Period,Equity Share Capital,Basic EPS,Diluted EPS,No Of Shares (Crores),Share Holding (%),- Number of shares (Crores),- Per. of shares (as a % of the total sh. of prom. and promoter group),- Per. of shares (as a % of the total Share Cap. of the company)
2015-09-30,2740.0,49.82,2789.82,417.67,22.48,-45.03,618.32,166.01,160.7,1296.75,152.92,17.95,170.87,14.99,155.88,0.0,155.88,38.85,117.03,117.03,187.95,6.23,6.22,0.0,0.0,0.0,0.0,0.0
2015-12-31,2846.11,65.52,2911.63,401.51,21.7,100.49,544.29,232.64,155.87,1329.32,125.81,18.86,144.67,15.43,129.24,0.0,129.24,26.66,102.58,102.58,187.95,5.46,5.45,0.0,0.0,0.0,0.0,0.0
2016-03-31,2872.71,63.22,2935.93,436.38,0.37,8.31,567.17,182.26,143.37,1300.82,297.25,49.88,347.13,18.8,328.33,0.0,328.33,93.71,234.62,234.62,187.95,12.5,12.47,0.0,0.0,0.0,0.0,0.0
2016-06-30,2832.58,47.39,2879.97,409.73,1.43,64.07,522.23,185.9,141.0,1235.63,319.98,25.63,345.61,20.77,324.84,0.0,324.84,82.42,242.42,242.42,187.99,12.67,12.64,0.0,0.0,0.0,0.0,0.0
2016-09-30,2470.55,48.64,2519.19,361.47,19.5,-71.22,536.23,192.93,152.94,1206.91,120.43,25.77,146.2,19.7,126.5,0.0,126.5,42.4,84.1,84.1,187.99,4.48,4.47,0.0,0.0,0.0,0.0,0.0
2016-12-31,2668.64,62.68,2731.32,379.68,26.05,15.83,531.47,208.84,167.85,1315.23,86.37,16.79,103.16,18.48,84.68,-42.81,41.87,-6.41,48.28,48.28,187.99,2.57,2.56,0.0,0.0,0.0,0.0,0.0
2017-03-31,3099.66,74.35,3174.01,460.45,0.21,4.23,647.66,195.2,165.02,1450.12,251.12,35.72,286.84,25.17,261.67,0.0,261.67,50.17,211.5,211.5,187.99,11.26,11.24,0.0,0.0,0.0,0.0,0.0
2017-06-30,3312.52,140.36,3452.88,503.78,0.27,-102.21,684.66,218.22,162.11,1512.73,473.32,25.96,499.28,22.5,476.78,0.0,476.78,155.03,321.75,321.75,187.99,17.13,17.09,0.0,0.0,0.0,0.0,0.0
2017-09-30,3054.49,62.0,3116.49,476.87,0.27,-31.64,673.19,200.77,155.13,1382.02,259.88,23.77,283.65,21.25,262.4,0.0,262.4,84.71,177.69,177.69,187.79,9.46,9.44,0.0,0.0,0.0,0.0,0.0
2017-12-31,3417.14,76.94,3494.08,541.42,0.09,64.35,708.94,204.76,157.86,1531.97,284.69,46.2,330.89,33.38,297.51,0.0,297.51,93.0,204.51,204.51,187.99,10.89,10.86,0.0,0.0,0.0,0.0,0.0
2018-03-31,3556.99,67.6,3624.59,571.31,2.07,-6.74,748.77,198.23,147.41,1619.85,343.69,46.81,390.5,19.31,371.19,0.0,371.19,126.09,245.1,245.1,187.99,13.05,13.02,0.0,0.0,0.0,0.0,0.0
2018-06-30,3767.9,80.35,3848.25,583.76,24.77,-59.49,750.95,256.48,148.12,1667.92,475.74,31.57,507.31,27.53,479.78,0.0,479.78,154.27,325.51,325.51,187.99,17.33,17.29,0.0,0.0,0.0,0.0,0.0
2018-09-30,3363.96,69.2,3433.16,538.26,24.85,-89.56,730.51,211.99,149.85,1574.56,292.7,31.32,324.02,20.05,303.97,0.0,303.97,98.42,205.55,205.55,187.99,10.95,10.92,0.0,0.0,0.0,0.0,0.0
2018-12-31,3788.62,106.73,3895.35,676.9,37.57,30.81,767.89,214.36,154.26,1680.7,332.86,28.8,361.66,22.31,339.35,0.0,339.35,-391.12,730.47,730.47,187.99,38.9,38.81,0.0,0.0,0.0,0.0,0.0
2019-03-31,3849.63,69.46,3919.09,635.96,66.04,9.53,791.56,199.52,146.69,1685.57,384.22,152.49,536.71,20.85,515.86,0.0,515.86,177.44,338.42,338.42,187.99,18.02,17.98,0.0,0.0,0.0,0.0,0.0
2019-06-30,4059.28,90.44,4149.72,576.57,103.89,-21.28,815.77,202.99,145.98,1690.1,635.7,51.91,687.61,19.88,667.73,0.0,667.73,216.43,451.3,451.3,187.99,24.03,23.97,0.0,0.0,0.0,0.0,0.0
2019-09-30,3464.43,63.14,3527.57,522.51,87.94,-212.01,783.99,228.99,150.35,1559.84,405.96,50.82,456.78,16.25,440.53,0.0,440.53,140.56,299.97,299.97,187.99,15.97,15.93,0.0,0.0,0.0,0.0,0.0
2019-12-31,3969.77,90.5,4060.27,523.06,103.82,324.57,740.02,232.47,159.95,1595.78,380.6,55.99,436.59,29.24,407.35,0.0,407.35,138.13,269.22,269.22,187.99,14.34,14.3,0.0,0.0,0.0,0.0,0.0
2020-03-31,3433.02,68.69,3501.71,529.99,110.16,-164.67,733.82,208.46,157.08,1498.1,428.77,54.65,483.42,10.59,472.83,0.0,472.83,152.89,319.94,319.94,187.99,17.04,17.0,0.0,0.0,0.0,0.0,0.0
2020-06-30,2520.3,80.53,2600.83,217.86,156.09,125.44,457.04,176.2,161.79,943.77,362.64,50.24,412.88,13.07,399.81,0.0,399.81,131.82,267.99,267.99,187.99,14.24,14.27,0.0,0.0,0.0,0.0,0.0
2020-09-30,3467.5,69.81,3537.31,383.98,229.32,66.76,629.53,205.16,159.95,1351.85,510.76,44.93,555.69,16.0,539.69,0.0,539.69,176.6,363.09,363.09,187.99,19.34,19.29,0.0,0.0,0.0,0.0,0.0
2020-12-31,4144.69,0.0,4144.69,541.26,201.32,114.88,0.0,249.25,156.48,2466.82,414.68,54.16,468.84,17.38,451.46,-176.01,275.45,-188.47,463.92,463.92,187.99,24.7,24.64,0.0,0.0,0.0,0.0,0.0
2021-03-31,4291.88,0.0,4291.88,628.08,180.26,-62.35,0.0,205.81,142.39,2480.73,716.96,43.15,760.11,11.22,748.89,0.0,748.89,191.48,557.41,557.41,187.99,29.68,29.61,0.0,0.0,0.0,0.0,0.0
2021-06-30,3884.8,0.0,3884.8,506.88,207.75,-212.03,0.0,208.66,145.63,2298.83,729.08,44.7,773.78,13.36,760.42,-38.1,722.32,188.51,533.81,533.81,187.99,28.43,28.35,0.0,0.0,0.0,0.0,0.0
2021-09-30,3653.3,95.6,3748.9,479.11,264.22,-119.08,787.34,216.52,149.69,1409.5,561.6,63.98,625.58,17.12,608.46,0.0,608.46,159.42,449.04,449.04,187.99,23.91,23.85,0.0,0.0,0.0,0.0,0.0
2021-12-31,4137.42,88.35,4225.77,506.21,268.96,219.21,940.22,203.03,159.57,1533.09,395.48,52.93,448.41,12.93,435.48,-54.76,380.72,100.71,280.01,280.01,187.99,14.91,14.87,0.0,0.0,0.0,0.0,0.0
2022-03-31,4321.86,104.64,4426.5,680.75,277.63,-57.26,1039.45,192.48,153.05,1659.78,480.62,57.55,538.17,10.56,527.61,0.0,527.61,135.8,391.81,391.81,187.99,20.86,20.81,0.0,0.0,0.0,0.0,0.0
2022-06-30,4393.27,75.12,4468.39,693.9,333.34,-188.69,1310.99,216.16,163.8,1677.36,261.53,52.87,314.4,14.86,299.54,0.0,299.54,77.37,222.17,222.17,187.99,11.83,11.8,0.0,0.0,0.0,0.0,0.0
2022-09-30,3910.49,76.85,3987.34,634.7,437.37,-222.61,1316.64,210.7,172.58,1595.12,-157.16,68.82,-88.34,17.69,-106.03,-16.25,-122.28,-31.19,-91.09,-91.09,187.99,-4.85,-4.85,0.0,0.0,0.0,0.0,0.0
2022-12-31,4536.97,0.0,4536.97,608.68,560.84,118.56,1129.2,204.81,171.56,1536.59,206.73,40.69,247.42,18.83,228.59,-79.1,149.49,39.04,110.45,110.45,187.99,5.88,5.87,0.0,0.0,0.0,0.0,0.0
2023-03-31,4790.77,0.0,4790.77,729.16,691.77,156.81,941.99,212.05,174.1,1592.71,292.18,117.25,409.43,15.24,394.19,-66.42,327.77,91.2,236.57,236.57,187.99,12.6,12.56,0.0,0.0,0.0,0.0,0.0
2023-06-30,5201.11,0.0,5201.11,822.47,657.3,-50.83,1123.87,151.95,199.09,1727.33,569.93,78.24,648.17,25.08,623.09,0.0,623.09,159.16,463.93,463.93,187.99,24.71,24.64,0.0,0.0,0.0,0.0,0.0
2023-09-30,4434.67,0.0,4434.67,719.18,510.96,64.31,885.67,194.75,211.83,1511.42,336.55,207.86,544.41,28.83,515.58,0.0,515.58,131.29,384.29,384.29,187.99,20.46,20.41,0.0,0.0,0.0,0.0,0.0
2023-12-31,4918.34,0.0,4918.34,764.45,654.7,-76.78,1013.64,178.29,234.28,1480.89,668.87,83.9,752.77,33.88,718.89,0.0,718.89,191.41,527.48,527.48,187.99,28.09,28.02,0.0,0.0,0.0,0.0,0.0
2024-03-31,5398.11,0.0,5398.11,866.6,792.85,97.17,972.13,163.6,231.07,1668.68,606.01,121.51,727.52,66.0,661.52,0.0,661.52,-87.02,748.54,748.54,187.99,39.86,39.76,0.0,0.0,0.0,0.0,0.0
2024-06-30,5155.56,0.0,5155.56,1004.33,799.32,-38.58,989.04,160.11,221.44,1564.14,455.76,69.86,525.62,33.11,492.51,0.0,492.51,126.28,366.23,366.23,187.99,19.5,19.45,0.0,0.0,0.0,0.0,0.0
2024-09-30,4607.98,0.0,4607.98,912.43,802.11,91.77,772.07,178.97,231.69,1421.43,197.51,153.98,351.49,33.29,318.2,0.0,318.2,84.33,233.87,233.87,187.99,12.46,12.42,0.0,0.0,0.0,0.0,0.0
2024-12-31,5896.05,0.0,5896.05,1004.55,1125.41,55.79,841.43,194.93,249.75,1564.54,859.65,643.86,1503.51,28.19,1475.32,0.0,1475.32,386.25,1089.07,1089.07,187.99,58.0,57.84,0.0,0.0,0.0,0.0,0.0
2025-03-31,6008.52,0.0,6008.52,1099.6,1352.89,40.08,856.75,172.97,253.33,1685.82,547.08,190.92,738.0,13.37,724.63,134.73,859.36,123.97,735.39,735.39,187.99,39.16,39.06,0.0,0.0,0.0,0.0,0.0
