Date,Net Sales/Income from operations,Other Operating Income,Total Income From Operations,Consumption of Raw Materials,Purchase of Traded Goods,Increase/Decrease in Stocks,Power & Fuel,Employees Cost,Depreciation,Other Expenses,"P/L Before Other Inc. , Int., Excpt. Items & Tax",Other Income,"P/L Before Int., Excpt. Items & Tax",Interest,P/L Before Exceptional Items & Tax,Exceptional Items,P/L Before Tax,Tax,P/L After Tax from Ordinary Activities,Net Profit/(Loss) For the Period,Equity Share Capital,Basic EPS,Diluted EPS,No Of Shares (Crores),Share Holding (%),- Number of shares (Crores),- Per. of shares (as a % of the total sh. of prom. and promoter group),- Per. of shares (as a % of the total Share Cap. of the company)
2012-12-31,3098.85,80.71,3179.56,638.14,55.85,100.31,535.45,208.4,157.5,1243.55,240.36,66.08,306.44,27.27,279.17,0.0,279.17,39.95,239.22,239.22,187.95,12.74,12.71,9.33,49.7,9.44,100.0,50.3
2013-03-31,2911.11,44.96,2956.07,431.89,50.29,-47.83,649.55,161.44,138.29,1218.97,353.47,102.57,456.04,10.81,445.23,0.0,445.23,7.53,437.7,437.7,187.95,23.31,23.25,9.33,49.7,9.44,100.0,50.3
2013-06-30,2795.23,55.76,2850.99,411.15,61.29,5.51,591.15,172.2,138.72,1120.43,350.54,35.01,385.55,17.86,367.69,0.0,367.69,108.6,259.09,259.09,187.95,13.8,13.77,9.33,49.7,9.44,100.0,50.3
2013-09-30,2508.65,61.03,2569.68,386.12,60.55,50.93,557.98,172.39,144.37,1055.33,142.01,41.22,183.23,11.04,172.19,0.0,172.19,51.35,120.84,120.84,187.95,6.44,6.42,9.33,49.7,9.44,100.0,50.3
2013-12-31,2693.42,98.78,2792.2,409.2,60.73,-2.08,583.66,155.65,152.57,1223.65,208.82,44.99,253.81,11.96,241.85,0.0,241.85,-36.28,278.13,278.13,187.95,14.81,14.78,9.33,49.7,9.44,100.0,50.3
2014-03-31,2967.14,59.38,3026.52,461.52,34.02,43.52,609.18,169.09,136.56,1284.48,288.15,107.43,395.58,10.82,384.76,0.0,384.76,-13.97,398.73,398.73,187.95,21.24,21.19,9.33,49.7,9.44,100.0,50.3
2014-06-30,3008.99,50.55,3059.54,436.0,51.97,15.32,620.73,193.63,137.7,1291.34,312.85,37.07,349.92,11.11,338.81,0.0,338.81,97.79,241.02,241.02,187.95,12.84,12.81,9.33,49.7,9.44,100.0,50.3
2014-09-30,2741.87,72.59,2814.46,430.31,57.26,-75.7,625.28,191.52,139.33,1207.24,239.22,44.58,283.8,11.46,272.34,0.0,272.34,67.43,204.91,204.91,187.95,10.91,10.89,9.33,49.7,9.44,100.0,50.3
2014-12-31,2763.05,74.64,2837.69,460.48,51.08,5.58,586.63,192.35,143.99,1288.12,109.46,42.93,152.39,13.1,139.29,0.0,139.29,-184.34,323.63,323.63,187.95,17.24,17.19,9.33,49.7,9.44,100.0,50.3
2015-03-31,2885.44,194.69,3080.13,463.7,36.01,-73.34,621.39,170.96,169.83,1253.07,438.51,59.09,497.6,22.63,474.97,-153.17,321.8,81.25,240.55,240.55,187.95,12.81,12.78,9.33,49.7,9.44,100.0,50.3
2015-06-30,2961.21,54.04,3015.25,456.9,28.1,17.93,200.26,165.66,165.66,1812.87,167.87,23.45,191.32,14.27,177.05,0.0,177.05,45.64,131.41,131.41,187.95,7.0,6.98,9.33,49.7,9.44,100.0,50.3
