Date,Net Sales/Income from operations,Other Operating Income,Total Income From Operations,Consumption of Raw Materials,Purchase of Traded Goods,Increase/Decrease in Stocks,Employees Cost,Depreciation,Other Expenses,"P/L Before Other Inc. , Int., Excpt. Items & Tax",Other Income,"P/L Before Int., Excpt. Items & Tax",Interest,P/L Before Exceptional Items & Tax,Exceptional Items,P/L Before Tax,Tax,P/L After Tax from Ordinary Activities,Net Profit/(Loss) For the Period,Equity Share Capital,Basic EPS,Diluted EPS,No Of Shares (Crores),Share Holding (%),- Number of shares (Crores),- Per. of shares (as a % of the total sh. of prom. and promoter group),- Per. of shares (as a % of the total Share Cap. of the company)
2012-12-31,229.78,27.26,257.04,61.75,30.65,-14.75,54.59,1.98,84.65,38.17,26.37,64.54,0.28,64.26,31.56,95.82,31.94,63.88,63.88,29.84,21.41,21.41,0.87,29.25,2.11,100.0,70.75
2013-03-31,252.19,29.55,281.74,78.85,16.53,-1.7,47.47,1.92,86.36,52.31,31.12,83.43,-0.08,83.51,0.62,84.13,25.97,58.16,58.16,29.84,19.49,19.49,0.87,29.25,2.11,100.0,70.75
2013-06-30,237.53,28.63,266.16,55.72,27.42,3.7,59.92,2.01,74.69,42.7,30.49,73.19,0.08,73.11,0.0,73.11,25.48,47.63,47.63,29.84,15.96,15.96,0.87,29.25,2.11,100.0,70.75
2013-09-30,267.35,31.62,298.97,79.97,19.75,2.19,49.36,2.19,73.19,72.32,34.45,106.77,0.01,106.76,0.0,106.76,37.17,69.59,69.59,29.84,23.32,23.32,0.87,29.25,2.11,100.0,70.75
2013-12-31,247.7,24.49,272.19,65.12,31.57,0.87,44.1,1.74,84.13,44.66,28.13,72.79,0.08,72.71,0.0,72.71,25.11,47.6,47.6,29.84,15.95,15.95,0.87,29.25,2.11,100.0,70.75
2014-03-31,251.69,22.79,274.48,64.96,27.53,-3.92,38.39,2.03,74.61,70.88,16.31,87.19,0.19,87.0,0.0,87.0,30.97,56.03,56.03,29.84,18.78,18.78,0.87,29.25,2.11,100.0,70.75
2014-06-30,239.85,26.31,266.16,62.43,21.4,-2.0,49.98,2.26,72.1,59.99,10.08,70.07,0.12,69.95,0.0,69.95,23.8,46.15,46.15,29.84,15.47,15.47,0.87,29.25,2.11,100.0,70.75
2014-09-30,269.45,27.03,296.48,72.08,22.21,10.04,57.07,1.9,84.96,48.22,9.98,58.2,0.05,58.15,-76.03,-17.88,-6.05,-11.83,-11.83,29.84,-3.97,-3.97,0.87,29.25,2.11,100.0,70.75
2014-12-31,464.56,9.62,474.18,109.97,138.75,-54.75,62.61,32.73,156.67,28.2,17.23,45.43,0.15,45.28,-4.42,40.86,22.49,18.37,18.37,45.75,4.01,4.01,1.65,36.08,2.92,100.0,63.92
2015-03-31,456.31,6.79,463.1,90.24,74.95,6.88,47.05,33.64,119.2,91.14,18.77,109.91,0.17,109.74,0.0,109.74,67.06,42.68,42.68,45.75,9.33,9.33,1.65,36.08,2.92,100.0,63.92
2015-06-30,479.2,5.01,484.21,82.96,54.22,53.71,65.67,31.05,115.9,80.7,16.8,97.5,0.1,97.4,0.0,97.4,43.57,53.83,53.83,45.75,11.77,11.77,1.65,36.08,2.92,100.0,63.92
2015-09-30,506.45,5.66,512.11,106.02,95.42,-4.73,68.52,29.64,132.68,84.56,16.19,100.75,0.09,100.66,9.89,110.55,48.91,61.64,61.64,45.75,13.47,13.47,1.65,36.08,2.92,100.0,63.92
2015-12-31,500.06,5.58,505.64,103.21,127.25,-25.05,77.8,31.42,140.43,50.58,24.37,74.95,0.23,74.72,0.0,74.72,34.38,40.34,40.34,45.75,8.82,8.82,0.0,0.0,0.0,0.0,0.0
2016-03-31,512.47,0.0,512.47,79.19,85.2,27.96,64.47,15.27,132.84,107.54,28.68,136.22,0.1,136.12,0.0,136.12,48.91,87.21,87.21,45.75,19.06,19.06,0.0,0.0,0.0,0.0,0.0
2016-06-30,501.23,0.0,501.23,108.83,89.15,-1.95,75.64,14.98,128.45,86.13,21.54,107.67,0.42,107.25,7.93,115.18,35.14,80.04,80.04,45.75,16.29,17.5,0.0,0.0,0.0,0.0,0.0
2016-09-30,530.02,5.58,535.6,96.51,122.1,16.55,80.79,16.09,128.44,75.12,24.3,99.42,0.18,99.24,103.46,202.7,76.37,126.33,126.33,45.75,27.61,27.61,0.0,0.0,0.0,0.0,0.0
2016-12-31,484.66,6.72,491.38,99.04,99.1,5.58,87.58,15.41,137.92,46.75,26.52,73.27,0.23,73.04,19.04,92.08,29.71,62.37,62.37,45.75,13.63,13.63,0.0,0.0,0.0,0.0,0.0
2017-03-31,438.06,0.0,438.06,83.16,114.35,-35.94,59.88,16.45,121.96,78.2,28.8,107.0,0.13,106.87,0.0,106.87,38.83,68.04,68.04,45.75,14.87,14.87,0.0,0.0,0.0,0.0,0.0
2017-06-30,420.91,0.0,420.91,79.73,121.2,-58.16,80.76,15.23,120.72,61.43,27.27,88.7,0.18,88.52,0.0,88.52,31.35,57.17,57.17,45.75,12.5,12.5,0.0,0.0,0.0,0.0,0.0
2017-09-30,571.11,0.0,571.11,58.26,71.78,109.38,79.31,16.02,85.14,151.22,23.71,174.93,0.16,174.77,0.0,174.77,63.62,111.15,111.15,45.75,24.29,24.29,0.0,0.0,0.0,0.0,0.0
2017-12-31,456.54,0.0,456.54,53.8,113.46,-3.88,65.6,17.73,109.63,100.2,32.08,132.28,0.2,132.08,0.0,132.08,44.84,87.24,87.24,45.75,19.07,19.07,0.0,0.0,0.0,0.0,0.0
2018-03-31,519.95,0.0,519.95,110.73,103.21,-19.83,88.62,17.27,98.76,121.19,31.23,152.42,-0.12,152.54,0.0,152.54,48.03,104.51,104.51,45.75,22.84,22.84,0.0,0.0,0.0,0.0,0.0
2018-06-30,512.31,0.0,512.31,84.88,82.88,16.68,80.65,18.28,117.11,111.83,30.53,142.36,0.17,142.19,0.0,142.19,50.35,91.84,91.84,45.75,20.07,20.07,0.0,0.0,0.0,0.0,0.0
2018-09-30,519.74,0.0,519.74,82.55,112.53,7.81,78.03,17.73,109.05,112.04,37.06,149.1,0.22,148.88,0.0,148.88,53.08,95.8,95.8,45.75,20.94,20.94,0.0,0.0,0.0,0.0,0.0
