Date,Net Sales/Income from operations,Other Operating Income,Total Income From Operations,Consumption of Raw Materials,Purchase of Traded Goods,Increase/Decrease in Stocks,Employees Cost,Depreciation,Other Expenses,"P/L Before Other Inc. , Int., Excpt. Items & Tax",Other Income,"P/L Before Int., Excpt. Items & Tax",Interest,P/L Before Exceptional Items & Tax,Exceptional Items,P/L Before Tax,Tax,P/L After Tax from Ordinary Activities,Extra Ordinary Items,Net Profit/(Loss) For the Period,Equity Share Capital,Basic EPS,Diluted EPS,No Of Shares (Crores),Share Holding (%),- Number of shares (Crores),- Per. of shares (as a % of the total sh. of prom. and promoter group),- Per. of shares (as a % of the total Share Cap. of the company)
2012-12-31,2450.86,34.78,2485.64,1355.06,542.6,-113.31,340.76,56.08,198.94,105.51,8.35,113.87,4.73,109.13,0.0,109.13,36.06,73.07,0.0,73.07,70.41,2.06,2.06,8.9,25.29,26.3,100.0,74.71
2013-03-31,2907.72,47.84,2955.56,1493.73,608.05,152.83,328.87,61.01,296.76,14.31,12.47,26.78,8.35,18.43,0.0,18.43,-11.52,29.95,0.0,29.95,71.1,0.84,0.84,8.9,25.04,26.65,100.0,74.96
2013-06-30,2588.39,54.25,2642.64,1460.1,645.95,-89.72,380.72,62.64,251.74,-68.8,2.6,-66.2,3.94,-70.13,0.0,-70.13,-21.31,-48.83,0.0,-48.83,71.22,-1.37,-1.37,8.9,25.0,26.71,100.0,75.0
2013-09-30,3187.9,70.99,3258.88,1834.74,566.32,77.81,336.69,67.79,268.05,107.48,13.36,120.84,-2.06,122.9,52.32,175.22,26.03,149.19,0.0,149.19,71.22,4.19,4.19,8.9,25.0,26.71,100.0,75.0
2013-12-31,2360.51,33.38,2393.9,1210.44,637.52,-190.71,337.27,56.35,250.33,92.69,7.55,100.25,1.71,98.54,0.0,98.54,33.41,65.13,0.0,65.13,71.22,1.83,1.83,8.9,25.0,26.71,100.0,75.0
2014-03-31,2657.74,48.58,2706.32,1169.72,625.92,80.99,339.62,58.83,303.8,127.45,8.75,136.2,2.36,133.84,0.0,133.84,45.57,88.27,0.0,88.27,71.22,2.48,2.48,8.9,25.0,26.71,100.0,75.0
2014-06-30,2318.74,55.68,2374.42,1073.37,759.92,-109.09,339.57,56.98,257.84,-4.16,26.24,22.08,2.52,19.55,0.0,19.55,6.56,13.0,0.0,13.0,71.22,0.37,0.37,8.9,25.0,26.71,100.0,75.0
2014-09-30,3111.27,76.66,3187.93,1808.1,417.97,70.13,395.35,56.96,275.07,164.34,62.36,226.71,1.59,225.12,366.51,591.62,154.84,436.79,0.0,436.79,71.22,12.27,12.27,8.9,25.0,26.71,100.0,75.0
2014-12-31,2140.81,45.16,2185.97,1065.26,593.06,-225.57,329.44,56.41,234.82,132.55,30.32,162.87,1.89,160.98,704.59,865.57,231.54,634.03,0.0,634.03,71.22,2.98,17.8,8.9,25.0,267.08,100.0,75.0
2015-03-31,2588.89,64.09,2652.98,964.37,776.82,49.54,327.76,55.29,284.36,194.85,36.05,230.9,1.26,229.64,7.45,237.09,75.23,161.87,0.0,161.87,71.22,4.55,4.55,8.9,25.0,26.71,100.0,75.0
