Date,Net Sales/Income from operations,Other Operating Income,Total Income From Operations,Consumption of Raw Materials,Purchase of Traded Goods,Increase/Decrease in Stocks,Employees Cost,Depreciation,Other Expenses,"P/L Before Other Inc. , Int., Excpt. Items & Tax",Other Income,"P/L Before Int., Excpt. Items & Tax",Interest,P/L Before Exceptional Items & Tax,Exceptional Items,P/L Before Tax,Tax,P/L After Tax from Ordinary Activities,Extra Ordinary Items,Net Profit/(Loss) For the Period,Equity Share Capital,Basic EPS,Diluted EPS,No Of Shares (Crores),Share Holding (%),- Number of shares (Crores),- Per. of shares (as a % of the total sh. of prom. and promoter group),- Per. of shares (as a % of the total Share Cap. of the company)
2015-06-30,2322.01,56.37,2378.38,972.79,609.84,-15.72,339.97,56.44,218.41,196.67,55.52,252.18,1.84,250.34,0.0,250.34,82.08,168.26,0.0,168.26,71.22,4.72,4.72,8.9,25.0,26.71,100.0,75.0
2015-09-30,3231.3,68.19,3299.49,1487.47,500.5,297.95,397.0,47.49,334.9,234.18,40.74,274.92,2.28,272.64,70.71,343.35,124.22,219.13,0.0,219.13,71.22,6.15,6.15,8.9,25.0,26.71,100.0,75.0
2015-12-31,2265.3,48.94,2314.25,1007.33,705.87,-213.96,344.19,58.61,281.98,130.23,41.12,171.36,0.89,170.46,0.0,170.46,59.16,111.3,0.0,111.3,71.22,3.13,3.13,0.0,0.0,0.0,0.0,0.0
2016-03-31,2725.43,58.15,2783.58,1122.1,730.92,-7.92,345.82,58.99,270.83,262.84,27.02,289.86,1.44,288.42,0.0,288.42,100.28,188.14,0.0,188.14,71.22,5.28,5.28,0.0,0.0,0.0,0.0,0.0
2016-06-30,2563.13,57.27,2620.4,1022.78,764.69,-50.93,366.85,62.5,283.18,171.34,27.89,199.23,2.14,197.08,0.0,197.08,67.05,130.04,0.0,130.04,71.22,3.65,3.65,0.0,0.0,0.0,0.0,0.0
2016-09-30,2990.3,100.29,3090.59,1381.26,607.82,111.24,383.71,46.18,365.1,195.26,68.25,263.52,2.05,261.46,2992.33,3253.79,786.84,2466.95,0.0,2466.95,71.22,69.27,69.27,0.0,0.0,0.0,0.0,0.0
2016-12-31,2234.38,58.9,2293.27,992.61,587.99,-103.75,336.51,48.26,246.23,185.43,62.26,247.68,2.04,245.64,0.0,245.64,85.63,160.01,0.0,160.01,71.22,4.49,4.49,0.0,0.0,0.0,0.0,0.0
2017-03-31,2860.47,68.35,2928.82,1433.06,466.56,96.36,333.88,50.17,320.4,228.39,52.86,281.26,2.07,279.18,7.16,286.34,100.07,186.27,0.0,186.27,71.22,5.23,5.23,0.0,0.0,0.0,0.0,0.0
2017-06-30,2587.05,63.78,2650.83,1323.67,507.73,-84.24,352.22,47.99,326.0,177.47,73.06,250.53,1.38,249.15,0.0,249.15,86.29,162.87,0.0,162.87,71.22,4.57,4.57,0.0,0.0,0.0,0.0,0.0
2017-09-30,3044.72,97.12,3141.84,1559.23,397.3,173.93,370.02,50.25,324.19,266.93,62.97,329.9,2.22,327.68,560.32,888.0,264.22,623.78,0.0,623.78,71.22,17.52,17.52,0.0,0.0,0.0,0.0,0.0
2017-12-31,2363.2,66.3,2429.5,1174.7,551.3,-121.6,339.8,47.0,212.9,225.4,70.5,295.9,1.7,294.2,0.0,294.2,103.7,190.5,0.0,190.5,71.2,5.35,5.35,0.0,0.0,0.0,0.0,0.0
2018-03-31,3163.1,120.3,3283.4,1524.5,738.9,-9.0,365.3,49.0,340.9,273.8,63.9,337.7,1.1,336.6,0.0,336.6,116.9,219.7,0.0,219.7,71.2,6.17,6.17,0.0,0.0,0.0,0.0,0.0
2018-06-30,2964.4,108.6,3073.0,1431.5,724.8,-117.5,379.9,50.0,352.0,252.3,69.2,321.5,0.4,321.1,0.0,321.1,116.7,204.4,0.0,204.4,71.2,5.74,5.74,0.0,0.0,0.0,0.0,0.0
2018-09-30,3802.0,137.2,3939.2,797.0,860.8,156.0,363.7,50.7,1343.1,367.9,76.4,444.3,5.1,439.2,0.0,439.2,160.0,279.2,0.0,279.2,71.2,7.84,7.84,0.0,0.0,0.0,0.0,0.0
2018-12-31,2734.2,72.9,2807.1,529.5,846.6,-237.9,438.8,53.2,923.6,253.3,87.7,341.0,0.2,340.8,0.0,340.8,112.8,228.0,0.0,228.0,71.2,6.4,6.4,0.0,0.0,0.0,0.0,0.0
2019-03-31,3461.4,88.2,3549.6,809.7,794.6,-15.3,423.5,57.1,1127.1,352.9,83.0,435.9,2.4,433.5,0.0,433.5,153.2,280.3,0.0,280.3,71.2,7.87,7.87,0.0,0.0,0.0,0.0,0.0
2019-06-30,3109.6,88.8,3198.4,700.1,734.2,9.9,397.3,51.2,1003.2,302.5,82.5,385.0,0.2,384.8,0.0,384.8,136.7,248.1,0.0,248.1,71.2,6.97,6.97,0.0,0.0,0.0,0.0,0.0
2019-09-30,4018.0,110.8,4128.8,916.1,820.8,239.0,344.0,55.8,1403.3,349.8,141.4,491.2,8.6,482.6,0.0,482.6,152.0,330.6,0.0,330.6,71.2,9.28,9.28,0.0,0.0,0.0,0.0,0.0
2019-12-31,2611.1,57.5,2668.6,567.5,842.8,-242.1,396.1,61.1,767.8,275.4,85.5,360.9,7.7,353.2,0.0,353.2,90.5,262.7,0.0,262.7,71.2,7.38,7.38,0.0,0.0,0.0,0.0,0.0
2020-03-31,2738.1,82.0,2820.1,671.6,604.6,-121.3,431.4,70.8,1000.2,162.8,80.6,243.4,11.1,232.3,0.0,232.3,60.2,172.1,0.0,172.1,71.2,4.83,4.83,0.0,0.0,0.0,0.0,0.0
2020-06-30,1260.0,59.5,1319.5,204.8,247.8,100.4,367.6,72.2,408.5,-81.8,82.2,0.4,4.9,-4.5,0.0,-4.5,0.1,-4.6,0.0,-4.6,71.2,-0.13,-0.13,0.0,0.0,0.0,0.0,0.0
2020-09-30,3519.0,0.0,3519.0,619.9,503.0,365.9,390.8,63.0,1186.5,389.9,61.4,451.3,5.8,445.5,0.0,445.5,112.4,333.1,-5.5,327.6,71.2,9.2,9.2,0.0,0.0,0.0,0.0,0.0
2020-12-31,2901.1,0.0,2901.1,454.0,1096.4,-132.2,396.8,61.6,725.0,299.5,57.0,356.5,3.5,353.0,0.0,353.0,90.8,262.2,27.8,290.0,71.2,8.14,8.14,0.0,0.0,0.0,0.0,0.0
2021-03-31,3298.3,56.0,3354.3,661.2,970.5,-98.3,368.1,58.1,1011.4,383.3,54.0,437.3,4.7,432.6,0.0,432.6,116.8,315.8,12.5,328.3,71.2,9.22,9.22,0.0,0.0,0.0,0.0,0.0
2021-06-30,2658.3,49.7,2708.0,532.1,994.1,-239.2,403.9,54.5,788.8,173.8,46.3,220.1,5.6,214.5,0.0,214.5,53.0,161.5,0.0,161.5,71.2,4.54,4.54,0.0,0.0,0.0,0.0,0.0
2021-09-30,3941.1,58.6,3999.7,876.2,863.4,157.5,435.3,54.0,1238.6,374.7,61.6,436.3,5.9,430.4,0.0,430.4,107.4,323.0,0.0,323.0,71.2,9.07,9.07,0.0,0.0,0.0,0.0,0.0
2021-12-31,3239.9,0.0,3239.9,553.9,1225.4,-158.9,431.1,53.8,856.5,278.1,57.1,335.2,5.4,329.8,0.0,329.8,84.5,245.3,0.0,245.3,71.2,6.89,6.89,0.0,0.0,0.0,0.0,0.0
2022-03-31,3628.5,0.0,3628.5,865.9,1101.0,-189.1,409.4,53.5,995.9,391.9,63.8,455.7,10.9,444.8,0.0,444.8,115.9,328.9,0.0,328.9,71.2,9.23,9.23,0.0,0.0,0.0,0.0,0.0
2022-06-30,3914.8,0.0,3914.8,621.8,1272.8,76.4,409.8,51.9,1155.0,327.1,74.6,401.7,3.7,398.0,0.0,398.0,102.5,295.5,-1.8,293.7,71.2,8.25,8.25,0.0,0.0,0.0,0.0,0.0
2022-09-30,4331.4,0.0,4331.4,825.6,1052.0,93.7,438.5,52.3,1452.0,417.3,120.6,537.9,13.9,524.0,0.0,524.0,131.8,392.2,270.6,662.8,71.2,18.61,18.61,0.0,0.0,0.0,0.0,0.0
2022-12-31,3596.2,49.1,3645.3,795.0,1417.0,-342.0,451.8,51.5,774.3,497.7,94.9,592.6,5.0,587.6,0.0,587.6,150.0,437.6,0.0,437.6,71.2,12.29,12.29,0.0,0.0,0.0,0.0,0.0
2023-03-31,4400.5,64.7,4465.2,877.0,1362.0,-71.0,472.4,53.8,1269.9,501.1,188.0,689.1,7.4,681.7,0.0,681.7,165.7,516.0,0.0,516.0,71.2,14.5,14.5,0.0,0.0,0.0,0.0,0.0
2023-06-30,4407.0,66.1,4473.1,851.8,1462.5,-176.1,455.5,63.9,1374.5,441.0,126.5,567.5,3.4,564.1,0.0,564.1,140.4,423.7,0.0,423.7,71.2,11.9,11.9,0.0,0.0,0.0,0.0,0.0
2023-09-30,5381.5,0.0,5381.5,927.9,1325.8,292.7,473.4,54.3,1730.5,576.9,139.3,716.2,4.5,711.7,0.0,711.7,177.7,534.0,0.0,534.0,71.2,15.0,15.0,0.0,0.0,0.0,0.0,0.0
2023-12-31,4435.8,0.0,4435.8,1077.5,1471.5,-472.1,519.5,54.1,1316.4,468.9,155.7,624.6,2.9,621.7,0.0,621.7,158.3,463.4,0.0,463.4,71.2,13.02,13.02,0.0,0.0,0.0,0.0,0.0
2024-03-31,5247.8,66.0,5313.8,770.3,1347.6,358.5,455.7,55.6,1593.2,732.9,460.6,1193.5,30.2,1163.3,0.0,1163.3,266.9,896.4,0.0,896.4,71.2,25.18,25.18,0.0,0.0,0.0,0.0,0.0
2024-06-30,4768.5,0.0,4768.5,1007.0,1230.1,-57.0,547.6,60.4,1431.9,548.5,149.7,698.2,4.7,693.5,0.0,693.5,162.9,530.6,0.0,530.6,71.2,14.9,14.9,0.0,0.0,0.0,0.0,0.0
2024-09-30,5978.5,0.0,5978.5,1097.8,1460.7,113.9,597.8,60.0,1861.6,786.7,272.9,1059.6,20.4,1039.2,0.0,1039.2,264.5,774.7,0.0,774.7,71.2,21.76,21.76,0.0,0.0,0.0,0.0,0.0
2024-12-31,3174.7,0.0,3174.7,586.5,1051.1,-81.8,358.0,42.9,947.6,270.4,163.6,434.0,2.9,431.1,0.0,431.1,111.0,320.1,242.6,562.7,71.2,15.81,15.81,0.0,0.0,0.0,0.0,0.0
2025-03-31,3808.7,0.0,3808.7,706.3,1250.4,-5.3,378.6,42.4,1092.4,343.9,278.7,622.6,1.8,620.8,0.0,620.8,122.2,498.6,175.9,674.5,71.2,18.94,18.94,0.0,0.0,0.0,0.0,0.0
