Date,Net Sales/Income from operations,Other Operating Income,Total Income From Operations,Consumption of Raw Materials,Purchase of Traded Goods,Increase/Decrease in Stocks,Employees Cost,Depreciation,Other Expenses,"P/L Before Other Inc. , Int., Excpt. Items & Tax",Other Income,"P/L Before Int., Excpt. Items & Tax",Interest,P/L Before Exceptional Items & Tax,Exceptional Items,P/L Before Tax,Tax,P/L After Tax from Ordinary Activities,Extra Ordinary Items,Net Profit/(Loss) For the Period,Equity Share Capital,Basic EPS,Diluted EPS,No Of Shares (Crores),Share Holding (%),- Number of shares (Crores),- Per. of shares (as a % of the total sh. of prom. and promoter group),- Per. of shares (as a % of the total Share Cap. of the company)
2012-09-30,2030.3,21.37,2051.67,614.64,459.23,99.75,247.18,97.67,357.66,175.54,103.59,279.13,0.07,279.06,0.0,279.06,76.22,202.84,0.0,202.84,31.4,64.6,64.6,0.9,28.82,2.23,100.0,71.18
2012-12-31,2055.69,76.11,2131.8,676.34,427.32,4.86,293.32,129.15,463.82,136.99,113.3,250.29,5.4,244.89,0.0,244.89,72.84,172.05,0.0,172.05,31.4,54.8,54.8,0.9,28.82,2.23,100.0,71.18
2013-03-31,2190.3,17.15,2207.45,736.67,463.64,-16.41,286.16,84.23,355.46,297.7,89.3,387.0,0.29,386.71,0.0,386.71,126.94,259.77,0.0,259.77,31.4,82.7,82.7,0.9,28.82,2.23,100.0,71.18
2013-06-30,2269.19,37.8,2306.99,797.98,544.04,-69.38,306.52,86.42,364.81,276.6,89.76,366.36,0.08,366.28,0.0,366.28,114.6,251.68,0.0,251.68,31.4,80.2,80.2,0.9,28.82,2.23,100.0,71.18
2013-09-30,2104.16,45.73,2149.89,708.5,465.99,-16.45,285.43,89.39,379.84,237.19,86.49,323.68,0.03,323.65,0.0,323.65,89.4,234.25,0.0,234.25,31.4,74.6,74.6,0.9,28.82,2.23,100.0,71.18
2013-12-31,2061.89,100.11,2162.0,742.59,448.36,-30.7,313.11,124.16,475.22,89.26,93.13,182.39,2.48,179.91,0.0,179.91,40.93,138.98,0.0,138.98,31.4,44.3,44.3,0.9,28.82,2.23,100.0,71.18
2014-03-31,2431.41,18.97,2450.38,755.25,506.23,84.69,327.55,88.1,377.98,310.58,142.37,452.95,0.76,452.19,0.0,452.19,125.9,326.29,0.0,326.29,31.4,103.9,103.9,0.9,28.82,2.23,100.0,71.18
2014-06-30,2354.61,39.8,2394.41,814.52,523.47,-69.76,333.24,90.17,360.6,342.17,97.78,439.95,1.22,438.73,0.0,438.73,132.05,306.68,0.0,306.68,31.4,97.7,97.7,0.9,28.82,2.23,100.0,71.18
2014-09-30,2456.71,99.05,2555.76,829.72,475.85,12.7,343.3,101.51,455.86,336.82,120.67,457.49,0.1,457.39,0.0,457.39,151.03,306.36,0.0,306.36,31.4,97.6,97.6,0.9,28.82,2.23,100.0,71.18
2014-12-31,2331.47,126.75,2458.22,698.47,623.37,-14.27,409.4,125.72,513.28,102.25,90.28,192.53,0.0,192.53,-28.04,164.49,53.61,110.88,0.0,110.88,31.4,35.3,35.3,0.9,28.82,2.23,100.0,71.18
2015-03-31,2348.92,39.94,2388.86,804.84,516.62,-70.79,319.4,142.92,351.34,324.53,132.79,457.32,14.26,443.06,0.0,443.06,155.61,287.45,0.0,287.45,31.4,91.5,91.5,0.9,28.82,2.23,100.0,71.18
2015-06-30,2279.87,21.31,2301.18,563.4,634.2,-1.39,285.52,70.38,336.75,412.32,140.75,553.07,1.45,551.62,0.0,551.62,173.95,377.67,-1.96,375.71,31.4,120.3,120.3,0.0,0.0,0.0,0.0,0.0
2015-09-30,2361.93,19.47,2381.4,606.43,584.56,21.01,337.34,78.18,399.45,354.43,187.19,541.62,3.24,538.38,0.0,538.38,156.68,381.7,11.02,392.72,31.4,125.1,125.1,0.0,0.0,0.0,0.0,0.0
2015-12-31,2444.3,35.66,2479.96,635.8,556.54,111.45,321.29,105.91,501.4,247.57,141.66,389.23,4.24,384.99,0.0,384.99,104.21,280.78,-8.25,272.53,31.4,86.8,86.8,0.0,0.0,0.0,0.0,0.0
2016-03-31,2385.52,119.27,2504.79,750.47,559.4,-51.35,358.93,131.97,319.09,436.28,175.34,611.62,4.0,607.62,0.0,607.62,135.25,472.37,18.23,490.6,31.4,156.2,156.2,0.0,0.0,0.0,0.0,0.0
2016-06-30,2475.95,43.6,2519.55,761.99,660.75,-118.68,324.83,85.95,439.56,365.15,178.88,544.03,1.27,542.76,0.0,542.76,167.87,374.89,3.83,378.72,31.4,119.4,119.4,0.0,0.0,0.0,0.0,0.0
2016-09-30,2548.73,62.81,2611.54,798.45,540.44,-20.46,347.84,88.93,475.9,380.44,210.71,591.15,0.97,590.18,0.0,590.18,167.27,422.91,280.83,703.74,31.4,224.1,224.1,0.0,0.0,0.0,0.0,0.0
2016-12-31,2619.35,52.61,2671.96,803.23,575.89,81.81,387.51,129.38,556.81,137.33,163.43,300.76,1.69,299.07,0.0,299.07,84.31,214.76,3.43,218.19,30.52,70.7,70.7,0.0,0.0,0.0,0.0,0.0
