Date,Net Sales/Income from operations,Other Operating Income,Total Income From Operations,Consumption of Raw Materials,Purchase of Traded Goods,Increase/Decrease in Stocks,Employees Cost,Depreciation,Other Expenses,"P/L Before Other Inc. , Int., Excpt. Items & Tax",Other Income,"P/L Before Int., Excpt. Items & Tax",Interest,P/L Before Exceptional Items & Tax,Exceptional Items,P/L Before Tax,Tax,P/L After Tax from Ordinary Activities,Extra Ordinary Items,Net Profit/(Loss) For the Period,Equity Share Capital,Basic EPS,Diluted EPS,No Of Shares (Crores),Share Holding (%),- Number of shares (Crores),- Per. of shares (as a % of the total sh. of prom. and promoter group),- Per. of shares (as a % of the total Share Cap. of the company)
2017-12-31,980.51,0.0,980.51,492.43,16.6,29.44,114.07,16.81,235.55,75.61,21.87,97.48,1.7,95.78,0.0,95.78,32.58,63.2,0.0,63.2,23.83,5.31,5.31,0.0,0.0,0.0,0.0,0.0
2018-03-31,1310.11,0.0,1310.11,752.71,21.63,-25.82,119.61,17.47,292.04,132.47,38.01,170.48,2.05,168.43,-25.0,143.43,57.66,85.77,0.0,85.77,23.83,7.19,7.19,0.0,0.0,0.0,0.0,0.0
2018-06-30,849.29,0.0,849.29,433.83,17.74,8.34,121.36,16.85,209.35,41.82,27.77,69.59,1.97,67.62,0.0,67.62,22.72,44.9,0.0,44.9,23.83,3.77,3.77,0.0,0.0,0.0,0.0,0.0
2018-09-30,1188.4,0.0,1188.4,661.37,27.13,17.94,132.13,15.84,266.26,67.73,41.44,109.17,2.08,107.09,0.0,107.09,37.75,69.34,0.0,69.34,23.83,5.82,5.82,0.0,0.0,0.0,0.0,0.0
2018-12-31,846.83,0.0,846.83,478.8,35.19,-0.17,99.63,11.87,164.4,57.11,24.17,81.28,0.94,80.34,-27.23,53.11,26.84,26.27,21.95,48.22,23.83,4.05,4.05,0.0,0.0,0.0,0.0,0.0
2019-03-31,1327.6,0.0,1327.6,918.62,31.12,-44.55,103.32,12.39,206.71,99.99,32.38,132.37,1.99,130.38,-20.62,109.76,45.22,64.54,48.27,112.81,23.83,9.47,9.47,0.0,0.0,0.0,0.0,0.0
2019-06-30,787.75,0.0,787.75,439.22,21.13,20.24,100.62,14.11,173.67,18.76,17.07,35.83,0.76,35.07,0.0,35.07,11.53,23.54,26.37,49.91,23.83,4.19,4.19,0.0,0.0,0.0,0.0,0.0
2019-09-30,838.3,0.0,838.3,450.71,27.64,11.72,106.63,15.74,178.1,47.76,25.23,72.99,0.78,72.21,0.0,72.21,33.55,38.66,26.23,64.89,23.83,5.44,5.44,0.0,0.0,0.0,0.0,0.0
2019-12-31,849.63,0.0,849.63,457.46,28.25,0.25,112.24,16.13,181.62,53.68,24.55,78.23,1.66,76.57,0.0,76.57,18.53,58.04,0.0,58.04,23.83,4.88,4.88,0.0,0.0,0.0,0.0,0.0
2020-03-31,739.4,0.0,739.4,412.99,22.51,-45.01,111.45,16.63,190.16,30.67,37.55,68.22,2.03,66.19,-14.89,51.3,10.15,41.15,0.0,41.15,23.83,3.44,3.44,0.0,0.0,0.0,0.0,0.0
2020-06-30,428.54,0.0,428.54,176.0,9.71,37.7,100.23,15.19,115.37,-25.66,23.81,-1.85,1.76,-3.61,0.0,-3.61,-1.69,-1.92,0.0,-1.92,23.83,-0.16,-0.16,0.0,0.0,0.0,0.0,0.0
2020-09-30,714.72,0.0,714.72,380.27,20.6,-0.4,117.69,15.48,148.63,32.45,26.29,58.74,1.86,56.88,-12.54,44.34,10.73,33.61,0.0,33.61,23.83,2.82,2.82,0.0,0.0,0.0,0.0,0.0
2020-12-31,903.25,0.0,903.25,494.55,22.25,-14.75,114.03,16.67,191.14,79.36,28.29,107.65,2.24,105.41,-90.49,14.92,18.33,-3.41,0.0,-3.41,23.83,-0.29,-0.29,0.0,0.0,0.0,0.0,0.0
2021-03-31,1084.97,0.0,1084.97,581.25,27.64,-14.37,121.84,16.65,283.99,67.97,62.01,129.98,2.71,127.27,0.0,127.27,14.53,112.74,0.0,112.74,23.83,9.46,9.46,0.0,0.0,0.0,0.0,0.0
2021-06-30,709.65,0.0,709.65,396.88,21.91,-34.79,112.25,16.25,179.26,17.89,22.76,40.65,2.12,38.53,0.0,38.53,8.01,30.52,0.0,30.52,23.83,2.56,2.56,0.0,0.0,0.0,0.0,0.0
2021-09-30,1007.38,0.0,1007.38,573.17,26.78,0.12,120.55,16.08,218.93,51.76,30.92,82.68,2.39,80.29,0.0,80.29,20.38,59.91,0.0,59.91,23.83,5.03,5.03,0.0,0.0,0.0,0.0,0.0
2021-12-31,1017.16,0.0,1017.16,591.66,34.7,-17.8,118.96,17.0,236.76,35.89,32.57,68.46,2.71,65.75,-14.0,51.75,12.52,39.23,0.0,39.23,23.83,3.29,3.29,0.0,0.0,0.0,0.0,0.0
2022-03-31,1281.2,0.0,1281.2,780.58,25.45,5.66,126.05,17.86,272.29,53.31,38.31,91.62,6.11,85.51,0.0,85.51,14.36,71.15,0.0,71.15,23.83,5.97,5.97,0.0,0.0,0.0,0.0,0.0
2022-06-30,947.0,0.0,947.0,586.12,24.19,-47.57,127.01,17.85,220.0,19.4,15.74,35.14,3.59,31.55,0.0,31.55,7.06,24.49,0.0,24.49,23.83,2.06,2.06,0.0,0.0,0.0,0.0,0.0
2022-09-30,1373.42,0.0,1373.42,755.15,40.73,35.72,141.75,18.45,300.62,81.0,37.61,118.61,4.56,114.05,0.0,114.05,21.44,92.61,0.0,92.61,23.83,7.77,7.77,0.0,0.0,0.0,0.0,0.0
2022-12-31,1330.73,0.0,1330.73,733.85,34.75,6.07,139.99,18.68,317.81,79.58,37.04,116.62,4.59,112.03,0.0,112.03,22.02,90.01,0.0,90.01,23.83,7.55,7.55,0.0,0.0,0.0,0.0,0.0
2023-03-31,1490.01,0.0,1490.01,772.89,43.62,-6.51,154.9,18.17,379.39,127.55,45.95,173.5,6.84,166.66,7.2,173.86,51.71,122.15,0.0,122.15,23.83,10.25,10.25,0.0,0.0,0.0,0.0,0.0
2023-06-30,1160.61,0.0,1160.61,586.57,28.8,12.66,149.72,17.53,299.12,66.21,49.15,115.36,5.32,110.04,-50.63,59.41,15.53,43.88,0.0,43.88,23.83,3.68,3.68,0.0,0.0,0.0,0.0,0.0
2023-09-30,1443.9,0.0,1443.9,756.24,42.37,-1.51,166.67,17.75,338.76,123.62,57.79,181.41,5.61,175.8,-73.41,102.39,38.0,64.39,0.0,64.39,23.83,5.41,5.41,0.0,0.0,0.0,0.0,0.0
2023-12-31,1479.78,0.0,1479.78,801.48,36.64,-6.77,175.85,17.98,351.57,103.03,34.7,137.73,6.16,131.57,126.12,257.69,57.07,200.62,0.0,200.62,23.83,16.84,16.84,0.0,0.0,0.0,0.0,0.0
2024-03-31,1737.64,0.0,1737.64,971.37,53.68,6.31,191.37,19.48,379.96,115.47,51.85,167.32,6.75,160.57,0.0,160.57,32.02,128.55,0.0,128.55,23.83,10.79,10.79,0.0,0.0,0.0,0.0,0.0
2024-06-30,1310.95,0.0,1310.95,690.96,37.32,5.15,175.76,18.79,329.35,53.62,68.53,122.15,5.97,116.18,0.0,116.18,30.2,85.98,0.0,85.98,23.83,7.22,7.22,0.0,0.0,0.0,0.0,0.0
2024-09-30,1518.76,0.0,1518.76,798.34,43.34,-11.29,196.98,20.31,364.39,106.69,37.48,144.17,8.3,135.87,0.0,135.87,27.94,107.93,0.0,107.93,23.83,9.06,9.06,0.0,0.0,0.0,0.0,0.0
2024-12-31,1452.71,0.0,1452.71,762.07,53.68,-17.63,200.1,18.93,344.05,91.51,40.87,132.38,8.49,123.89,0.0,123.89,20.71,103.18,0.0,103.18,23.83,8.66,8.66,0.0,0.0,0.0,0.0,0.0
2025-03-31,1971.65,0.0,1971.65,1054.48,55.02,40.04,191.47,20.36,413.82,196.46,55.65,252.11,8.64,243.47,93.73,337.2,62.15,275.05,0.0,275.05,23.83,23.09,23.09,0.0,0.0,0.0,0.0,0.0
