,date,symbol,reportedCurrency,cik,fillingDate,acceptedDate,calendarYear,period,cashAndCashEquivalents,shortTermInvestments,cashAndShortTermInvestments,netReceivables,inventory,otherCurrentAssets,totalCurrentAssets,propertyPlantEquipmentNet,goodwill,intangibleAssets,goodwillAndIntangibleAssets,longTermInvestments,taxAssets,otherNonCurrentAssets,totalNonCurrentAssets,otherAssets,totalAssets,accountPayables,shortTermDebt,taxPayables,deferredRevenue,otherCurrentLiabilities,totalCurrentLiabilities,longTermDebt,deferredRevenueNonCurrent,deferredTaxLiabilitiesNonCurrent,otherNonCurrentLiabilities,totalNonCurrentLiabilities,otherLiabilities,capitalLeaseObligations,totalLiabilities,preferredStock,commonStock,retainedEarnings,accumulatedOtherComprehensiveIncomeLoss,othertotalStockholdersEquity,totalStockholdersEquity,totalEquity,totalLiabilitiesAndStockholdersEquity,minorityInterest,totalLiabilitiesAndTotalEquity,totalInvestments,totalDebt,netDebt,link,finalLink
0,2024-06-30,MSFT,USD,0000789019,2024-07-30,2024-07-30 16:06:22,2024,FY,18315000000,57216000000,75531000000,56924000000,1246000000,26033000000,159734000000,154552000000,119220000000,27597000000,146817000000,14600000000,0,36460000000,352429000000,0,512163000000,21996000000,8942000000,5017000000,57582000000,31749000000,125286000000,58185000000,2602000000,2618000000,54995000000,118400000000,0,15497000000,243686000000,0,100923000000,173144000000,-5590000000,0,268477000000,268477000000,512163000000,0,512163000000,71816000000,67127000000,48812000000,https://www.sec.gov/Archives/edgar/data/789019/000095017024087843/0000950170-24-087843-index.htm,https://www.sec.gov/Archives/edgar/data/789019/000095017024087843/msft-20240630.htm
1,2023-06-30,MSFT,USD,0000789019,2023-07-27,2023-07-27 16:01:56,2023,FY,34704000000,76552000000,111256000000,48688000000,2500000000,21813000000,184257000000,109987000000,67886000000,9366000000,77252000000,9879000000,0,30601000000,227719000000,0,411976000000,18095000000,5247000000,4152000000,50901000000,25754000000,104149000000,54718000000,2912000000,433000000,43541000000,101604000000,0,12728000000,205753000000,0,93718000000,118848000000,-6343000000,0,206223000000,206223000000,411976000000,0,411976000000,86431000000,59965000000,25261000000,https://www.sec.gov/Archives/edgar/data/789019/000095017023035122/0000950170-23-035122-index.htm,https://www.sec.gov/Archives/edgar/data/789019/000095017023035122/msft-20230630.htm
2,2022-06-30,MSFT,USD,0000789019,2022-07-28,2022-07-28 16:06:19,2022,FY,13931000000,90818000000,104749000000,44261000000,3742000000,16932000000,169684000000,87546000000,67524000000,11298000000,78822000000,6891000000,0,21897000000,195156000000,0,364840000000,19000000000,2749000000,4067000000,45538000000,23728000000,95082000000,58521000000,2870000000,230000000,41595000000,103216000000,0,11489000000,198298000000,0,86939000000,84281000000,-4678000000,0,166542000000,166542000000,364840000000,0,364840000000,97709000000,61270000000,47339000000,https://www.sec.gov/Archives/edgar/data/789019/000156459022026876/0001564590-22-026876-index.htm,https://www.sec.gov/Archives/edgar/data/789019/000156459022026876/msft-10k_20220630.htm
3,2021-06-30,MSFT,USD,0000789019,2021-07-29,2021-07-29 16:21:55,2021,FY,14224000000,116032000000,130256000000,38043000000,2636000000,13471000000,184406000000,70803000000,49711000000,7800000000,57511000000,5984000000,0,15075000000,149373000000,0,333779000000,15163000000,8072000000,2174000000,41525000000,21723000000,88657000000,59703000000,2616000000,198000000,40617000000,103134000000,0,9629000000,191791000000,0,83111000000,57055000000,1822000000,0,141988000000,141988000000,333779000000,0,333779000000,122016000000,67775000000,53551000000,https://www.sec.gov/Archives/edgar/data/789019/000156459021039151/0001564590-21-039151-index.htm,https://www.sec.gov/Archives/edgar/data/789019/000156459021039151/msft-10k_20210630.htm
4,2020-06-30,MSFT,USD,0000789019,2020-07-30,2020-07-30 20:44:46,2020,FY,13576000000,122951000000,136527000000,32011000000,1895000000,11482000000,181915000000,52904000000,43351000000,7038000000,50389000000,2965000000,0,13138000000,119396000000,0,301311000000,12530000000,3749000000,2130000000,36000000000,17901000000,72310000000,67249000000,3180000000,204000000,40064000000,110697000000,0,7671000000,183007000000,0,80552000000,34566000000,3186000000,0,118304000000,118304000000,301311000000,0,301311000000,125916000000,70998000000,57422000000,https://www.sec.gov/Archives/edgar/data/789019/000156459020034944/0001564590-20-034944-index.htm,https://www.sec.gov/Archives/edgar/data/789019/000156459020034944/msft-10k_20200630.htm
