Date,Net Sales/Income from operations,Other Operating Income,Total Income From Operations,Consumption of Raw Materials,Purchase of Traded Goods,Increase/Decrease in Stocks,Power & Fuel,Employees Cost,Depreciation,Other Expenses,"P/L Before Other Inc. , Int., Excpt. Items & Tax",Other Income,"P/L Before Int., Excpt. Items & Tax",Interest,P/L Before Exceptional Items & Tax,Exceptional Items,P/L Before Tax,Tax,P/L After Tax from Ordinary Activities,Net Profit/(Loss) For the Period,Equity Share Capital,Basic EPS,Diluted EPS,No Of Shares (Crores),Share Holding (%),- Number of shares (Crores),- Per. of shares (as a % of the total sh. of prom. and promoter group),- Per. of shares (as a % of the total Share Cap. of the company)
2012-09-30,712.72,2.15,714.88,93.67,0.06,-0.24,174.86,41.3,31.88,273.54,99.8,12.24,112.04,29.03,83.02,0.0,83.02,28.92,54.09,54.09,69.93,7.74,7.74,2.34,33.43,4.65,100.0,66.57
2012-12-31,686.91,1.17,688.08,105.4,0.2,-31.81,171.25,40.95,31.79,267.2,103.1,15.46,118.56,41.0,77.56,0.0,77.56,23.18,54.38,54.38,69.93,7.78,7.78,2.33,33.29,4.66,100.0,66.71
2013-03-31,768.81,2.74,771.55,105.05,0.17,11.58,176.95,34.95,33.2,307.79,101.87,8.58,110.44,32.34,78.1,0.0,78.1,21.9,56.2,56.2,69.93,8.04,8.04,2.33,33.29,4.66,100.0,66.71
2013-06-30,657.44,3.7,661.15,106.73,0.22,-35.98,169.28,45.76,33.09,280.06,61.98,9.67,71.65,34.28,37.37,0.0,37.37,6.49,30.88,30.88,69.93,4.42,4.42,2.33,33.26,4.67,100.0,66.74
2013-09-30,624.38,2.52,626.89,94.46,0.35,30.33,142.74,39.25,33.09,279.2,7.47,10.91,18.38,41.52,-23.14,0.0,-23.14,-1.69,-21.45,-21.45,69.93,-3.07,-3.07,2.31,33.07,4.68,100.0,66.93
2013-12-31,674.37,2.78,677.15,121.44,0.25,-20.69,166.84,42.66,33.11,290.77,42.78,12.93,55.71,39.37,16.33,0.0,16.33,5.12,11.22,11.22,69.93,1.6,1.6,2.31,33.07,4.68,100.0,66.93
2014-03-31,827.41,5.3,832.71,139.61,0.16,-12.23,195.04,40.13,34.68,306.63,128.71,14.43,143.13,37.42,105.71,0.0,105.71,29.33,76.38,76.38,69.93,10.92,10.92,2.31,33.07,4.68,100.0,66.93
2014-06-30,801.36,1.87,803.23,114.59,0.29,15.95,194.2,48.31,28.48,329.52,71.89,13.79,85.68,40.35,45.33,0.0,45.33,7.3,38.03,38.03,69.93,5.44,5.44,2.31,33.07,4.68,100.0,66.93
2014-09-30,827.92,2.75,830.68,140.89,0.29,19.93,197.65,48.69,29.64,332.82,60.76,13.2,73.96,46.17,27.8,0.0,27.8,-4.52,32.32,32.32,69.93,4.62,4.62,2.31,33.07,4.68,100.0,66.93
2014-12-31,796.66,1.98,798.64,150.41,0.34,-24.26,194.14,47.39,40.87,329.95,59.8,13.93,73.73,64.28,9.45,0.0,9.45,-7.28,16.73,16.73,69.93,2.39,2.39,2.31,33.07,4.68,100.0,66.93
2015-03-31,911.39,4.67,916.06,150.31,0.12,-12.56,207.48,58.15,37.6,348.76,126.19,19.01,145.2,68.63,76.57,0.0,76.57,6.73,69.84,69.84,69.93,9.99,9.99,2.31,33.07,4.68,100.0,66.93
2015-06-30,810.69,3.03,813.72,143.64,0.28,11.28,178.58,59.79,36.57,332.71,50.87,14.28,65.15,66.26,-1.11,0.0,-1.11,-1.27,0.16,0.16,69.93,0.02,0.02,2.31,33.07,4.68,100.0,66.93
2015-09-30,867.92,2.39,870.31,169.98,0.37,7.61,193.87,56.84,38.23,332.85,70.55,12.47,83.02,69.03,13.99,0.0,13.99,0.27,13.73,13.73,69.93,1.96,1.96,2.31,33.03,4.68,100.0,66.97
2015-12-31,902.84,0.44,903.28,169.67,0.4,8.44,183.31,59.5,39.61,355.55,86.8,11.99,98.78,65.97,32.82,0.0,32.82,15.72,17.09,17.09,69.93,2.44,2.44,0.0,0.0,0.0,0.0,0.0
2016-03-31,949.59,22.99,972.58,182.5,0.47,-19.04,185.02,55.31,41.87,372.37,154.07,11.69,165.76,68.33,97.43,0.0,97.43,26.87,70.56,70.56,69.93,10.09,10.09,0.0,0.0,0.0,0.0,0.0
2016-06-30,886.71,11.05,897.76,176.87,0.35,-7.31,138.73,65.84,42.5,346.56,134.22,17.3,151.52,67.51,84.02,-11.11,72.9,12.05,60.85,60.85,69.93,8.7,8.7,0.0,0.0,0.0,0.0,0.0
2016-09-30,911.01,12.75,923.76,165.47,0.14,11.02,151.74,68.41,43.73,368.06,115.2,6.09,121.29,69.13,52.16,0.0,52.16,11.24,40.92,40.92,69.93,5.85,5.85,0.0,0.0,0.0,0.0,0.0
2016-12-31,887.82,23.13,910.95,166.46,0.13,-11.44,154.8,68.43,44.7,361.22,126.65,21.01,147.65,66.17,81.48,0.73,82.21,15.77,66.44,66.44,69.93,9.5,9.5,0.0,0.0,0.0,0.0,0.0
2017-03-31,1018.86,45.94,1064.79,186.74,0.31,4.47,179.99,72.78,45.17,393.21,182.14,6.79,188.93,62.84,126.09,-8.93,117.16,25.79,91.37,91.37,69.93,13.07,13.07,0.0,0.0,0.0,0.0,0.0
2017-06-30,1041.47,0.0,1041.47,172.41,0.4,5.18,180.34,77.49,45.0,407.96,152.7,18.64,171.34,68.04,103.3,0.0,103.3,23.95,79.34,79.34,69.93,11.35,11.35,0.0,0.0,0.0,0.0,0.0
2017-09-30,1107.68,0.0,1107.68,184.06,0.3,7.1,205.79,78.3,49.22,424.91,157.99,34.37,192.36,63.34,129.02,-7.77,121.26,28.11,93.15,93.15,69.93,13.32,13.32,0.0,0.0,0.0,0.0,0.0
2017-12-31,1126.11,0.0,1126.11,185.4,0.12,14.13,220.34,79.33,45.07,456.54,125.17,24.91,150.08,57.77,92.32,-0.13,92.19,19.26,72.93,72.93,69.93,10.43,10.43,0.0,0.0,0.0,0.0,0.0
2018-03-31,1315.95,0.0,1315.95,204.06,0.03,15.6,283.22,90.33,46.97,540.78,134.95,53.31,188.26,56.21,132.05,-9.07,122.98,26.53,96.45,96.45,69.93,13.79,13.79,0.0,0.0,0.0,0.0,0.0
2018-06-30,1115.58,0.0,1115.58,193.9,0.0,-16.95,246.55,90.64,47.43,451.07,102.94,15.78,118.72,54.71,64.01,0.0,64.01,14.69,49.32,49.32,69.93,7.05,7.05,0.0,0.0,0.0,0.0,0.0
2018-09-30,1088.06,12.56,1100.62,188.43,0.0,-19.58,240.91,90.19,48.66,430.91,121.11,17.99,139.1,58.26,80.84,0.0,80.84,16.14,64.69,64.69,69.93,9.25,9.25,0.0,0.0,0.0,0.0,0.0
2018-12-31,1273.19,0.0,1273.19,224.57,0.48,2.31,261.45,89.08,48.63,484.77,161.9,11.8,173.7,56.39,117.31,0.0,117.31,56.41,60.91,60.91,77.27,8.7,8.7,0.0,0.0,0.0,0.0,0.0
2019-03-31,1470.71,21.2,1491.91,214.32,21.05,29.49,303.41,83.59,49.66,560.59,229.81,34.95,264.76,53.34,211.41,0.0,211.41,61.44,149.97,149.97,77.27,19.41,19.41,0.0,0.0,0.0,0.0,0.0
2019-06-30,1327.98,0.0,1327.98,211.7,16.94,-46.2,262.14,96.83,49.39,483.07,254.11,17.2,271.31,53.43,217.88,0.0,217.88,64.08,153.8,153.8,77.27,19.91,19.91,0.0,0.0,0.0,0.0,0.0
2019-09-30,1254.19,0.0,1254.19,207.07,10.19,-0.75,0.0,96.18,51.76,687.47,202.27,17.96,220.24,56.14,164.1,0.0,164.1,55.3,108.79,108.79,77.27,14.08,14.08,0.0,0.0,0.0,0.0,0.0
2019-12-31,1404.19,0.0,1404.19,228.56,15.87,10.22,253.63,99.17,55.58,518.99,222.17,23.66,245.83,56.14,189.69,0.0,189.69,52.14,137.55,137.55,77.27,17.8,17.8,0.0,0.0,0.0,0.0,0.0
2020-03-31,1477.41,0.0,1477.41,220.37,16.55,-29.8,268.95,98.72,57.66,556.36,288.6,27.06,315.66,57.16,258.49,-178.15,80.34,80.12,0.23,0.23,77.27,0.03,0.03,0.0,0.0,0.0,0.0,0.0
2020-06-30,964.97,0.0,964.97,117.05,9.78,68.44,153.14,95.04,57.98,306.27,157.27,20.33,177.6,57.17,120.43,0.0,120.43,42.74,77.68,77.68,77.27,10.05,10.05,0.0,0.0,0.0,0.0,0.0
2020-09-30,1550.73,0.0,1550.73,252.61,18.58,-24.6,272.53,97.61,59.66,523.31,351.04,28.69,379.73,53.71,326.01,0.0,326.01,102.49,223.52,223.52,77.27,28.93,28.93,0.0,0.0,0.0,0.0,0.0
2020-12-31,1760.11,0.0,1760.11,291.18,17.06,-41.87,324.23,109.82,62.15,610.83,386.69,30.3,416.99,59.35,357.64,0.0,357.64,119.37,238.27,238.27,77.27,30.84,30.84,0.0,0.0,0.0,0.0,0.0
2021-03-31,2052.47,0.0,2052.47,304.32,20.99,17.5,0.0,109.66,64.88,1160.9,374.21,34.04,408.26,52.93,355.33,-166.87,188.46,125.12,63.34,63.34,77.27,8.2,8.2,0.0,0.0,0.0,0.0,0.0
2021-06-30,1633.69,0.0,1633.69,249.03,16.26,-24.95,0.0,123.8,65.7,869.96,333.89,27.27,361.17,55.99,305.18,0.0,305.18,96.91,208.26,208.26,77.27,26.95,26.95,0.0,0.0,0.0,0.0,0.0
2021-09-30,1835.52,0.0,1835.52,280.85,23.85,15.14,0.0,129.79,68.73,1056.88,260.29,47.98,308.27,59.12,249.16,0.0,249.16,80.35,168.81,168.81,77.27,21.85,21.85,0.0,0.0,0.0,0.0,0.0
2021-12-31,1940.4,0.0,1940.4,310.47,24.56,-53.1,0.0,129.04,71.87,1158.66,298.9,26.38,325.29,65.33,259.96,0.0,259.96,92.62,167.34,167.34,77.27,21.66,21.66,0.0,0.0,0.0,0.0,0.0
2022-03-31,2268.98,0.0,2268.98,309.43,69.96,43.87,492.94,121.55,75.73,848.53,306.97,41.16,348.13,68.88,279.24,-130.0,149.24,62.98,86.26,86.26,77.27,11.16,11.16,0.0,0.0,0.0,0.0,0.0
2022-06-30,2166.45,0.0,2166.45,317.42,34.72,-8.26,485.58,143.0,89.94,793.85,310.18,22.22,332.41,61.71,270.7,0.0,270.7,89.56,181.14,181.14,77.27,23.44,23.44,0.0,0.0,0.0,0.0,0.0
2022-09-30,2141.8,0.0,2141.8,322.89,35.29,16.38,550.05,140.37,89.73,780.11,206.99,22.81,229.8,62.5,167.3,0.0,167.3,42.45,124.85,124.85,77.27,16.16,16.16,0.0,0.0,0.0,0.0,0.0
2022-12-31,2287.96,0.0,2287.96,338.71,36.73,2.93,0.0,142.02,90.27,1504.78,172.52,21.82,194.34,65.76,128.59,0.0,128.59,32.01,96.57,96.57,77.27,12.5,12.5,0.0,0.0,0.0,0.0,0.0
2023-03-31,2384.44,0.0,2384.44,335.16,43.45,3.71,625.53,137.82,91.52,877.06,270.18,34.03,304.2,70.53,233.67,0.0,233.67,73.7,159.97,159.97,77.27,20.7,20.7,0.0,0.0,0.0,0.0,0.0
2023-06-30,2623.59,0.0,2623.59,407.9,46.5,-22.07,0.0,166.48,117.76,1622.35,284.66,29.29,313.96,105.46,208.5,-15.0,193.5,67.2,126.3,126.3,77.27,16.35,16.35,0.0,0.0,0.0,0.0,0.0
2023-09-30,2570.72,0.0,2570.72,397.57,67.88,-43.18,595.2,164.98,119.64,941.6,327.02,27.75,354.77,109.07,245.69,0.0,245.69,66.77,178.93,178.93,77.27,23.16,23.16,0.0,0.0,0.0,0.0,0.0
2023-12-31,2784.8,0.0,2784.8,405.6,85.29,-118.75,0.0,182.01,117.83,1622.2,490.62,35.19,525.81,110.9,414.91,0.0,414.91,125.44,289.46,289.46,77.27,37.46,37.46,0.0,0.0,0.0,0.0,0.0
2024-03-31,2938.94,0.0,2938.94,407.86,107.95,-24.2,0.0,196.33,130.67,1703.48,416.85,43.09,459.94,111.16,348.78,9.5,358.28,122.33,235.95,235.95,77.27,30.54,30.54,0.0,0.0,0.0,0.0,0.0
2024-06-30,2643.09,0.0,2643.09,370.34,85.12,-8.39,0.0,199.16,124.45,1517.88,354.53,43.8,398.33,106.56,291.77,0.0,291.77,89.09,202.68,202.68,77.27,26.23,26.23,0.0,0.0,0.0,0.0,0.0
2024-09-30,2391.66,0.0,2391.66,322.86,103.32,10.22,0.0,203.65,126.26,1478.87,146.48,36.81,183.29,119.64,63.65,0.0,63.65,18.45,45.2,45.2,77.27,5.85,5.85,0.0,0.0,0.0,0.0,0.0
2024-12-31,2715.48,0.0,2715.48,374.98,98.83,-33.31,0.0,204.05,124.69,1581.31,364.93,44.07,409.0,114.16,294.84,0.0,294.84,90.03,204.81,204.81,77.27,26.51,26.51,0.0,0.0,0.0,0.0,0.0
