Date,Net Sales/Income from operations,Total Income From Operations,Employees Cost,Depreciation,Other Expenses,"P/L Before Other Inc. , Int., Excpt. Items & Tax",Other Income,"P/L Before Int., Excpt. Items & Tax",Interest,P/L Before Exceptional Items & Tax,P/L Before Tax,Tax,P/L After Tax from Ordinary Activities,Net Profit/(Loss) For the Period,Equity Share Capital,Basic EPS,Diluted EPS
2022-12-31,492.81,492.81,259.26,15.5,173.37,44.68,18.75,63.43,3.76,59.67,59.67,14.94,44.73,44.73,40.57,1.1,1.1
2023-06-30,647.24,647.24,277.73,14.95,251.72,102.84,10.2,113.04,3.06,109.98,109.98,30.29,79.69,79.69,81.13,1.96,0.0
2023-09-30,673.31,673.31,314.77,16.15,251.03,91.36,369.24,460.6,2.81,457.79,457.79,24.16,433.63,433.63,81.13,10.69,10.68
2023-12-31,695.98,695.98,330.77,16.69,233.28,115.24,16.23,131.47,3.21,128.26,128.26,34.19,94.07,94.07,81.13,2.32,2.32
2024-03-31,715.56,715.56,333.91,18.39,246.64,116.62,9.33,125.95,2.55,123.4,123.4,43.4,80.0,80.0,81.13,1.97,1.97
2024-06-30,720.56,720.56,326.75,19.12,264.23,110.46,404.45,514.91,2.94,511.97,511.97,32.2,479.77,479.77,81.13,11.83,11.81
2024-09-30,793.93,793.93,333.44,19.2,287.55,153.74,15.47,169.21,2.83,166.38,166.38,44.1,122.28,122.28,81.13,3.01,3.01
2024-12-31,748.2,748.2,350.99,19.89,250.54,126.78,16.05,142.83,3.8,139.03,139.03,35.79,103.24,103.24,81.13,2.54,2.54
2025-03-31,761.78,761.78,343.43,21.02,250.93,146.4,49.55,195.95,3.14,192.81,192.81,48.98,143.83,143.83,81.13,3.55,3.54
