,date,symbol,reportedCurrency,cik,fillingDate,acceptedDate,calendarYear,period,revenue,costOfRevenue,grossProfit,grossProfitRatio,researchAndDevelopmentExpenses,generalAndAdministrativeExpenses,sellingAndMarketingExpenses,sellingGeneralAndAdministrativeExpenses,otherExpenses,operatingExpenses,costAndExpenses,interestIncome,interestExpense,depreciationAndAmortization,ebitda,ebitdaratio,operatingIncome,operatingIncomeRatio,totalOtherIncomeExpensesNet,incomeBeforeTax,incomeBeforeTaxRatio,incomeTaxExpense,netIncome,netIncomeRatio,eps,epsdiluted,weightedAverageShsOut,weightedAverageShsOutDil,link,finalLink
0,2024-12-31,GOOGL,USD,0001652044,2025-02-05,2025-02-04 20:41:40,2024,FY,350018000000,146306000000,203712000000,0.5820043541,49326000000,14188000000,27808000000,41996000000,0,91322000000,237628000000,0,0,0,112390000000,0.3210977721,112390000000,0.3210977721,7425000000,119815000000,0.3423109669,19697000000,100118000000,0.2860367181,8.04,8.04,12447000973,12447000000,https://www.sec.gov/Archives/edgar/data/1652044/000165204425000014/0001652044-25-000014-index.htm,https://www.sec.gov/Archives/edgar/data/1652044/000165204425000014/goog-20241231.htm
1,2023-12-31,GOOGL,USD,0001652044,2024-01-31,2024-01-30 21:43:43,2023,FY,307394000000,133332000000,174062000000,0.566,45427000000,16425000000,27917000000,44342000000,0,89769000000,223101000000,3865000000,308000000,11946000000,97971000000,0.3187147439,84293000000,0.2742181045,1424000000,85717000000,0.2788505957,11922000000,73795000000,0.2400664945,5.84,5.8,12630000000,12722000000,https://www.sec.gov/Archives/edgar/data/1652044/000165204424000022/0001652044-24-000022-index.htm,https://www.sec.gov/Archives/edgar/data/1652044/000165204424000022/goog-20231231.htm
2,2022-12-31,GOOGL,USD,0001652044,2023-02-03,2023-02-02 21:23:45,2022,FY,282836000000,126203000000,156633000000,0.553794425,39500000000,15724000000,26567000000,42291000000,-3514000000,81791000000,207994000000,2174000000,357000000,13475000000,91333000000,0.3229185818,74842000000,0.2646127084,-3514000000,71328000000,0.2521885474,11356000000,59972000000,0.2120380715,4.59,4.56,13063000000,13159000000,https://www.sec.gov/Archives/edgar/data/1652044/000165204423000016/0001652044-23-000016-index.htm,https://www.sec.gov/Archives/edgar/data/1652044/000165204423000016/goog-20221231.htm
3,2021-12-31,GOOGL,USD,0001652044,2022-02-02,2022-02-01 21:08:02,2021,FY,257637000000,110939000000,146698000000,0.569,31562000000,13510000000,22912000000,36422000000,12020000000,67984000000,178923000000,1499000000,346000000,12441000000,103521000000,0.3551159189,78714000000,0.3055228869,12020000000,90734000000,0.3521776763,14701000000,76033000000,0.2951167728,5.69,5.61,13353000000,13553480000,https://www.sec.gov/Archives/edgar/data/1652044/000165204422000019/0001652044-22-000019-index.htm,https://www.sec.gov/Archives/edgar/data/1652044/000165204422000019/goog-20211231.htm
4,2020-12-31,GOOGL,USD,0001652044,2021-02-03,2021-02-02 20:12:25,2020,FY,182527000000,84732000000,97795000000,0.5357837471,27573000000,11052000000,17946000000,28998000000,6858000000,56571000000,141303000000,1865000000,135000000,13697000000,61914000000,0.306480685,41224000000,0.2258515179,6858000000,48082000000,0.2634240414,7813000000,40269000000,0.2206194152,2.96,2.93,13616320000,13740560000,https://www.sec.gov/Archives/edgar/data/1652044/000165204421000010/0001652044-21-000010-index.htm,https://www.sec.gov/Archives/edgar/data/1652044/000165204421000010/goog-20201231.htm
