,date,symbol,reportedCurrency,cik,fillingDate,acceptedDate,calendarYear,period,cashAndCashEquivalents,shortTermInvestments,cashAndShortTermInvestments,netReceivables,inventory,otherCurrentAssets,totalCurrentAssets,propertyPlantEquipmentNet,goodwill,intangibleAssets,goodwillAndIntangibleAssets,longTermInvestments,taxAssets,otherNonCurrentAssets,totalNonCurrentAssets,otherAssets,totalAssets,accountPayables,shortTermDebt,taxPayables,deferredRevenue,otherCurrentLiabilities,totalCurrentLiabilities,longTermDebt,deferredRevenueNonCurrent,deferredTaxLiabilitiesNonCurrent,otherNonCurrentLiabilities,totalNonCurrentLiabilities,otherLiabilities,capitalLeaseObligations,totalLiabilities,preferredStock,commonStock,retainedEarnings,accumulatedOtherComprehensiveIncomeLoss,othertotalStockholdersEquity,totalStockholdersEquity,totalEquity,totalLiabilitiesAndStockholdersEquity,minorityInterest,totalLiabilitiesAndTotalEquity,totalInvestments,totalDebt,netDebt,link,finalLink
0,2024-12-31,BRK-B,USD,0001067983,2025-02-24,2025-02-24 06:03:00,2024,FY,47729000000,286472000000,334201000000,37152000000,24008000000,12086000000,407447000000,228772000000,83880000000,35774000000,119654000000,318086000000,0,79922000000,746434000000,0,1153881000000,49485000000,10857000000,0,0,15310000000,75652000000,119901000000,0,0,306673000000,426574000000,0,5996000000,502226000000,0,8000000,696218000000,-3584000000,-43274000000,649368000000,651655000000,1153881000000,2287000000,1153881000000,604558000000,130758000000,83029000000,https://www.sec.gov/Archives/edgar/data/1067983/000095017025025210/0000950170-25-025210-index.htm,https://www.sec.gov/Archives/edgar/data/1067983/000095017025025210/brka-20241231.htm
1,2023-12-31,BRK-B,USD,0001067983,2024-02-26,2024-02-26 06:08:31,2023,FY,38022000000,129619000000,167641000000,38703000000,24159000000,0,244015000000,221870000000,84626000000,37140000000,121766000000,406666000000,23726000000,28209000000,802237000000,23726000000,1069978000000,49351000000,5335000000,0,0,16159000000,70845000000,126813000000,-2311000000,93009000000,214754000000,434576000000,-6213000000,3877000000,499208000000,0,8000000,607350000000,-3763000000,-42322000000,561273000000,570770000000,1069978000000,9497000000,1069978000000,560966000000,128271000000,90249000000,https://www.sec.gov/Archives/edgar/data/1067983/000095017024019719/0000950170-24-019719-index.htm,https://www.sec.gov/Archives/edgar/data/1067983/000095017024019719/brka-20231231.htm
2,2022-12-31,BRK-B,USD,0001067983,2023-02-27,2023-02-27 06:04:49,2022,FY,35811000000,92774000000,128585000000,36271000000,25366000000,35222000000,203429000000,196965000000,78119000000,29187000000,107306000000,361971000000,77020000000,-77020000000,666242000000,78781000000,948452000000,44635000000,2429000000,0,6820000000,-4344000000,62502000000,120315000000,-461015000000,77020000000,340700000000,197335000000,207998000000,0,467835000000,0,8000000,511602000000,-6591000000,-32659000000,472360000000,480617000000,948452000000,8257000000,948452000000,477953000000,122744000000,86933000000,https://www.sec.gov/Archives/edgar/data/1067983/000095017023004451/0000950170-23-004451-index.htm,https://www.sec.gov/Archives/edgar/data/1067983/000095017023004451/brka-20221231.htm
3,2021-12-31,BRK-B,USD,0001067983,2022-02-28,2022-02-28 06:04:52,2021,FY,88184000000,58535000000,146719000000,30869000000,20954000000,29447000000,208089000000,191282000000,73875000000,28486000000,102361000000,383198000000,90243000000,-90243000000,676841000000,73854000000,958784000000,40705000000,2351000000,0,-2351000000,2178000000,45234000000,111911000000,-438005000000,90243000000,235851000000,202154000000,196466000000,0,443854000000,0,8000000,534421000000,-4027000000,-24203000000,506199000000,514930000000,958784000000,8731000000,958784000000,463814000000,114262000000,26078000000,https://www.sec.gov/Archives/edgar/data/1067983/000156459022007322/0001564590-22-007322-index.htm,https://www.sec.gov/Archives/edgar/data/1067983/000156459022007322/brka-10k_20211231.htm
4,2020-12-31,BRK-B,USD,0001067983,2021-03-01,2021-03-01 06:22:33,2020,FY,47990000000,90300000000,138290000000,27972000000,19208000000,27081000000,194026000000,187017000000,73734000000,30684000000,104418000000,318883000000,74098000000,-74098000000,610318000000,69385000000,873729000000,39978000000,3348000000,0,-3348000000,2300000000,45626000000,113547000000,-416537000000,74098000000,228892000000,187645000000,189122000000,0,422393000000,0,8000000,444626000000,-4243000000,2773000000,443164000000,451336000000,873729000000,8172000000,873729000000,428384000000,116895000000,68905000000,https://www.sec.gov/Archives/edgar/data/1067983/000156459021009611/0001564590-21-009611-index.htm,https://www.sec.gov/Archives/edgar/data/1067983/000156459021009611/brka-10k_20201231.htm
