Date,Net Sales/Income from operations,Other Operating Income,Total Income From Operations,Consumption of Raw Materials,Purchase of Traded Goods,Increase/Decrease in Stocks,Employees Cost,Depreciation,Other Expenses,"P/L Before Other Inc. , Int., Excpt. Items & Tax",Other Income,"P/L Before Int., Excpt. Items & Tax",Interest,P/L Before Exceptional Items & Tax,Exceptional Items,P/L Before Tax,Tax,P/L After Tax from Ordinary Activities,Net Profit/(Loss) For the Period,Equity Share Capital,Basic EPS,Diluted EPS,No Of Shares (Crores),Share Holding (%),- Number of shares (Crores),- Per. of shares (as a % of the total sh. of prom. and promoter group),- Per. of shares (as a % of the total Share Cap. of the company)
2012-12-31,343.56,3.56,347.12,100.03,103.85,22.81,30.36,8.76,48.75,32.56,9.47,42.03,0.22,41.81,0.0,41.81,12.12,29.69,29.69,16.62,17.86,17.86,0.81,48.7,0.85,100.0,51.3
2013-03-31,338.29,1.34,339.63,119.5,90.3,3.36,29.94,9.61,55.08,31.84,7.22,39.06,0.21,38.85,0.0,38.85,13.4,25.45,25.45,16.62,15.31,15.31,0.81,48.7,0.85,100.0,51.3
2013-06-30,309.51,2.06,311.57,118.01,90.04,-28.38,31.76,10.49,58.51,31.14,7.86,39.0,0.22,38.78,0.0,38.78,13.2,25.58,25.58,16.62,15.39,15.39,0.81,48.7,0.85,100.0,51.3
2013-09-30,372.95,3.3,376.25,125.63,124.51,-9.71,31.27,11.27,53.89,39.39,15.21,54.6,0.16,54.44,0.0,54.44,18.55,35.89,35.89,16.62,21.59,21.59,0.81,48.7,0.85,100.0,51.3
2013-12-31,399.49,3.07,402.56,140.54,120.76,2.53,26.16,11.88,62.72,37.97,15.57,53.54,0.17,53.37,0.0,53.37,18.46,34.91,34.91,16.62,21.01,21.01,0.81,48.7,0.85,100.0,51.3
2014-03-31,397.67,3.03,400.7,144.93,99.17,5.57,37.48,12.05,57.84,43.66,9.09,52.75,0.17,52.58,0.0,52.58,17.9,34.68,34.68,16.62,20.87,20.87,0.81,48.7,0.85,100.0,51.3
2014-06-30,388.0,3.7,391.71,158.45,88.94,-10.24,33.77,12.29,57.23,51.27,10.74,62.01,0.23,61.78,0.0,61.78,21.07,40.71,40.71,16.62,24.53,24.53,0.81,48.7,0.85,100.0,51.3
2014-09-30,406.35,3.83,410.18,160.69,123.64,-40.27,31.79,12.52,74.28,47.53,9.71,57.24,0.28,56.96,0.0,56.96,19.45,37.51,37.51,16.62,22.57,22.57,0.81,48.7,0.85,100.0,51.3
2014-12-31,425.55,3.95,429.5,138.01,85.6,42.83,34.9,12.49,65.8,49.87,11.41,61.28,0.29,60.99,0.0,60.99,21.07,39.92,39.92,16.62,24.02,24.02,0.81,48.7,0.85,100.0,51.3
2015-03-31,405.26,3.78,409.04,145.56,81.81,8.47,33.97,12.45,75.88,50.9,12.82,63.72,0.48,63.24,0.0,63.24,21.84,41.4,41.4,16.62,24.91,24.91,0.81,48.7,0.85,100.0,51.3
