,date,symbol,reportedCurrency,cik,fillingDate,acceptedDate,calendarYear,period,netIncome,depreciationAndAmortization,deferredIncomeTax,stockBasedCompensation,changeInWorkingCapital,accountsReceivables,inventory,accountsPayables,otherWorkingCapital,otherNonCashItems,netCashProvidedByOperatingActivities,investmentsInPropertyPlantAndEquipment,acquisitionsNet,purchasesOfInvestments,salesMaturitiesOfInvestments,otherInvestingActivites,netCashUsedForInvestingActivites,debtRepayment,commonStockIssued,commonStockRepurchased,dividendsPaid,otherFinancingActivites,netCashUsedProvidedByFinancingActivities,effectOfForexChangesOnCash,netChangeInCash,cashAtEndOfPeriod,cashAtBeginningOfPeriod,operatingCashFlow,capitalExpenditure,freeCashFlow,link,finalLink
0,2024-12-31,JPM,USD,0000019617,2025-02-14,2025-02-14 16:17:07,2024,FY,58471000000,7938000000,2004000000,0,-114220000000,5735000000,0,-90000000,-119865000000,3795000000,-42012000000,0,-2362000000,-357421000000,242487000000,-46107000000,-163403000000,20749000000,0,-28680000000,-14783000000,76311000000,63447000000,-12866000000,-154834000000,469317000000,624151000000,-42012000000,0,-42012000000,https://www.sec.gov/Archives/edgar/data/19617/000001961725000270/0000019617-25-000270-index.htm,https://www.sec.gov/Archives/edgar/data/19617/000001961725000270/jpm-20241231.htm
1,2023-12-31,JPM,USD,0000019617,2024-02-16,2024-02-16 16:20:22,2023,FY,49552000000,7512000000,-4534000000,3117000000,-56168000000,19928000000,0,-25388000000,-50708000000,13495000000,12974000000,0,-9920000000,-119640000000,215234000000,-18031000000,67643000000,31433000000,0,-9824000000,-13463000000,-33717000000,-25571000000,1871000000,56917000000,624151000000,567234000000,12974000000,0,12974000000,https://www.sec.gov/Archives/edgar/data/19617/000001961724000225/0000019617-24-000225-index.htm,https://www.sec.gov/Archives/edgar/data/19617/000001961724000225/jpm-20231231.htm
2,2022-12-31,JPM,USD,0000019617,2023-02-21,2023-02-21 16:13:55,2022,FY,37676000000,7051000000,-2738000000,2794000000,-22970000000,-22970000000,-55656000000,58614000000,-2958000000,85306000000,107119000000,0,0,-159934000000,172401000000,-150286000000,-137819000000,34562000000,0,-3162000000,-13562000000,-151529000000,-126257000000,-16643000000,-173600000000,567234000000,740834000000,107119000000,0,107119000000,https://www.sec.gov/Archives/edgar/data/19617/000001961723000231/0000019617-23-000231-index.htm,https://www.sec.gov/Archives/edgar/data/19617/000001961723000231/jpm-20221231.htm
3,2021-12-31,JPM,USD,0000019617,2022-02-22,2022-02-22 16:56:31,2021,FY,48334000000,7932000000,3748000000,2929000000,-12401000000,-12401000000,-11745000000,43162000000,-31417000000,27542000000,78084000000,0,0,-360541000000,263720000000,-32523000000,-129344000000,35250000000,0,-20983000000,-12858000000,272009000000,275993000000,-11508000000,213225000000,740834000000,527609000000,78084000000,0,78084000000,https://www.sec.gov/Archives/edgar/data/19617/000001961722000272/0000019617-22-000272-index.htm,https://www.sec.gov/Archives/edgar/data/19617/000001961722000272/jpm-20211231.htm
4,2020-12-31,JPM,USD,0000019617,2021-02-23,2021-02-23 16:17:29,2020,FY,29131000000,8614000000,-3981000000,2451000000,-18012000000,-18012000000,-42434000000,7827000000,34607000000,-98113000000,-79910000000,0,0,-409545000000,228793000000,-81160000000,-261912000000,6506000000,0,-7947000000,-12690000000,609346000000,596645000000,9155000000,263978000000,527609000000,263631000000,-79910000000,0,-79910000000,https://www.sec.gov/Archives/edgar/data/19617/000001961721000236/0000019617-21-000236-index.htm,https://www.sec.gov/Archives/edgar/data/19617/000001961721000236/jpm-20201231.htm
