,date,symbol,reportedCurrency,cik,fillingDate,acceptedDate,calendarYear,period,cashAndCashEquivalents,shortTermInvestments,cashAndShortTermInvestments,netReceivables,inventory,otherCurrentAssets,totalCurrentAssets,propertyPlantEquipmentNet,goodwill,intangibleAssets,goodwillAndIntangibleAssets,longTermInvestments,taxAssets,otherNonCurrentAssets,totalNonCurrentAssets,otherAssets,totalAssets,accountPayables,shortTermDebt,taxPayables,deferredRevenue,otherCurrentLiabilities,totalCurrentLiabilities,longTermDebt,deferredRevenueNonCurrent,deferredTaxLiabilitiesNonCurrent,otherNonCurrentLiabilities,totalNonCurrentLiabilities,otherLiabilities,capitalLeaseObligations,totalLiabilities,preferredStock,commonStock,retainedEarnings,accumulatedOtherComprehensiveIncomeLoss,othertotalStockholdersEquity,totalStockholdersEquity,totalEquity,totalLiabilitiesAndStockholdersEquity,minorityInterest,totalLiabilitiesAndTotalEquity,totalInvestments,totalDebt,netDebt,link,finalLink
0,2024-12-31,JPM,USD,0000019617,2025-02-14,2025-02-14 16:17:07,2024,FY,469317000000,1193405000000,1662722000000,101223000000,0,0,1763945000000,32223000000,52565000000,11995000000,64560000000,-1344349000000,0,1344349000000,96783000000,2142086000000,4002814000000,0,52893000000,0,0,0,52893000000,387779000000,0,0,3217384000000,3605163000000,0,0,3658056000000,20050000000,4105000000,376166000000,-12456000000,-43107000000,344758000000,344758000000,4002814000000,0,4002814000000,-150944000000,454311000000,-15006000000,https://www.sec.gov/Archives/edgar/data/19617/000001961725000270/0000019617-25-000270-index.htm,https://www.sec.gov/Archives/edgar/data/19617/000001961725000270/jpm-20241231.htm
1,2023-12-31,JPM,USD,0000019617,2024-02-16,2024-02-16 16:20:22,2023,FY,624151000000,192485000000,0,107363000000,0,824984000000,1163117000000,30157000000,52634000000,11747000000,64381000000,9219000000,0,-9219000000,94538000000,2617738000000,3875393000000,161960000000,44712000000,0,0,-161960000000,44712000000,391825000000,0,0,3110978000000,3502803000000,0,0,3547515000000,27404000000,4105000000,332901000000,-10443000000,-26089000000,327878000000,327878000000,3875393000000,0,3875393000000,201704000000,436537000000,-187614000000,https://www.sec.gov/Archives/edgar/data/19617/000001961724000225/0000019617-24-000225-index.htm,https://www.sec.gov/Archives/edgar/data/19617/000001961724000225/jpm-20231231.htm
2,2022-12-31,JPM,USD,0000019617,2023-02-21,2023-02-21 16:13:55,2022,FY,567234000000,196699000000,763933000000,125189000000,0,758264000000,1647386000000,27734000000,51662000000,9197000000,60859000000,1014081000000,0,-1070709000000,1102674000000,915683000000,3665743000000,188692000000,44027000000,46166000000,0,-234858000000,344168000000,295865000000,0,0,3033519000000,3331521000000,-302278000000,0,3373411000000,27404000000,4105000000,296456000000,-17341000000,-18292000000,292332000000,292332000000,3665743000000,0,3665743000000,1219938000000,466727000000,-100507000000,https://www.sec.gov/Archives/edgar/data/19617/000001961723000231/0000019617-23-000231-index.htm,https://www.sec.gov/Archives/edgar/data/19617/000001961723000231/jpm-20221231.htm
3,2021-12-31,JPM,USD,0000019617,2022-02-22,2022-02-22 16:56:31,2021,FY,740834000000,290257000000,1031091000000,102570000000,0,611300000000,1744961000000,27070000000,50315000000,6376000000,56691000000,1048726000000,0,-1068590000000,1132487000000,866119000000,3743567000000,169172000000,53594000000,0,0,-169172000000,316349000000,301005000000,0,0,3094841000000,415582000000,2717509000000,0,3449440000000,34838000000,4105000000,272268000000,-84000000,-17000000000,294127000000,294127000000,3743567000000,0,3743567000000,1357251000000,469176000000,-271658000000,https://www.sec.gov/Archives/edgar/data/19617/000001961722000272/0000019617-22-000272-index.htm,https://www.sec.gov/Archives/edgar/data/19617/000001961722000272/jpm-20211231.htm
4,2020-12-31,JPM,USD,0000019617,2021-02-23,2021-02-23 16:17:29,2020,FY,527609000000,355951000000,883560000000,90503000000,0,604350000000,1578413000000,27109000000,49248000000,4180000000,53428000000,1013495000000,0,-1010790000000,1094032000000,713626000000,3386071000000,140291000000,45208000000,0,0,-37508000000,277807000000,281685000000,0,0,2675727000000,381243000000,2447667000000,0,3106717000000,30063000000,4105000000,236990000000,7986000000,210000000,279354000000,279354000000,3386071000000,0,3386071000000,1401673000000,426451000000,-101158000000,https://www.sec.gov/Archives/edgar/data/19617/000001961721000236/0000019617-21-000236-index.htm,https://www.sec.gov/Archives/edgar/data/19617/000001961721000236/jpm-20201231.htm
