Date,Net Sales/Income from operations,Other Operating Income,Total Income From Operations,Consumption of Raw Materials,Purchase of Traded Goods,Increase/Decrease in Stocks,Employees Cost,Depreciation,Other Expenses,"P/L Before Other Inc. , Int., Excpt. Items & Tax",Other Income,"P/L Before Int., Excpt. Items & Tax",Interest,P/L Before Exceptional Items & Tax,Exceptional Items,P/L Before Tax,Tax,P/L After Tax from Ordinary Activities,Net Profit/(Loss) For the Period,Equity Share Capital,Basic EPS,Diluted EPS,No Of Shares (Crores),Share Holding (%),- Number of shares (Crores),- Per. of shares (as a % of the total sh. of prom. and promoter group),- Per. of shares (as a % of the total Share Cap. of the company)
2012-12-31,763.6,3.0,766.6,484.0,31.9,13.7,30.3,17.2,122.1,67.4,2.8,70.2,0.0,70.2,0.0,70.2,21.3,48.9,48.9,53.9,9.07,9.07,1.66,30.73,3.73,100.0,69.27
2013-03-31,675.7,8.5,684.2,495.3,23.6,-49.9,29.2,12.9,110.3,62.8,3.3,66.1,0.0,66.1,114.9,181.0,58.3,122.7,122.7,53.9,22.77,22.77,1.66,30.73,3.73,100.0,69.27
2013-06-30,789.8,2.1,791.9,486.4,26.0,11.7,31.6,15.3,134.8,86.1,3.7,89.8,0.0,89.8,0.0,89.8,28.9,60.9,60.9,53.9,11.3,11.3,1.66,30.73,3.73,100.0,69.27
2013-09-30,781.0,10.7,791.7,499.5,36.2,-10.6,37.6,16.1,137.3,75.6,1.4,77.0,0.3,76.7,0.0,76.7,25.0,51.7,51.7,53.9,9.59,9.59,1.66,30.73,3.73,100.0,69.27
2013-12-31,821.6,2.5,824.1,557.1,30.7,-16.6,33.3,16.6,132.4,70.6,2.8,73.4,0.1,73.3,0.0,73.3,24.2,49.1,49.1,53.9,9.11,9.11,1.66,30.73,3.73,100.0,69.27
2014-03-31,743.7,3.0,746.7,542.1,36.6,-65.2,33.4,17.0,117.9,64.9,2.4,67.3,0.1,67.2,0.0,67.2,22.3,44.9,44.9,53.9,8.33,8.33,1.66,30.73,3.73,100.0,69.27
2014-06-30,921.07,2.63,923.7,540.02,38.7,42.27,34.04,16.46,151.68,100.53,7.81,108.34,0.0,108.34,0.0,108.34,35.36,72.98,72.98,53.89,13.54,13.54,1.66,30.73,3.73,100.0,69.27
2014-09-30,915.18,8.03,923.21,595.83,39.2,-18.51,34.86,17.38,151.43,103.02,4.35,107.37,0.01,107.36,0.0,107.36,34.7,72.66,72.66,53.89,13.48,13.48,1.66,30.73,3.73,100.0,69.27
2014-12-31,884.29,3.05,887.34,535.4,37.93,19.9,37.6,17.1,148.27,91.14,3.81,94.95,0.0,94.95,0.0,94.95,29.29,65.66,65.66,53.89,12.18,12.18,1.66,30.73,3.73,100.0,69.27
2015-03-31,804.9,2.94,807.84,474.51,40.82,18.37,36.8,16.75,138.15,82.44,5.82,88.26,0.01,88.25,0.0,88.25,27.88,60.37,60.37,53.89,1.12,1.12,16.56,30.73,37.33,100.0,69.27
2015-06-30,997.47,2.29,999.76,565.91,40.75,28.06,40.33,16.75,175.66,132.3,6.46,138.76,0.0,138.76,0.0,138.76,44.73,94.03,94.03,53.89,1.74,1.74,16.56,30.73,37.33,100.0,69.27
2015-09-30,968.8,2.53,971.33,576.76,44.9,-22.83,46.27,17.02,172.35,136.86,6.1,142.96,0.0,142.96,0.0,142.96,46.08,96.88,96.88,53.89,1.8,1.8,16.56,30.73,37.33,100.0,69.27
2015-12-31,964.82,3.24,968.06,539.1,45.74,4.38,45.28,16.92,197.07,119.57,5.9,125.47,0.0,125.47,0.0,125.47,41.05,84.42,84.42,53.89,1.57,1.57,16.56,30.73,37.33,100.0,69.27
2016-03-31,888.2,2.87,891.07,505.56,43.45,-23.42,45.77,17.1,186.81,115.8,6.38,122.18,0.0,122.18,535.34,657.52,41.75,615.77,615.77,53.89,11.43,11.43,0.0,0.0,0.0,0.0,0.0
2016-06-30,1044.64,2.41,1047.05,554.31,47.79,24.63,45.89,17.24,187.66,169.53,21.09,190.62,0.0,190.62,0.0,190.62,64.12,126.5,126.5,53.89,2.35,2.35,0.0,0.0,0.0,0.0,0.0
2016-09-30,999.88,2.21,1002.09,548.53,44.56,-19.22,49.47,17.17,180.49,181.09,29.39,210.48,0.0,210.48,0.0,210.48,71.17,139.31,139.31,53.89,2.59,2.59,0.0,0.0,0.0,0.0,0.0
2016-12-31,1005.06,3.4,1008.46,541.63,45.47,2.89,52.74,17.57,184.19,163.97,24.63,188.6,0.0,188.6,0.0,188.6,64.64,123.96,123.96,53.89,2.3,2.3,0.0,0.0,0.0,0.0,0.0
2017-03-31,938.59,2.88,941.47,546.31,48.61,-42.56,50.02,17.51,174.97,146.61,23.11,169.72,0.0,169.72,0.0,169.72,53.55,116.17,116.17,53.89,2.16,2.16,0.0,0.0,0.0,0.0,0.0
2017-06-30,1170.23,3.39,1173.62,646.95,54.14,5.79,53.15,18.05,206.31,189.23,19.87,209.1,0.0,209.1,0.0,209.1,68.29,140.81,140.81,53.89,2.61,2.61,0.0,0.0,0.0,0.0,0.0
2017-09-30,1161.82,2.56,1164.38,653.92,46.49,-3.95,58.46,18.7,188.14,202.62,14.16,216.78,0.0,216.78,0.0,216.78,72.15,144.63,144.63,53.89,2.68,2.68,0.0,0.0,0.0,0.0,0.0
2017-12-31,1139.27,5.74,1145.01,669.24,52.2,-34.89,57.85,19.37,208.37,172.87,19.76,192.63,0.0,192.63,0.0,192.63,67.48,125.15,125.15,53.89,2.32,2.32,0.0,0.0,0.0,0.0,0.0
2018-03-31,1098.27,5.29,1103.56,704.77,60.81,-81.4,57.1,19.67,193.35,149.26,18.63,167.89,0.0,167.89,0.0,167.89,62.08,105.81,105.81,53.89,1.96,1.96,0.0,0.0,0.0,0.0,0.0
2018-06-30,1366.99,8.93,1375.92,808.02,62.01,-20.95,63.63,20.4,242.76,200.05,13.6,213.65,0.0,213.65,0.0,213.65,73.81,139.84,139.84,53.89,2.59,2.59,0.0,0.0,0.0,0.0,0.0
2018-09-30,1286.25,7.63,1293.88,819.35,57.86,-42.85,63.13,23.08,201.44,171.87,13.99,185.86,0.0,185.86,0.0,185.86,63.87,121.99,121.99,53.89,2.26,2.26,0.0,0.0,0.0,0.0,0.0
2018-12-31,1343.64,7.02,1350.66,841.84,68.54,-26.15,67.7,23.51,221.76,153.46,19.84,173.3,0.0,173.3,0.0,173.3,60.6,112.7,112.7,53.89,2.09,2.09,0.0,0.0,0.0,0.0,0.0
2019-03-31,1141.98,11.18,1153.16,772.56,70.33,-108.03,60.92,23.48,207.75,126.15,14.45,140.6,0.0,140.6,0.0,140.6,47.78,92.82,92.82,53.89,1.72,1.72,0.0,0.0,0.0,0.0,0.0
2019-06-30,1456.82,6.65,1463.47,709.21,68.49,125.93,67.55,27.78,243.27,221.24,6.51,227.75,1.26,226.49,0.0,226.49,78.59,147.9,147.9,53.89,2.74,2.74,0.0,0.0,0.0,0.0,0.0
2019-09-30,1243.52,0.0,1243.52,756.84,63.5,-54.22,69.36,28.64,195.11,184.29,3.94,188.23,1.24,186.99,0.0,186.99,-6.4,193.39,193.39,53.89,3.59,3.59,0.0,0.0,0.0,0.0,0.0
2019-12-31,1240.43,7.71,1248.14,604.18,73.64,102.24,67.57,31.42,208.63,160.46,12.42,172.88,1.21,171.67,0.0,171.67,49.02,122.65,122.65,53.89,2.28,2.28,0.0,0.0,0.0,0.0,0.0
2020-03-31,980.97,7.07,988.04,651.95,78.6,-122.74,64.9,32.04,187.54,95.75,3.99,99.74,1.29,98.45,0.0,98.45,26.99,71.46,71.46,53.89,1.33,1.33,0.0,0.0,0.0,0.0,0.0
2020-06-30,590.43,7.62,598.05,230.06,43.47,75.44,64.5,31.83,104.07,48.68,7.93,56.61,1.32,55.29,0.0,55.29,12.58,42.71,42.71,53.89,0.79,0.79,0.0,0.0,0.0,0.0,0.0
2020-09-30,1278.03,10.06,1288.09,736.72,87.49,-41.68,63.97,33.03,182.21,226.35,4.34,230.69,1.11,229.58,-10.82,218.76,60.21,158.55,158.55,53.89,2.94,2.94,0.0,0.0,0.0,0.0,0.0
2020-12-31,1466.14,7.24,1473.38,845.92,98.33,-37.17,64.24,33.64,212.23,256.19,14.06,270.25,1.04,269.21,0.0,269.21,67.28,201.93,201.93,53.89,3.75,3.75,0.0,0.0,0.0,0.0,0.0
2021-03-31,1321.09,9.39,1330.48,881.89,86.04,-95.08,65.87,40.47,188.4,162.89,12.38,175.27,4.02,171.25,0.0,171.25,43.45,127.8,127.8,53.89,2.37,2.37,0.0,0.0,0.0,0.0,0.0
2021-06-30,1301.19,0.0,1301.19,759.09,83.33,13.62,69.82,35.76,188.21,151.36,9.67,161.03,2.52,158.51,0.0,158.51,39.86,118.65,118.65,53.89,2.2,2.2,0.0,0.0,0.0,0.0,0.0
2021-09-30,1520.74,0.0,1520.74,1097.57,108.81,-125.36,69.34,38.01,205.71,126.66,6.23,132.89,2.29,130.6,0.0,130.6,32.06,98.54,98.54,53.89,1.83,1.83,0.0,0.0,0.0,0.0,0.0
2021-12-31,1693.7,0.0,1693.7,1071.35,108.29,-16.97,74.33,38.98,246.7,171.02,9.3,180.32,2.26,178.06,0.0,178.06,45.68,132.38,132.38,53.89,2.46,2.46,0.0,0.0,0.0,0.0,0.0
2022-03-31,1412.83,0.0,1412.83,1073.05,95.79,-151.17,96.64,39.09,215.58,43.85,7.62,51.47,2.64,48.83,-11.39,37.44,12.91,24.53,24.53,53.89,0.46,0.46,0.0,0.0,0.0,0.0,0.0
2022-06-30,1944.57,0.0,1944.57,1251.84,129.2,-18.18,77.54,39.26,248.56,216.35,4.38,220.73,2.33,218.4,0.0,218.4,55.5,162.9,162.9,53.89,3.02,3.02,0.0,0.0,0.0,0.0,0.0
2022-09-30,1814.27,0.0,1814.27,1237.66,121.46,-63.64,82.7,41.23,238.76,156.1,3.54,159.64,2.48,157.16,0.0,157.16,39.9,117.26,117.26,53.89,2.18,2.18,0.0,0.0,0.0,0.0,0.0
2022-12-31,1717.07,0.0,1717.07,1085.48,110.1,2.87,83.17,42.13,246.95,146.37,8.61,154.98,2.47,152.51,0.0,152.51,40.23,112.28,112.28,53.89,2.08,2.08,0.0,0.0,0.0,0.0,0.0
2023-03-31,1605.11,0.0,1605.11,1020.18,105.8,-27.43,90.43,42.01,263.68,110.44,14.3,124.74,2.45,122.29,0.0,122.29,28.3,93.99,93.99,53.89,1.74,1.74,0.0,0.0,0.0,0.0,0.0
