Date,Net Sales/Income from operations,Other Operating Income,Total Income From Operations,Consumption of Raw Materials,Purchase of Traded Goods,Increase/Decrease in Stocks,Employees Cost,Depreciation,Other Expenses,"P/L Before Other Inc. , Int., Excpt. Items & Tax",Other Income,"P/L Before Int., Excpt. Items & Tax",Interest,P/L Before Exceptional Items & Tax,Exceptional Items,P/L Before Tax,Tax,P/L After Tax from Ordinary Activities,Net Profit/(Loss) For the Period,Equity Share Capital,Basic EPS,Diluted EPS,No Of Shares (Crores),Share Holding (%),- Number of shares (Crores),- Per. of shares (as a % of the total sh. of prom. and promoter group),- Per. of shares (as a % of the total Share Cap. of the company)
2012-12-31,513.37,4.53,517.9,145.8,200.69,-10.71,46.66,11.49,91.54,32.43,15.09,47.52,0.0,47.52,0.0,47.52,15.33,32.19,32.19,52.73,6.1,6.1,2.45,46.4,2.83,100.0,53.6
2013-03-31,528.96,9.35,538.31,148.34,197.12,-9.53,53.2,11.67,89.78,47.73,14.66,62.39,0.0,62.39,-22.1,40.29,14.41,25.88,25.88,52.73,4.9,4.9,2.45,46.4,2.83,100.0,53.6
2013-06-30,560.27,7.17,567.44,163.59,196.95,-7.11,46.56,11.88,102.52,53.05,15.53,68.58,0.0,68.58,0.0,68.58,22.71,45.87,45.87,52.73,8.7,8.7,2.45,46.4,2.83,100.0,53.6
2013-09-30,566.04,6.6,572.64,164.74,193.59,-0.06,44.04,12.78,102.92,54.63,15.97,70.6,0.0,70.6,0.0,70.6,24.02,46.58,46.58,52.73,8.8,8.8,2.45,46.4,2.83,100.0,53.6
2013-12-31,591.17,8.42,599.59,129.63,245.34,10.29,41.47,13.11,103.2,56.55,17.01,73.56,0.0,73.56,0.0,73.56,25.17,48.39,48.39,52.73,9.2,9.2,2.45,46.4,2.83,100.0,53.6
2014-03-31,570.31,9.16,579.47,157.52,211.07,-10.48,51.37,13.22,97.77,59.0,16.04,75.04,0.0,75.04,0.0,75.04,25.94,49.1,49.1,52.73,9.3,9.3,2.45,46.4,2.83,100.0,53.6
2014-06-30,592.63,8.75,601.38,166.72,211.82,-6.92,49.54,13.5,103.71,63.01,18.85,81.86,0.0,81.86,0.0,81.86,27.72,54.14,54.14,52.73,10.3,10.3,2.45,46.4,2.83,100.0,53.6
2014-09-30,603.8,8.99,612.79,164.35,215.31,-6.77,51.72,13.53,105.86,68.79,20.0,88.79,0.0,88.79,0.0,88.79,30.14,58.65,58.65,52.73,11.1,11.1,2.45,46.4,2.83,100.0,53.6
2014-12-31,605.9,9.53,615.43,154.09,246.13,-7.58,62.91,13.7,107.26,38.92,21.56,60.48,0.0,60.48,0.0,60.48,19.6,40.88,40.88,52.73,7.8,7.8,2.45,46.4,2.83,100.0,53.6
2015-03-31,579.02,6.61,585.63,163.52,233.14,-29.54,51.0,15.65,107.46,44.4,33.51,77.91,0.0,77.91,0.0,77.91,26.67,51.24,51.24,52.73,9.7,9.7,2.45,46.4,2.83,100.0,53.6
2015-06-30,603.33,7.02,610.35,140.14,223.96,28.11,52.44,13.89,101.1,50.71,20.2,70.91,0.0,70.91,0.0,70.91,24.36,46.55,46.55,52.73,8.8,8.8,2.45,46.4,2.83,100.0,53.6
2015-09-30,591.54,7.14,598.68,143.14,235.38,1.42,48.96,13.43,102.09,54.26,22.48,76.74,0.0,76.74,0.0,76.74,26.7,50.04,50.04,52.73,9.5,9.5,2.45,46.4,2.83,100.0,53.6
2015-12-31,601.87,6.38,608.25,139.85,237.85,0.49,45.1,12.94,103.37,68.65,21.7,90.35,0.0,90.35,0.0,90.35,32.21,58.14,58.14,52.73,11.0,11.0,0.0,0.0,0.0,0.0,0.0
2016-03-31,579.8,8.01,587.81,134.07,261.96,-41.74,54.62,12.52,96.09,70.29,10.21,80.5,0.0,80.5,0.0,80.5,29.32,51.18,51.18,52.73,9.7,9.7,0.0,0.0,0.0,0.0,0.0
2016-06-30,643.61,7.59,651.2,146.72,275.43,-11.24,54.75,12.26,101.89,71.39,21.83,93.22,0.0,93.22,0.0,93.22,32.82,60.4,60.4,52.73,11.5,11.5,0.0,0.0,0.0,0.0,0.0
2016-09-30,654.55,7.56,662.11,152.54,287.94,-29.08,54.88,12.16,111.83,71.84,21.19,93.03,0.0,93.03,0.0,93.03,32.77,60.26,60.26,52.73,11.4,11.4,0.0,0.0,0.0,0.0,0.0
2016-12-31,656.8,7.68,664.48,151.99,271.99,-22.12,57.42,11.92,116.1,77.18,24.58,101.76,0.0,101.76,0.0,101.76,36.42,65.34,65.34,52.73,12.4,12.4,0.0,0.0,0.0,0.0,0.0
2017-03-31,653.74,0.0,653.74,152.03,253.91,-4.87,55.13,11.54,118.0,68.0,19.6,87.6,0.0,87.6,0.0,87.6,29.7,57.9,57.9,52.73,11.0,11.0,0.0,0.0,0.0,0.0,0.0
2017-06-30,666.47,0.0,666.47,158.16,239.05,-1.43,58.11,11.54,119.01,82.03,17.13,99.16,0.0,99.16,0.0,99.16,34.89,64.27,64.27,51.34,12.2,12.2,0.0,0.0,0.0,0.0,0.0
2017-09-30,679.81,0.0,679.81,157.41,153.14,70.4,58.76,11.42,129.03,99.65,16.49,116.14,1.66,114.48,0.0,114.48,40.52,73.96,73.96,51.34,14.4,14.4,0.0,0.0,0.0,0.0,0.0
2017-12-31,700.49,0.0,700.49,167.89,232.45,1.17,60.36,11.26,115.6,111.76,20.03,131.79,1.61,130.18,0.0,130.18,44.03,86.15,86.15,51.34,16.8,16.8,0.0,0.0,0.0,0.0,0.0
2018-03-31,703.64,0.0,703.64,172.93,273.92,-43.09,59.56,11.52,134.19,94.61,18.81,113.42,1.7,111.72,0.0,111.72,40.16,71.56,71.56,51.34,13.9,13.9,0.0,0.0,0.0,0.0,0.0
2018-06-30,754.95,0.0,754.95,183.91,277.64,-18.63,61.47,11.71,134.54,104.31,22.53,126.84,1.7,125.14,0.0,125.14,44.28,80.86,80.86,51.34,15.7,15.7,0.0,0.0,0.0,0.0,0.0
2018-09-30,766.04,0.0,766.04,192.72,240.92,1.44,69.78,11.65,138.49,111.04,21.43,132.47,2.07,130.4,0.0,130.4,46.1,84.3,84.3,51.34,16.4,16.4,0.0,0.0,0.0,0.0,0.0
2018-12-31,767.65,0.0,767.65,172.29,290.49,-8.28,63.97,11.48,127.54,110.16,33.82,143.98,2.07,141.91,0.0,141.91,53.46,88.45,88.45,51.34,17.2,17.2,0.0,0.0,0.0,0.0,0.0
