Date,Net Sales/Income from operations,Other Operating Income,Total Income From Operations,Consumption of Raw Materials,Purchase of Traded Goods,Increase/Decrease in Stocks,Employees Cost,Depreciation,Other Expenses,"P/L Before Other Inc. , Int., Excpt. Items & Tax",Other Income,"P/L Before Int., Excpt. Items & Tax",Interest,P/L Before Exceptional Items & Tax,Exceptional Items,P/L Before Tax,Tax,P/L After Tax from Ordinary Activities,Extra Ordinary Items,Net Profit/(Loss) For the Period,Equity Share Capital,Basic EPS,Diluted EPS,No Of Shares (Crores),Share Holding (%),- Number of shares (Crores),- Per. of shares (as a % of the total sh. of prom. and promoter group),- Per. of shares (as a % of the total Share Cap. of the company)
2015-06-30,514.3,35.4,549.7,141.8,129.6,-5.3,78.9,28.4,83.3,93.0,9.9,102.9,0.1,102.8,0.0,102.8,38.6,64.2,0.0,64.2,23.0,27.86,27.86,0.91,39.6,1.39,100.0,60.4
2015-09-30,552.8,33.0,585.8,162.0,56.4,46.8,81.2,29.0,97.5,112.9,9.4,122.3,0.1,122.2,0.0,122.2,49.7,72.5,0.0,72.5,23.0,31.54,31.54,0.91,39.6,1.39,100.0,60.4
2015-12-31,522.4,46.3,568.7,141.6,107.4,4.3,94.5,29.6,108.0,83.3,12.6,95.9,0.1,95.8,67.7,163.5,43.3,120.2,0.0,120.2,23.0,52.09,52.09,0.91,39.6,1.39,100.0,60.4
2016-03-31,506.3,38.1,544.4,165.4,123.9,-46.6,83.6,30.1,89.0,99.0,25.6,124.6,0.1,124.5,0.0,124.5,43.9,80.6,0.0,80.6,23.0,35.04,35.04,0.91,39.6,1.39,100.0,60.4
2016-06-30,565.3,42.7,608.0,149.1,84.3,46.7,85.8,30.0,96.3,115.8,16.4,132.2,0.7,131.5,0.0,131.5,46.2,85.3,0.0,85.3,23.0,37.09,37.09,0.91,39.6,1.39,100.0,60.4
2016-09-30,582.8,41.4,624.2,153.9,181.6,-43.0,94.8,30.0,92.2,114.7,14.8,129.5,0.3,129.2,0.0,129.2,48.6,80.6,0.0,80.6,23.0,35.04,35.04,0.0,0.0,0.0,0.0,0.0
2016-12-31,551.8,40.2,592.0,149.3,92.7,7.7,96.2,41.2,138.8,66.1,15.2,81.3,0.4,80.9,0.0,80.9,30.4,50.5,0.0,50.5,23.0,21.96,21.96,0.0,0.0,0.0,0.0,0.0
2017-03-31,512.7,40.2,552.9,140.2,43.6,50.9,88.5,25.3,128.2,76.2,15.9,92.1,0.4,91.7,0.0,91.7,31.7,60.0,0.0,60.0,23.0,26.09,26.09,0.0,0.0,0.0,0.0,0.0
2017-06-30,555.8,44.8,600.6,170.8,74.8,1.5,94.9,25.5,143.2,89.9,28.4,118.3,0.0,118.3,0.0,118.3,44.6,73.7,0.0,73.7,23.0,32.04,32.04,0.0,0.0,0.0,0.0,0.0
2017-09-30,626.6,40.9,667.5,140.0,84.8,24.2,96.7,25.7,138.1,158.0,20.8,178.8,0.0,178.8,0.0,178.8,62.5,116.3,0.0,116.3,23.0,50.57,50.57,0.0,0.0,0.0,0.0,0.0
2017-12-31,631.7,38.7,670.4,164.2,88.0,21.1,91.0,25.7,171.7,108.7,18.2,126.9,1.1,125.8,0.0,125.8,49.8,76.0,0.0,76.0,23.0,33.05,33.05,0.0,0.0,0.0,0.0,0.0
2018-03-31,577.9,39.8,617.7,162.1,105.8,-18.2,95.6,25.4,138.0,109.0,22.6,131.6,0.0,131.6,0.0,131.6,49.1,82.5,0.0,82.5,23.0,35.87,35.87,0.0,0.0,0.0,0.0,0.0
2018-06-30,639.5,44.1,683.6,200.3,98.4,-23.9,100.4,25.4,143.9,139.1,20.8,159.9,0.0,159.9,0.0,159.9,60.3,99.6,0.0,99.6,23.0,43.3,43.3,0.0,0.0,0.0,0.0,0.0
2018-09-30,700.6,43.2,743.8,221.2,97.3,-9.2,104.6,26.0,142.6,161.3,26.2,187.5,0.0,187.5,0.0,187.5,68.3,119.2,0.0,119.2,23.0,51.83,51.83,0.0,0.0,0.0,0.0,0.0
2018-12-31,676.7,49.7,726.4,217.4,104.6,-9.2,103.5,25.9,172.8,111.4,20.1,131.5,0.7,130.8,0.0,130.8,51.5,79.3,0.0,79.3,23.0,34.48,34.48,0.0,0.0,0.0,0.0,0.0
2019-03-31,717.3,0.0,717.3,212.7,133.0,-37.8,103.6,26.1,152.0,127.7,23.0,150.7,0.0,150.7,0.0,150.7,57.8,92.9,0.0,92.9,23.0,40.34,40.34,0.0,0.0,0.0,0.0,0.0
2019-06-30,747.9,0.0,747.9,212.0,120.7,8.5,114.1,26.0,134.8,131.8,23.4,155.2,0.0,155.2,0.0,155.2,57.8,97.4,0.0,97.4,23.0,42.29,42.29,0.0,0.0,0.0,0.0,0.0
2019-09-30,779.1,0.0,779.1,208.8,105.1,24.1,117.0,26.3,148.6,149.2,22.9,172.1,0.0,172.1,-39.4,132.7,6.1,126.6,0.0,126.6,23.0,54.96,54.96,0.0,0.0,0.0,0.0,0.0
2019-12-31,826.3,0.0,826.3,230.1,122.7,7.5,115.0,21.5,172.8,156.7,24.8,181.5,0.3,181.2,-19.9,161.3,64.0,97.3,0.0,97.3,23.0,42.26,42.26,0.0,0.0,0.0,0.0,0.0
2020-03-31,784.5,0.0,784.5,242.2,118.7,-20.7,120.3,20.7,147.3,156.0,29.5,185.5,0.5,185.0,-50.4,134.6,49.2,85.4,0.0,85.4,23.0,37.08,37.08,0.0,0.0,0.0,0.0,0.0
2020-06-30,710.5,0.0,710.5,65.7,165.9,84.9,123.7,20.5,93.1,156.7,29.2,185.9,0.5,185.4,1.1,186.5,50.2,136.3,0.0,136.3,23.0,59.18,59.18,0.0,0.0,0.0,0.0,0.0
2020-09-30,686.6,0.0,686.6,135.2,159.2,-13.5,109.6,20.6,103.9,171.6,14.9,186.5,0.4,186.1,-0.2,185.9,53.0,132.9,0.0,132.9,23.0,57.71,57.71,0.0,0.0,0.0,0.0,0.0
2020-12-31,720.3,0.0,720.3,148.3,160.9,6.8,107.2,20.4,130.1,146.6,16.2,162.8,0.4,162.4,7.8,170.2,47.2,123.0,0.0,123.0,23.0,53.41,53.41,0.0,0.0,0.0,0.0,0.0
2021-03-31,725.1,0.0,725.1,156.7,164.1,3.5,106.3,20.4,105.1,169.0,26.3,195.3,0.4,194.9,0.0,194.9,49.0,145.9,0.0,145.9,23.0,63.35,63.35,0.0,0.0,0.0,0.0,0.0
2021-06-30,789.1,0.0,789.1,124.0,177.9,40.0,112.0,21.1,88.1,226.0,17.1,243.1,0.5,242.6,0.0,242.6,64.3,178.3,0.0,178.3,23.0,77.42,77.42,0.0,0.0,0.0,0.0,0.0
2021-09-30,754.5,0.0,754.5,145.6,199.6,-13.0,107.4,14.3,116.1,184.5,14.7,199.2,0.5,198.7,489.2,687.9,158.1,529.8,0.0,529.8,23.0,230.04,230.04,0.0,0.0,0.0,0.0,0.0
2021-12-31,687.9,0.0,687.9,128.8,167.0,12.6,108.2,10.9,144.1,116.3,16.3,132.6,0.4,132.2,0.0,132.2,41.8,90.4,0.0,90.4,23.0,39.25,39.25,0.0,0.0,0.0,0.0,0.0
2022-03-31,707.0,0.0,707.0,166.5,204.5,-71.3,100.9,10.9,111.9,183.6,24.4,208.0,0.4,207.6,118.1,325.7,87.3,238.4,0.0,238.4,23.0,103.51,103.51,0.0,0.0,0.0,0.0,0.0
2022-06-30,699.3,0.0,699.3,138.8,182.1,-1.4,104.1,10.6,114.6,150.5,15.7,166.2,0.4,165.8,0.0,165.8,45.4,120.4,0.0,120.4,23.0,52.28,52.28,0.0,0.0,0.0,0.0,0.0
2022-09-30,691.9,0.0,691.9,121.8,113.6,53.9,97.3,10.4,123.4,171.5,11.4,182.9,0.5,182.4,0.0,182.4,51.5,130.9,0.0,130.9,23.0,56.84,56.84,0.0,0.0,0.0,0.0,0.0
2022-12-31,671.9,0.0,671.9,122.6,150.8,7.7,103.6,10.0,120.3,156.9,20.0,176.9,0.4,176.5,13.9,190.4,59.5,130.9,0.0,130.9,23.0,56.84,56.84,0.0,0.0,0.0,0.0,0.0
2023-03-31,736.5,0.0,736.5,145.5,210.7,-51.6,91.8,9.7,110.2,220.2,25.8,246.0,0.3,245.7,17.8,263.5,73.1,190.4,0.0,190.4,23.0,82.67,82.67,0.0,0.0,0.0,0.0,0.0
2023-06-30,706.1,0.0,706.1,154.4,188.5,-26.6,93.7,9.8,117.9,168.4,15.7,184.1,0.7,183.4,0.0,183.4,60.5,122.9,0.0,122.9,23.0,53.37,53.37,0.0,0.0,0.0,0.0,0.0
2023-09-30,714.58,0.0,714.58,130.99,395.22,-226.43,93.23,9.88,113.12,198.57,11.82,210.39,0.32,210.07,0.0,210.07,57.93,152.14,0.0,152.14,23.0,66.08,66.08,0.0,0.0,0.0,0.0,0.0
2023-12-31,693.9,0.0,693.9,133.5,134.6,12.2,91.9,10.2,134.3,177.2,12.0,189.2,0.4,188.8,0.0,188.8,51.1,137.7,0.0,137.7,23.0,59.79,59.79,0.0,0.0,0.0,0.0,0.0
2024-03-31,732.4,0.0,732.4,143.7,40.8,123.9,92.4,10.0,112.7,208.9,6.5,215.4,0.3,215.1,-26.7,188.4,51.8,136.6,0.0,136.6,23.0,59.31,59.31,0.0,0.0,0.0,0.0,0.0
2024-06-30,463.5,0.0,463.5,82.1,92.5,46.5,60.2,9.0,66.5,106.7,4.8,111.5,0.4,111.1,-19.0,92.1,23.9,68.2,35.2,103.4,23.0,44.9,44.9,0.0,0.0,0.0,0.0,0.0
2024-09-30,524.0,0.0,524.0,93.1,201.8,-34.93,56.7,9.0,87.64,110.69,2.3,112.99,0.4,112.59,0.0,112.59,30.4,82.19,0.0,82.19,23.0,35.69,35.69,0.0,0.0,0.0,0.0,0.0
2024-12-31,514.9,0.0,514.9,102.7,238.5,-91.4,53.8,9.6,93.0,108.7,5.9,114.6,0.4,114.2,8.0,122.2,30.9,91.3,0.0,91.3,23.0,39.64,39.64,0.0,0.0,0.0,0.0,0.0
2025-03-31,535.9,0.0,535.9,75.7,84.1,80.7,53.8,9.6,69.7,162.3,3.3,165.6,0.3,165.3,0.0,165.3,45.8,119.5,0.0,119.5,23.0,51.89,51.89,0.0,0.0,0.0,0.0,0.0
