Date,Net Sales/Income from operations,Other Operating Income,Total Income From Operations,Consumption of Raw Materials,Purchase of Traded Goods,Increase/Decrease in Stocks,Employees Cost,Depreciation,Other Expenses,"P/L Before Other Inc. , Int., Excpt. Items & Tax",Other Income,"P/L Before Int., Excpt. Items & Tax",Interest,P/L Before Exceptional Items & Tax,Exceptional Items,P/L Before Tax,Tax,P/L After Tax from Ordinary Activities,Extra Ordinary Items,Net Profit/(Loss) For the Period,Equity Share Capital,Basic EPS,Diluted EPS,No Of Shares (Crores),Share Holding (%),- Number of shares (Crores),- Per. of shares (as a % of the total sh. of prom. and promoter group),- Per. of shares (as a % of the total Share Cap. of the company)
2012-12-31,1722.01,0.72,1722.73,892.56,0.0,366.5,64.17,38.63,240.94,119.93,22.54,142.47,41.79,100.68,-15.88,84.8,24.77,60.03,0.0,60.03,55.25,2.17,2.17,14.92,54.0,12.7,100.0,46.0
2013-03-31,979.04,1.03,980.07,660.83,21.38,-56.95,63.36,36.05,188.49,66.91,18.96,85.87,38.29,47.58,-0.81,46.77,9.69,37.08,0.0,37.08,55.25,1.34,1.34,14.92,54.0,12.7,100.0,46.0
2013-06-30,1206.7,0.31,1207.01,759.39,0.0,28.77,68.02,45.39,208.47,96.97,18.76,115.73,42.98,72.75,-52.1,20.65,5.44,15.21,0.0,15.21,55.25,0.55,0.55,14.85,53.75,12.77,100.0,46.25
2013-09-30,1223.71,5.68,1229.39,840.83,0.0,-70.38,76.7,51.26,234.04,96.94,20.75,117.69,54.7,62.99,-33.08,29.91,7.95,21.96,0.0,21.96,55.25,0.79,0.79,14.84,53.73,12.78,100.0,46.27
2013-12-31,1709.45,0.16,1709.61,916.31,0.0,190.88,78.73,53.86,357.96,111.87,14.52,126.39,69.16,57.23,2.8,60.03,9.99,50.04,0.0,50.04,55.25,1.81,1.81,14.84,53.73,12.78,100.0,46.27
2014-03-31,1363.13,0.45,1363.58,619.51,4.48,93.36,76.75,62.24,406.77,100.47,30.62,131.09,59.35,71.74,8.46,80.2,23.14,57.06,0.0,57.06,55.25,2.07,2.07,14.84,53.73,12.78,100.0,46.27
2014-06-30,1145.11,3.96,1149.07,740.54,0.0,-131.69,85.95,62.07,292.43,99.77,27.36,127.13,62.65,64.48,10.54,75.02,20.12,54.9,0.0,54.9,55.25,1.99,1.99,14.84,53.73,12.78,100.0,46.27
2014-09-30,1589.53,1.83,1591.36,1064.37,0.0,-202.85,91.24,63.05,429.19,146.36,27.6,173.96,64.92,109.04,-4.97,104.07,29.46,74.61,0.0,74.61,55.25,2.7,2.7,14.84,53.73,12.78,100.0,46.27
2014-12-31,1775.32,2.11,1777.43,1140.22,0.0,-177.18,90.11,62.05,485.78,176.45,34.69,211.14,69.91,141.23,-39.98,101.25,39.33,61.92,0.0,61.92,55.25,2.24,2.21,14.84,53.73,12.78,100.0,46.27
2015-03-31,2078.56,4.88,2083.44,936.28,0.0,252.99,106.5,61.99,524.97,200.71,32.31,233.02,84.43,148.59,-18.67,129.92,58.82,71.1,0.0,71.1,58.01,2.57,2.45,14.84,51.17,14.16,100.0,48.83
2015-06-30,1908.2,4.02,1912.22,986.67,0.0,174.4,105.47,58.62,393.0,194.06,39.06,233.12,82.95,150.17,4.53,154.7,50.48,104.22,0.0,104.22,60.91,3.49,3.26,14.84,48.73,15.61,100.0,51.27
2015-09-30,1317.73,27.24,1344.97,782.5,0.0,-14.42,108.39,60.15,279.82,128.53,43.76,172.29,82.72,89.57,-17.86,71.71,-29.36,101.07,0.0,101.07,60.91,3.35,3.16,1.48,48.73,15.61,100.0,51.27
2015-12-31,1055.36,21.62,1076.98,674.19,0.0,-178.0,105.94,59.87,295.21,119.77,55.39,175.16,84.53,90.63,-10.21,80.42,25.79,54.63,-15.39,39.24,60.91,1.3,1.23,0.0,0.0,0.0,0.0,0.0
2016-03-31,1803.55,3.75,1807.3,986.17,0.0,82.34,105.59,55.71,327.49,250.0,54.04,304.04,120.01,184.03,-22.24,161.79,55.62,106.17,0.0,106.17,60.91,3.32,3.32,0.0,0.0,0.0,0.0,0.0
2016-06-30,1279.18,2.12,1281.3,836.2,0.0,-200.98,116.57,57.85,282.17,189.49,36.89,226.38,125.98,100.4,0.0,100.4,34.62,65.78,0.0,65.78,63.95,2.06,2.06,0.0,0.0,0.0,0.0,0.0
2016-09-30,1343.53,10.05,1353.58,798.65,0.0,-66.86,116.72,58.41,289.23,157.43,31.18,188.61,83.16,105.45,-34.65,70.8,23.48,47.32,0.0,47.32,63.95,1.48,1.48,0.0,0.0,0.0,0.0,0.0
2016-12-31,1367.5,7.56,1375.06,681.73,0.0,8.55,111.72,57.12,335.52,180.42,37.5,217.92,95.65,122.27,0.0,122.27,41.6,80.67,0.0,80.67,63.95,2.52,2.52,0.0,0.0,0.0,0.0,0.0
2017-03-31,1723.58,0.0,1723.58,793.78,0.0,180.23,120.49,65.98,412.53,150.57,98.35,248.92,75.11,173.81,3.43,177.24,63.31,113.93,0.0,113.93,63.95,3.56,3.56,0.0,0.0,0.0,0.0,0.0
2017-06-30,1402.29,0.0,1402.29,765.03,0.0,61.85,122.98,61.61,282.86,107.96,64.0,171.96,87.34,84.62,0.0,84.62,20.58,64.04,0.0,64.04,63.95,2.0,2.0,0.0,0.0,0.0,0.0,0.0
2017-09-30,1321.02,0.0,1321.02,888.31,0.0,-235.73,126.0,68.63,324.25,149.56,51.94,201.5,116.12,85.38,0.0,85.38,25.28,60.1,0.0,60.1,63.95,1.88,1.88,0.0,0.0,0.0,0.0,0.0
2017-12-31,2114.69,0.0,2114.69,1424.97,0.0,-109.49,129.37,62.37,420.71,186.76,66.0,252.76,86.33,166.43,-30.26,136.17,39.94,96.23,0.0,96.23,63.95,3.01,3.01,0.0,0.0,0.0,0.0,0.0
2018-03-31,2448.6,0.0,2448.6,1426.98,0.0,57.89,135.11,65.86,432.78,329.98,40.15,370.13,125.34,244.79,0.0,244.79,86.44,158.35,7.07,165.42,63.95,5.17,5.17,0.0,0.0,0.0,0.0,0.0
2018-06-30,2284.31,0.0,2284.31,1389.89,0.0,91.31,143.84,65.26,370.64,223.37,61.69,285.06,147.87,137.19,0.0,137.19,42.14,95.05,0.36,95.41,63.95,2.98,2.98,0.0,0.0,0.0,0.0,0.0
2018-09-30,2337.2,0.0,2337.2,1571.53,46.1,-119.26,147.62,72.43,392.19,226.59,64.37,290.96,144.22,146.74,0.0,146.74,46.44,100.3,1.43,101.73,63.95,3.14,3.14,0.0,0.0,0.0,0.0,0.0
2018-12-31,2341.91,0.0,2341.91,1465.07,174.19,-204.98,144.75,72.67,449.34,240.87,56.89,297.76,81.53,216.23,0.0,216.23,66.07,150.16,0.16,150.32,63.95,4.7,4.7,0.0,0.0,0.0,0.0,0.0
2019-03-31,2844.26,0.0,2844.26,1488.4,249.48,118.94,140.96,71.06,474.07,301.35,59.98,361.33,122.49,238.84,0.0,238.84,86.26,152.58,0.03,152.61,63.95,4.77,4.77,0.0,0.0,0.0,0.0,0.0
2019-06-30,2580.98,0.0,2580.98,1469.1,175.08,-16.75,158.82,68.82,439.64,286.27,47.96,334.23,117.88,216.35,0.0,216.35,70.8,145.55,0.0,145.55,63.95,4.55,4.55,0.0,0.0,0.0,0.0,0.0
2019-09-30,2353.08,0.0,2353.08,1482.07,36.72,-95.53,163.0,71.37,451.29,244.16,45.95,290.11,131.12,158.99,-53.57,105.42,-198.03,303.45,0.0,303.45,63.95,9.49,9.49,0.0,0.0,0.0,0.0,0.0
2019-12-31,2702.05,0.0,2702.05,1471.58,58.03,169.62,162.66,74.46,472.75,292.95,46.3,339.25,128.38,210.87,-34.45,176.42,56.73,119.69,0.0,119.69,63.95,3.74,3.74,0.0,0.0,0.0,0.0,0.0
2020-03-31,2492.61,0.0,2492.61,1292.88,23.64,210.16,171.82,95.73,478.48,219.9,58.51,278.41,138.19,140.22,-46.81,93.41,67.64,25.77,0.0,25.77,63.95,0.81,0.81,0.0,0.0,0.0,0.0,0.0
2020-06-30,1345.99,0.0,1345.99,864.37,0.62,-88.02,164.69,82.18,253.28,68.87,59.56,128.43,113.37,15.06,0.0,15.06,5.03,10.03,0.0,10.03,63.95,0.32,0.32,0.0,0.0,0.0,0.0,0.0
2020-09-30,1933.61,0.0,1933.61,1242.58,8.11,-171.84,171.67,82.66,475.14,125.29,87.19,212.48,100.31,112.17,0.0,112.17,37.73,74.44,0.0,74.44,63.95,2.34,2.34,0.0,0.0,0.0,0.0,0.0
2020-12-31,2176.45,0.0,2176.45,1263.77,0.0,46.31,175.02,86.06,463.42,141.87,63.96,205.83,100.44,105.39,0.0,105.39,37.25,68.14,0.0,68.14,63.95,2.14,2.14,0.0,0.0,0.0,0.0,0.0
2021-03-31,3175.76,0.0,3175.76,1785.5,13.68,144.49,173.99,95.08,665.94,297.08,67.28,364.36,90.21,274.15,0.0,274.15,97.71,176.44,0.0,176.44,63.95,5.55,5.55,0.0,0.0,0.0,0.0,0.0
2021-06-30,2417.38,0.0,2417.38,1452.19,8.09,-170.06,187.75,87.7,584.87,266.84,56.97,323.81,97.03,226.78,0.0,226.78,78.48,148.3,0.0,148.3,63.95,4.66,4.66,0.0,0.0,0.0,0.0,0.0
2021-09-30,2519.0,0.0,2519.0,1473.36,4.49,-53.77,194.87,95.38,571.52,233.15,51.56,284.71,88.9,195.81,0.0,195.81,68.35,127.46,0.0,127.46,63.95,4.01,4.01,0.0,0.0,0.0,0.0,0.0
2021-12-31,2794.65,0.0,2794.65,1868.82,4.61,-61.86,196.95,95.37,640.05,50.71,56.01,106.72,86.1,20.62,0.0,20.62,5.82,14.8,0.0,14.8,63.95,0.47,0.47,0.0,0.0,0.0,0.0,0.0
2022-03-31,3291.24,0.0,3291.24,2044.79,0.0,26.19,190.74,93.32,691.55,244.65,53.47,298.12,97.16,200.96,-7.05,193.91,78.97,114.94,0.0,114.94,63.95,3.62,3.62,0.0,0.0,0.0,0.0,0.0
2022-06-30,2967.99,0.0,2967.99,1965.48,0.0,-106.31,195.69,87.62,709.31,116.2,51.02,167.22,130.53,36.69,0.0,36.69,8.6,28.09,0.0,28.09,63.95,0.88,0.88,0.0,0.0,0.0,0.0,0.0
2022-09-30,3316.22,0.0,3316.22,2137.84,0.0,-22.72,202.57,93.34,748.71,156.48,50.74,207.22,126.33,80.89,0.0,80.89,19.78,61.11,0.0,61.11,63.95,1.93,1.93,0.0,0.0,0.0,0.0,0.0
2022-12-31,4478.51,0.0,4478.51,2935.71,0.0,-2.23,219.22,93.73,889.7,342.38,162.34,504.72,137.94,366.78,0.0,366.78,101.25,265.53,0.0,265.53,63.95,8.36,8.36,0.0,0.0,0.0,0.0,0.0
2023-03-31,4519.59,0.0,4519.59,2741.15,66.6,105.78,259.56,99.06,829.65,417.79,156.64,574.43,134.29,440.14,0.0,440.14,85.55,354.59,0.0,354.59,63.95,11.16,11.16,0.0,0.0,0.0,0.0,0.0
2023-06-30,3763.05,0.0,3763.05,2538.01,18.26,-403.42,271.0,108.29,792.56,438.35,68.19,506.54,132.29,374.25,0.0,374.25,97.45,276.8,0.0,276.8,63.95,8.71,8.71,0.0,0.0,0.0,0.0,0.0
2023-09-30,4561.08,0.0,4561.08,2858.98,0.0,-87.64,280.64,117.03,808.01,584.06,50.2,634.26,159.89,474.37,0.0,474.37,126.13,348.24,0.0,348.24,63.95,10.95,10.95,0.0,0.0,0.0,0.0,0.0
2023-12-31,4718.46,0.0,4718.46,2722.34,0.0,91.71,286.09,121.89,795.64,700.79,67.19,767.98,149.06,618.92,0.0,618.92,166.59,452.33,0.0,452.33,63.95,14.23,14.23,0.0,0.0,0.0,0.0,0.0
2024-03-31,4918.8,0.0,4918.8,3018.59,0.0,-42.69,281.32,119.5,776.33,765.75,87.3,853.05,142.72,710.33,0.0,710.33,181.26,529.07,0.0,529.07,63.95,16.64,16.57,0.0,0.0,0.0,0.0,0.0
2024-06-30,4336.94,0.0,4336.94,2667.2,0.0,-207.7,284.43,118.93,830.95,643.13,80.18,723.31,122.03,601.28,0.0,601.28,155.13,446.15,0.0,446.15,63.95,14.02,13.96,0.0,0.0,0.0,0.0,0.0
2024-09-30,4724.5,0.0,4724.5,2461.42,0.0,311.85,303.35,119.33,838.49,690.06,65.73,755.79,130.83,624.96,0.0,624.96,148.05,476.91,0.0,476.91,63.95,7.49,7.46,0.0,0.0,0.0,0.0,0.0
2024-12-31,4473.62,0.0,4473.62,2601.49,0.0,-50.62,303.28,119.34,784.68,715.45,47.27,762.72,136.35,626.37,0.0,626.37,149.21,477.16,0.0,477.16,63.95,7.5,7.46,0.0,0.0,0.0,0.0,0.0
2025-03-31,4401.1,0.0,4401.1,2586.56,0.0,54.46,300.0,121.89,652.1,686.09,48.36,734.45,99.14,635.31,0.0,635.31,161.06,474.25,0.0,474.25,63.95,7.45,7.43,0.0,0.0,0.0,0.0,0.0
