Date,Net Sales/Income from operations,Other Operating Income,Total Income From Operations,Consumption of Raw Materials,Purchase of Traded Goods,Increase/Decrease in Stocks,Employees Cost,Depreciation,Other Expenses,"P/L Before Other Inc. , Int., Excpt. Items & Tax",Other Income,"P/L Before Int., Excpt. Items & Tax",Interest,P/L Before Exceptional Items & Tax,Exceptional Items,P/L Before Tax,Tax,P/L After Tax from Ordinary Activities,Net Profit/(Loss) For the Period,Equity Share Capital,Basic EPS,Diluted EPS,No Of Shares (Crores),Share Holding (%),- Number of shares (Crores),- Per. of shares (as a % of the total sh. of prom. and promoter group),- Per. of shares (as a % of the total Share Cap. of the company)
2012-12-31,52751.01,662.88,53413.89,17034.91,31278.37,1410.35,530.34,494.66,2109.32,555.94,204.63,760.57,613.46,147.11,0.0,147.11,0.0,147.11,147.11,338.63,4.34,4.34,16.56,48.89,17.31,100.0,51.11
2013-03-31,61237.91,-1547.92,59689.99,17701.12,30283.14,1313.54,365.33,491.43,1392.15,8143.28,391.04,8534.32,285.16,8249.16,0.0,8249.16,569.85,7679.31,7679.31,338.63,226.77,226.77,16.56,48.89,17.31,100.0,51.11
2013-06-30,50990.48,773.38,51763.86,12895.24,35402.0,1145.23,491.26,510.0,2518.01,-1197.88,204.15,-993.73,466.75,-1460.48,0.0,-1460.48,0.0,-1460.48,-1460.48,338.63,-43.13,-43.13,16.56,48.89,17.31,100.0,51.11
2013-09-30,52524.87,-664.69,51860.18,15839.04,35228.88,-3415.15,516.06,542.57,2677.14,471.64,243.48,715.12,396.2,318.92,0.0,318.92,0.0,318.92,318.92,338.63,9.42,9.42,16.56,48.89,17.31,100.0,51.11
2013-12-31,55394.51,60.48,55454.99,17327.74,36099.08,733.68,556.96,556.55,1668.24,-1487.26,196.52,-1290.74,443.17,-1733.91,0.0,-1733.91,0.0,-1733.91,-1733.91,338.63,-51.2,-51.2,16.56,48.89,17.31,100.0,51.11
2014-03-31,64126.8,65.49,64192.29,15900.47,38407.99,961.81,466.02,579.32,2517.52,5359.16,330.29,5689.45,198.47,5490.98,0.0,5490.98,881.74,4609.24,4609.24,338.63,136.11,136.11,16.56,48.89,17.31,100.0,51.11
2014-06-30,59151.71,64.07,59215.78,13943.79,41605.01,912.98,664.43,589.66,1499.73,0.18,197.88,198.06,129.54,68.52,0.0,68.52,22.48,46.04,46.04,338.63,1.36,1.36,16.56,48.89,17.31,100.0,51.11
2014-09-30,51633.18,55.54,51688.72,18342.58,32358.87,-3735.51,569.85,388.01,2552.88,1212.04,275.28,1487.32,186.89,1300.43,0.0,1300.43,450.22,850.21,850.21,338.63,25.11,25.11,16.56,48.89,17.31,100.0,51.11
2014-12-31,51045.24,60.91,51106.15,13150.53,29901.48,5155.81,572.35,438.55,2366.6,-479.17,217.43,-261.74,236.97,-498.71,0.0,-498.71,-173.33,-325.38,-325.38,338.63,-9.61,-9.61,16.56,48.89,17.31,100.0,51.11
2015-03-31,44550.25,65.29,44615.54,10721.54,25413.0,1416.16,608.03,554.93,2942.63,2959.25,477.81,3437.06,153.18,3283.88,0.0,3283.88,1121.49,2162.39,2162.39,338.63,63.86,63.86,16.56,48.89,17.31,100.0,51.11
2015-06-30,51386.05,82.86,51468.91,10693.51,37672.02,-3324.56,621.87,751.31,2706.86,2347.9,237.06,2584.96,124.77,2460.19,0.0,2460.19,846.06,1614.13,1614.13,338.63,47.67,47.67,16.56,48.89,17.31,100.0,51.11
2015-09-30,42037.32,68.7,42106.02,11088.21,25778.82,2564.05,504.32,538.91,2237.31,-605.6,309.13,-296.47,168.34,-464.81,0.0,-464.81,-147.68,-317.13,-317.13,338.63,-3.12,-3.12,0.0,0.0,0.0,0.0,0.0
2015-12-31,42937.59,69.28,43006.87,10460.36,26829.52,497.24,691.31,695.95,2288.02,1544.47,203.2,1747.67,163.92,1583.75,0.0,1583.75,542.5,1041.25,1041.25,338.63,10.25,10.25,0.0,0.0,0.0,0.0,0.0
2016-03-31,41033.37,85.46,41118.83,8569.56,25668.07,354.13,503.82,667.04,3356.9,1999.31,394.77,2394.08,196.57,2197.51,0.0,2197.51,809.6,1387.91,1387.91,338.63,13.66,13.66,0.0,0.0,0.0,0.0,0.0
2016-06-30,44779.25,61.52,44840.77,10039.5,30276.44,-2233.2,614.46,610.84,2516.73,3016.0,275.26,3291.26,139.49,3151.77,0.0,3151.77,1053.39,2098.38,2098.38,338.63,61.97,61.97,0.0,0.0,0.0,0.0,0.0
2016-09-30,42030.64,71.89,42102.53,9898.54,27869.38,72.55,605.1,615.95,2396.06,644.95,546.91,1191.86,116.41,1075.45,0.0,1075.45,374.13,701.32,701.32,1015.88,6.9,6.9,0.0,0.0,0.0,0.0,0.0
2016-12-31,48485.57,70.04,48555.61,11963.69,32021.1,-1577.36,610.42,633.56,2734.45,2169.75,287.82,2457.57,52.95,2404.62,0.0,2404.62,814.31,1590.31,1590.31,1015.88,15.65,15.65,0.0,0.0,0.0,0.0,0.0
2017-03-31,51414.21,110.59,51524.8,13235.93,32564.82,-716.05,1116.1,674.93,2438.0,2211.07,404.73,2615.8,226.8,2389.0,0.0,2389.0,570.21,1818.79,1818.79,1015.88,17.9,17.9,0.0,0.0,0.0,0.0,0.0
2017-06-30,53384.84,83.67,53468.51,12047.91,32961.12,3380.3,698.38,667.05,2752.8,960.95,570.31,1531.26,142.96,1388.3,0.0,1388.3,463.55,924.75,924.75,1015.88,9.1,9.1,0.0,0.0,0.0,0.0,0.0
2017-09-30,47339.55,183.03,47522.58,11062.55,31866.86,-1496.4,708.12,680.41,2475.86,2225.18,519.36,2744.54,156.34,2588.2,0.0,2588.2,853.46,1734.74,1734.74,1523.82,11.38,11.38,0.0,0.0,0.0,0.0,0.0
2017-12-31,57229.81,244.44,57474.25,13177.49,37832.11,-139.47,669.93,679.92,2775.68,2478.59,474.32,2952.91,89.85,2863.06,0.0,2863.06,913.37,1949.69,1949.69,1523.82,12.79,12.79,0.0,0.0,0.0,0.0,0.0
2018-03-31,60519.94,290.13,60810.07,14898.35,39795.65,-939.89,782.09,725.37,3351.23,2197.27,342.66,2539.93,177.56,2362.37,0.0,2362.37,614.48,1747.89,1747.89,1523.82,11.47,11.47,0.0,0.0,0.0,0.0,0.0
2018-06-30,67331.52,297.33,67628.85,16351.4,45674.95,-1934.22,735.34,706.4,3610.73,2484.25,305.59,2789.84,190.88,2598.96,0.0,2598.96,879.75,1719.21,1719.21,1523.82,11.28,11.28,0.0,0.0,0.0,0.0,0.0
2018-09-30,67206.92,311.05,67517.97,19121.52,43667.22,-1848.78,689.11,738.45,3766.95,1383.5,413.41,1796.91,200.69,1596.22,0.0,1596.22,504.24,1091.98,1091.98,1523.82,7.17,7.17,0.0,0.0,0.0,0.0,0.0
2018-12-31,71813.85,297.97,72111.82,18371.98,44857.66,5034.18,783.02,739.31,2101.78,223.89,393.68,617.57,147.19,470.38,0.0,470.38,222.83,247.55,247.55,1523.82,1.62,1.62,0.0,0.0,0.0,0.0,0.0
2019-03-31,67628.63,309.5,67938.13,15764.89,46274.19,-3417.7,731.01,828.45,3419.52,4337.77,522.51,4860.28,187.18,4673.1,0.0,4673.1,1703.18,2969.92,2969.92,1523.82,19.49,19.49,0.0,0.0,0.0,0.0,0.0
2019-06-30,70710.53,278.39,70988.92,14570.22,51161.78,-74.93,812.52,815.06,2875.4,828.87,616.46,1445.33,206.29,1239.04,0.0,1239.04,428.09,810.95,810.95,1523.82,5.32,5.32,0.0,0.0,0.0,0.0,0.0
