Date,Net Sales/Income from operations,Other Operating Income,Total Income From Operations,Consumption of Raw Materials,Purchase of Traded Goods,Increase/Decrease in Stocks,Employees Cost,Depreciation,Other Expenses,"P/L Before Other Inc. , Int., Excpt. Items & Tax",Other Income,"P/L Before Int., Excpt. Items & Tax",Interest,P/L Before Exceptional Items & Tax,Exceptional Items,P/L Before Tax,Tax,P/L After Tax from Ordinary Activities,Net Profit/(Loss) For the Period,Equity Share Capital,Basic EPS,Diluted EPS,No Of Shares (Crores),Share Holding (%),- Number of shares (Crores),- Per. of shares (as a % of the total sh. of prom. and promoter group),- Per. of shares (as a % of the total Share Cap. of the company)
2017-06-30,141.7,0.0,141.7,53.75,25.6,1.3,12.2,1.64,25.02,22.19,2.49,24.69,0.0,24.69,0.0,24.69,8.38,16.3,16.3,12.01,1.36,1.36,0.0,0.0,0.0,0.0,0.0
2017-09-30,148.41,0.0,148.41,55.35,22.06,5.74,11.38,1.75,24.66,27.47,3.05,30.52,0.0,30.52,0.0,30.52,10.44,20.09,20.09,12.01,1.68,1.68,0.0,0.0,0.0,0.0,0.0
2017-12-31,157.83,0.0,157.83,63.72,25.81,-4.41,11.8,1.74,27.8,31.36,2.14,33.5,0.0,33.5,0.0,33.5,11.51,21.99,21.99,12.01,1.84,1.84,0.0,0.0,0.0,0.0,0.0
2018-03-31,178.86,0.0,178.86,68.54,29.82,-0.23,11.9,1.7,27.92,39.2,2.94,42.14,0.0,42.14,0.0,42.14,14.68,27.46,27.46,12.01,2.29,2.29,0.0,0.0,0.0,0.0,0.0
2018-06-30,174.09,0.0,174.09,72.37,30.24,-0.02,13.39,1.98,29.58,26.56,6.52,33.07,0.0,33.07,0.0,33.07,11.17,21.91,21.91,12.01,1.82,1.82,0.0,0.0,0.0,0.0,0.0
2018-09-30,186.7,0.0,186.7,83.91,40.02,-13.98,13.47,2.16,31.9,29.21,5.08,34.29,0.0,34.29,0.0,34.29,11.93,22.36,22.36,12.01,1.86,1.86,0.0,0.0,0.0,0.0,0.0
2018-12-31,199.78,0.0,199.78,78.81,45.26,-4.15,13.93,2.23,32.3,31.41,4.69,36.1,0.0,36.1,0.0,36.1,15.52,20.57,20.57,12.01,1.71,1.71,0.0,0.0,0.0,0.0,0.0
2019-03-31,187.38,0.0,187.38,80.11,34.54,-2.48,13.63,2.27,27.13,32.17,1.89,34.06,0.0,34.06,0.0,34.06,9.07,24.99,24.99,12.01,2.08,2.08,0.0,0.0,0.0,0.0,0.0
2019-06-30,188.38,0.0,188.38,74.76,30.84,5.21,14.53,2.37,28.26,32.41,1.67,34.09,0.0,34.09,0.0,34.09,11.83,22.25,22.25,12.01,1.85,1.85,0.0,0.0,0.0,0.0,0.0
2019-09-30,178.84,0.0,178.84,74.05,30.13,1.93,15.08,2.6,26.38,28.66,1.65,30.32,0.0,30.32,0.0,30.32,4.29,26.02,26.02,12.01,2.17,2.17,0.0,0.0,0.0,0.0,0.0
2019-12-31,167.31,0.0,167.31,67.64,25.34,7.79,13.97,2.99,24.86,24.72,1.46,26.19,0.0,26.19,0.0,26.19,6.57,19.62,19.62,12.01,1.66,1.66,0.0,0.0,0.0,0.0,0.0
2020-03-31,161.57,0.0,161.57,69.8,46.48,-22.8,14.01,3.0,26.61,24.47,1.64,26.11,0.0,26.11,0.0,26.11,6.76,19.35,19.35,12.01,1.61,1.61,0.0,0.0,0.0,0.0,0.0
2020-06-30,115.47,0.0,115.47,48.99,30.86,-12.2,12.67,3.19,20.65,11.3,1.78,13.08,0.0,13.08,0.0,13.08,3.45,9.63,9.63,12.01,0.8,0.8,0.0,0.0,0.0,0.0,0.0
2020-09-30,178.92,0.0,178.92,70.19,27.97,11.11,15.89,3.39,24.71,25.66,1.87,27.54,0.0,27.54,0.0,27.54,7.09,20.44,20.44,12.01,1.7,1.7,0.0,0.0,0.0,0.0,0.0
2020-12-31,199.56,0.0,199.56,86.21,61.53,-24.03,18.6,3.6,22.48,31.17,0.83,32.0,0.0,32.0,0.0,32.0,7.86,24.14,24.14,12.01,2.01,2.01,0.0,0.0,0.0,0.0,0.0
2021-03-31,406.29,0.0,406.29,164.55,123.46,-37.97,32.38,7.79,59.1,57.0,4.74,61.73,3.86,57.88,0.0,57.88,15.46,42.42,42.42,12.01,2.63,2.63,0.0,0.0,0.0,0.0,0.0
2021-06-30,428.32,0.0,428.32,141.55,191.4,-65.36,27.81,7.71,58.88,66.33,3.58,69.91,2.6,67.31,0.0,67.31,17.49,49.82,49.82,12.01,3.09,3.09,0.0,0.0,0.0,0.0,0.0
2021-09-30,431.39,0.0,431.39,152.99,180.03,-61.21,30.14,8.2,64.2,57.04,0.76,57.79,-0.93,58.73,0.0,58.73,15.89,42.83,42.83,16.1,2.66,2.66,0.0,0.0,0.0,0.0,0.0
2021-12-31,542.46,0.0,542.46,211.99,71.91,34.27,30.64,8.53,87.54,97.58,3.11,100.69,0.76,99.92,0.0,99.92,23.98,75.95,75.95,16.1,4.72,4.72,0.0,0.0,0.0,0.0,0.0
2022-03-31,588.53,0.0,588.53,208.1,156.49,-31.27,34.41,9.2,83.66,127.95,1.94,129.88,-0.25,130.14,0.0,130.14,30.81,99.32,99.32,16.1,6.17,6.17,0.0,0.0,0.0,0.0,0.0
2022-06-30,600.55,0.0,600.55,206.04,182.71,-26.41,38.08,9.1,85.03,106.0,4.11,110.1,-0.12,110.23,0.0,110.23,28.34,81.89,81.89,16.1,5.09,5.09,0.0,0.0,0.0,0.0,0.0
2022-09-30,599.14,0.0,599.14,252.07,220.19,-100.59,40.02,9.27,87.72,90.47,3.91,94.37,-1.53,95.9,0.0,95.9,24.46,71.45,71.45,16.1,4.44,4.44,0.0,0.0,0.0,0.0,0.0
2022-12-31,643.88,0.0,643.88,200.97,121.04,103.15,39.8,10.0,86.97,81.95,4.34,86.29,7.45,78.84,0.0,78.84,20.41,58.44,58.44,16.1,3.63,3.63,0.0,0.0,0.0,0.0,0.0
2023-03-31,640.28,0.0,640.28,241.54,178.12,-0.77,52.8,13.41,114.72,40.47,5.21,45.67,14.81,30.86,-660.68,-629.82,8.74,-638.56,-638.56,18.8,-34.18,-34.18,0.0,0.0,0.0,0.0,0.0
2023-06-30,677.18,0.0,677.18,271.55,209.12,-64.05,55.04,15.44,104.31,85.77,1.62,87.38,7.13,80.25,0.0,80.25,20.54,59.71,59.71,20.65,2.94,2.94,0.0,0.0,0.0,0.0,0.0
2023-09-30,718.27,0.0,718.27,267.3,182.53,9.6,52.29,16.76,104.55,85.23,2.17,87.4,0.77,86.63,0.0,86.63,23.07,63.56,63.56,20.65,3.08,3.08,0.0,0.0,0.0,0.0,0.0
2023-12-31,692.41,0.0,692.41,215.49,151.42,65.62,64.76,18.67,105.5,70.96,1.2,72.15,3.02,69.13,0.0,69.13,17.76,51.37,51.37,20.65,2.49,2.49,0.0,0.0,0.0,0.0,0.0
2024-03-31,736.23,0.0,736.23,238.93,101.84,99.56,58.5,17.28,109.7,110.42,2.44,112.86,5.1,107.76,-309.36,-201.6,28.42,-230.02,-230.02,20.65,-11.14,-11.14,0.0,0.0,0.0,0.0,0.0
2024-06-30,701.15,0.0,701.15,238.81,175.01,-8.75,61.51,18.45,106.75,109.38,2.64,112.01,2.89,109.12,0.0,109.12,27.48,81.64,81.64,20.65,3.95,3.95,0.0,0.0,0.0,0.0,0.0
2024-09-30,660.94,0.0,660.94,267.8,298.46,-151.7,57.96,19.42,101.88,67.12,1.48,68.61,2.98,65.62,0.0,65.62,16.83,48.79,48.79,20.65,2.36,2.36,0.0,0.0,0.0,0.0,0.0
2024-12-31,774.31,0.0,774.31,264.78,199.37,41.37,56.65,19.92,115.63,76.59,2.81,79.4,4.09,75.31,0.0,75.31,19.14,56.17,56.17,20.65,2.72,2.72,0.0,0.0,0.0,0.0,0.0
