Date,Net Sales/Income from operations,Other Operating Income,Total Income From Operations,Consumption of Raw Materials,Purchase of Traded Goods,Increase/Decrease in Stocks,Power & Fuel,Employees Cost,Depreciation,Other Expenses,"P/L Before Other Inc. , Int., Excpt. Items & Tax",Other Income,"P/L Before Int., Excpt. Items & Tax",Interest,P/L Before Exceptional Items & Tax,Exceptional Items,P/L Before Tax,Tax,P/L After Tax from Ordinary Activities,Net Profit/(Loss) For the Period,Equity Share Capital,Basic EPS,Diluted EPS,No Of Shares (Crores),Share Holding (%),- Number of shares (Crores),- Per. of shares (as a % of the total sh. of prom. and promoter group),- Per. of shares (as a % of the total Share Cap. of the company)
2012-09-30,4699.57,27.85,4727.42,660.75,56.13,-65.04,1074.11,239.45,232.48,1726.78,802.76,40.62,843.38,60.0,783.38,0.0,783.38,233.35,550.03,550.03,274.1,20.07,20.06,9.64,35.18,17.22,100.0,62.81
2012-12-31,4857.4,24.68,4882.08,703.66,60.34,-100.08,1082.72,244.37,238.82,1842.13,810.12,96.47,906.59,52.09,854.5,0.0,854.5,253.69,600.81,600.81,274.16,21.92,21.91,9.87,36.01,17.0,100.0,62.01
2013-03-31,5389.21,82.83,5472.04,761.32,62.5,25.71,1055.94,260.91,245.99,2023.54,1036.13,100.48,1136.61,47.81,1088.8,0.0,1088.8,362.6,726.2,726.2,274.16,26.49,26.49,9.88,36.02,17.0,100.0,62.01
2013-06-30,4957.54,22.66,4980.2,690.68,69.44,20.16,989.6,250.71,252.08,1887.85,819.68,165.55,985.23,66.03,919.2,0.0,919.2,246.6,672.6,672.6,274.18,24.53,24.52,9.9,36.09,16.99,100.0,61.96
2013-09-30,4502.1,19.77,4521.87,677.5,70.3,8.96,956.62,284.44,257.25,1844.58,422.22,37.61,459.83,88.75,371.08,0.0,371.08,106.97,264.11,264.11,274.21,9.63,9.63,9.92,36.18,16.99,100.0,61.96
2013-12-31,4786.37,31.48,4817.85,719.81,78.13,18.96,1002.34,244.27,264.48,1958.71,531.15,68.14,599.29,90.45,508.84,0.0,508.84,139.08,369.76,369.76,274.23,13.49,13.48,9.94,36.23,16.99,100.0,61.95
2014-03-31,5831.87,128.01,5959.88,822.96,91.5,58.9,1186.86,235.21,278.45,2293.41,992.59,57.74,1050.33,73.94,976.39,0.0,976.39,138.39,838.0,838.0,274.24,30.56,30.55,10.0,36.47,16.93,100.0,61.73
2014-06-30,5649.46,42.63,5692.09,797.55,87.77,-3.52,1207.6,275.84,264.5,2276.36,785.99,213.11,999.1,100.22,898.88,0.0,898.88,273.31,625.57,625.57,274.36,22.81,22.8,10.02,36.53,16.93,100.0,61.7
2014-09-30,5381.8,47.54,5429.34,787.42,94.48,-46.25,1144.86,310.07,302.36,2261.72,574.68,74.14,648.82,143.35,505.47,0.0,505.47,95.42,410.05,410.05,274.39,14.95,14.94,10.03,36.55,16.93,100.0,61.69
2014-12-31,5489.77,111.67,5601.44,838.51,97.9,-60.24,1205.75,305.63,278.31,2256.56,679.02,32.8,711.82,153.98,557.84,0.0,557.84,193.47,364.37,364.37,274.4,13.28,13.27,10.03,36.56,16.93,100.0,61.69
