Date,Net Sales/Income from operations,Total Income From Operations,Employees Cost,Depreciation,Provisions And Contingencies,Other Expenses,"P/L Before Other Inc. , Int., Excpt. Items & Tax",Other Income,"P/L Before Int., Excpt. Items & Tax",Interest,P/L Before Exceptional Items & Tax,P/L Before Tax,Tax,P/L After Tax from Ordinary Activities,Net Profit/(Loss) For the Period,Equity Share Capital,Basic EPS,Diluted EPS
2023-03-31,538.11,538.11,80.3,4.41,-6.07,41.66,417.81,0.02,417.83,213.46,204.37,204.37,38.82,165.55,165.55,394.76,3.56,3.46
2023-06-30,578.01,578.01,82.41,4.82,31.77,36.31,422.7,0.01,422.71,235.35,187.36,187.36,41.08,146.28,146.28,394.76,3.71,3.6
2023-09-30,614.0,614.0,78.31,4.95,1.53,37.6,491.61,0.01,491.62,238.62,253.0,253.0,55.72,197.28,197.28,394.76,5.0,4.85
2023-12-31,658.54,658.54,87.55,5.45,12.07,42.22,511.25,0.02,511.27,250.84,260.43,260.43,56.99,203.44,203.44,394.76,5.15,4.99
2024-03-31,672.98,672.98,97.4,5.76,-4.14,53.66,520.3,0.02,520.32,261.88,258.44,258.44,56.93,201.51,201.51,394.76,5.1,4.88
2024-06-30,696.78,696.78,94.64,6.11,18.68,43.14,534.21,0.02,534.23,277.01,257.22,257.22,57.14,200.08,200.08,426.52,4.86,4.66
2024-09-30,750.82,750.82,100.84,6.2,13.32,52.77,577.69,0.01,577.7,285.18,292.52,292.52,64.96,227.56,227.56,429.84,5.31,5.16
2024-12-31,785.1,785.1,102.59,6.48,18.68,52.9,604.45,0.01,604.46,296.87,307.59,307.59,68.36,239.23,239.23,430.68,5.56,5.42
2025-03-31,832.52,832.52,109.11,6.45,6.39,80.61,629.96,1.23,631.19,314.71,316.48,316.48,71.24,245.24,245.24,431.38,5.69,5.56
