Date,Net Sales/Income from operations,Other Operating Income,Total Income From Operations,Consumption of Raw Materials,Purchase of Traded Goods,Increase/Decrease in Stocks,Power & Fuel,Employees Cost,Depreciation,Other Expenses,"P/L Before Other Inc. , Int., Excpt. Items & Tax",Other Income,"P/L Before Int., Excpt. Items & Tax",Interest,P/L Before Exceptional Items & Tax,Exceptional Items,P/L Before Tax,Tax,P/L After Tax from Ordinary Activities,Net Profit/(Loss) For the Period,Equity Share Capital,Basic EPS,Diluted EPS,No Of Shares (Crores),Share Holding (%),- Number of shares (Crores),- Per. of shares (as a % of the total sh. of prom. and promoter group),- Per. of shares (as a % of the total Share Cap. of the company)
2017-06-30,13710.0,127.0,13837.0,8465.0,363.0,-383.0,1097.0,325.0,732.0,1772.0,1466.0,48.0,1514.0,907.0,607.0,0.0,607.0,188.0,419.0,419.0,240.0,1.75,1.73,0.0,0.0,0.0,0.0,0.0
2017-09-30,14820.0,136.0,14956.0,8244.0,47.0,488.0,1189.0,300.0,772.0,1761.0,2155.0,49.0,2204.0,919.0,1285.0,0.0,1285.0,440.0,845.0,845.0,241.0,3.51,3.5,0.0,0.0,0.0,0.0,0.0
2017-12-31,16299.0,154.0,16453.0,9090.0,325.0,100.0,1215.0,314.0,769.0,1836.0,2804.0,43.0,2847.0,892.0,1955.0,-234.0,1721.0,595.0,1126.0,1126.0,241.0,4.68,4.66,0.0,0.0,0.0,0.0,0.0
2018-03-31,18958.0,741.0,19699.0,10167.0,328.0,207.0,1270.0,321.0,781.0,2363.0,4262.0,73.0,4335.0,873.0,3462.0,0.0,3462.0,1227.0,2235.0,2235.0,241.0,9.29,9.25,0.0,0.0,0.0,0.0,0.0
2018-06-30,18465.0,499.0,18964.0,10039.0,52.0,-330.0,1377.0,356.0,819.0,2648.0,4003.0,167.0,4170.0,866.0,3304.0,0.0,3304.0,966.0,2338.0,2338.0,241.0,9.72,9.67,0.0,0.0,0.0,0.0,0.0
2018-09-30,19093.0,576.0,19669.0,10099.0,93.0,71.0,1545.0,336.0,858.0,2723.0,3944.0,202.0,4146.0,929.0,3217.0,0.0,3217.0,933.0,2284.0,2284.0,240.0,9.5,5.45,0.0,0.0,0.0,0.0,0.0
2018-12-31,17947.0,446.0,18393.0,10394.0,259.0,-1355.0,1518.0,361.0,855.0,2778.0,3583.0,67.0,3650.0,957.0,2693.0,0.0,2693.0,801.0,1892.0,1892.0,240.0,7.87,7.83,0.0,0.0,0.0,0.0,0.0
2019-03-31,19264.0,437.0,19701.0,9227.0,94.0,1426.0,1306.0,347.0,865.0,2960.0,3476.0,83.0,3559.0,956.0,2603.0,0.0,2603.0,858.0,1745.0,1745.0,240.0,7.27,7.22,0.0,0.0,0.0,0.0,0.0
2019-06-30,17150.0,349.0,17499.0,9733.0,249.0,-759.0,1331.0,387.0,806.0,2832.0,2920.0,162.0,3082.0,963.0,2119.0,0.0,2119.0,696.0,1423.0,1423.0,240.0,5.92,5.89,0.0,0.0,0.0,0.0,0.0
2019-09-30,15218.0,302.0,15520.0,8347.0,10.0,-6.0,1354.0,330.0,874.0,2689.0,1922.0,188.0,2110.0,1075.0,1035.0,0.0,1035.0,-1882.0,2917.0,2917.0,240.0,12.14,12.07,0.0,0.0,0.0,0.0,0.0
2019-12-31,15449.0,318.0,15767.0,7626.0,91.0,943.0,1307.0,374.0,893.0,2759.0,1774.0,135.0,1909.0,988.0,921.0,0.0,921.0,230.0,691.0,691.0,240.0,2.88,2.86,0.0,0.0,0.0,0.0,0.0
2020-03-31,15020.0,257.0,15277.0,7358.0,70.0,-153.0,1337.0,394.0,929.0,3051.0,2291.0,146.0,2437.0,954.0,1483.0,-1309.0,174.0,-68.0,242.0,242.0,240.0,1.01,1.0,0.0,0.0,0.0,0.0,0.0
2020-06-30,10018.0,275.0,10293.0,5715.0,6.0,-227.0,1101.0,354.0,867.0,1915.0,562.0,154.0,716.0,933.0,-217.0,0.0,-217.0,-71.0,-146.0,-146.0,240.0,-0.61,-0.61,0.0,0.0,0.0,0.0,0.0
2020-09-30,16487.0,310.0,16797.0,7075.0,45.0,976.0,1231.0,363.0,924.0,2931.0,3252.0,151.0,3403.0,885.0,2518.0,0.0,2518.0,826.0,1692.0,1692.0,240.0,7.04,7.0,0.0,0.0,0.0,0.0,0.0
2020-12-31,18960.0,279.0,19239.0,7555.0,30.0,-1213.0,1290.0,393.0,979.0,5551.0,4654.0,169.0,4823.0,879.0,3944.0,0.0,3944.0,1115.0,2829.0,2829.0,241.0,11.77,11.7,0.0,0.0,0.0,0.0,0.0
2021-03-31,23993.0,405.0,24398.0,8398.0,118.0,408.0,1588.0,391.0,1011.0,5474.0,7010.0,195.0,7205.0,868.0,6337.0,-386.0,5951.0,1933.0,4018.0,4018.0,241.0,16.7,16.62,0.0,0.0,0.0,0.0,0.0
2021-06-30,25581.0,378.0,25959.0,9467.0,38.0,-3525.0,1733.0,441.0,998.0,8314.0,8493.0,200.0,8693.0,843.0,7850.0,0.0,7850.0,2592.0,5258.0,5258.0,241.0,21.85,21.75,0.0,0.0,0.0,0.0,0.0
2021-09-30,28000.0,0.0,28000.0,10843.0,125.0,-83.0,0.0,454.0,1051.0,7988.0,7622.0,919.0,8541.0,802.0,7739.0,0.0,7739.0,2356.0,5383.0,5383.0,240.0,22.36,22.27,0.0,0.0,0.0,0.0,0.0
2021-12-31,28423.0,427.0,28850.0,14051.0,3.0,-1205.0,2441.0,498.0,1237.0,6265.0,5560.0,394.0,5954.0,887.0,5067.0,0.0,5067.0,1643.0,3424.0,3424.0,241.72,14.25,14.17,0.0,0.0,0.0,0.0,0.0
2022-03-31,35407.0,604.0,36011.0,17096.0,68.0,1701.0,2735.0,477.0,1225.0,7027.0,5682.0,416.0,6098.0,1317.0,4781.0,-722.0,4059.0,1422.0,2637.0,2637.0,241.72,10.99,10.91,0.0,0.0,0.0,0.0,0.0
2022-06-30,30651.0,454.0,31105.0,21229.0,585.0,-4729.0,3619.0,437.0,1177.0,6612.0,2175.0,283.0,2458.0,1030.0,1428.0,0.0,1428.0,472.0,956.0,956.0,241.72,3.98,3.95,0.0,0.0,0.0,0.0,0.0
2022-09-30,32080.0,414.0,32494.0,18797.0,146.0,2810.0,3608.0,499.0,1207.0,4892.0,535.0,422.0,957.0,1093.0,-136.0,0.0,-136.0,-45.0,-91.0,-91.0,241.72,-0.38,-0.38,0.0,0.0,0.0,0.0,0.0
2022-12-31,30556.0,379.0,30935.0,16887.0,89.0,-15.0,3382.0,529.0,1263.0,6033.0,2767.0,315.0,3082.0,1344.0,1738.0,0.0,1738.0,504.0,1234.0,1234.0,241.72,5.14,5.11,0.0,0.0,0.0,0.0,0.0
2023-03-31,36752.0,401.0,37153.0,18408.0,143.0,1344.0,3233.0,510.0,1305.0,7268.0,4942.0,552.0,5494.0,1556.0,3938.0,0.0,3938.0,1100.0,2838.0,2838.0,241.72,11.81,11.74,0.0,0.0,0.0,0.0,0.0
2023-06-30,32791.0,0.0,32791.0,17993.0,44.0,-921.0,2952.0,590.0,1265.0,7272.0,3596.0,438.0,4034.0,1457.0,2577.0,0.0,2577.0,872.0,1705.0,1705.0,241.0,7.09,7.05,0.0,0.0,0.0,0.0,0.0
2023-09-30,33738.0,0.0,33738.0,16211.0,79.0,1294.0,2927.0,576.0,1359.0,5753.0,5539.0,429.0,5968.0,1531.0,4437.0,201.0,4638.0,1725.0,2913.0,2913.0,243.0,12.02,11.96,0.0,0.0,0.0,0.0,0.0
2023-12-31,33310.0,0.0,33310.0,19043.0,163.0,-2687.0,0.0,606.0,1351.0,10406.0,4428.0,386.0,4814.0,1551.0,3263.0,0.0,3263.0,847.0,2416.0,2416.0,244.0,9.92,9.88,0.0,0.0,0.0,0.0,0.0
2024-03-31,34910.0,431.0,35341.0,19090.0,77.0,578.0,2800.0,585.0,1460.0,7769.0,2982.0,451.0,3433.0,1569.0,1864.0,-240.0,1624.0,617.0,1007.0,1007.0,244.0,4.13,4.12,0.0,0.0,0.0,0.0,0.0
2024-06-30,32223.0,431.0,32654.0,16243.0,81.0,518.0,2937.0,660.0,1460.0,7940.0,2815.0,396.0,3211.0,1590.0,1621.0,0.0,1621.0,416.0,1205.0,1205.0,244.0,4.95,4.93,0.0,0.0,0.0,0.0,0.0
2024-09-30,30778.0,0.0,30778.0,16899.0,121.0,-524.0,0.0,627.0,1488.0,9014.0,3153.0,439.0,3592.0,1668.0,1924.0,-342.0,1582.0,283.0,1299.0,1299.0,244.0,5.33,5.31,0.0,0.0,0.0,0.0,0.0
2024-12-31,31312.0,487.0,31799.0,16666.0,149.0,447.0,3143.0,589.0,1475.0,6408.0,2922.0,452.0,3374.0,1633.0,1741.0,-103.0,1638.0,352.0,1286.0,1286.0,244.0,5.27,5.26,0.0,0.0,0.0,0.0,0.0
