Date,Net Sales/Income from operations,Other Operating Income,Total Income From Operations,Consumption of Raw Materials,Purchase of Traded Goods,Increase/Decrease in Stocks,Power & Fuel,Employees Cost,Depreciation,Other Expenses,"P/L Before Other Inc. , Int., Excpt. Items & Tax",Other Income,"P/L Before Int., Excpt. Items & Tax",Interest,P/L Before Exceptional Items & Tax,Exceptional Items,P/L Before Tax,Tax,P/L After Tax from Ordinary Activities,Net Profit/(Loss) For the Period,Equity Share Capital,Basic EPS,Diluted EPS,No Of Shares (Crores),Share Holding (%),- Number of shares (Crores),- Per. of shares (as a % of the total sh. of prom. and promoter group),- Per. of shares (as a % of the total Share Cap. of the company)
2012-09-30,8833.73,37.17,8870.9,6189.38,0.0,-534.86,495.91,175.85,481.17,1019.47,1043.98,78.26,1122.24,420.75,701.49,422.38,1123.87,301.61,822.26,822.26,223.12,36.49,36.49,13.82,61.95,4.28,50.45,19.2
2012-12-31,8274.91,17.54,8292.45,5337.9,0.0,15.78,492.62,160.41,497.51,972.13,816.1,56.61,872.71,454.57,418.14,-327.41,90.73,-46.0,136.73,136.73,223.12,5.76,5.76,13.82,61.95,4.26,50.22,19.11
2013-03-31,9248.82,42.04,9290.86,5279.62,0.0,534.01,463.56,160.55,527.43,1155.85,1169.84,53.74,1223.58,442.5,781.08,129.87,910.95,337.72,573.23,573.23,223.12,25.33,25.33,13.82,61.95,3.93,46.29,17.61
2013-06-30,9235.01,123.14,9358.15,6074.55,279.67,-861.46,841.97,209.29,643.94,1064.99,1105.2,72.26,1177.46,641.8,535.66,-852.92,-317.26,-96.5,-220.76,-220.76,241.72,-9.47,-9.47,15.51,64.17,4.25,49.08,17.59
2013-09-30,11308.25,177.42,11485.67,6217.03,119.09,624.3,880.75,195.09,685.19,1215.45,1548.77,120.81,1669.58,688.97,980.61,-839.38,141.23,39.98,101.25,101.25,241.72,3.85,3.85,15.41,63.75,4.07,46.4,16.82
2013-12-31,11731.44,233.05,11964.49,7288.42,51.36,-246.23,831.88,198.06,690.4,1537.78,1612.82,60.66,1673.48,719.19,954.29,0.0,954.29,302.14,652.15,652.15,241.72,26.64,26.64,15.15,62.69,4.97,55.09,20.55
2014-03-31,12254.77,234.64,12489.41,7115.44,44.69,239.29,798.95,197.14,706.35,1597.63,1789.92,77.32,1867.24,690.17,1177.07,0.0,1177.07,375.2,801.87,801.87,241.72,32.84,32.84,14.88,61.55,5.07,54.53,20.97
2014-06-30,11370.42,175.91,11546.33,6806.65,68.37,-384.37,826.85,236.05,663.38,1531.79,1797.61,98.01,1895.62,723.0,1172.62,0.0,1172.62,371.25,801.37,801.37,241.72,32.81,32.81,14.86,61.46,5.65,60.65,23.37
2014-09-30,11885.79,167.7,12053.49,7556.0,66.12,-971.22,953.12,236.97,699.18,1782.11,1731.21,119.16,1850.37,719.63,1130.74,0.0,1130.74,369.05,761.69,761.69,241.72,31.16,31.16,14.67,60.69,6.15,64.74,25.45
2014-12-31,11309.96,195.22,11505.18,6777.97,97.02,-411.2,862.62,232.69,712.4,1828.77,1404.91,88.46,1493.37,781.1,712.27,-101.61,610.66,195.97,414.69,414.69,241.72,16.81,16.81,14.6,60.41,5.83,60.95,24.13
2015-03-31,10785.35,196.97,10982.32,6204.98,154.13,99.86,833.08,241.12,709.54,1775.72,963.89,161.14,1125.03,684.96,440.07,-105.17,334.9,146.17,188.73,188.73,302.75,7.46,7.46,14.5,59.97,6.06,62.63,25.07
2015-06-30,11066.9,146.28,11213.18,5605.59,54.34,114.76,879.48,261.23,697.0,2621.11,979.67,92.95,1072.62,790.18,282.44,-145.54,136.9,23.8,113.1,113.1,239.19,4.73,4.68,14.4,59.58,5.56,56.93,23.01
2015-09-30,9652.5,112.7,9765.2,4942.21,0.2,400.48,875.85,257.01,713.0,1566.7,1009.75,106.44,1116.19,803.94,312.25,-116.2,196.05,51.44,144.61,144.61,239.25,6.05,5.98,0.0,0.0,0.0,0.0,0.0
2015-12-31,7207.01,62.31,7269.32,3866.62,6.14,74.01,577.63,218.72,716.03,1491.23,318.94,95.98,414.92,795.92,-381.0,-5596.83,-5977.83,-1823.37,-4154.46,-4154.46,239.39,-17.36,-17.36,0.0,0.0,0.0,0.0,0.0
2016-03-31,9361.06,183.19,9544.25,4348.88,92.04,494.31,760.16,216.33,721.22,1698.04,1213.27,22.92,1236.19,828.69,407.5,-1.88,405.62,38.53,367.09,367.09,239.87,1.53,1.52,0.0,0.0,0.0,0.0,0.0
2016-06-30,10805.57,113.31,10918.88,5591.71,110.9,-804.07,906.34,299.49,743.55,1716.32,2354.64,43.54,2398.18,863.07,1535.11,0.0,1535.11,452.7,1082.41,1082.41,240.37,45.08,44.78,0.0,0.0,0.0,0.0,0.0
2016-09-30,12041.25,196.27,12237.52,6282.73,189.54,4.77,981.37,297.86,788.06,1763.73,1929.46,52.52,1981.98,915.54,1066.44,0.0,1066.44,394.88,671.56,671.56,240.35,27.94,27.78,0.0,0.0,0.0,0.0,0.0
2016-12-31,13226.66,127.72,13354.38,7495.44,320.18,-499.86,1083.62,295.22,793.86,1850.81,2015.11,77.69,2092.8,900.94,1191.86,0.0,1191.86,372.68,819.18,819.18,240.24,3.41,3.39,0.0,0.0,0.0,0.0,0.0
2017-03-31,15532.95,246.38,15779.33,9030.0,324.04,-90.42,1125.51,275.01,784.7,2111.09,2219.4,81.71,2301.11,963.24,1337.87,0.0,1337.87,334.47,1003.4,1003.4,240.3,4.18,4.15,0.0,0.0,0.0,0.0,0.0
