Date,Net Sales/Income from operations,Other Operating Income,Total Income From Operations,Consumption of Raw Materials,Purchase of Traded Goods,Increase/Decrease in Stocks,Employees Cost,Depreciation,Other Expenses,"P/L Before Other Inc. , Int., Excpt. Items & Tax",Other Income,"P/L Before Int., Excpt. Items & Tax",Interest,P/L Before Exceptional Items & Tax,Exceptional Items,P/L Before Tax,Tax,P/L After Tax from Ordinary Activities,Extra Ordinary Items,Net Profit/(Loss) For the Period,Equity Share Capital,Basic EPS,Diluted EPS,No Of Shares (Crores),Share Holding (%),- Number of shares (Crores),- Per. of shares (as a % of the total sh. of prom. and promoter group),- Per. of shares (as a % of the total Share Cap. of the company)
2016-09-30,990.99,4.34,995.33,679.4,57.99,-60.0,115.88,16.3,139.6,46.16,7.13,53.3,9.63,43.67,-3.87,39.8,8.51,31.29,0.0,31.29,119.48,2.62,2.62,0.0,0.0,0.0,0.0,0.0
2016-12-31,1089.91,3.02,1092.93,697.5,60.27,-0.5,111.41,16.71,132.76,74.78,7.86,82.64,4.94,77.7,-2.02,75.68,52.97,22.71,0.0,22.71,119.48,1.9,1.9,0.0,0.0,0.0,0.0,0.0
2017-03-31,1022.31,0.0,1022.31,663.26,62.81,-23.83,107.02,16.73,138.71,57.62,18.31,75.93,11.19,64.73,14.71,79.45,20.32,59.13,0.36,59.48,122.58,4.98,4.98,0.0,0.0,0.0,0.0,0.0
2017-06-30,1142.3,0.0,1142.3,816.34,75.43,-111.53,115.29,17.79,149.22,79.75,20.5,100.25,7.95,92.3,0.0,92.3,29.65,62.64,0.0,62.64,122.58,5.24,5.24,0.0,0.0,0.0,0.0,0.0
2017-09-30,1211.69,0.0,1211.69,757.69,48.93,1.48,127.8,17.91,134.89,122.98,8.15,131.13,8.4,122.73,-6.88,115.85,38.29,77.56,0.0,77.56,122.58,6.49,6.49,0.0,0.0,0.0,0.0,0.0
2017-12-31,1205.03,0.0,1205.03,649.13,56.85,95.88,104.86,17.94,153.29,127.08,8.2,135.28,5.93,129.35,0.12,129.47,37.49,91.98,0.0,91.98,122.58,7.7,7.7,0.0,0.0,0.0,0.0,0.0
2018-03-31,1436.1,0.0,1436.1,924.65,51.59,-8.61,109.26,18.83,185.46,154.92,22.56,177.48,6.28,171.2,0.0,171.2,58.65,112.54,0.0,112.54,122.58,9.42,9.42,0.0,0.0,0.0,0.0,0.0
2018-06-30,1511.29,0.0,1511.29,1016.02,88.94,-83.03,121.06,20.57,182.76,164.97,16.98,181.95,2.87,179.08,0.0,179.08,59.52,119.56,1.13,120.7,122.58,10.1,10.1,0.0,0.0,0.0,0.0,0.0
2018-09-30,1398.36,0.0,1398.36,1003.22,108.38,-167.7,113.04,21.48,183.92,136.01,22.12,158.13,3.86,154.27,0.0,154.27,51.62,102.65,0.1,102.74,122.58,8.6,8.6,0.0,0.0,0.0,0.0,0.0
2018-12-31,1655.06,0.0,1655.06,1026.92,114.5,9.81,119.61,21.51,183.74,178.97,24.41,203.38,4.28,199.1,10.91,210.01,69.9,140.11,0.0,140.11,122.58,11.72,11.72,0.0,0.0,0.0,0.0,0.0
2019-03-31,1631.66,0.0,1631.66,993.2,92.17,37.3,118.03,21.81,201.19,167.96,17.34,185.3,7.47,177.83,0.0,177.83,56.48,121.35,0.0,121.35,122.58,10.15,10.15,0.0,0.0,0.0,0.0,0.0
2019-06-30,1422.97,0.0,1422.97,749.07,77.52,155.12,122.57,24.11,176.28,118.3,16.7,135.0,5.86,129.14,0.0,129.14,41.65,87.49,0.0,87.49,122.58,7.32,7.32,0.0,0.0,0.0,0.0,0.0
2019-09-30,1323.86,0.0,1323.86,869.05,104.22,-88.19,125.33,28.0,184.74,100.71,21.05,121.76,3.85,117.91,-9.22,108.69,4.09,104.6,0.0,104.6,122.58,8.75,8.75,0.0,0.0,0.0,0.0,0.0
2019-12-31,1633.44,0.0,1633.44,901.74,92.82,97.03,132.94,26.67,196.65,185.59,26.73,212.32,2.91,209.41,0.0,209.41,56.36,153.05,0.0,153.05,122.58,12.81,12.81,0.0,0.0,0.0,0.0,0.0
2020-03-31,1380.68,0.0,1380.68,930.6,95.81,-167.17,129.48,27.77,197.52,166.67,27.77,194.44,2.84,191.6,0.0,191.6,51.2,140.4,0.0,140.4,122.58,11.75,11.75,0.0,0.0,0.0,0.0,0.0
2020-06-30,1061.63,0.0,1061.63,399.46,71.74,241.55,126.19,26.43,103.08,93.18,29.84,123.02,1.93,121.09,0.0,121.09,28.93,92.16,0.0,92.16,122.58,7.71,7.71,0.0,0.0,0.0,0.0,0.0
2020-09-30,1639.7,0.0,1639.7,983.22,127.66,-68.66,125.56,27.36,171.07,273.49,37.56,311.05,3.21,307.84,0.0,307.84,77.93,229.91,0.0,229.91,134.83,17.72,17.71,0.0,0.0,0.0,0.0,0.0
2020-12-31,2017.43,0.0,2017.43,1234.51,117.89,-27.91,135.84,31.47,193.04,332.59,47.22,379.81,3.27,376.54,0.0,376.54,95.89,280.65,0.0,280.65,134.83,21.28,21.26,0.0,0.0,0.0,0.0,0.0
2021-03-31,2210.53,0.0,2210.53,1409.0,122.79,-17.58,146.96,30.44,204.65,314.27,39.94,354.21,2.57,351.64,0.0,351.64,80.3,271.34,0.0,271.34,134.83,20.57,20.58,0.0,0.0,0.0,0.0,0.0
2021-06-30,1671.49,0.0,1671.49,1114.85,113.41,-87.2,137.11,31.36,160.09,201.87,47.22,249.09,2.95,246.14,0.0,246.14,60.94,185.2,0.0,185.2,134.83,14.03,14.02,0.0,0.0,0.0,0.0,0.0
2021-09-30,1662.26,0.0,1662.26,1314.4,140.8,-348.99,139.59,32.91,206.36,177.19,63.86,241.05,3.61,237.44,0.0,237.44,60.72,176.72,0.0,176.72,134.83,13.39,13.37,0.0,0.0,0.0,0.0,0.0
2021-12-31,1957.49,0.0,1957.49,1002.24,128.49,244.06,132.34,32.52,185.74,232.1,39.97,272.07,3.25,268.82,0.0,268.82,67.3,201.52,0.0,201.52,122.58,15.33,15.3,0.0,0.0,0.0,0.0,0.0
2022-03-31,1861.44,0.0,1861.44,1060.94,126.04,123.76,119.23,32.96,188.11,210.4,61.97,272.37,2.89,269.48,0.0,269.48,67.31,202.17,0.0,202.17,131.94,16.26,16.22,0.0,0.0,0.0,0.0,0.0
2022-06-30,2014.85,0.0,2014.85,1429.06,125.84,-100.29,136.9,36.37,221.74,165.23,35.44,200.67,2.59,198.08,0.0,198.08,50.63,147.45,0.0,147.45,131.94,11.38,11.37,0.0,0.0,0.0,0.0,0.0
2022-09-30,1883.48,0.0,1883.48,1434.94,121.63,-192.77,148.86,36.48,218.16,116.18,77.56,193.74,2.28,191.46,-72.76,118.7,31.04,87.66,0.0,87.66,131.94,6.76,6.75,0.0,0.0,0.0,0.0,0.0
2022-12-31,2263.67,0.0,2263.67,1404.41,146.17,136.49,152.68,37.57,233.59,152.76,91.28,244.04,2.64,241.4,0.0,241.4,55.0,186.4,0.0,186.4,131.94,14.37,14.35,0.0,0.0,0.0,0.0,0.0
2023-03-31,2182.95,0.0,2182.95,1453.48,115.39,-7.41,156.53,38.01,229.13,197.82,76.28,274.1,2.75,271.35,-24.4,246.95,61.48,185.47,0.0,185.47,131.94,14.27,14.26,0.0,0.0,0.0,0.0,0.0
2023-06-30,2327.74,0.0,2327.74,1433.64,121.09,70.46,148.41,40.18,227.2,286.76,94.51,381.27,2.66,378.61,0.0,378.61,95.8,282.81,0.0,282.81,110.5,23.18,23.16,0.0,0.0,0.0,0.0,0.0
2023-09-30,2046.18,0.0,2046.18,1465.64,117.0,-198.05,167.47,40.69,230.86,222.57,95.0,317.57,2.35,315.22,0.0,315.22,80.22,235.0,0.0,235.0,110.5,21.69,21.65,0.0,0.0,0.0,0.0,0.0
2023-12-31,2320.35,0.0,2320.35,1292.75,135.54,180.92,163.53,41.5,234.94,271.17,103.46,374.63,2.38,372.25,0.0,372.25,94.98,277.27,0.0,277.27,110.5,25.58,25.54,0.0,0.0,0.0,0.0,0.0
2024-03-31,2082.47,0.0,2082.47,1425.27,122.44,-129.57,157.67,44.07,240.75,221.84,105.33,327.17,3.45,323.72,0.0,323.72,81.65,242.07,0.0,242.07,110.5,22.33,22.29,0.0,0.0,0.0,0.0,0.0
2024-06-30,2292.54,0.0,2292.54,1322.35,130.1,108.5,160.6,43.33,243.88,283.78,105.83,389.61,1.55,388.06,0.0,388.06,98.51,289.55,0.0,289.55,110.5,26.69,26.66,0.0,0.0,0.0,0.0,0.0
2024-09-30,2476.16,0.0,2476.16,1485.65,624.17,-395.97,201.58,63.63,293.16,203.94,115.27,319.21,9.21,310.0,0.0,310.0,-16.7,326.7,0.0,326.7,111.88,29.71,29.68,0.0,0.0,0.0,0.0,0.0
2024-12-31,2935.43,0.0,2935.43,1495.76,244.22,404.41,198.26,61.24,257.49,274.05,109.18,383.23,3.05,380.18,0.0,380.18,89.71,290.47,32.73,323.2,111.88,29.39,29.37,0.0,0.0,0.0,0.0,0.0
2025-03-31,2430.3,0.0,2430.3,1281.29,299.17,105.56,198.53,61.45,252.87,231.43,131.62,363.05,4.7,358.35,-27.08,331.27,80.56,250.71,46.8,297.51,111.88,27.05,27.04,0.0,0.0,0.0,0.0,0.0
