Date,Net Sales/Income from operations,Other Operating Income,Total Income From Operations,Consumption of Raw Materials,Purchase of Traded Goods,Increase/Decrease in Stocks,Power & Fuel,Employees Cost,Depreciation,Other Expenses,"P/L Before Other Inc. , Int., Excpt. Items & Tax",Other Income,"P/L Before Int., Excpt. Items & Tax",Interest,P/L Before Exceptional Items & Tax,Exceptional Items,P/L Before Tax,Tax,P/L After Tax from Ordinary Activities,Net Profit/(Loss) For the Period,Equity Share Capital,Basic EPS,Diluted EPS,No Of Shares (Crores),Share Holding (%),- Number of shares (Crores),- Per. of shares (as a % of the total sh. of prom. and promoter group),- Per. of shares (as a % of the total Share Cap. of the company)
2012-12-31,419.17,9.93,429.1,223.63,7.99,-67.2,81.49,33.59,12.92,82.93,53.75,3.27,57.02,5.21,51.81,0.0,51.81,17.3,34.51,34.51,39.08,1.77,1.77,7.29,37.3,12.25,100.0,62.7
2013-03-31,498.26,12.92,511.18,206.65,0.0,38.43,78.48,31.83,13.67,94.0,48.12,9.81,57.93,7.06,50.87,0.0,50.87,9.3,41.57,41.57,39.08,2.13,2.13,7.28,37.24,12.26,100.0,62.76
2013-06-30,394.83,8.98,403.81,210.49,0.0,-38.59,65.93,30.91,13.12,69.24,52.71,8.7,61.41,4.35,57.06,0.0,57.06,17.75,39.31,39.31,39.08,2.01,2.01,7.18,36.77,12.35,100.0,63.23
2013-09-30,430.66,10.21,440.87,185.87,0.0,5.81,56.11,31.62,13.52,79.66,68.28,5.33,73.61,4.85,68.76,0.0,68.76,24.25,44.51,44.51,39.08,2.28,2.28,7.06,36.12,12.48,100.0,63.88
2013-12-31,430.25,4.2,434.45,188.95,0.0,-0.19,59.24,34.95,13.53,83.01,54.96,10.29,65.25,3.84,61.41,0.0,61.41,19.25,42.16,42.16,39.08,2.16,2.16,6.93,35.49,12.6,100.0,64.51
2014-03-31,475.25,13.7,488.95,212.8,0.0,12.28,63.01,37.25,13.43,95.46,54.72,15.89,70.61,3.92,66.69,0.0,66.69,21.75,44.94,44.94,39.08,2.3,2.3,6.85,35.05,12.69,100.0,64.95
2014-06-30,367.03,3.14,370.17,190.67,0.0,-28.95,65.73,35.04,9.16,70.07,28.45,13.87,42.32,3.58,38.74,0.0,38.74,11.25,27.49,27.49,39.08,1.41,1.41,6.83,34.94,12.71,100.0,65.06
2014-09-30,391.77,5.55,397.32,184.8,0.0,1.83,54.6,35.08,10.56,81.19,29.26,4.59,33.85,2.56,31.29,0.0,31.29,11.2,20.09,20.09,39.08,1.03,1.03,6.83,34.94,12.71,100.0,65.06
2014-12-31,310.63,3.45,314.08,167.08,0.0,-53.91,52.0,33.45,9.55,73.71,32.2,3.27,35.47,3.67,31.8,0.0,31.8,11.4,20.4,20.4,39.08,1.04,1.04,6.82,34.9,12.72,100.0,65.1
2015-03-31,407.54,8.11,415.65,151.45,0.0,61.33,48.46,34.9,9.48,83.41,26.62,9.01,35.63,2.42,33.21,-5.6,27.61,13.4,14.21,14.21,39.08,1.01,1.01,6.79,34.75,12.75,100.0,65.25
2015-06-30,316.49,6.01,322.5,119.72,0.0,14.94,53.18,35.79,11.21,65.55,22.11,4.49,26.6,2.02,24.58,0.0,24.58,8.25,16.33,16.33,39.08,0.84,0.84,6.79,34.75,12.75,100.0,65.25
2015-09-30,312.17,6.1,318.27,114.12,0.9,9.02,46.79,33.59,11.12,67.45,35.28,8.69,43.97,2.13,41.84,0.0,41.84,14.1,27.74,27.74,39.08,1.42,1.42,6.78,34.69,12.76,100.0,65.31
2015-12-31,348.18,8.45,356.63,121.71,0.0,38.8,47.41,35.03,11.13,71.47,31.08,4.39,35.47,1.22,34.25,0.0,34.25,14.55,19.7,19.7,39.08,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2016-03-31,341.6,7.67,349.27,104.36,0.0,65.32,40.56,31.73,10.96,75.15,21.19,8.43,29.62,2.04,27.58,0.0,27.58,8.97,18.61,18.61,39.08,0.96,0.96,0.0,0.0,0.0,0.0,0.0
2016-06-30,271.3,3.89,275.19,130.2,0.0,-7.33,52.58,35.07,9.72,54.16,0.79,17.84,18.63,1.44,17.19,0.0,17.19,6.2,10.99,10.99,39.08,0.56,0.56,0.0,0.0,0.0,0.0,0.0
2016-09-30,314.57,5.06,319.63,135.03,0.0,-0.49,59.89,37.09,9.65,74.02,4.44,21.97,26.41,1.82,24.59,0.0,24.59,8.65,15.94,15.94,39.08,0.82,0.82,0.0,0.0,0.0,0.0,0.0
2016-12-31,330.79,6.77,337.56,126.05,0.0,-7.99,62.46,38.8,9.59,81.89,26.76,12.91,39.67,2.14,37.53,0.0,37.53,14.15,23.38,23.38,39.08,1.2,1.2,0.0,0.0,0.0,0.0,0.0
2017-03-31,366.22,7.17,373.39,126.04,0.0,35.9,63.32,41.08,12.6,92.4,2.05,31.17,33.22,1.1,32.12,0.0,32.12,-29.85,61.97,61.97,39.08,3.17,3.17,0.0,0.0,0.0,0.0,0.0
2017-06-30,351.02,0.0,351.02,128.18,0.0,-4.23,70.9,41.14,12.04,79.52,23.47,21.13,44.6,0.95,43.65,0.0,43.65,14.2,29.45,29.45,39.08,1.51,1.51,0.0,0.0,0.0,0.0,0.0
2017-09-30,461.9,0.0,461.9,146.98,0.0,-16.03,72.92,45.0,12.0,83.11,117.92,19.24,137.16,1.53,135.63,0.0,135.63,45.7,89.93,89.93,39.08,4.6,4.6,0.0,0.0,0.0,0.0,0.0
2017-12-31,933.06,0.0,933.06,178.74,0.0,3.32,79.65,44.64,11.28,108.16,507.27,11.48,518.75,1.71,517.04,0.0,517.04,176.51,340.53,340.53,39.08,17.43,17.43,0.0,0.0,0.0,0.0,0.0
2018-03-31,1212.22,0.0,1212.22,257.55,11.8,30.12,75.76,45.0,11.11,123.43,657.45,37.04,694.49,1.99,692.5,0.0,692.5,238.78,453.72,453.72,39.08,23.22,23.22,0.0,0.0,0.0,0.0,0.0
2018-06-30,1777.0,0.0,1777.0,369.0,0.0,-135.0,80.0,47.0,11.0,116.0,1289.0,28.0,1317.0,1.0,1316.0,0.0,1316.0,458.0,858.0,858.0,39.0,44.0,44.0,0.0,0.0,0.0,0.0,0.0
2018-09-30,2008.0,0.0,2008.0,467.0,0.0,-109.0,84.0,62.0,12.0,137.0,1355.0,42.0,1397.0,3.0,1394.0,0.0,1394.0,482.0,912.0,912.0,39.0,46.59,46.59,0.0,0.0,0.0,0.0,0.0
2018-12-31,1562.0,0.0,1562.0,642.0,0.0,-222.0,85.0,58.0,11.0,131.0,857.0,64.0,921.0,3.0,918.0,0.0,918.0,309.0,609.0,609.0,39.0,31.17,31.17,0.0,0.0,0.0,0.0,0.0
2019-03-31,1390.0,0.0,1390.0,622.0,0.0,-213.0,80.0,55.0,22.0,175.0,649.0,63.0,712.0,4.0,708.0,-55.0,653.0,226.0,427.0,427.0,39.0,21.85,21.85,0.0,0.0,0.0,0.0,0.0
2019-06-30,897.0,0.0,897.0,660.0,0.0,-268.0,77.0,53.0,11.0,115.0,249.0,54.0,303.0,5.0,298.0,0.0,298.0,103.0,195.0,195.0,39.0,9.98,9.98,0.0,0.0,0.0,0.0,0.0
2019-09-30,833.0,0.0,833.0,510.0,0.0,-21.0,67.0,61.0,11.0,99.0,106.0,43.0,149.0,4.0,145.0,0.0,145.0,-22.0,167.0,167.0,39.0,8.56,8.56,0.0,0.0,0.0,0.0,0.0
2019-12-31,597.0,0.0,597.0,573.0,0.0,308.0,46.0,47.0,11.0,116.0,-504.0,42.0,-462.0,4.0,-466.0,0.0,-466.0,-110.0,-356.0,-356.0,39.0,-18.22,-18.22,0.0,0.0,0.0,0.0,0.0
2020-03-31,548.0,0.0,548.0,215.0,0.0,141.0,47.0,45.0,11.0,79.0,10.0,18.0,28.0,4.0,24.0,0.0,24.0,-1.0,25.0,25.0,39.0,1.28,1.28,0.0,0.0,0.0,0.0,0.0
2020-06-30,350.0,0.0,350.0,117.0,0.0,170.0,36.0,40.0,11.0,59.0,-83.0,67.0,-16.0,2.0,-18.0,0.0,-18.0,-5.0,-13.0,-13.0,39.0,-0.69,-0.69,0.0,0.0,0.0,0.0,0.0
2020-09-30,473.0,0.0,473.0,258.0,0.0,56.0,63.0,46.0,11.0,85.0,-46.0,47.0,1.0,2.0,-1.0,0.0,-1.0,-6.0,5.0,5.0,39.0,0.26,0.26,0.0,0.0,0.0,0.0,0.0
2020-12-31,453.0,0.0,453.0,213.0,0.0,49.0,0.0,49.0,11.0,147.0,-16.0,139.0,123.0,1.0,122.0,0.0,122.0,29.0,93.0,93.0,39.0,4.8,4.8,0.0,0.0,0.0,0.0,0.0
2021-03-31,563.0,0.0,563.0,182.0,0.0,-33.0,72.0,50.0,12.0,164.0,116.0,53.0,169.0,1.0,168.0,0.0,168.0,54.0,114.0,114.0,39.0,5.83,5.83,0.0,0.0,0.0,0.0,0.0
2021-06-30,543.0,0.0,543.0,236.0,0.0,-57.0,0.0,53.0,12.0,175.0,124.0,76.0,200.0,1.0,199.0,0.0,199.0,42.0,157.0,157.0,39.0,8.03,8.03,0.0,0.0,0.0,0.0,0.0
