Date,Net Sales/Income from operations,Other Operating Income,Total Income From Operations,Consumption of Raw Materials,Purchase of Traded Goods,Increase/Decrease in Stocks,Employees Cost,Depreciation,Other Expenses,"P/L Before Other Inc. , Int., Excpt. Items & Tax",Other Income,"P/L Before Int., Excpt. Items & Tax",Interest,P/L Before Exceptional Items & Tax,Exceptional Items,P/L Before Tax,Tax,P/L After Tax from Ordinary Activities,Net Profit/(Loss) For the Period,Equity Share Capital,Basic EPS,Diluted EPS,No Of Shares (Crores),Share Holding (%),- Number of shares (Crores),- Per. of shares (as a % of the total sh. of prom. and promoter group),- Per. of shares (as a % of the total Share Cap. of the company)
2012-12-31,1147.39,1.53,1148.92,653.76,269.51,-17.31,137.88,5.63,88.73,10.72,24.74,35.46,5.57,29.89,59.7,89.59,16.99,72.6,72.6,33.07,2.19,2.19,23.11,69.85,9.98,100.0,30.15
2013-03-31,1623.63,4.92,1628.55,730.12,632.22,-43.49,130.8,4.66,101.71,72.53,16.05,88.58,10.91,77.67,-80.31,-2.64,1.84,-4.48,-4.48,33.07,-0.14,-0.14,23.11,69.85,9.98,100.0,30.15
2013-06-30,1545.99,1.07,1547.06,531.72,598.16,139.04,129.3,4.47,128.67,15.7,45.38,61.08,16.44,44.64,-0.08,44.56,12.75,31.81,31.81,33.07,0.96,0.96,23.11,69.85,9.98,100.0,30.15
2013-09-30,992.54,3.31,995.85,529.9,255.2,-40.69,123.99,4.46,93.77,29.22,38.1,67.32,3.72,63.6,0.0,63.6,18.16,45.44,45.44,33.07,1.37,1.37,23.11,69.85,9.98,100.0,30.15
2013-12-31,1063.4,3.18,1066.58,368.03,415.35,5.7,117.9,4.49,116.86,38.25,17.34,55.59,3.94,51.65,4.25,55.9,14.27,41.63,41.63,33.07,1.26,1.26,23.06,69.7,10.03,100.0,30.3
2014-03-31,1532.12,9.75,1541.87,542.06,683.9,11.75,112.58,5.54,111.64,74.4,30.64,105.04,4.7,100.34,-7.58,92.76,30.16,62.6,62.6,33.07,1.89,1.89,23.06,69.7,10.03,100.0,30.3
2014-06-30,1736.37,2.93,1739.3,512.69,718.83,130.71,123.12,4.77,182.94,66.24,29.27,95.51,7.02,88.49,0.46,88.95,27.43,61.52,61.52,33.07,1.86,1.86,23.06,69.7,10.03,100.0,30.3
2014-09-30,952.32,15.27,967.59,382.56,430.07,-128.73,116.81,5.53,103.13,58.22,58.72,116.94,2.57,114.37,0.0,114.37,32.47,81.9,81.9,33.07,2.48,2.48,23.06,69.7,10.03,100.0,30.3
2014-12-31,942.68,11.67,954.35,296.49,392.28,13.62,117.6,5.55,93.56,35.25,30.9,66.15,2.65,63.5,44.5,108.0,10.6,97.4,97.4,33.07,2.95,2.95,23.06,69.7,10.03,100.0,30.3
2015-03-31,1500.7,7.01,1507.71,428.07,718.93,-0.78,110.32,6.6,121.8,122.77,30.22,152.99,4.01,148.98,-26.78,122.2,33.79,88.41,88.41,33.07,2.67,2.67,23.06,69.7,10.03,100.0,30.3
2015-06-30,1533.09,2.77,1535.86,472.71,719.75,12.08,107.37,4.68,133.56,85.71,24.95,110.66,1.7,108.96,0.0,108.96,31.54,77.42,77.42,33.07,2.34,2.34,23.06,69.7,10.03,100.0,30.3
2015-09-30,939.78,2.95,942.73,459.44,220.43,7.45,102.11,4.79,94.22,54.29,98.35,152.64,1.56,151.08,0.0,151.08,37.53,113.55,113.55,33.07,3.43,3.43,0.0,0.0,0.0,0.0,0.0
2015-12-31,1085.85,6.37,1092.22,337.63,419.95,91.56,107.11,4.72,116.17,15.08,25.89,40.97,1.86,39.11,2.18,41.29,10.5,30.79,30.79,33.07,0.93,0.93,0.0,0.0,0.0,0.0,0.0
2016-03-31,1565.76,12.2,1577.96,510.68,744.84,-32.07,95.48,4.91,123.55,130.57,40.14,170.71,2.94,167.77,18.84,186.61,59.02,127.59,127.59,33.08,3.86,3.86,0.0,0.0,0.0,0.0,0.0
2016-06-30,1640.05,9.69,1649.74,393.46,899.7,-10.31,104.29,4.68,146.43,111.49,35.74,147.23,2.4,144.83,0.94,145.77,40.81,104.96,104.96,33.08,3.17,3.17,0.0,0.0,0.0,0.0,0.0
2016-09-30,827.28,8.81,836.09,291.82,281.74,-5.24,101.68,4.49,103.48,58.12,118.07,176.19,1.31,174.88,0.0,174.88,48.97,125.91,125.91,33.08,3.81,3.81,0.0,0.0,0.0,0.0,0.0
2016-12-31,1012.6,4.92,1017.52,450.13,500.37,-222.72,93.19,4.54,102.76,89.25,57.93,147.18,1.29,145.89,0.0,145.89,42.48,103.41,103.41,33.08,3.13,3.13,0.0,0.0,0.0,0.0,0.0
2017-03-31,1882.87,24.14,1907.01,584.5,865.66,32.93,107.39,4.41,159.12,153.0,43.09,196.09,4.66,191.43,-6.95,184.48,32.57,151.91,151.91,33.08,4.59,4.59,0.0,0.0,0.0,0.0,0.0
2017-06-30,1811.67,5.27,1816.94,473.95,837.5,69.26,106.94,4.83,170.16,154.3,60.02,214.32,2.09,212.23,2.0,214.23,56.41,157.82,157.82,33.08,4.77,4.77,0.0,0.0,0.0,0.0,0.0
2017-09-30,899.23,4.58,903.81,290.78,292.8,75.41,103.81,4.82,88.3,47.89,102.0,149.89,0.6,149.29,-15.67,133.62,37.51,96.11,96.11,33.08,2.9,2.9,0.0,0.0,0.0,0.0,0.0
2017-12-31,1217.17,7.86,1225.03,488.1,338.88,98.56,105.91,4.8,116.72,72.06,19.48,91.54,1.41,90.13,-0.11,90.02,19.93,70.09,70.09,33.08,2.12,2.12,0.0,0.0,0.0,0.0,0.0
2018-03-31,1844.61,18.38,1862.99,428.77,1146.11,-143.47,105.64,4.78,132.12,189.04,49.45,238.49,3.4,235.09,9.8,244.89,67.68,177.21,177.21,33.08,5.36,5.36,0.0,0.0,0.0,0.0,0.0
2018-06-30,1975.33,10.92,1986.25,758.37,1065.75,-294.98,106.41,4.85,182.97,162.88,29.12,192.0,0.78,191.22,0.0,191.22,63.1,128.12,128.12,33.08,3.87,3.87,0.0,0.0,0.0,0.0,0.0
2018-09-30,1276.13,5.81,1281.94,708.21,308.58,-24.38,125.87,4.87,85.91,72.88,117.82,190.7,4.01,186.69,0.0,186.69,38.26,148.43,148.43,33.08,4.49,4.49,0.0,0.0,0.0,0.0,0.0
2018-12-31,1377.03,7.23,1384.26,630.74,313.45,124.9,127.12,5.03,138.09,44.93,56.46,101.39,10.34,91.05,-6.35,84.7,22.29,62.41,62.41,33.08,1.89,1.89,0.0,0.0,0.0,0.0,0.0
2019-03-31,2029.79,10.95,2040.74,733.28,994.76,-78.9,129.35,4.96,172.37,84.92,59.15,144.07,7.8,136.27,31.92,168.19,42.68,125.51,125.51,33.08,3.79,3.79,0.0,0.0,0.0,0.0,0.0
2019-06-30,2531.37,5.43,2536.8,652.83,1006.37,324.12,123.68,6.58,206.64,216.58,47.31,263.89,1.21,262.68,-43.03,219.65,72.6,147.05,147.05,33.08,4.44,4.44,0.0,0.0,0.0,0.0,0.0
2019-09-30,1323.91,6.71,1330.62,634.21,459.62,-75.15,120.29,6.83,110.69,74.13,132.14,206.27,1.41,204.86,-6.14,198.72,40.82,157.9,157.9,33.08,4.77,4.77,0.0,0.0,0.0,0.0,0.0
2019-12-31,1402.27,5.13,1407.4,569.75,667.4,-162.1,134.48,6.89,127.99,62.99,53.06,116.05,2.44,113.61,0.0,113.61,25.22,88.39,88.39,33.08,2.67,2.67,0.0,0.0,0.0,0.0,0.0
2020-03-31,2066.35,16.34,2082.69,617.24,1356.37,-385.24,137.1,6.95,178.33,171.94,66.24,238.18,3.78,234.4,-5.74,228.66,52.1,176.56,176.56,33.08,5.34,5.34,0.0,0.0,0.0,0.0,0.0
2020-06-30,1226.56,33.29,1259.85,345.49,475.14,127.44,122.41,6.83,124.07,58.47,70.37,128.84,4.63,124.21,0.0,124.21,21.35,102.86,102.86,33.08,3.11,3.11,0.0,0.0,0.0,0.0,0.0
2020-09-30,1369.29,0.0,1369.29,629.01,322.81,68.18,111.53,7.52,132.47,97.77,40.99,138.76,4.35,134.41,0.0,134.41,31.94,102.47,102.47,33.08,3.1,3.1,0.0,0.0,0.0,0.0,0.0
2020-12-31,1550.15,29.59,1579.74,598.8,572.08,23.14,117.73,7.55,162.79,97.65,75.54,173.19,1.59,171.6,0.0,171.6,32.2,139.4,139.4,33.08,4.21,4.21,0.0,0.0,0.0,0.0,0.0
2021-03-31,2204.02,29.92,2233.94,1044.86,593.9,42.95,112.62,7.46,168.32,263.83,33.06,296.89,8.53,288.36,0.0,288.36,73.77,214.59,214.59,33.08,6.49,6.49,0.0,0.0,0.0,0.0,0.0
2021-06-30,1461.81,0.0,1461.81,664.35,363.33,44.94,112.42,7.46,141.23,128.08,48.45,176.53,1.38,175.15,0.0,175.15,39.82,135.33,135.33,33.08,4.09,4.09,0.0,0.0,0.0,0.0,0.0
2021-09-30,1484.55,0.0,1484.55,675.47,417.43,18.54,119.6,8.49,148.94,96.08,50.05,146.13,2.81,143.32,0.0,143.32,34.32,109.0,109.0,33.08,3.29,3.29,0.0,0.0,0.0,0.0,0.0
