Date,Net Sales/Income from operations,Other Operating Income,Total Income From Operations,Consumption of Raw Materials,Purchase of Traded Goods,Increase/Decrease in Stocks,Employees Cost,Depreciation,Other Expenses,"P/L Before Other Inc. , Int., Excpt. Items & Tax",Other Income,"P/L Before Int., Excpt. Items & Tax",Interest,P/L Before Exceptional Items & Tax,Exceptional Items,P/L Before Tax,Tax,P/L After Tax from Ordinary Activities,Net Profit/(Loss) For the Period,Equity Share Capital,Basic EPS,Diluted EPS,No Of Shares (Crores),Share Holding (%),- Number of shares (Crores),- Per. of shares (as a % of the total sh. of prom. and promoter group),- Per. of shares (as a % of the total Share Cap. of the company)
2012-12-31,199.76,4.53,204.29,65.1,19.47,0.11,29.06,6.25,64.94,19.36,7.01,26.37,1.88,24.49,6.75,31.24,9.36,21.87,21.87,16.94,2.58,2.58,3.74,44.13,4.73,100.0,55.87
2013-03-31,197.73,7.42,205.14,62.11,20.99,-1.01,31.35,6.01,64.4,21.3,2.57,23.87,1.16,22.71,0.13,22.83,3.08,19.75,19.75,16.94,2.33,2.33,3.74,44.13,4.73,100.0,55.87
2013-06-30,229.17,6.06,235.23,78.25,22.39,-2.07,33.9,7.5,62.37,32.89,1.52,34.4,1.47,32.93,-5.44,27.49,7.17,20.33,20.33,16.94,2.4,2.4,3.74,44.13,4.73,100.0,55.87
2013-09-30,247.44,5.75,253.19,78.35,15.85,0.44,33.07,7.5,76.46,41.53,6.81,48.34,1.9,46.44,-6.17,40.27,7.12,33.14,33.14,16.94,3.91,3.91,3.74,44.13,4.73,100.0,55.87
2013-12-31,234.22,5.3,239.52,78.71,16.83,-3.33,31.95,6.0,72.45,36.91,20.84,57.76,1.9,55.86,-54.58,1.28,7.75,-6.47,-6.47,16.94,-0.76,-0.76,0.0,0.0,0.0,0.0,0.0
2014-03-31,223.61,4.99,228.6,75.47,21.7,-5.78,32.93,6.17,86.51,11.6,8.37,19.97,0.86,19.1,5.85,24.95,3.52,21.43,21.43,16.95,2.53,2.53,3.74,44.15,4.73,100.0,55.85
2014-06-30,256.71,5.89,262.6,83.39,24.02,4.37,37.18,9.9,65.29,38.45,1.74,40.19,1.33,38.87,3.69,42.55,10.76,31.79,31.79,16.95,3.75,3.75,3.75,44.18,4.73,100.0,55.82
2014-09-30,274.86,5.4,280.26,87.04,30.71,-5.07,35.53,10.01,74.49,47.55,5.21,52.76,2.25,50.51,-7.82,42.68,10.8,31.89,31.89,16.96,3.76,3.76,3.75,44.22,4.73,100.0,55.78
2014-12-31,256.81,6.66,263.47,84.11,16.3,2.79,35.51,10.11,76.21,38.44,1.96,40.4,2.85,37.55,-2.41,35.14,10.97,24.17,24.17,16.96,2.85,2.85,3.75,44.22,4.73,100.0,55.78
2015-03-31,249.76,5.34,255.09,87.05,19.07,-2.77,38.59,7.58,70.94,34.64,1.5,36.14,0.22,35.92,2.81,38.73,12.99,25.74,25.74,16.96,3.04,3.03,3.75,44.22,4.73,100.0,55.78
2015-06-30,279.15,5.06,284.21,90.23,23.09,6.0,40.97,9.77,74.39,39.76,4.3,44.06,1.71,42.35,3.99,46.33,12.05,34.28,34.28,16.96,4.04,4.04,3.75,44.22,4.73,100.0,55.78
2015-09-30,280.71,6.07,286.78,98.2,20.04,-1.9,40.33,10.04,76.43,43.64,26.52,70.15,3.08,67.07,-4.78,62.29,13.3,48.99,48.99,16.96,5.78,5.78,3.75,44.23,4.73,100.0,55.77
2015-12-31,270.58,7.77,278.35,94.98,10.73,-3.95,39.11,10.23,72.89,54.38,12.91,67.29,2.6,64.69,0.35,65.04,15.15,49.89,49.89,16.96,5.88,5.88,0.0,0.0,0.0,0.0,0.0
2016-03-31,289.49,9.34,298.82,89.68,28.21,-6.51,47.1,10.37,85.19,44.79,9.2,53.99,1.83,52.16,1.28,53.44,10.21,43.23,43.23,16.96,5.1,5.1,0.0,0.0,0.0,0.0,0.0
2016-06-30,300.79,8.44,309.23,95.55,21.35,-1.74,46.21,11.32,77.36,59.18,10.97,70.15,0.78,69.37,-1.29,68.08,18.23,49.86,49.86,16.96,5.88,5.88,0.0,0.0,0.0,0.0,0.0
2016-09-30,288.19,8.37,296.56,97.92,23.12,-6.91,44.73,11.18,77.54,48.98,14.65,63.62,2.03,61.59,0.0,61.59,16.39,45.2,45.2,16.96,5.32,5.32,0.0,0.0,0.0,0.0,0.0
2016-12-31,265.62,6.23,271.85,82.31,23.2,-2.77,47.03,11.36,76.49,34.23,7.84,42.07,2.43,39.64,0.0,39.64,3.88,35.76,35.76,16.96,4.21,4.21,0.0,0.0,0.0,0.0,0.0
2017-03-31,306.26,0.0,306.26,91.31,28.58,-6.63,49.9,12.4,96.23,34.47,12.76,47.23,-0.24,47.47,0.0,47.47,5.32,42.15,42.15,16.96,4.68,4.68,0.0,0.0,0.0,0.0,0.0
2017-06-30,283.84,0.0,283.84,88.19,24.37,-1.34,55.82,14.33,85.73,16.74,9.27,26.01,0.79,25.22,0.0,25.22,4.85,20.37,20.37,16.96,2.32,2.32,0.0,0.0,0.0,0.0,0.0
2017-09-30,349.93,0.0,349.93,80.3,38.61,19.31,53.0,14.33,82.33,62.05,6.96,69.01,1.06,67.95,0.0,67.95,16.22,51.72,51.72,16.71,6.11,6.11,0.0,0.0,0.0,0.0,0.0
2017-12-31,304.74,0.0,304.74,100.82,22.79,-16.76,53.11,14.25,86.18,44.36,5.32,49.68,0.61,49.07,0.0,49.07,15.22,33.85,33.85,16.71,4.03,4.03,0.0,0.0,0.0,0.0,0.0
2018-03-31,316.23,0.0,316.23,118.51,8.08,-1.6,55.46,13.04,98.68,24.05,13.7,37.75,0.95,36.8,0.0,36.8,14.74,22.06,22.06,16.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-06-30,365.97,0.0,365.97,111.0,24.69,-4.1,59.38,14.47,100.89,59.64,1.12,60.75,1.27,59.48,0.0,59.48,17.41,42.07,42.07,16.71,5.03,5.03,0.0,0.0,0.0,0.0,0.0
2018-09-30,404.27,0.0,404.27,114.51,29.08,1.1,66.26,14.47,111.2,67.65,8.11,75.76,0.72,75.04,0.0,75.04,23.6,51.44,51.44,16.71,6.16,6.16,0.0,0.0,0.0,0.0,0.0
2018-12-31,352.12,0.0,352.12,110.5,23.46,-19.65,64.76,14.49,100.42,58.14,15.39,73.53,1.27,72.26,0.0,72.26,25.88,46.37,46.37,16.71,5.64,5.64,0.0,0.0,0.0,0.0,0.0
2019-03-31,379.15,0.0,379.15,117.74,27.03,0.98,67.58,11.41,106.34,48.06,15.29,63.35,0.86,62.49,0.0,62.49,20.32,42.18,42.18,16.05,5.13,5.13,0.0,0.0,0.0,0.0,0.0
2019-06-30,410.8,0.0,410.8,126.18,13.65,10.06,70.64,15.63,98.01,76.63,12.34,88.96,0.8,88.16,0.0,88.16,29.01,59.15,59.15,16.05,7.37,7.37,0.0,0.0,0.0,0.0,0.0
2019-09-30,428.12,0.0,428.12,106.2,44.98,1.77,69.69,16.22,104.72,84.54,18.11,102.65,0.87,101.78,0.0,101.78,5.82,95.96,95.96,16.05,11.96,11.96,0.0,0.0,0.0,0.0,0.0
2019-12-31,384.95,0.0,384.95,99.26,28.19,1.16,73.55,16.55,98.7,67.54,16.02,83.56,0.85,82.71,0.0,82.71,20.53,62.17,62.17,16.05,7.75,7.75,0.0,0.0,0.0,0.0,0.0
2020-03-31,416.87,0.0,416.87,120.47,27.68,-10.47,79.9,16.69,108.16,74.45,2.88,77.32,0.4,76.92,-10.0,66.92,16.05,50.87,50.87,15.46,6.39,6.39,0.0,0.0,0.0,0.0,0.0
2020-06-30,489.62,0.0,489.62,126.58,42.93,-4.42,81.54,16.97,84.84,141.19,22.54,163.72,3.73,159.99,0.0,159.99,38.07,121.93,121.93,15.46,15.78,15.78,0.0,0.0,0.0,0.0,0.0
2020-09-30,411.78,0.0,411.78,152.05,13.03,-43.87,73.03,17.14,111.82,88.6,8.19,96.78,1.7,95.09,0.0,95.09,24.11,70.98,70.98,15.46,9.18,9.18,0.0,0.0,0.0,0.0,0.0
2020-12-31,500.34,0.0,500.34,128.56,19.33,17.83,74.97,17.06,93.06,149.55,55.86,205.41,1.08,204.33,0.0,204.33,52.66,151.67,151.67,15.46,19.63,19.63,0.0,0.0,0.0,0.0,0.0
