Date,Net Sales/Income from operations,Other Operating Income,Total Income From Operations,Consumption of Raw Materials,Purchase of Traded Goods,Increase/Decrease in Stocks,Employees Cost,Depreciation,Other Expenses,"P/L Before Other Inc. , Int., Excpt. Items & Tax",Other Income,"P/L Before Int., Excpt. Items & Tax",Interest,P/L Before Exceptional Items & Tax,Exceptional Items,P/L Before Tax,Tax,P/L After Tax from Ordinary Activities,Net Profit/(Loss) For the Period,Equity Share Capital,Basic EPS,Diluted EPS,No Of Shares (Crores),Share Holding (%),- Number of shares (Crores),- Per. of shares (as a % of the total sh. of prom. and promoter group),- Per. of shares (as a % of the total Share Cap. of the company)
2012-12-31,3023.47,2.28,3025.75,2018.52,5.38,-0.23,134.42,89.19,464.56,313.91,2.93,316.84,49.85,266.99,0.0,266.99,86.77,180.22,180.22,4.24,424.94,424.94,0.31,72.83,0.11,98.82,26.85
2013-03-31,2904.77,1.53,2906.3,1823.47,7.82,49.8,135.95,93.6,445.06,350.6,5.37,355.97,49.61,306.36,0.0,306.36,95.75,210.61,210.61,4.24,496.58,496.58,0.31,72.79,0.11,98.83,26.89
2013-06-30,3048.85,2.61,3051.46,1912.49,54.16,16.41,152.7,93.42,432.27,390.01,8.58,398.59,47.88,350.71,0.0,350.71,123.43,227.28,227.28,4.24,535.89,535.89,0.31,72.73,0.11,99.43,27.11
2013-09-30,3145.7,1.75,3147.45,2046.35,57.77,-92.71,180.42,96.72,519.91,338.99,12.35,351.34,48.6,302.74,0.0,302.74,118.64,184.1,184.1,4.24,434.08,434.08,0.31,72.7,0.12,99.43,27.15
2013-12-31,3197.12,3.45,3200.57,2086.22,40.14,-40.44,175.31,99.34,520.48,319.52,9.94,329.46,58.57,270.89,0.0,270.89,91.0,179.89,179.89,4.24,424.17,424.17,0.31,72.68,0.12,99.43,21.17
2014-03-31,3297.4,1.51,3298.91,2165.64,6.55,-5.06,185.81,106.41,533.48,306.08,10.75,316.83,62.96,253.87,0.0,253.87,83.0,170.87,170.87,4.24,402.87,402.87,0.31,72.67,0.12,99.44,27.18
2014-06-30,3335.3,1.68,3336.98,1990.04,7.26,129.88,191.24,106.31,529.48,382.77,20.05,402.82,53.6,349.22,0.0,349.22,119.0,230.22,230.22,4.24,542.82,542.82,0.31,72.65,0.12,99.44,27.19
2014-09-30,3359.91,1.21,3361.12,2057.0,7.27,-65.2,180.33,111.03,574.21,496.48,24.88,521.36,56.45,464.91,0.0,464.91,148.0,316.91,316.91,4.24,747.24,747.24,0.31,72.7,0.12,99.43,27.15
2014-12-31,3351.68,1.33,3353.01,2031.4,5.06,-95.71,202.23,116.0,583.7,510.33,25.62,535.95,60.19,475.76,0.0,475.76,152.25,323.51,323.51,4.24,762.78,762.78,0.31,72.78,0.11,99.43,27.07
2015-03-31,3310.61,1.42,3312.03,1892.1,9.44,-0.05,199.03,109.42,581.56,520.53,20.74,541.27,63.65,477.62,0.0,477.62,145.0,332.62,332.62,4.24,784.28,784.28,0.31,72.68,0.12,99.53,27.19
