,date,symbol,reportedCurrency,cik,fillingDate,acceptedDate,calendarYear,period,netIncome,depreciationAndAmortization,deferredIncomeTax,stockBasedCompensation,changeInWorkingCapital,accountsReceivables,inventory,accountsPayables,otherWorkingCapital,otherNonCashItems,netCashProvidedByOperatingActivities,investmentsInPropertyPlantAndEquipment,acquisitionsNet,purchasesOfInvestments,salesMaturitiesOfInvestments,otherInvestingActivites,netCashUsedForInvestingActivites,debtRepayment,commonStockIssued,commonStockRepurchased,dividendsPaid,otherFinancingActivites,netCashUsedProvidedByFinancingActivities,effectOfForexChangesOnCash,netChangeInCash,cashAtEndOfPeriod,cashAtBeginningOfPeriod,operatingCashFlow,capitalExpenditure,freeCashFlow,link,finalLink
0,2024-12-31,TSLA,USD,0001318605,2025-01-30,2025-01-29 20:42:33,2024,FY,7111000000,5368000000,333000000,1999000000,81000000,,,,-3488000000,31000000,14923000000,-11345000000,-124000000,-35955000000,28510000000,124000003,-18787000000,0,202000000,0,0,582000000,3853000000,-141000000,2788000000,17037000000,17189000000,14923000000,-11345000000,3648000000,https://www.sec.gov/Archives/edgar/data/1318605/000162828025003063/0001628280-25-003063-index.htm,https://www.sec.gov/Archives/edgar/data/1318605/000162828025003063/tsla-20241231.htm
1,2023-12-31,TSLA,USD,0001318605,2024-01-29,2024-01-26 21:00:20,2023,FY,14974000000,4667000000,-6349000000,1812000000,-2248000000,-586000000.0,-1195000000.0,2605000000.0,-3072000000,400000000,13256000000,-8899000000,-64000000,-19112000000,12491000000,0,-15584000000,2116000000,0,0,0,473000000,2589000000,4000000,265000000,17189000000,16924000000,13256000000,-8899000000,4357000000,https://www.sec.gov/Archives/edgar/data/1318605/000162828024002390/0001628280-24-002390-index.htm,https://www.sec.gov/Archives/edgar/data/1318605/000162828024002390/tsla-20231231.htm
2,2022-12-31,TSLA,USD,0001318605,2023-01-31,2023-01-30 21:29:15,2022,FY,12556000000,3543000000,0,1560000000,-3712000000,-1124000000.0,-6465000000.0,6029000000.0,-2152000000,777000000,14724000000,-7163000000,0,-5835000000,22000000,1003000000,-11973000000,-3866000000,0,0,0,-202000000,-3527000000,-444000000,-1220000000,16924000000,18144000000,14724000000,-7172000000,7552000000,https://www.sec.gov/Archives/edgar/data/1318605/000095017023001409/0000950170-23-001409-index.htm,https://www.sec.gov/Archives/edgar/data/1318605/000095017023001409/tsla-20221231.htm
3,2021-12-31,TSLA,USD,0001318605,2022-05-02,2022-04-29 18:05:17,2021,FY,5519000000,2911000000,-149000000,2121000000,667000000,-130000000.0,-1709000000.0,4578000000.0,-2072000000,428000000,11497000000,-6514000000,0,-132000000,0,-1222000000,-7868000000,-5732000000,0,0,0,-178000000,-5203000000,-183000000,-1757000000,18144000000,19901000000,11497000000,-8014000000,3483000000,https://www.sec.gov/Archives/edgar/data/1318605/000156459022016871/0001564590-22-016871-index.htm,https://www.sec.gov/Archives/edgar/data/1318605/000156459022016871/tsla-10ka_20211231.htm
4,2020-12-31,TSLA,USD,0001318605,2021-02-08,2021-02-08 07:27:23,2020,FY,690000000,2322000000,0,1734000000,184000000,-652000000.0,-422000000.0,930000000.0,328000000,1013000000,5943000000,-3232000000,-13000000,0,0,113000000,-3132000000,-2488000000,12269000000,0,0,192000000,9973000000,334000000,13118000000,19901000000,6783000000,5943000000,-3242000000,2701000000,https://www.sec.gov/Archives/edgar/data/1318605/000156459021004599/0001564590-21-004599-index.htm,https://www.sec.gov/Archives/edgar/data/1318605/000156459021004599/tsla-10k_20201231.htm
