,date,symbol,reportedCurrency,cik,fillingDate,acceptedDate,calendarYear,period,cashAndCashEquivalents,shortTermInvestments,cashAndShortTermInvestments,netReceivables,inventory,otherCurrentAssets,totalCurrentAssets,propertyPlantEquipmentNet,goodwill,intangibleAssets,goodwillAndIntangibleAssets,longTermInvestments,taxAssets,otherNonCurrentAssets,totalNonCurrentAssets,otherAssets,totalAssets,accountPayables,shortTermDebt,taxPayables,deferredRevenue,otherCurrentLiabilities,totalCurrentLiabilities,longTermDebt,deferredRevenueNonCurrent,deferredTaxLiabilitiesNonCurrent,otherNonCurrentLiabilities,totalNonCurrentLiabilities,otherLiabilities,capitalLeaseObligations,totalLiabilities,preferredStock,commonStock,retainedEarnings,accumulatedOtherComprehensiveIncomeLoss,othertotalStockholdersEquity,totalStockholdersEquity,totalEquity,totalLiabilitiesAndStockholdersEquity,minorityInterest,totalLiabilitiesAndTotalEquity,totalInvestments,totalDebt,netDebt,link,finalLink
0,2024-12-31,TSLA,USD,0001318605,2025-01-30,2025-01-29 20:42:33,2024,FY,16139000000,20424000000,36563000000,4418000000,12017000000,5362000000,58360000000,51501000000,394000000,,394000000,,6524000000,5291000000,63710000000,0,122070000000,12474000000,2456000000,,3168000000,10723000000,28821000000,5757000000,3317000000,,10495000000,19569000000,0,0,48390000000,0,,,,0,72913000000,73680000000,122070000000,767000000,122070000000,,8213000000,-28350000000,https://www.sec.gov/Archives/edgar/data/1318605/000162828025003063/0001628280-25-003063-index.htm,https://www.sec.gov/Archives/edgar/data/1318605/000162828025003063/tsla-20241231.htm
1,2023-12-31,TSLA,USD,0001318605,2024-01-29,2024-01-26 21:00:20,2023,FY,16398000000,12696000000,29094000000,3508000000,13626000000,3388000000,49616000000,45123000000,253000000,362000000.0,615000000,0.0,6733000000,4531000000,57002000000,0,106618000000,14431000000,3045000000,1204000000.0,3740000000,6328000000,28748000000,6528000000,3251000000,0.0,4482000000,14261000000,0,4916000000,43009000000,0,3000000.0,27882000000.0,-143000000.0,34892000000,62634000000,63609000000,106618000000,975000000,106618000000,12696000000.0,9573000000,-6825000000,https://www.sec.gov/Archives/edgar/data/1318605/000162828024002390/0001628280-24-002390-index.htm,https://www.sec.gov/Archives/edgar/data/1318605/000162828024002390/tsla-20231231.htm
2,2022-12-31,TSLA,USD,0001318605,2023-01-31,2023-01-30 21:29:15,2022,FY,16253000000,5932000000,22185000000,2952000000,12839000000,2941000000,40917000000,36635000000,194000000,399000000.0,593000000,0.0,328000000,3865000000,41421000000,0,82338000000,15255000000,1987000000,1235000000.0,2810000000,5422000000,26709000000,3761000000,2804000000,82000000.0,3084000000,9731000000,0,3703000000,36440000000,0,3000000.0,12885000000.0,-361000000.0,32177000000,44704000000,45898000000,82338000000,1194000000,82338000000,5932000000.0,5748000000,-10505000000,https://www.sec.gov/Archives/edgar/data/1318605/000095017023001409/0000950170-23-001409-index.htm,https://www.sec.gov/Archives/edgar/data/1318605/000095017023001409/tsla-20221231.htm
3,2021-12-31,TSLA,USD,0001318605,2022-05-02,2022-04-29 18:05:17,2021,FY,17576000000,131000000,17707000000,1913000000,5757000000,1723000000,27100000000,31176000000,200000000,1517000000.0,1717000000,0.0,0,2134000000,35027000000,4000000,62131000000,10025000000,1957000000,1122000000.0,2372000000,4229000000,19705000000,6916000000,2052000000,24000000.0,1875000000,10843000000,0,3531000000,30548000000,0,1000000.0,329000000.0,54000000.0,29805000000,30189000000,31583000000,62131000000,1394000000,62131000000,131000000.0,8873000000,-8703000000,https://www.sec.gov/Archives/edgar/data/1318605/000156459022016871/0001564590-22-016871-index.htm,https://www.sec.gov/Archives/edgar/data/1318605/000156459022016871/tsla-10ka_20211231.htm
4,2020-12-31,TSLA,USD,0001318605,2021-02-08,2021-02-08 07:27:23,2020,FY,19384000000,0,19384000000,1886000000,4101000000,1346000000,26717000000,23378000000,207000000,313000000.0,520000000,0.0,0,1536000000,25434000000,-3000000,52148000000,6051000000,2418000000,777000000.0,2210000000,2792000000,14248000000,10861000000,1284000000,151000000.0,1925000000,14221000000,0,3008000000,28469000000,0,1000000.0,-5399000000.0,363000000.0,27260000000,22225000000,23679000000,52148000000,1454000000,52148000000,613000000.0,13279000000,-6105000000,https://www.sec.gov/Archives/edgar/data/1318605/000156459021004599/0001564590-21-004599-index.htm,https://www.sec.gov/Archives/edgar/data/1318605/000156459021004599/tsla-10k_20201231.htm
