Date,Net Sales/Income from operations,Other Operating Income,Total Income From Operations,Consumption of Raw Materials,Purchase of Traded Goods,Increase/Decrease in Stocks,Power & Fuel,Employees Cost,Depreciation,Other Expenses,"P/L Before Other Inc. , Int., Excpt. Items & Tax",Other Income,"P/L Before Int., Excpt. Items & Tax",Interest,P/L Before Exceptional Items & Tax,Exceptional Items,P/L Before Tax,Tax,P/L After Tax from Ordinary Activities,Net Profit/(Loss) For the Period,Equity Share Capital,Basic EPS,Diluted EPS,No Of Shares (Crores),Share Holding (%),- Number of shares (Crores),- Per. of shares (as a % of the total sh. of prom. and promoter group),- Per. of shares (as a % of the total Share Cap. of the company)
2012-09-30,1165.77,0.0,1165.77,642.45,37.45,35.82,119.78,65.76,36.4,119.26,108.85,9.46,118.31,11.65,106.66,0.0,106.66,34.28,72.38,72.38,155.42,4.66,4.66,9.13,58.74,6.4,100.0,41.18
2012-12-31,1119.2,0.0,1119.2,657.76,13.56,-27.74,109.32,62.4,37.37,111.16,155.37,8.99,164.36,15.63,148.73,0.0,148.73,48.0,100.73,100.73,155.42,6.48,6.48,9.13,58.74,6.4,100.0,41.18
2013-03-31,1096.66,0.0,1096.66,647.48,27.07,-43.64,116.64,60.3,39.0,120.22,129.59,40.99,170.58,21.86,148.72,0.0,148.72,81.46,67.26,67.26,155.42,4.33,4.33,9.13,58.74,6.4,100.0,41.18
2013-06-30,959.05,0.0,959.05,570.95,9.86,4.22,111.39,74.41,36.96,104.61,46.65,9.03,55.68,17.56,38.12,0.0,38.12,12.79,25.33,25.33,155.42,1.63,1.63,9.13,58.74,6.4,100.0,41.18
2013-09-30,1194.7,0.0,1194.7,734.16,13.79,-10.42,132.7,66.81,36.9,106.87,113.89,14.07,127.96,16.91,111.05,0.0,111.05,36.38,74.67,74.67,155.42,4.8,4.8,9.13,58.74,6.4,100.0,41.18
2013-12-31,1367.96,0.0,1367.96,809.84,27.53,25.97,132.65,72.84,34.69,98.51,165.93,12.68,178.61,25.11,153.5,0.0,153.5,45.86,107.64,107.64,155.42,6.93,6.93,9.13,58.74,6.4,100.0,41.18
2014-03-31,1325.48,0.0,1325.48,871.64,37.67,-58.5,134.5,39.42,36.77,119.3,144.68,9.27,153.95,32.79,121.16,0.0,121.16,36.53,84.63,84.63,155.42,5.45,5.45,9.13,58.74,6.4,100.0,41.18
2014-06-30,1013.23,0.0,1013.23,602.97,51.56,1.03,125.34,72.15,51.28,107.07,1.83,10.07,11.9,61.8,-49.9,0.0,-49.9,0.0,-49.9,-49.9,155.42,-3.21,-3.21,9.13,58.74,6.4,100.0,41.18
2014-09-30,1293.58,0.0,1293.58,747.21,53.36,58.9,137.87,107.3,51.95,116.91,20.08,13.67,33.75,64.12,-30.37,0.0,-30.37,0.0,-30.37,-30.37,155.42,-1.95,-1.95,9.13,58.76,6.4,100.0,41.18
2014-12-31,1141.82,0.0,1141.82,628.05,45.7,25.21,150.48,95.95,51.42,131.88,13.13,11.27,24.4,70.43,-46.03,0.0,-46.03,0.0,-46.03,-46.03,155.42,-2.96,-2.96,9.13,58.76,6.4,100.0,41.18
2015-03-31,1192.89,0.0,1192.89,565.95,36.24,13.98,179.33,101.89,54.11,172.94,68.45,13.92,82.37,78.15,4.22,-330.0,-325.78,0.0,-325.78,-325.78,155.42,-20.96,-20.96,9.13,58.76,6.4,100.0,41.18
