Date,Net Sales/Income from operations,Total Income From Operations,Consumption of Raw Materials,Increase/Decrease in Stocks,Employees Cost,Depreciation,Other Expenses,"P/L Before Other Inc. , Int., Excpt. Items & Tax",Other Income,"P/L Before Int., Excpt. Items & Tax",Interest,P/L Before Exceptional Items & Tax,Exceptional Items,P/L Before Tax,Tax,P/L After Tax from Ordinary Activities,Net Profit/(Loss) For the Period,Equity Share Capital,Basic EPS,Diluted EPS
2023-03-31,415.48,415.48,419.83,-135.08,27.32,6.55,21.03,75.84,24.1,99.94,19.39,80.55,0.0,80.55,13.75,66.8,66.8,32.93,4.53,4.53
2023-06-30,179.21,179.21,69.19,32.74,25.0,6.36,30.2,15.71,0.97,16.68,17.59,-0.91,0.0,-0.91,0.7,-1.6,-1.6,45.49,-0.1,-0.1
2023-09-30,263.57,263.57,25.86,117.39,28.76,6.61,39.51,45.44,-1.02,44.42,19.24,25.18,0.0,25.18,6.27,18.9,18.9,39.44,0.96,0.0
2023-12-31,353.22,353.22,312.15,-127.29,34.01,6.95,37.64,89.74,5.1,94.85,18.85,75.99,0.0,75.99,19.14,56.86,56.86,39.44,2.9,2.9
2024-03-31,393.74,393.74,198.73,38.58,37.22,7.31,17.95,93.95,2.8,96.75,10.09,86.66,0.0,86.66,20.83,65.84,65.84,45.49,2.94,2.94
2024-06-30,310.37,310.37,143.77,19.86,36.93,7.42,34.89,67.52,3.64,71.15,4.75,66.4,-9.07,57.33,16.15,41.18,41.18,45.49,1.81,1.81
2024-09-30,375.54,375.54,158.82,41.08,42.77,8.03,37.54,87.3,7.79,95.09,2.31,92.79,0.0,92.79,23.15,69.64,69.64,45.49,3.06,3.06
2024-12-31,400.02,400.02,147.64,61.35,40.32,7.53,38.81,104.37,-2.61,101.76,4.17,97.59,0.0,97.59,20.26,77.33,77.33,45.49,3.4,3.4
