Date,Net Sales/Income from operations,Other Operating Income,Total Income From Operations,Consumption of Raw Materials,Purchase of Traded Goods,Increase/Decrease in Stocks,Employees Cost,Depreciation,Other Expenses,"P/L Before Other Inc. , Int., Excpt. Items & Tax",Other Income,"P/L Before Int., Excpt. Items & Tax",Interest,P/L Before Exceptional Items & Tax,Exceptional Items,P/L Before Tax,Tax,P/L After Tax from Ordinary Activities,Extra Ordinary Items,Net Profit/(Loss) For the Period,Equity Share Capital,Basic EPS,Diluted EPS,No Of Shares (Crores),Share Holding (%),- Number of shares (Crores),- Per. of shares (as a % of the total sh. of prom. and promoter group),- Per. of shares (as a % of the total Share Cap. of the company)
2012-12-31,1780.24,18.98,1799.22,1230.45,39.78,25.27,104.25,32.77,292.48,74.22,4.58,78.8,11.8,67.0,0.0,67.0,14.55,52.45,0.0,52.45,47.51,1.1,1.1,20.24,42.6,27.27,100.0,57.4
2013-03-31,1725.29,23.03,1748.32,1304.0,41.9,-104.0,92.78,34.69,319.88,59.07,9.63,68.7,5.56,63.14,-91.63,-28.49,5.02,-33.51,0.79,-32.72,47.51,-0.69,-0.69,20.24,42.6,27.27,100.0,57.4
2013-06-30,1740.19,19.99,1760.18,1200.93,61.07,-10.19,113.0,31.44,296.95,66.98,8.6,75.58,6.53,69.05,0.0,69.05,17.18,51.87,0.0,51.87,47.51,1.09,1.09,20.24,42.6,27.27,100.0,57.4
2013-09-30,1962.03,26.34,1988.37,1313.01,61.03,40.83,118.16,31.43,338.23,85.68,7.7,93.38,5.21,88.17,30.28,118.45,29.61,88.84,0.0,88.84,47.51,1.87,1.87,20.24,42.6,27.27,100.0,57.4
2013-12-31,2034.71,22.89,2057.6,1394.19,57.59,10.11,122.96,32.7,349.33,90.72,7.76,98.48,5.32,93.16,0.0,93.16,24.36,68.8,0.0,68.8,47.51,1.45,1.45,20.24,42.6,27.27,100.0,57.4
2014-03-31,2120.77,34.93,2155.7,1514.88,60.47,-31.1,121.99,36.08,350.78,102.6,6.62,109.22,8.34,100.88,-33.09,67.79,18.7,49.09,3.03,52.12,47.51,1.1,1.1,20.24,42.6,27.27,100.0,57.4
2014-06-30,2263.21,42.18,2305.39,1612.75,51.55,12.38,140.2,33.57,357.36,97.58,8.88,106.46,5.95,100.51,0.0,100.51,28.19,72.32,0.0,72.32,47.51,1.52,1.52,20.24,42.6,27.27,100.0,57.4
2014-09-30,2635.46,47.61,2683.07,1918.34,58.61,-15.69,154.47,36.6,404.62,126.12,8.64,134.76,3.45,131.31,0.0,131.31,36.5,94.81,0.0,94.81,47.51,2.0,2.0,20.24,42.6,27.27,100.0,57.4
2014-12-31,2612.57,40.34,2652.91,1947.32,59.73,-69.03,154.95,37.1,399.74,123.1,5.87,128.97,5.29,123.68,0.0,123.68,33.5,90.18,0.0,90.18,47.51,1.9,1.9,20.24,42.6,27.27,100.0,57.4
2015-03-31,2408.9,47.95,2456.85,1683.91,56.99,-19.73,135.8,46.06,449.65,104.17,9.22,113.39,12.73,100.66,0.0,100.66,10.14,90.52,0.0,90.52,47.51,1.91,1.91,20.24,42.6,27.27,100.0,57.4
2015-06-30,2543.59,30.5,2574.09,1692.2,53.6,133.96,154.87,50.38,366.71,122.37,21.01,143.38,13.03,130.35,0.0,130.35,30.27,100.08,0.0,100.08,47.51,2.11,2.11,20.24,42.6,27.27,100.0,57.4
2015-09-30,3053.98,35.44,3089.42,2075.15,66.52,-97.28,162.53,56.53,655.5,170.47,19.46,189.93,11.47,178.46,0.0,178.46,45.5,132.96,0.0,132.96,47.51,2.8,2.8,0.0,0.0,0.0,0.0,0.0
2015-12-31,2865.11,30.79,2895.9,2009.17,64.68,19.08,175.65,62.05,417.11,148.16,24.81,172.97,9.83,163.14,0.0,163.14,42.93,120.21,0.0,120.21,47.51,2.53,2.53,0.0,0.0,0.0,0.0,0.0
2016-03-31,2797.31,0.0,2797.31,1880.71,66.61,14.77,159.34,67.09,475.97,132.82,38.57,171.39,14.4,156.99,0.0,156.99,20.96,136.03,0.0,136.03,47.51,2.86,2.86,0.0,0.0,0.0,0.0,0.0
2016-06-30,2852.59,28.35,2880.94,2011.87,62.4,16.07,181.43,65.95,408.79,134.43,36.17,170.6,9.78,160.82,0.0,160.82,39.57,121.25,0.0,121.25,47.51,2.55,2.55,0.0,0.0,0.0,0.0,0.0
2016-09-30,3393.14,33.35,3426.49,2452.79,69.7,-44.84,198.58,72.44,473.57,204.25,39.2,243.45,9.41,234.04,0.0,234.04,56.65,177.39,0.0,177.39,47.51,3.73,3.73,0.0,0.0,0.0,0.0,0.0
2016-12-31,2983.38,0.0,2983.38,2139.29,69.34,-59.51,191.9,71.97,423.87,146.52,34.8,181.32,11.52,169.8,0.0,169.8,37.13,132.67,0.0,132.67,47.51,2.79,2.79,0.0,0.0,0.0,0.0,0.0
2017-03-31,2844.5,0.0,2844.5,2016.93,89.78,29.55,173.73,77.45,373.0,84.06,63.2,147.26,13.24,134.02,0.0,134.02,7.25,126.77,0.0,126.77,47.51,2.67,2.67,0.0,0.0,0.0,0.0,0.0
2017-06-30,3399.51,0.0,3399.51,2444.4,96.36,-5.35,209.03,78.34,443.65,133.08,57.08,190.16,10.72,179.44,0.0,179.44,49.97,129.47,0.0,129.47,47.51,2.73,2.73,0.0,0.0,0.0,0.0,0.0
2017-09-30,4052.44,0.0,4052.44,3076.52,46.0,-148.96,219.92,83.61,508.63,266.72,45.55,312.27,15.48,296.79,0.0,296.79,83.63,213.16,0.0,213.16,47.51,4.49,4.49,0.0,0.0,0.0,0.0,0.0
2017-12-31,3684.95,0.0,3684.95,2484.92,51.41,141.94,211.84,82.42,508.05,204.37,18.16,222.53,12.17,210.36,0.0,210.36,56.01,154.35,0.0,154.35,47.51,3.25,3.25,0.0,0.0,0.0,0.0,0.0
2018-03-31,3992.76,0.0,3992.76,2904.08,60.64,-18.97,227.22,94.36,539.12,186.31,23.99,210.3,18.25,192.05,0.0,192.05,26.44,165.61,0.0,165.61,47.51,3.49,3.49,0.0,0.0,0.0,0.0,0.0
2018-06-30,4153.7,0.0,4153.7,3254.5,56.77,-147.03,237.49,93.34,445.51,213.12,17.32,230.44,18.02,212.42,0.0,212.42,65.81,146.61,0.0,146.61,47.51,3.09,3.09,0.0,0.0,0.0,0.0,0.0
2018-09-30,4993.47,0.0,4993.47,3695.96,65.61,22.44,244.94,101.6,536.34,326.58,0.74,327.32,21.16,306.16,0.0,306.16,94.85,211.31,0.0,211.31,47.51,4.45,4.45,0.0,0.0,0.0,0.0,0.0
2018-12-31,4663.98,0.0,4663.98,3444.3,60.32,30.07,236.65,101.24,516.91,274.49,0.65,275.14,16.69,258.45,0.0,258.45,80.06,178.39,0.0,178.39,47.51,3.75,3.75,0.0,0.0,0.0,0.0,0.0
2019-03-31,4384.02,0.0,4384.02,3278.04,62.14,19.15,203.55,103.09,513.01,205.04,3.58,208.62,24.69,183.93,0.0,183.93,50.1,133.83,0.0,133.83,47.51,2.82,2.82,0.0,0.0,0.0,0.0,0.0
2019-06-30,4468.62,0.0,4468.62,3290.9,58.67,8.15,248.85,119.37,506.26,236.42,1.2,237.62,29.11,208.51,0.0,208.51,66.21,142.3,0.0,142.3,47.51,3.0,3.0,0.0,0.0,0.0,0.0,0.0
2019-09-30,4347.84,0.0,4347.84,3150.32,70.16,-30.73,233.74,124.07,542.4,257.88,4.9,262.78,28.48,234.3,76.04,310.34,55.33,255.01,0.0,255.01,47.51,5.37,5.37,0.0,0.0,0.0,0.0,0.0
2019-12-31,4125.46,0.0,4125.46,2742.95,70.77,164.98,233.15,121.25,550.34,242.02,0.89,242.91,21.14,221.77,-76.04,145.73,24.66,121.07,0.0,121.07,47.51,2.55,2.55,0.0,0.0,0.0,0.0,0.0
2020-03-31,3481.42,0.0,3481.42,2670.63,59.6,-120.47,222.67,124.34,404.14,120.51,25.11,145.62,23.46,122.16,-32.33,89.83,15.96,73.87,0.0,73.87,47.51,1.55,1.55,0.0,0.0,0.0,0.0,0.0
2020-06-30,1431.73,0.0,1431.73,891.31,20.24,174.81,197.02,91.08,197.17,-139.9,2.59,-137.31,52.29,-189.6,0.0,-189.6,-50.53,-139.07,0.0,-139.07,47.51,-2.93,-2.93,0.0,0.0,0.0,0.0,0.0
2020-09-30,4605.49,0.0,4605.49,3602.72,56.99,-135.1,214.27,133.08,436.49,297.04,11.09,308.13,40.71,267.42,0.0,267.42,71.17,196.25,0.0,196.25,47.51,4.13,4.13,0.0,0.0,0.0,0.0,0.0
2020-12-31,5391.39,0.0,5391.39,4018.73,72.31,12.01,269.1,132.92,508.1,378.22,12.35,390.57,29.07,361.5,0.0,361.5,95.88,265.62,0.0,265.62,47.51,5.59,5.59,0.0,0.0,0.0,0.0,0.0
2021-03-31,5321.93,0.0,5321.93,3994.13,74.67,-58.97,268.08,136.6,507.91,399.51,6.94,406.45,19.53,386.92,0.0,386.92,97.68,289.24,0.0,289.24,47.51,6.09,6.09,0.0,0.0,0.0,0.0,0.0
2021-06-30,3934.36,0.0,3934.36,3011.99,49.96,-82.98,260.9,143.06,420.71,130.72,1.59,132.31,29.98,102.33,-30.16,72.17,19.02,53.15,0.0,53.15,47.51,1.12,1.12,0.0,0.0,0.0,0.0,0.0
2021-09-30,5619.41,0.0,5619.41,4308.67,78.48,-120.63,295.68,154.43,494.34,408.44,3.49,411.93,35.02,376.91,0.0,376.91,99.31,277.6,0.0,277.6,47.51,5.84,5.84,0.0,0.0,0.0,0.0,0.0
2021-12-31,5706.43,0.0,5706.43,3997.14,82.99,271.1,295.7,154.64,491.23,413.63,5.73,419.36,27.91,391.45,0.0,391.45,103.14,288.31,0.0,288.31,47.51,6.07,6.07,0.0,0.0,0.0,0.0,0.0
2022-03-31,5530.31,0.0,5530.31,4228.85,74.62,-92.02,284.08,159.31,477.96,397.51,8.18,405.69,33.01,372.68,0.0,372.68,98.18,274.5,0.0,274.5,47.51,5.78,5.78,0.0,0.0,0.0,0.0,0.0
2022-06-30,6008.71,0.0,6008.71,4457.05,84.05,31.67,320.93,152.04,515.55,447.42,22.21,469.63,37.57,432.06,0.0,432.06,111.52,320.54,0.0,320.54,47.51,6.75,6.75,0.0,0.0,0.0,0.0,0.0
2022-09-30,7219.18,0.0,7219.18,5430.35,92.75,-25.64,345.55,153.51,639.63,583.03,1.37,584.4,35.18,549.22,0.0,549.22,141.75,407.47,0.0,407.47,47.51,8.58,8.58,0.0,0.0,0.0,0.0,0.0
2022-12-31,6545.42,0.0,6545.42,4881.8,101.19,-40.06,340.89,158.32,602.67,500.61,6.49,507.1,31.63,475.47,0.0,475.47,122.72,352.75,0.0,352.75,47.51,7.42,7.42,0.0,0.0,0.0,0.0,0.0
2023-03-31,6604.78,0.0,6604.78,4840.41,100.01,39.24,337.72,167.36,607.64,512.4,70.5,582.9,36.28,546.62,0.0,546.62,136.35,410.27,0.0,410.27,47.51,8.64,8.64,0.0,0.0,0.0,0.0,0.0
2023-06-30,7217.91,0.0,7217.91,5380.8,97.76,-96.75,378.86,163.55,693.49,600.2,57.56,657.76,47.4,610.36,0.0,610.36,142.69,467.67,0.0,467.67,47.51,9.84,9.84,0.0,0.0,0.0,0.0,0.0
2023-09-30,8144.61,0.0,8144.61,6198.58,90.13,-261.14,392.92,170.07,824.37,729.68,46.24,775.92,52.27,723.65,0.0,723.65,187.1,536.55,0.0,536.55,47.51,11.29,11.29,0.0,0.0,0.0,0.0,0.0
2023-12-31,8245.01,0.0,8245.01,5695.87,109.5,270.27,403.55,178.06,841.39,746.37,73.4,819.77,44.75,775.02,0.0,775.02,181.67,593.35,0.0,593.35,47.51,12.49,12.49,0.0,0.0,0.0,0.0,0.0
2024-03-31,8168.84,0.0,8168.84,5968.91,91.98,-116.94,420.54,188.67,878.17,737.51,-28.67,708.84,37.21,671.63,0.0,671.63,186.2,485.43,0.0,485.43,47.51,10.22,10.22,0.0,0.0,0.0,0.0,0.0
2024-06-30,8375.59,0.0,8375.59,5940.75,92.53,-52.89,478.77,176.33,956.26,783.84,36.29,820.13,37.22,782.91,0.0,782.91,205.59,577.32,0.0,577.32,47.51,12.15,12.15,0.0,0.0,0.0,0.0,0.0
2024-09-30,9228.24,0.0,9228.24,6467.57,105.36,28.88,496.74,180.57,1049.9,899.22,29.91,929.13,31.91,897.22,0.0,897.22,234.6,662.62,0.0,662.62,47.51,13.95,13.95,0.0,0.0,0.0,0.0,0.0
2024-12-31,9097.05,0.0,9097.05,6343.04,110.71,57.46,498.81,188.33,1005.58,893.12,-22.69,870.43,33.75,836.68,0.0,836.68,218.2,618.48,0.0,618.48,47.51,13.02,13.02,0.0,0.0,0.0,0.0,0.0
2025-03-31,9550.44,0.0,9550.44,6790.99,98.13,-221.88,495.94,199.37,1054.63,1133.26,14.5,1147.76,35.78,1111.98,0.0,1111.98,259.86,852.12,0.0,852.12,47.51,17.94,17.94,0.0,0.0,0.0,0.0,0.0
