Date,Net Sales/Income from operations,Other Operating Income,Total Income From Operations,Consumption of Raw Materials,Purchase of Traded Goods,Increase/Decrease in Stocks,Employees Cost,Depreciation,Other Expenses,"P/L Before Other Inc. , Int., Excpt. Items & Tax",Other Income,"P/L Before Int., Excpt. Items & Tax",Interest,P/L Before Exceptional Items & Tax,Exceptional Items,P/L Before Tax,Tax,P/L After Tax from Ordinary Activities,Extra Ordinary Items,Net Profit/(Loss) For the Period,Equity Share Capital,Basic EPS,Diluted EPS,No Of Shares (Crores),Share Holding (%),- Number of shares (Crores),- Per. of shares (as a % of the total sh. of prom. and promoter group),- Per. of shares (as a % of the total Share Cap. of the company)
2012-09-30,278.38,64.09,342.47,71.77,0.0,0.0,14.76,2.19,184.93,68.82,0.13,68.95,94.09,-25.14,0.0,-25.14,-1.66,-23.48,0.0,-23.48,389.24,-0.06,-0.06,110.49,28.39,199.69,71.64,51.3
2012-12-31,198.99,82.01,281.0,58.0,0.0,0.0,17.87,2.12,128.18,74.83,7.52,82.35,100.48,-18.13,0.0,-18.13,-5.61,-12.52,0.0,-12.52,389.24,-0.03,-0.03,110.39,28.36,191.53,68.69,49.21
2013-03-31,239.14,83.0,322.14,45.12,0.0,0.0,20.52,2.06,137.61,116.83,0.08,116.91,96.05,20.86,75.83,96.69,25.26,71.43,0.0,71.43,389.24,0.18,0.18,110.37,28.36,176.21,63.19,45.26
2013-06-30,170.99,92.41,263.4,50.62,0.0,0.0,16.07,2.08,109.55,85.08,2.06,87.14,80.02,7.12,13.28,20.4,5.14,15.26,0.0,15.26,389.24,0.04,0.04,110.37,28.36,167.36,60.01,42.99
2013-09-30,79.81,83.57,163.38,24.22,0.0,0.0,15.95,2.1,50.46,70.65,0.81,71.46,94.99,-23.53,0.0,-23.53,5.46,-28.99,0.0,-28.99,389.24,-0.07,-0.07,110.16,28.3,136.36,48.86,35.03
2013-12-31,78.07,76.04,154.11,14.18,0.0,0.0,12.27,2.13,48.59,76.94,0.77,77.71,108.28,-30.57,0.0,-30.57,-0.43,-30.14,0.0,-30.14,389.24,-0.08,-0.08,110.16,28.3,120.59,43.21,30.98
2014-03-31,139.8,65.6,205.4,3.06,0.0,0.0,25.43,2.11,155.22,19.58,1.36,20.94,125.42,-104.48,326.26,221.78,12.01,209.77,0.0,209.77,389.24,0.54,0.54,110.16,28.3,100.55,36.03,25.83
2014-06-30,68.56,92.6,161.16,7.95,0.0,0.0,8.02,5.18,66.27,73.74,6.82,80.56,137.24,-56.68,0.0,-56.68,2.56,-59.24,0.0,-59.24,389.24,-0.15,-0.15,110.16,28.3,112.66,40.37,28.94
2014-09-30,19.68,123.31,142.99,6.64,0.0,0.0,6.53,4.45,15.78,109.59,6.42,116.01,126.82,-10.81,0.0,-10.81,7.24,-18.05,0.0,-18.05,436.13,-0.04,-0.04,154.72,35.48,99.6,35.62,22.84
2014-12-31,30.18,140.91,171.09,11.14,0.0,0.0,6.22,4.7,25.35,123.68,0.19,123.87,142.64,-18.77,0.0,-18.77,-5.87,-12.9,0.0,-12.9,436.13,-0.03,-0.03,151.58,34.76,59.8,21.15,13.71
