Date,Net Sales/Income from operations,Other Operating Income,Total Income From Operations,Consumption of Raw Materials,Purchase of Traded Goods,Increase/Decrease in Stocks,Employees Cost,Depreciation,Other Expenses,"P/L Before Other Inc. , Int., Excpt. Items & Tax",Other Income,"P/L Before Int., Excpt. Items & Tax",Interest,P/L Before Exceptional Items & Tax,Exceptional Items,P/L Before Tax,Tax,P/L After Tax from Ordinary Activities,Net Profit/(Loss) For the Period,Equity Share Capital,Basic EPS,Diluted EPS,No Of Shares (Crores),Share Holding (%),- Number of shares (Crores),- Per. of shares (as a % of the total sh. of prom. and promoter group),- Per. of shares (as a % of the total Share Cap. of the company)
2012-12-31,832.76,4.8,837.56,396.76,38.93,24.87,73.87,14.13,151.78,137.22,16.35,153.57,-2.38,155.95,9.51,165.46,41.27,124.19,124.19,51.26,2.43,2.43,15.35,29.94,35.92,100.0,70.06
2013-03-31,755.41,5.39,760.8,428.75,37.02,-69.47,75.6,13.92,164.11,110.87,23.49,134.36,3.62,130.74,3.6,134.34,35.17,99.17,99.17,51.26,1.93,1.93,15.35,29.94,35.92,100.0,70.06
2013-06-30,1009.93,4.91,1014.84,452.24,54.93,39.58,90.94,15.31,153.18,208.66,8.97,217.63,3.59,214.04,7.68,221.72,59.45,162.27,162.27,51.26,3.17,3.17,15.35,29.94,35.92,100.0,70.06
2013-09-30,985.15,6.02,991.17,524.81,46.26,-22.45,88.22,16.84,169.73,167.76,8.69,176.45,3.77,172.68,-6.1,166.58,46.98,119.6,119.6,51.26,2.33,2.33,15.35,29.94,35.92,100.0,70.06
2013-12-31,958.68,6.24,964.92,477.56,40.68,10.34,86.22,18.07,195.41,136.64,6.95,143.59,3.16,140.43,-9.39,131.04,32.93,98.11,98.11,51.26,1.91,1.91,15.35,29.94,35.92,100.0,70.06
2014-03-31,902.31,5.0,907.31,547.67,38.18,-64.97,92.88,18.41,176.75,98.39,18.33,116.72,1.24,115.48,-3.82,111.66,23.03,88.63,88.63,51.26,1.73,1.73,15.35,29.94,35.92,100.0,70.06
2014-06-30,1207.24,5.65,1212.89,599.19,40.16,41.21,103.7,22.78,195.55,210.3,17.38,227.68,1.25,226.43,-4.91,221.52,57.24,164.28,164.28,51.26,3.2,3.2,15.35,29.94,35.92,100.0,70.06
2014-09-30,1129.39,6.08,1135.47,591.95,41.27,7.46,104.53,28.84,187.72,173.7,13.5,187.2,1.44,185.76,-0.04,185.72,49.08,136.64,136.64,51.26,2.67,2.67,15.38,30.0,35.89,100.0,70.0
2014-12-31,1075.73,5.85,1081.58,578.54,44.05,-22.37,103.57,27.77,189.6,160.42,4.09,164.51,3.49,161.02,-0.35,160.67,36.95,123.72,123.72,51.27,2.41,2.41,15.48,30.19,35.79,100.0,69.81
2015-03-31,962.44,5.69,968.13,499.13,40.63,-33.08,97.59,28.33,224.61,110.92,7.8,118.72,3.32,115.4,-15.1,100.3,23.08,77.22,77.22,51.27,1.51,1.51,15.51,30.26,35.75,100.0,69.74
2015-06-30,1298.36,7.31,1305.67,531.6,54.56,75.38,116.24,21.27,201.67,304.95,12.88,317.83,1.42,316.41,0.66,317.07,90.64,226.43,226.43,51.27,4.42,4.41,15.51,30.26,35.75,100.0,69.74
2015-09-30,1157.04,6.62,1163.66,546.1,49.67,-30.16,111.91,21.82,205.43,258.89,21.22,280.11,1.54,278.57,-0.53,278.04,84.89,193.15,193.15,51.27,3.77,3.77,0.0,0.0,0.0,0.0,0.0
2015-12-31,1168.98,6.76,1175.74,490.65,45.7,25.33,114.12,21.73,213.77,264.44,15.32,279.76,1.36,278.4,-0.68,277.72,79.64,198.08,198.08,51.27,3.86,3.86,0.0,0.0,0.0,0.0,0.0
2016-03-31,1085.96,0.0,1085.96,491.16,54.74,-52.51,114.89,23.0,250.7,203.98,21.2,225.18,1.52,223.66,-27.0,196.66,67.61,129.05,129.05,51.27,2.52,2.52,0.0,0.0,0.0,0.0,0.0
2016-06-30,1362.67,7.49,1370.16,520.35,62.58,53.69,129.8,22.23,217.0,364.51,23.38,387.89,1.38,386.51,-0.55,385.96,113.58,272.38,272.38,51.27,5.31,5.31,0.0,0.0,0.0,0.0,0.0
