Date,Net Sales/Income from operations,Other Operating Income,Total Income From Operations,Consumption of Raw Materials,Purchase of Traded Goods,Increase/Decrease in Stocks,Power & Fuel,Employees Cost,Depreciation,Other Expenses,"P/L Before Other Inc. , Int., Excpt. Items & Tax",Other Income,"P/L Before Int., Excpt. Items & Tax",Interest,P/L Before Exceptional Items & Tax,Exceptional Items,P/L Before Tax,Tax,P/L After Tax from Ordinary Activities,Net Profit/(Loss) For the Period,Equity Share Capital,Basic EPS,Diluted EPS,No Of Shares (Crores),Share Holding (%),- Number of shares (Crores),- Per. of shares (as a % of the total sh. of prom. and promoter group),- Per. of shares (as a % of the total Share Cap. of the company)
2012-12-31,3140.43,37.59,3178.02,309.94,0.0,-54.43,260.84,169.24,177.21,998.42,1316.8,506.27,1823.07,7.48,1815.59,0.0,1815.59,203.05,1612.54,1612.54,845.06,3.82,3.82,148.22,35.08,274.32,100.0,64.92
2013-03-31,3850.29,58.36,3908.65,118.21,0.0,122.04,276.33,176.83,121.88,1099.27,1994.09,411.82,2405.91,10.83,2395.08,-17.53,2377.55,211.74,2165.81,2165.81,845.06,5.13,5.13,148.22,35.08,274.32,100.0,64.92
2013-06-30,2939.41,44.75,2984.16,137.6,0.0,-208.49,264.85,178.05,184.33,1109.1,1318.72,620.28,1939.0,10.94,1928.06,-0.52,1927.54,267.09,1660.45,1660.45,845.06,3.93,3.93,148.22,35.08,274.32,100.0,64.92
2013-09-30,3520.45,38.68,3559.13,18.63,0.0,82.31,309.62,176.58,186.47,1088.59,1696.93,266.88,1963.81,8.03,1955.78,-61.15,1894.63,254.38,1640.25,1640.25,845.06,3.88,3.88,148.22,35.08,274.32,100.0,64.92
2013-12-31,3410.4,39.67,3450.07,23.21,0.0,34.4,289.27,159.11,209.68,1120.33,1614.07,423.95,2038.02,10.0,2028.02,0.0,2028.02,305.3,1722.72,1722.72,845.06,4.08,4.08,148.22,35.08,274.32,100.0,64.92
2014-03-31,3588.69,53.99,3642.68,314.22,0.0,-63.38,291.39,166.32,204.11,1178.91,1551.11,588.66,2139.77,20.25,2119.52,0.0,2119.52,238.32,1881.2,1881.2,845.06,4.45,4.45,148.22,35.08,274.32,100.0,64.92
2014-06-30,2962.65,44.54,3007.19,149.89,52.3,72.99,227.64,161.74,202.29,990.22,1150.12,717.37,1867.49,7.6,1859.89,0.0,1859.89,242.22,1617.67,1617.67,845.06,3.83,3.83,148.22,35.08,274.32,100.0,64.92
2014-09-30,3749.22,53.16,3802.38,120.38,0.0,-38.47,304.34,215.63,206.09,1200.95,1793.46,696.65,2490.11,1.31,2488.8,-2.81,2485.99,302.47,2183.52,2183.52,845.06,5.17,5.17,148.22,35.08,274.32,100.0,64.92
2014-12-31,3803.73,49.41,3853.14,147.41,0.0,-186.65,312.93,204.22,209.01,1286.03,1880.19,812.15,2692.34,0.79,2691.55,0.0,2691.55,312.18,2379.37,2379.37,845.06,5.63,5.63,148.22,35.08,274.32,100.0,64.92
2015-03-31,4073.11,52.57,4125.68,50.77,0.0,6.68,323.57,287.32,26.8,1478.92,1951.62,594.88,2546.5,13.81,2532.69,0.0,2532.69,535.25,1997.44,1997.44,845.06,4.73,4.73,148.22,35.08,274.32,100.0,64.92
