Date,Net Sales/Income from operations,Other Operating Income,Total Income From Operations,Consumption of Raw Materials,Purchase of Traded Goods,Increase/Decrease in Stocks,Employees Cost,Depreciation,Other Expenses,"P/L Before Other Inc. , Int., Excpt. Items & Tax",Other Income,"P/L Before Int., Excpt. Items & Tax",Interest,P/L Before Exceptional Items & Tax,Exceptional Items,P/L Before Tax,Tax,P/L After Tax from Ordinary Activities,Net Profit/(Loss) For the Period,Equity Share Capital,Basic EPS,Diluted EPS,No Of Shares (Crores),Share Holding (%),- Number of shares (Crores),- Per. of shares (as a % of the total sh. of prom. and promoter group),- Per. of shares (as a % of the total Share Cap. of the company)
2012-12-31,212.9,0.8,213.7,38.6,64.4,5.6,21.9,4.9,71.7,6.6,0.5,7.1,2.0,5.1,0.0,5.1,1.6,3.5,3.5,28.3,0.2,0.2,6.77,47.9,7.36,100.0,52.1
2013-03-31,195.7,1.1,196.8,45.2,65.0,-12.7,18.4,5.2,65.6,10.1,0.7,10.8,0.4,10.4,0.0,10.4,4.1,6.3,6.3,28.3,0.4,0.4,6.77,47.9,7.36,100.0,52.1
2013-06-30,325.8,1.1,326.9,47.4,91.7,28.9,24.0,4.6,95.8,34.5,0.6,35.1,0.8,34.3,-0.7,33.6,10.6,23.0,23.0,28.3,1.6,1.6,6.77,47.9,7.36,100.0,52.1
2013-09-30,197.2,1.1,198.3,26.9,104.9,-18.5,23.0,4.3,51.1,6.6,0.8,7.4,0.7,6.7,-0.9,5.8,1.5,4.3,4.3,28.3,0.3,0.3,6.77,47.9,7.36,100.0,52.1
2013-12-31,235.1,1.0,236.1,32.3,122.9,-19.1,22.8,4.2,58.2,14.8,0.5,15.3,0.5,14.8,0.2,15.0,4.9,10.1,10.1,28.3,0.7,0.7,6.72,47.6,7.41,100.0,52.4
2014-03-31,226.6,0.9,227.5,45.9,85.3,-8.9,23.0,4.0,68.1,10.1,0.9,11.0,0.8,10.2,15.9,26.1,5.1,21.0,21.0,28.3,1.5,1.5,6.72,47.6,7.41,100.0,52.4
2014-06-30,328.4,0.9,329.3,46.7,114.0,20.3,24.5,4.7,81.1,38.0,0.9,38.9,0.2,38.7,0.0,38.7,11.9,26.8,26.8,28.3,1.9,1.9,6.72,47.6,7.41,100.0,52.4
2014-09-30,217.6,1.1,218.7,26.6,118.3,-24.9,26.8,3.9,60.8,7.2,0.5,7.7,0.1,7.6,-2.0,5.6,1.8,3.8,3.8,28.3,0.3,0.3,6.72,47.6,7.41,100.0,52.4
2014-12-31,252.1,0.9,253.0,29.1,137.0,-22.5,26.4,3.4,73.7,5.9,0.5,6.4,0.3,6.1,5.9,12.0,3.5,8.5,8.5,28.3,0.6,0.6,6.72,47.6,7.41,100.0,52.4
2015-03-31,244.5,1.7,246.2,41.7,114.5,-21.5,28.3,3.3,69.5,10.4,0.8,11.2,0.7,10.5,0.0,10.5,1.7,8.8,8.8,28.3,0.6,0.6,6.72,47.6,7.41,100.0,52.4
