Date,Net Sales/Income from operations,Other Operating Income,Total Income From Operations,Consumption of Raw Materials,Purchase of Traded Goods,Increase/Decrease in Stocks,Employees Cost,Depreciation,Other Expenses,"P/L Before Other Inc. , Int., Excpt. Items & Tax",Other Income,"P/L Before Int., Excpt. Items & Tax",Interest,P/L Before Exceptional Items & Tax,Exceptional Items,P/L Before Tax,Tax,P/L After Tax from Ordinary Activities,Extra Ordinary Items,Net Profit/(Loss) For the Period,Equity Share Capital,Basic EPS,Diluted EPS,No Of Shares (Crores),Share Holding (%),- Number of shares (Crores),- Per. of shares (as a % of the total sh. of prom. and promoter group),- Per. of shares (as a % of the total Share Cap. of the company)
2018-03-31,419.34,13.06,432.4,627.32,1.66,-421.4,31.9,28.53,105.38,59.01,62.76,121.77,30.89,90.88,2.81,93.69,-15.18,108.87,13.57,122.44,17.7,6.91,6.91,0.0,0.0,0.0,0.0,0.0
2018-06-30,455.85,0.0,455.85,76.95,2.99,384.26,36.54,28.25,70.61,-143.75,12.1,-131.65,29.65,-161.3,35.16,-126.14,-44.76,-81.38,135.81,54.43,17.7,3.08,3.08,0.0,0.0,0.0,0.0,0.0
2018-09-30,351.39,0.0,351.39,190.06,2.92,77.43,36.76,28.52,77.7,-62.0,72.94,10.94,26.48,-15.54,0.0,-15.54,-26.45,10.91,0.0,10.91,17.7,0.62,0.62,0.0,0.0,0.0,0.0,0.0
2018-12-31,478.79,0.0,478.79,388.37,1.05,-20.17,36.39,28.74,90.79,-46.38,27.46,-18.92,27.05,-45.97,0.0,-45.97,-14.58,-31.39,0.0,-31.39,17.7,-1.77,-1.77,0.0,0.0,0.0,0.0,0.0
2019-03-31,569.0,0.0,569.0,584.65,0.84,-312.73,35.75,28.26,114.99,117.24,78.91,196.15,30.25,165.9,0.0,165.9,36.72,129.18,0.0,129.18,17.7,7.29,7.29,0.0,0.0,0.0,0.0,0.0
2019-06-30,387.99,0.0,387.99,148.42,0.29,164.17,40.13,28.97,84.69,-78.68,19.0,-59.68,32.46,-92.14,0.0,-92.14,-39.02,-53.12,0.0,-53.12,17.7,-3.0,-3.0,0.0,0.0,0.0,0.0,0.0
2019-09-30,441.89,0.0,441.89,221.72,0.74,111.31,40.58,29.67,91.14,-53.27,74.9,21.63,33.52,-11.89,0.0,-11.89,-17.98,6.09,0.0,6.09,17.7,0.34,0.34,0.0,0.0,0.0,0.0,0.0
2019-12-31,437.41,0.0,437.41,368.12,1.41,-66.53,38.04,30.61,88.77,-23.01,19.27,-3.74,30.65,-34.39,0.0,-34.39,-14.41,-19.98,0.0,-19.98,17.7,-1.13,-1.13,0.0,0.0,0.0,0.0,0.0
2020-03-31,608.35,0.0,608.35,522.2,1.07,-196.87,40.86,30.31,80.13,130.65,26.76,157.41,39.03,118.38,0.0,118.38,49.54,68.84,0.0,68.84,17.7,3.89,3.89,0.0,0.0,0.0,0.0,0.0
2020-06-30,491.06,0.0,491.06,152.89,0.31,242.07,36.47,30.56,70.81,-42.05,17.18,-24.87,32.65,-57.52,362.81,305.29,79.64,225.65,0.0,225.65,17.7,12.75,12.75,0.0,0.0,0.0,0.0,0.0
2020-09-30,529.49,0.0,529.49,236.64,1.19,171.67,32.42,30.83,78.67,-21.93,217.09,195.16,22.65,172.51,0.0,172.51,41.08,131.43,0.0,131.43,17.7,7.42,7.42,0.0,0.0,0.0,0.0,0.0
2020-12-31,439.36,0.0,439.36,427.76,0.87,-117.86,37.62,30.94,75.55,-15.52,15.2,-0.32,20.02,-20.34,366.6,346.26,7.08,339.18,0.0,339.18,17.71,19.17,19.16,0.0,0.0,0.0,0.0,0.0
2021-03-31,564.34,0.0,564.34,553.34,20.71,-302.41,30.99,27.66,104.01,130.04,135.93,265.97,17.4,248.57,-14.24,234.33,65.73,168.6,0.0,168.6,17.71,9.52,9.52,0.0,0.0,0.0,0.0,0.0
2021-06-30,449.69,0.0,449.69,79.05,0.37,279.31,36.69,28.12,70.64,-44.49,12.04,-32.45,11.48,-43.93,0.0,-43.93,-10.83,-33.1,0.0,-33.1,17.71,-1.87,-1.87,0.0,0.0,0.0,0.0,0.0
2021-09-30,438.09,0.0,438.09,210.0,0.56,100.13,28.72,29.81,100.49,-31.62,117.05,85.43,12.98,72.45,0.0,72.45,-0.74,73.19,0.0,73.19,17.73,4.13,4.13,0.0,0.0,0.0,0.0,0.0
2021-12-31,686.21,0.0,686.21,568.81,0.57,-79.01,36.24,30.47,107.63,21.5,20.03,41.53,11.48,30.05,-13.73,16.32,-1.97,18.29,0.0,18.29,17.74,1.03,1.03,0.0,0.0,0.0,0.0,0.0
2022-03-31,922.31,0.0,922.31,876.71,26.81,-328.96,33.17,31.71,132.47,150.4,126.8,277.2,10.15,267.05,0.0,267.05,41.93,225.12,0.0,225.12,17.74,12.71,12.7,0.0,0.0,0.0,0.0,0.0
2022-06-30,721.73,0.0,721.73,90.54,0.49,464.92,42.12,32.86,127.23,-36.43,14.55,-21.88,7.93,-29.81,44.2,14.39,1.25,13.14,0.0,13.14,17.74,0.74,0.74,0.0,0.0,0.0,0.0,0.0
2022-09-30,645.81,0.0,645.81,294.35,10.56,163.53,38.5,35.24,125.3,-21.67,111.85,90.18,9.24,80.94,0.0,80.94,-4.19,85.13,0.0,85.13,17.75,4.8,4.8,0.0,0.0,0.0,0.0,0.0
2022-12-31,727.42,0.0,727.42,644.52,33.68,-178.92,41.75,33.18,138.3,14.91,14.67,29.58,8.49,21.09,0.0,21.09,5.31,15.78,0.0,15.78,17.75,0.89,0.88,0.0,0.0,0.0,0.0,0.0
2023-03-31,807.18,0.0,807.18,801.59,19.39,-415.49,35.56,33.77,148.53,183.83,109.74,293.57,10.37,283.2,-155.11,128.09,45.32,82.77,0.0,82.77,17.75,4.66,4.67,0.0,0.0,0.0,0.0,0.0
2023-06-30,698.41,0.0,698.41,199.65,4.76,340.64,49.81,34.88,130.53,-61.86,12.35,-49.51,12.3,-61.81,0.0,-61.81,-16.04,-45.77,0.0,-45.77,17.75,-2.58,-2.58,0.0,0.0,0.0,0.0,0.0
2023-09-30,725.85,0.0,725.85,344.54,9.56,189.14,43.41,36.14,139.84,-36.78,131.54,94.76,7.36,87.4,0.0,87.4,1.22,86.18,0.0,86.18,17.75,4.86,4.86,0.0,0.0,0.0,0.0,0.0
2023-12-31,667.71,0.0,667.71,686.16,21.46,-246.22,45.68,37.35,152.1,-28.82,15.5,-13.32,7.08,-20.4,0.0,-20.4,-6.81,-13.59,0.0,-13.59,17.75,-0.77,-0.77,0.0,0.0,0.0,0.0,0.0
2024-03-31,716.63,0.0,716.63,793.26,26.25,-418.83,47.07,39.12,122.21,107.55,19.75,127.3,17.31,109.99,0.0,109.99,29.72,80.27,0.0,80.27,17.75,4.52,4.52,0.0,0.0,0.0,0.0,0.0
2024-06-30,751.34,0.0,751.34,182.08,64.39,355.67,56.48,41.24,142.59,-91.11,21.28,-69.83,19.58,-89.41,0.0,-89.41,-10.82,-78.59,0.0,-78.59,17.75,-4.43,-4.43,0.0,0.0,0.0,0.0,0.0
2024-09-30,755.22,0.0,755.22,295.92,117.23,180.98,51.75,43.68,150.56,-84.9,116.07,31.17,16.23,14.94,0.0,14.94,-13.31,28.25,0.0,28.25,17.76,1.6,1.6,0.0,0.0,0.0,0.0,0.0
2024-12-31,847.89,0.0,847.89,585.64,144.4,-55.66,56.62,45.43,151.11,-79.65,14.94,-64.71,13.85,-78.56,-76.83,-155.39,-9.13,-146.26,0.0,-146.26,17.76,-8.23,-8.23,0.0,0.0,0.0,0.0,0.0
