Date,Net Sales/Income from operations,Other Operating Income,Total Income From Operations,Consumption of Raw Materials,Purchase of Traded Goods,Increase/Decrease in Stocks,Employees Cost,Depreciation,Other Expenses,"P/L Before Other Inc. , Int., Excpt. Items & Tax",Other Income,"P/L Before Int., Excpt. Items & Tax",Interest,P/L Before Exceptional Items & Tax,Exceptional Items,P/L Before Tax,Tax,P/L After Tax from Ordinary Activities,Extra Ordinary Items,Net Profit/(Loss) For the Period,Equity Share Capital,Basic EPS,Diluted EPS,No Of Shares (Crores),Share Holding (%),- Number of shares (Crores),- Per. of shares (as a % of the total sh. of prom. and promoter group),- Per. of shares (as a % of the total Share Cap. of the company)
2012-09-30,502.66,0.68,503.34,347.22,3.02,18.22,23.6,19.21,75.35,16.72,70.95,87.67,18.6,69.07,265.73,334.8,9.0,325.8,0.0,325.8,17.38,18.76,18.74,9.43,54.27,7.92,99.71,45.56
2012-12-31,250.7,1.12,251.82,223.16,2.32,-63.93,23.65,19.48,73.03,-25.89,17.44,-8.45,16.53,-24.98,0.0,-24.98,-3.0,-21.98,0.0,-21.98,17.38,-1.27,-1.26,9.43,54.25,7.92,99.71,45.58
2013-03-31,634.69,24.57,659.26,699.08,4.11,-391.3,46.36,50.37,150.54,100.1,6.16,106.26,80.48,25.78,0.0,25.78,20.36,5.42,0.0,5.42,17.58,0.31,0.31,9.62,54.74,7.93,99.71,45.09
2013-06-30,403.13,1.6,404.73,159.45,2.03,141.97,30.31,28.59,82.0,-39.62,14.85,-24.77,44.62,-69.39,0.0,-69.39,2.92,-72.31,0.0,-72.31,17.58,-4.11,-4.11,9.62,54.74,7.93,99.71,45.09
2013-09-30,453.87,1.96,455.83,250.74,2.06,77.93,30.13,28.43,91.2,-24.66,91.74,67.08,41.83,25.25,0.0,25.25,-0.7,25.95,0.0,25.95,17.58,1.48,1.48,9.62,54.76,7.93,99.71,45.09
2013-12-31,368.59,2.15,370.74,183.57,5.21,102.71,29.39,29.48,59.94,-39.56,36.29,-3.27,41.76,-45.03,0.0,-45.03,-32.53,-12.5,0.0,-12.5,17.58,-0.71,-0.71,9.62,54.76,7.93,99.71,45.09
2014-03-31,541.83,8.88,550.71,625.05,21.05,-395.97,32.81,10.81,149.24,107.72,18.3,126.02,67.95,58.07,0.0,58.07,-27.32,85.39,0.0,85.39,17.58,4.86,4.86,9.62,54.74,7.93,99.71,45.09
2014-06-30,633.39,12.2,645.59,246.96,15.74,233.24,33.39,25.61,84.83,5.82,11.76,17.58,45.18,-27.6,0.0,-27.6,-0.99,-26.61,0.0,-26.61,17.58,-1.51,-1.51,9.62,54.74,7.93,99.71,45.09
2014-09-30,530.8,2.65,533.45,273.74,2.14,104.05,30.93,25.18,87.82,9.59,91.07,100.66,38.58,62.08,0.0,62.08,2.65,59.43,0.0,59.43,17.58,3.38,3.38,9.63,54.77,7.93,99.71,45.08
2014-12-31,479.6,2.11,481.71,249.07,1.82,118.23,30.96,25.42,77.86,-21.65,11.35,-10.3,34.76,-45.06,0.0,-45.06,-2.26,-42.8,0.0,-42.8,17.58,-2.43,-2.43,9.63,54.75,7.93,99.71,45.08
2015-03-31,411.0,9.92,420.92,625.05,5.52,-493.42,32.44,25.72,115.49,110.12,69.19,179.31,32.75,146.56,0.0,146.56,-11.67,158.23,0.0,158.23,17.58,9.0,9.0,9.62,54.69,7.93,99.7,45.13
2015-06-30,477.36,4.0,481.36,250.07,4.51,193.81,33.89,26.16,70.91,-97.99,6.9,-91.09,43.96,-135.05,0.0,-135.05,-1.24,-133.81,0.0,-133.81,17.58,-7.61,-7.61,9.62,54.7,7.93,99.7,45.12
2015-09-30,564.47,14.77,579.24,244.49,3.47,271.41,33.68,26.39,69.15,-69.35,55.01,-14.34,38.01,-52.35,0.0,-52.35,-15.4,-36.95,0.0,-36.95,17.58,-2.1,-2.1,9.62,54.7,7.93,99.7,45.12
2015-12-31,599.87,7.06,606.93,262.26,2.8,244.15,32.42,26.3,67.26,-28.26,15.55,-12.71,30.48,-43.19,0.0,-43.19,-3.14,-40.05,0.0,-40.05,17.58,-2.28,-2.28,0.0,0.0,0.0,0.0,0.0
2016-03-31,630.6,12.31,642.91,570.26,2.3,-311.02,34.29,25.72,163.77,157.59,7.51,165.1,30.67,134.43,0.0,134.43,-9.93,144.36,0.0,144.36,17.58,8.21,8.21,0.0,0.0,0.0,0.0,0.0
2016-06-30,556.36,0.63,556.99,154.75,1.73,196.79,34.91,25.74,92.93,50.14,11.38,61.52,33.84,27.68,0.0,27.68,2.34,25.34,0.0,25.34,17.59,1.44,1.44,0.0,0.0,0.0,0.0,0.0
2016-09-30,547.82,2.61,550.43,254.98,2.61,108.95,34.4,26.24,82.54,40.71,92.58,133.29,30.99,102.3,0.0,102.3,20.58,81.72,0.0,81.72,17.59,4.65,4.65,0.0,0.0,0.0,0.0,0.0
2016-12-31,517.15,5.08,522.23,407.44,3.2,-64.13,31.21,26.5,91.88,26.13,17.82,43.95,29.94,14.01,0.0,14.01,1.79,12.22,0.0,12.22,17.59,0.69,0.69,0.0,0.0,0.0,0.0,0.0
2017-03-31,725.14,10.44,735.58,597.92,1.7,-179.31,32.95,33.63,123.57,125.12,32.68,157.8,45.14,112.66,0.0,112.66,-51.67,164.33,0.0,164.33,17.59,9.25,9.25,0.0,0.0,0.0,0.0,0.0
2017-06-30,487.81,5.52,493.33,91.92,31.36,232.5,35.58,28.23,85.23,-11.49,10.3,-1.19,28.14,-29.33,0.0,-29.33,-10.96,-18.37,0.0,-18.37,17.7,-1.04,-1.04,0.0,0.0,0.0,0.0,0.0
2017-09-30,641.51,2.95,644.46,299.36,3.03,175.25,37.95,28.52,98.02,2.33,100.98,103.31,28.28,75.03,0.0,75.03,-4.89,79.92,0.0,79.92,17.7,4.52,4.52,0.0,0.0,0.0,0.0,0.0
2017-12-31,461.37,3.97,465.34,630.2,2.39,-345.75,36.71,28.8,103.14,9.85,23.34,33.19,25.59,7.6,-90.0,-82.4,0.58,-82.98,0.0,-82.98,17.7,-4.69,-4.69,0.0,0.0,0.0,0.0,0.0
