Date,Net Sales/Income from operations,Other Operating Income,Total Income From Operations,Consumption of Raw Materials,Purchase of Traded Goods,Increase/Decrease in Stocks,Employees Cost,Depreciation,Other Expenses,"P/L Before Other Inc. , Int., Excpt. Items & Tax",Other Income,"P/L Before Int., Excpt. Items & Tax",Interest,P/L Before Exceptional Items & Tax,Exceptional Items,P/L Before Tax,Tax,P/L After Tax from Ordinary Activities,Net Profit/(Loss) For the Period,Equity Share Capital,Basic EPS,Diluted EPS,No Of Shares (Crores),Share Holding (%),- Number of shares (Crores),- Per. of shares (as a % of the total sh. of prom. and promoter group),- Per. of shares (as a % of the total Share Cap. of the company)
2012-12-31,225.68,3.66,229.34,79.95,8.0,-2.71,27.77,8.06,56.49,51.78,0.47,52.25,3.37,48.88,0.0,48.88,16.31,32.57,32.57,11.8,13.91,13.88,0.64,27.3,1.59,93.54,68.01
2013-03-31,249.21,0.23,249.44,99.36,7.46,-17.46,34.52,8.98,57.13,59.45,6.28,65.73,5.35,60.38,0.0,60.38,33.29,27.09,27.09,11.8,11.56,11.53,0.63,27.0,1.6,93.57,68.3
2013-06-30,215.39,3.55,218.94,50.83,7.59,16.14,33.85,8.6,59.44,42.49,6.86,49.35,1.63,47.72,0.0,47.72,15.18,32.54,32.54,11.81,13.89,13.86,0.62,26.54,1.64,95.49,70.14
2013-09-30,270.75,9.08,279.83,57.16,8.51,27.26,37.35,8.99,65.39,75.17,6.3,81.47,2.21,79.26,0.0,79.26,23.45,55.81,55.81,17.67,15.88,15.86,0.93,26.4,2.49,96.36,70.92
2013-12-31,292.59,8.26,300.85,86.02,10.14,-4.69,38.38,9.49,73.78,87.73,4.03,91.76,2.18,89.58,0.0,89.58,27.16,62.42,62.42,17.67,17.75,17.72,0.93,26.4,2.5,96.75,71.21
2014-03-31,301.14,9.91,311.05,105.86,14.43,-31.57,37.67,14.89,74.11,95.66,3.04,98.7,2.2,96.5,0.0,96.5,26.41,70.09,70.09,17.67,19.94,19.91,0.93,26.4,2.5,96.56,71.07
2014-06-30,280.79,6.7,287.49,57.82,10.01,12.48,42.84,12.04,74.64,77.66,8.69,86.35,1.42,84.93,0.0,84.93,26.21,58.72,58.72,17.68,16.7,16.68,0.93,26.45,2.44,94.41,69.44
2014-09-30,331.19,6.11,337.3,103.42,12.89,-19.66,44.52,12.2,85.4,98.53,15.9,114.43,1.34,113.09,0.0,113.09,34.46,78.63,78.63,17.68,22.35,22.33,0.92,26.17,2.45,94.43,69.72
2014-12-31,356.28,6.29,362.57,86.6,11.85,1.87,48.17,12.59,82.67,118.82,6.27,125.09,1.2,123.89,0.0,123.89,39.18,84.71,84.71,17.68,24.08,24.06,0.92,26.17,2.48,95.61,70.59
2015-03-31,360.36,8.48,368.84,73.34,15.46,14.53,50.81,12.59,73.98,128.13,2.84,130.97,1.05,129.92,-6.95,122.97,38.66,84.31,84.31,17.68,9.59,9.58,2.3,26.17,6.39,98.38,72.63
