Date,Net Sales/Income from operations,Other Operating Income,Total Income From Operations,Consumption of Raw Materials,Purchase of Traded Goods,Increase/Decrease in Stocks,Employees Cost,Depreciation,Other Expenses,"P/L Before Other Inc. , Int., Excpt. Items & Tax",Other Income,"P/L Before Int., Excpt. Items & Tax",Interest,P/L Before Exceptional Items & Tax,Exceptional Items,P/L Before Tax,Tax,P/L After Tax from Ordinary Activities,Net Profit/(Loss) For the Period,Equity Share Capital,Basic EPS,Diluted EPS,No Of Shares (Crores),Share Holding (%),- Number of shares (Crores),- Per. of shares (as a % of the total sh. of prom. and promoter group),- Per. of shares (as a % of the total Share Cap. of the company)
2012-12-31,453.38,0.13,453.51,207.96,46.1,0.17,78.24,3.69,68.75,48.6,3.2,51.8,0.17,51.63,0.0,51.63,15.93,35.7,35.7,8.84,40.38,40.38,0.22,25.0,0.66,100.0,75.0
2013-03-31,385.41,0.0,385.41,174.77,35.15,-3.76,67.98,3.52,87.31,20.44,2.15,22.59,0.02,22.57,0.0,22.57,7.29,15.28,15.28,8.84,17.28,17.28,0.22,25.0,0.66,100.0,75.0
2013-06-30,433.79,0.01,433.8,226.79,33.49,-0.34,79.5,3.48,57.92,32.96,6.09,39.05,0.1,38.95,0.0,38.95,10.89,28.06,28.06,8.84,31.74,31.74,0.22,25.0,0.66,100.0,75.0
2013-09-30,435.9,0.02,435.92,233.11,32.59,0.68,79.61,3.47,76.17,10.29,8.14,18.43,0.02,18.41,0.0,18.41,4.44,13.97,13.97,8.84,15.8,15.8,0.22,25.0,0.66,100.0,75.0
2013-12-31,451.78,0.08,451.86,225.92,40.84,-0.35,72.53,3.45,70.44,39.03,4.07,43.1,0.25,42.85,0.0,42.85,14.0,28.85,28.85,8.84,32.63,32.63,0.22,25.0,0.66,100.0,75.0
2014-03-31,407.12,0.03,407.15,183.91,25.47,6.19,81.67,3.36,72.06,34.49,3.73,38.22,0.07,38.15,0.0,38.15,12.57,25.58,25.58,8.84,28.93,28.93,0.22,25.0,0.66,100.0,75.0
2014-06-30,446.65,0.02,446.67,217.93,36.41,-7.32,84.62,3.12,73.97,37.94,4.56,42.5,0.0,42.5,0.0,42.5,13.88,28.62,28.62,8.84,32.37,32.37,0.22,25.0,0.66,100.0,75.0
2014-09-30,511.89,0.2,512.09,250.53,48.38,-5.48,87.71,3.06,82.47,45.42,4.84,50.26,0.01,50.25,0.0,50.25,20.37,29.88,29.88,8.84,33.8,33.8,0.22,25.0,0.66,100.0,75.0
2014-12-31,604.52,0.06,604.58,314.82,44.49,6.93,89.67,3.62,91.18,53.87,5.8,59.67,0.01,59.66,-26.1,33.56,10.56,23.0,23.0,8.84,26.01,26.01,0.22,25.0,0.66,100.0,75.0
2015-03-31,433.18,0.0,433.18,198.41,42.34,-5.58,84.84,3.7,89.51,19.96,7.06,27.02,0.35,26.67,-13.92,12.75,5.64,7.11,7.11,8.84,8.04,8.04,0.22,25.0,0.66,100.0,75.0
2015-06-30,512.75,0.06,512.81,233.92,44.54,7.83,88.83,3.75,80.28,53.66,5.89,59.55,0.07,59.48,0.0,59.48,22.27,37.21,37.21,8.84,42.09,42.09,0.22,25.0,0.66,100.0,75.0
2015-09-30,509.29,0.09,509.38,243.46,39.15,2.95,87.49,3.78,78.99,53.56,8.14,61.7,0.07,61.63,0.0,61.63,20.35,41.28,41.28,8.84,46.69,46.69,0.22,25.0,0.66,100.0,75.0
2015-12-31,600.49,0.11,600.6,313.32,47.57,5.31,93.08,3.86,87.33,50.13,6.91,57.04,0.01,57.03,0.0,57.03,24.99,32.04,32.04,8.84,36.24,36.24,0.0,0.0,0.0,0.0,0.0
