Date,Net Sales/Income from operations,Other Operating Income,Total Income From Operations,Consumption of Raw Materials,Purchase of Traded Goods,Increase/Decrease in Stocks,Employees Cost,Depreciation,Other Expenses,"P/L Before Other Inc. , Int., Excpt. Items & Tax",Other Income,"P/L Before Int., Excpt. Items & Tax",Interest,P/L Before Exceptional Items & Tax,Exceptional Items,P/L Before Tax,Tax,P/L After Tax from Ordinary Activities,Extra Ordinary Items,Net Profit/(Loss) For the Period,Equity Share Capital,Basic EPS,Diluted EPS,No Of Shares (Crores),Share Holding (%),- Number of shares (Crores),- Per. of shares (as a % of the total sh. of prom. and promoter group),- Per. of shares (as a % of the total Share Cap. of the company)
2012-09-30,947.4,16.04,963.44,548.46,39.39,-0.12,104.46,34.04,96.29,140.92,20.96,161.88,13.82,148.06,0.0,148.06,40.75,107.31,0.0,107.31,39.2,1.82,1.82,13.48,34.4,18.92,73.57,48.26
2012-12-31,1040.86,23.67,1064.53,611.57,11.15,-12.65,113.78,35.79,147.49,157.4,15.11,172.51,14.21,158.3,0.0,158.3,41.42,116.88,0.0,116.88,58.79,1.99,1.99,20.23,34.41,29.04,75.31,49.39
2013-03-31,1208.21,23.86,1232.07,674.83,32.95,-4.79,111.67,42.93,126.2,248.28,16.58,264.86,12.77,252.09,0.0,252.09,72.91,179.18,0.0,179.18,58.79,3.05,3.05,20.23,34.41,31.68,82.15,53.88
2013-06-30,1062.76,15.46,1078.22,567.59,46.37,-0.12,123.53,37.69,192.86,110.3,12.73,123.03,9.82,113.21,0.0,113.21,32.41,80.8,0.0,80.8,58.79,1.37,1.37,20.23,34.41,31.87,82.64,54.21
2013-09-30,1101.56,14.91,1116.47,592.54,6.95,8.5,124.17,38.84,184.24,161.23,10.62,171.85,8.81,163.04,0.0,163.04,44.87,118.17,0.0,118.17,58.79,2.01,2.01,20.23,34.41,32.08,83.18,54.56
2013-12-31,1086.19,19.72,1105.91,617.6,22.96,-22.0,122.18,39.59,137.75,187.83,1.52,189.35,11.74,177.61,0.0,177.61,53.94,123.67,0.0,123.67,88.19,1.4,1.4,30.35,34.41,45.79,79.15,51.92
2014-03-31,1223.26,26.92,1250.18,644.79,30.64,-1.62,127.67,36.82,153.27,258.61,57.18,315.79,11.29,304.5,0.0,304.5,92.01,212.49,0.0,212.49,88.19,2.41,2.41,30.35,34.41,43.12,74.54,48.89
2014-06-30,1201.36,23.75,1225.11,661.03,38.06,-7.4,150.95,48.24,167.62,166.61,2.44,169.05,6.93,162.12,0.0,162.12,51.76,110.36,0.0,110.36,88.19,1.25,1.25,30.35,34.41,46.07,79.63,52.23
2014-09-30,1246.74,23.82,1270.56,691.37,33.23,-22.07,150.19,59.75,198.7,159.39,42.13,201.52,6.56,194.96,0.0,194.96,50.39,144.57,0.0,144.57,88.19,1.64,1.64,30.35,34.41,51.97,89.84,58.92
2014-12-31,1219.32,20.11,1239.43,633.69,64.09,-6.21,151.39,51.26,182.37,162.84,2.09,164.93,7.79,157.14,0.0,157.14,43.35,113.79,0.0,113.79,88.19,1.29,1.29,30.34,34.41,51.97,89.84,58.92
2015-03-31,1252.41,30.26,1282.67,653.84,83.83,-25.37,150.25,47.84,155.68,216.6,1.94,218.54,8.98,209.56,0.0,209.56,63.42,146.14,0.0,146.14,88.19,1.66,1.66,30.34,34.41,52.48,90.72,59.51
2015-06-30,1180.62,21.36,1201.98,634.09,37.31,-16.89,159.95,50.59,165.23,171.7,61.12,232.82,12.72,220.1,0.0,220.1,59.99,160.11,0.0,160.11,88.19,1.21,1.21,30.34,34.41,53.41,92.32,60.55
2015-09-30,1320.41,34.34,1354.75,672.06,59.23,5.65,164.65,50.33,177.4,225.43,70.23,295.66,18.34,277.32,0.0,277.32,78.39,198.93,0.0,198.93,132.29,1.5,1.5,0.0,0.0,0.0,0.0,0.0
2015-12-31,1232.44,31.72,1264.16,638.83,50.26,-1.44,183.59,49.38,164.74,178.8,1.87,180.67,9.05,171.62,0.0,171.62,50.84,120.78,0.0,120.78,132.29,0.91,0.91,0.0,0.0,0.0,0.0,0.0
2016-03-31,1432.08,29.88,1461.96,710.96,71.91,-8.5,205.11,50.55,178.05,253.88,37.63,291.51,7.33,284.18,0.0,284.18,45.37,238.81,0.0,238.81,132.29,1.81,1.81,0.0,0.0,0.0,0.0,0.0
2016-06-30,1395.76,25.74,1421.5,737.68,52.35,-35.21,200.27,47.87,206.18,212.36,10.53,222.89,13.51,209.38,0.0,209.38,65.71,143.67,0.0,143.67,132.29,1.09,1.09,0.0,0.0,0.0,0.0,0.0
2016-09-30,1556.5,29.54,1586.04,793.72,58.78,3.45,199.91,49.15,203.66,277.37,10.49,287.86,1.28,286.58,0.0,286.58,88.61,197.97,0.0,197.97,140.36,1.48,1.48,0.0,0.0,0.0,0.0,0.0
2016-12-31,1498.3,68.05,1566.35,719.2,86.15,29.32,208.2,49.99,191.65,281.84,40.14,321.98,9.98,312.0,0.0,312.0,99.04,212.96,0.0,212.96,140.36,1.52,1.52,0.0,0.0,0.0,0.0,0.0
2017-03-31,1691.17,47.81,1738.98,867.24,86.05,-14.21,247.59,50.68,194.93,306.7,45.74,352.44,-12.37,364.81,0.0,364.81,92.09,272.72,0.0,272.72,140.36,1.94,1.94,0.0,0.0,0.0,0.0,0.0
2017-06-30,1667.9,52.8,1720.7,856.68,74.51,-16.47,251.71,52.92,238.88,262.47,1.56,264.03,5.53,258.5,0.0,258.5,67.3,191.2,0.0,191.2,140.36,0.91,0.91,0.0,0.0,0.0,0.0,0.0
