Date,Net Sales/Income from operations,Other Operating Income,Total Income From Operations,Consumption of Raw Materials,Purchase of Traded Goods,Increase/Decrease in Stocks,Power & Fuel,Employees Cost,Depreciation,Other Expenses,"P/L Before Other Inc. , Int., Excpt. Items & Tax",Other Income,"P/L Before Int., Excpt. Items & Tax",Interest,P/L Before Exceptional Items & Tax,Exceptional Items,P/L Before Tax,Tax,P/L After Tax from Ordinary Activities,Net Profit/(Loss) For the Period,Equity Share Capital,Basic EPS,Diluted EPS,No Of Shares (Crores),Share Holding (%),- Number of shares (Crores),- Per. of shares (as a % of the total sh. of prom. and promoter group),- Per. of shares (as a % of the total Share Cap. of the company)
2012-09-30,379.5,14.5,394.0,130.05,60.32,5.63,0.0,12.59,7.61,148.22,29.58,4.34,33.93,0.58,33.34,0.0,33.34,7.71,25.63,25.63,18.86,2.72,2.72,3.62,38.35,5.81,100.0,61.65
2012-12-31,377.11,14.04,391.14,130.38,56.04,-5.82,0.0,12.84,7.75,129.15,60.81,3.11,63.91,0.56,63.36,0.0,63.36,22.58,40.78,40.78,18.86,4.32,4.32,3.62,38.35,5.81,100.0,61.65
2013-03-31,414.34,21.41,435.75,127.2,59.62,6.56,0.0,14.45,7.82,132.35,87.75,5.89,93.64,1.14,92.5,0.0,92.5,26.88,65.61,65.61,18.86,6.96,6.96,3.62,38.35,5.81,100.0,61.65
2013-06-30,385.66,15.72,401.38,121.49,55.62,1.28,0.0,13.84,8.01,111.07,90.08,10.08,100.16,1.15,99.01,0.0,99.01,30.95,68.07,68.07,18.86,7.22,7.22,3.62,38.35,5.81,100.0,61.65
2013-09-30,432.56,17.65,450.22,129.51,69.47,2.62,0.0,14.33,8.22,125.56,100.51,-3.21,97.29,1.54,95.75,0.0,95.75,30.58,65.17,65.17,18.86,6.91,6.91,3.62,38.35,5.81,100.0,61.65
2013-12-31,435.97,18.83,454.8,146.55,65.74,-11.73,0.0,14.2,8.37,126.68,104.99,9.27,114.26,0.08,114.18,-31.11,83.07,26.38,56.69,56.69,18.86,6.01,6.01,3.62,38.35,5.81,100.0,61.65
2014-03-31,465.74,10.88,476.62,180.99,20.41,0.1,0.0,14.33,11.7,124.57,124.53,16.43,140.96,2.97,137.98,0.0,137.98,42.87,95.11,95.11,18.86,10.08,10.08,3.62,38.35,5.81,100.0,61.65
2014-06-30,442.0,18.13,460.13,166.04,62.15,6.05,0.0,14.97,11.57,126.0,73.35,20.99,94.34,0.2,94.14,0.0,94.14,41.43,52.71,52.71,18.86,5.59,5.59,3.62,38.35,5.81,100.0,61.65
2014-09-30,477.64,18.78,496.42,187.87,63.69,-11.34,0.0,15.18,20.97,142.9,77.16,74.56,151.73,0.99,150.74,0.0,150.74,36.17,114.57,114.57,18.86,12.15,12.15,3.62,38.35,5.81,100.0,61.65
2014-12-31,510.14,21.38,531.52,187.93,43.92,-10.06,0.0,16.13,17.64,162.78,113.18,19.98,133.16,0.79,132.37,0.0,132.37,40.56,91.81,91.81,18.86,9.73,9.73,3.62,38.35,5.81,100.0,61.65
