Date,Net Sales/Income from operations,Other Operating Income,Total Income From Operations,Consumption of Raw Materials,Purchase of Traded Goods,Increase/Decrease in Stocks,Power & Fuel,Employees Cost,Depreciation,Other Expenses,"P/L Before Other Inc. , Int., Excpt. Items & Tax",Other Income,"P/L Before Int., Excpt. Items & Tax",Interest,P/L Before Exceptional Items & Tax,Exceptional Items,P/L Before Tax,Tax,P/L After Tax from Ordinary Activities,Net Profit/(Loss) For the Period,Equity Share Capital,Basic EPS,Diluted EPS,No Of Shares (Crores),Share Holding (%),- Number of shares (Crores),- Per. of shares (as a % of the total sh. of prom. and promoter group),- Per. of shares (as a % of the total Share Cap. of the company)
2015-03-31,588.5,17.46,605.96,189.75,33.25,12.6,0.0,19.94,17.44,155.34,177.63,21.79,199.42,1.42,198.0,0.0,198.0,42.51,155.49,155.49,18.86,16.49,16.49,3.62,38.35,5.81,100.0,61.65
2015-06-30,445.0,11.46,456.46,153.54,31.95,-9.09,0.0,17.67,16.61,134.72,111.05,20.14,131.19,0.87,130.33,0.0,130.33,44.86,85.47,85.47,18.86,9.06,9.06,3.62,38.35,5.81,100.0,61.65
2015-09-30,465.19,12.21,477.39,157.74,32.38,-8.97,0.0,16.91,16.56,134.81,127.97,96.88,224.85,0.87,223.98,0.0,223.98,43.57,180.41,180.41,18.86,19.13,19.13,3.62,38.35,5.81,100.0,61.65
2015-12-31,462.17,12.37,474.54,151.49,32.92,4.25,0.0,17.4,14.77,141.01,112.7,14.24,126.94,0.75,126.19,0.0,126.19,47.51,78.68,78.68,18.86,8.34,8.34,0.0,0.0,0.0,0.0,0.0
2016-03-31,426.67,10.91,437.58,140.62,16.71,13.05,0.0,18.19,17.36,133.98,97.66,198.07,295.72,1.98,293.74,0.0,293.74,42.44,251.3,251.3,18.86,26.64,26.64,0.0,0.0,0.0,0.0,0.0
2016-06-30,443.94,15.8,459.74,166.23,34.08,-16.32,0.0,18.66,17.2,138.47,101.42,25.07,126.49,1.19,125.31,0.0,125.31,45.95,79.35,79.35,18.86,8.41,8.41,0.0,0.0,0.0,0.0,0.0
2016-09-30,483.09,14.65,497.74,167.09,47.8,-6.77,0.0,18.84,16.77,155.67,98.34,24.73,123.07,1.02,122.05,0.0,122.05,54.58,67.48,67.48,18.86,7.15,7.15,0.0,0.0,0.0,0.0,0.0
2016-12-31,495.85,16.52,512.37,170.03,50.19,-7.01,0.0,19.12,16.72,147.52,115.81,22.9,138.7,0.84,137.86,0.0,137.86,54.59,83.28,83.28,18.86,8.83,8.83,0.0,0.0,0.0,0.0,0.0
2017-03-31,608.35,16.45,624.81,210.93,59.31,-22.71,0.0,20.72,20.6,160.29,175.66,61.6,237.26,1.42,235.84,0.0,235.84,48.63,187.21,187.21,18.86,19.85,19.85,0.0,0.0,0.0,0.0,0.0
2017-06-30,460.32,15.12,475.45,200.52,58.43,-65.96,0.0,19.51,17.46,150.49,95.0,17.25,112.25,1.33,110.92,0.0,110.92,38.59,72.33,72.33,18.86,7.67,7.67,0.0,0.0,0.0,0.0,0.0
2017-09-30,480.92,16.19,497.12,196.11,47.81,3.38,0.0,20.28,15.65,150.14,63.76,59.4,123.16,1.5,121.66,0.0,121.66,29.9,91.76,91.76,18.86,9.73,9.73,0.0,0.0,0.0,0.0,0.0
2017-12-31,488.15,15.73,503.88,188.42,51.45,-8.99,0.0,20.51,17.56,147.69,87.25,27.72,114.97,1.04,113.93,0.0,113.93,23.46,90.47,90.47,18.86,9.59,9.59,0.0,0.0,0.0,0.0,0.0
2018-03-31,650.91,23.04,673.94,236.87,62.48,16.86,0.0,21.76,13.73,167.28,154.98,112.61,267.58,2.7,264.89,0.0,264.89,49.54,215.35,215.35,18.86,22.83,22.83,0.0,0.0,0.0,0.0,0.0
2018-06-30,659.47,24.04,683.51,290.05,61.76,-22.72,0.0,22.3,16.32,175.28,140.53,18.03,158.56,1.73,156.83,0.0,156.83,51.34,105.49,105.49,18.86,11.18,11.18,0.0,0.0,0.0,0.0,0.0
2018-09-30,692.55,25.05,717.6,307.46,64.39,-17.78,0.0,22.31,17.78,198.62,124.82,42.96,167.78,1.58,166.2,0.0,166.2,57.62,108.58,108.58,18.86,11.52,11.52,0.0,0.0,0.0,0.0,0.0
2018-12-31,670.43,25.99,696.42,322.54,51.64,-39.47,0.0,22.68,21.27,204.99,112.76,32.93,145.69,1.92,143.77,0.0,143.77,41.09,102.69,102.69,18.86,10.89,10.89,0.0,0.0,0.0,0.0,0.0
2019-03-31,714.72,25.34,740.06,320.86,61.3,-8.49,0.0,23.6,22.33,205.7,114.78,22.29,137.07,1.96,135.11,0.0,135.11,37.05,98.06,98.06,18.86,10.4,10.4,0.0,0.0,0.0,0.0,0.0
2019-06-30,582.64,19.52,602.16,270.4,31.4,-21.65,0.0,23.7,23.15,182.0,93.15,32.92,126.07,1.35,124.72,0.0,124.72,41.32,83.41,83.41,18.86,8.84,8.84,0.0,0.0,0.0,0.0,0.0
2019-09-30,603.89,20.24,624.13,229.2,29.22,26.41,0.0,25.05,21.51,174.1,118.63,113.07,231.7,1.39,230.31,0.0,230.31,4.28,226.03,226.03,18.86,23.96,23.96,0.0,0.0,0.0,0.0,0.0
2019-12-31,626.23,23.18,649.41,249.19,27.65,-2.1,0.0,24.75,24.59,192.75,132.58,39.14,171.72,1.19,170.53,0.0,170.53,37.26,133.27,133.27,18.86,14.13,14.13,0.0,0.0,0.0,0.0,0.0
2020-03-31,685.31,26.62,711.92,280.64,13.76,41.89,0.0,26.02,26.26,190.6,132.76,300.36,433.12,1.28,431.84,0.0,431.84,42.02,389.83,389.83,18.86,41.33,41.33,0.0,0.0,0.0,0.0,0.0
2020-06-30,490.85,0.0,490.85,186.97,11.95,-0.17,0.0,24.77,24.46,132.86,110.0,59.9,169.89,1.27,168.63,0.0,168.63,43.11,125.52,125.52,18.86,13.31,13.31,0.0,0.0,0.0,0.0,0.0
2020-09-30,658.19,22.42,680.61,279.63,6.14,-24.21,0.0,24.5,22.67,201.29,170.58,20.99,191.57,1.17,190.4,0.0,190.4,47.27,143.12,143.12,18.86,15.17,15.17,0.0,0.0,0.0,0.0,0.0
2020-12-31,643.75,11.49,655.24,302.45,9.17,-19.39,0.0,24.75,22.37,187.31,128.58,39.47,168.05,0.92,167.12,0.0,167.12,42.08,125.04,125.04,18.86,13.26,13.26,0.0,0.0,0.0,0.0,0.0
2021-03-31,636.45,9.85,646.3,290.15,5.82,31.34,0.0,24.03,21.47,175.46,98.03,24.46,122.49,0.62,121.87,0.0,121.87,30.65,91.22,91.22,18.86,9.67,9.67,0.0,0.0,0.0,0.0,0.0
2021-06-30,647.21,0.0,647.21,355.76,1.95,-34.45,0.0,25.58,23.67,175.01,99.69,40.71,140.4,0.72,139.68,0.0,139.68,35.57,104.11,104.11,18.86,11.04,11.04,0.0,0.0,0.0,0.0,0.0
2021-09-30,674.52,0.0,674.52,414.01,7.1,-86.02,0.0,25.42,21.21,184.19,108.6,40.09,148.69,0.77,147.92,0.0,147.92,37.59,110.33,110.33,18.86,11.7,11.7,0.0,0.0,0.0,0.0,0.0
2021-12-31,836.39,0.0,836.39,479.75,3.89,-33.82,0.0,25.77,24.24,207.76,128.8,129.82,258.62,2.38,256.24,0.0,256.24,42.71,213.53,213.53,18.86,22.63,22.63,0.0,0.0,0.0,0.0,0.0
2022-03-31,910.1,13.34,923.44,479.09,3.64,44.54,84.82,26.25,20.71,115.09,149.3,59.07,208.37,-0.24,208.61,0.0,208.61,52.08,156.53,156.53,18.86,16.6,16.6,0.0,0.0,0.0,0.0,0.0
2022-06-30,881.99,15.03,897.02,491.72,1.29,-0.15,79.9,26.9,20.35,110.95,166.05,40.56,206.62,1.04,205.58,0.0,205.58,52.06,153.52,153.52,18.86,16.28,16.28,0.0,0.0,0.0,0.0,0.0
2022-09-30,1066.09,17.07,1083.15,579.31,0.0,-47.77,101.93,26.96,24.08,131.73,266.91,49.59,316.5,3.78,312.72,0.0,312.72,79.24,233.48,233.48,18.86,24.75,24.75,0.0,0.0,0.0,0.0,0.0
2022-12-31,980.21,16.9,997.11,426.21,0.18,42.5,81.25,27.3,23.95,127.42,268.3,181.72,450.02,5.21,444.82,0.0,444.82,89.69,355.13,355.13,18.86,37.65,37.65,0.0,0.0,0.0,0.0,0.0
2023-03-31,1046.02,21.46,1067.48,517.71,2.05,-1.74,101.23,29.23,22.77,134.69,261.53,50.86,312.4,8.42,303.97,0.0,303.97,77.27,226.7,226.7,18.86,24.04,24.04,0.0,0.0,0.0,0.0,0.0
2023-06-30,1032.89,0.0,1032.89,490.44,0.0,-9.48,0.0,30.03,23.91,219.65,278.36,61.3,339.65,7.49,332.16,0.0,332.16,84.48,247.68,247.68,18.86,26.26,26.26,0.0,0.0,0.0,0.0,0.0
2023-09-30,1081.33,0.0,1081.33,490.44,0.0,23.05,0.0,29.97,23.73,230.08,284.07,67.36,351.43,7.32,344.11,0.0,344.11,87.13,256.98,256.98,18.86,27.24,27.24,0.0,0.0,0.0,0.0,0.0
2023-12-31,1044.02,0.0,1044.02,544.2,0.0,-43.92,0.0,31.12,26.62,242.39,243.61,84.87,328.49,7.07,321.41,0.0,321.41,80.2,241.21,241.21,18.86,25.58,25.58,0.0,0.0,0.0,0.0,0.0
2024-03-31,966.46,19.24,985.7,397.66,0.0,71.4,70.87,31.65,23.96,131.77,258.39,214.91,473.3,6.38,466.92,0.0,466.92,83.35,383.58,383.58,18.86,40.67,40.67,0.0,0.0,0.0,0.0,0.0
2024-06-30,903.86,0.0,903.86,454.86,0.0,-65.12,0.0,32.28,24.75,200.25,256.85,80.16,337.0,6.37,330.63,0.0,330.63,83.96,246.67,246.67,18.86,26.15,26.15,0.0,0.0,0.0,0.0,0.0
2024-09-30,813.98,0.0,813.98,355.78,0.0,-6.86,0.0,32.26,23.0,203.48,206.32,88.66,294.98,5.26,289.72,0.0,289.72,72.51,217.21,217.21,18.66,23.09,23.09,0.0,0.0,0.0,0.0,0.0
2024-12-31,907.99,0.0,907.99,418.26,0.0,17.47,0.0,32.71,25.61,204.31,209.63,65.51,275.15,0.98,274.17,0.0,274.17,67.33,206.84,206.84,18.66,22.16,22.16,0.0,0.0,0.0,0.0,0.0
