Date,Net Sales/Income from operations,Other Operating Income,Total Income From Operations,Consumption of Raw Materials,Purchase of Traded Goods,Increase/Decrease in Stocks,Employees Cost,Depreciation,Other Expenses,"P/L Before Other Inc. , Int., Excpt. Items & Tax",Other Income,"P/L Before Int., Excpt. Items & Tax",Interest,P/L Before Exceptional Items & Tax,Exceptional Items,P/L Before Tax,Tax,P/L After Tax from Ordinary Activities,Net Profit/(Loss) For the Period,Equity Share Capital,Basic EPS,Diluted EPS,No Of Shares (Crores),Share Holding (%),- Number of shares (Crores),- Per. of shares (as a % of the total sh. of prom. and promoter group),- Per. of shares (as a % of the total Share Cap. of the company)
2012-09-30,423.55,5.51,429.05,75.33,194.24,-71.6,47.95,12.73,126.76,43.64,4.31,47.95,0.16,47.79,0.0,47.79,15.75,32.04,32.04,64.26,4.99,4.99,3.08,48.0,3.34,100.0,52.0
2012-12-31,508.89,0.14,509.03,71.32,128.18,37.2,50.88,14.02,140.99,66.45,7.55,74.0,0.54,73.46,0.0,73.46,22.55,50.91,50.91,64.26,7.92,7.92,3.08,48.0,3.34,100.0,52.0
2013-03-31,453.64,0.24,453.87,74.06,179.99,-45.74,51.65,13.06,131.05,49.81,6.94,56.74,0.24,56.5,0.0,56.5,18.04,38.46,38.46,64.26,5.98,5.98,3.08,48.0,3.34,100.0,52.0
2013-06-30,572.13,0.33,572.46,79.44,174.14,21.69,54.05,14.07,147.09,81.98,7.75,89.73,0.24,89.49,0.0,89.49,27.55,61.94,61.94,64.26,9.64,9.64,3.08,48.0,3.34,100.0,52.0
2013-09-30,484.16,0.27,484.43,92.92,207.65,-77.63,55.23,15.64,142.98,47.63,8.89,56.52,0.24,56.28,0.0,56.28,18.69,37.59,37.59,64.26,5.85,5.85,3.08,48.0,3.34,100.0,52.0
2013-12-31,554.06,0.35,554.41,88.17,171.08,-16.93,52.39,16.42,160.04,83.24,7.77,91.01,0.58,90.43,-10.08,80.35,27.6,52.75,52.75,64.26,8.21,8.21,3.02,47.0,3.4,100.0,53.0
2014-03-31,495.12,0.31,495.44,82.55,163.41,-20.23,57.67,13.65,146.21,52.17,7.34,59.52,0.28,59.24,0.0,59.24,19.84,39.4,39.4,64.26,6.13,6.13,3.02,47.0,3.4,100.0,53.0
2014-06-30,621.59,0.47,622.06,80.86,180.63,37.03,61.44,15.44,164.91,81.74,8.53,90.26,0.3,89.97,-1.69,88.28,28.9,59.38,59.38,64.26,9.24,9.24,3.2,47.0,3.4,100.0,53.0
2014-09-30,547.65,0.33,547.98,101.23,223.76,-73.98,65.33,15.48,168.03,48.13,10.56,58.69,0.29,58.4,0.0,58.4,19.39,39.01,39.01,64.26,6.07,6.07,3.02,47.0,3.4,100.0,53.0
2014-12-31,536.73,0.49,537.22,115.33,110.49,13.9,64.12,18.51,171.96,42.9,7.51,50.41,0.56,49.86,0.0,49.86,14.91,34.95,34.95,64.26,5.44,5.44,3.02,47.0,3.4,100.0,53.0
2015-03-31,491.01,0.31,491.32,48.39,241.74,-67.3,63.37,16.15,158.24,30.73,9.29,40.02,0.34,39.68,33.22,72.9,14.46,58.44,58.44,64.26,9.09,9.09,3.02,47.0,3.4,100.0,53.0
2015-06-30,684.3,0.61,684.91,112.73,275.15,-31.53,66.16,19.43,179.01,63.96,7.79,71.74,0.47,71.27,42.96,114.23,24.04,90.19,90.19,64.26,7.02,7.02,3.02,47.0,3.4,100.0,53.0
2015-09-30,574.53,0.2,574.73,97.15,268.97,-95.97,65.84,19.2,190.68,28.86,9.72,38.58,0.56,38.02,31.75,69.77,15.41,54.36,54.36,64.26,4.23,4.23,0.0,0.0,0.0,0.0,0.0
2015-12-31,625.09,0.36,625.45,49.84,122.93,131.31,60.88,19.53,182.3,58.66,8.95,67.6,0.23,67.38,0.0,67.38,22.56,44.82,44.82,64.26,3.49,3.49,0.0,0.0,0.0,0.0,0.0
2016-03-31,543.99,0.0,543.99,43.08,171.09,23.41,68.05,20.64,182.06,35.67,10.08,45.75,0.48,45.27,0.0,45.27,17.04,28.23,28.23,64.26,2.2,2.2,0.0,0.0,0.0,0.0,0.0
2016-06-30,674.28,0.38,674.66,81.85,211.07,43.48,66.09,16.21,190.09,65.88,11.03,76.91,0.67,76.24,0.0,76.24,25.74,50.5,50.5,64.26,3.93,3.93,0.0,0.0,0.0,0.0,0.0
2016-09-30,583.43,0.32,583.75,77.37,267.13,-70.23,69.04,15.96,186.91,37.56,14.07,51.63,1.27,50.36,0.0,50.36,15.76,34.59,34.59,64.26,2.69,2.69,0.0,0.0,0.0,0.0,0.0
2016-12-31,640.19,0.62,640.81,80.19,172.94,50.74,65.79,16.19,195.42,59.55,18.96,78.5,0.53,77.97,-21.67,56.3,18.59,37.71,37.71,64.26,2.93,2.93,0.0,0.0,0.0,0.0,0.0
2017-03-31,591.43,0.0,591.43,65.04,246.25,-39.89,71.78,16.65,191.53,40.07,12.17,52.24,1.56,50.68,0.0,50.68,14.74,35.94,35.94,64.26,2.8,2.8,0.0,0.0,0.0,0.0,0.0
2017-06-30,736.06,0.0,736.06,81.4,267.66,1.72,74.06,13.74,215.68,81.81,11.58,93.39,0.89,92.5,0.0,92.5,32.06,60.43,60.43,64.26,4.7,4.7,0.0,0.0,0.0,0.0,0.0
2017-09-30,586.9,0.0,586.9,61.57,249.75,-47.9,71.03,14.4,188.0,50.06,14.82,64.88,0.77,64.11,0.0,64.11,21.22,42.89,42.89,64.26,3.34,3.34,0.0,0.0,0.0,0.0,0.0
2017-12-31,674.0,0.0,674.0,67.65,202.77,32.35,69.4,15.42,190.35,96.06,10.73,106.79,0.5,106.29,0.0,106.29,38.12,68.17,68.17,64.26,5.3,5.3,0.0,0.0,0.0,0.0,0.0
2018-03-31,632.31,0.0,632.31,58.91,264.05,-44.06,80.89,16.86,190.22,65.45,13.71,79.16,2.04,77.12,0.0,77.12,25.03,52.08,52.08,64.26,4.05,4.05,0.0,0.0,0.0,0.0,0.0
