Date,Net Sales/Income from operations,Other Operating Income,Total Income From Operations,Consumption of Raw Materials,Purchase of Traded Goods,Increase/Decrease in Stocks,Power & Fuel,Employees Cost,Depreciation,Other Expenses,"P/L Before Other Inc. , Int., Excpt. Items & Tax",Other Income,"P/L Before Int., Excpt. Items & Tax",Interest,P/L Before Exceptional Items & Tax,Exceptional Items,P/L Before Tax,Tax,P/L After Tax from Ordinary Activities,Net Profit/(Loss) For the Period,Equity Share Capital,Basic EPS,Diluted EPS,No Of Shares (Crores),Share Holding (%),- Number of shares (Crores),- Per. of shares (as a % of the total sh. of prom. and promoter group),- Per. of shares (as a % of the total Share Cap. of the company)
2012-12-31,1689.16,38.18,1727.34,0.0,0.0,39.72,947.7,27.21,106.87,70.99,534.85,57.77,592.62,147.7,444.92,-51.09,393.83,97.51,296.32,296.32,1640.05,1.81,1.81,38.18,23.28,91.35,72.6,55.7
2013-03-31,1500.35,48.71,1549.06,0.0,0.0,54.79,858.43,24.6,107.91,60.42,442.91,85.0,527.91,139.07,388.84,12.54,401.38,66.41,334.97,334.97,1640.05,2.04,2.04,38.18,23.28,84.6,67.24,51.59
2013-06-30,1465.27,34.04,1499.31,0.0,0.0,-40.94,876.71,23.01,111.01,60.13,469.39,66.93,536.32,137.87,398.45,-172.52,225.93,58.65,167.28,167.28,1640.05,1.02,1.02,41.0,25.0,61.83,50.27,37.7
2013-09-30,1196.28,33.64,1229.92,0.0,0.0,-220.92,871.62,23.13,115.38,92.33,348.38,60.05,408.43,145.79,262.64,-162.89,99.75,24.37,75.38,75.38,1640.05,0.46,0.46,41.0,25.0,63.42,51.56,38.67
2013-12-31,1514.63,33.46,1548.09,0.0,0.0,5.86,977.44,22.5,114.42,72.52,355.35,58.84,414.19,180.12,234.07,-41.44,192.63,58.46,134.17,134.17,1640.05,0.82,0.82,41.0,25.0,62.08,50.47,37.85
2014-03-31,1486.88,38.41,1525.29,0.0,0.0,30.11,917.0,20.33,112.04,61.75,384.06,69.12,453.18,163.77,289.41,9.24,298.65,73.0,225.65,225.65,1640.05,1.38,1.38,41.0,25.0,55.58,45.19,33.89
2014-06-30,1690.92,35.12,1726.04,0.0,0.0,191.98,925.08,23.68,102.95,67.34,415.01,54.66,469.67,152.92,316.75,0.0,316.75,78.08,238.67,238.67,1640.05,1.46,1.46,41.0,25.0,61.68,50.15,37.61
2014-09-30,1491.94,35.02,1526.96,0.0,0.0,0.0,972.16,23.71,108.49,56.11,366.49,138.72,505.21,147.86,357.35,-30.29,327.06,95.0,232.06,232.06,1640.05,1.41,1.41,41.0,25.0,70.24,57.1,42.83
2014-12-31,1625.38,33.53,1658.91,0.0,0.0,0.0,1001.67,23.81,104.84,46.68,481.91,54.28,536.19,145.27,390.92,0.0,390.92,101.39,289.53,289.53,1640.05,1.77,1.77,41.0,25.0,64.61,52.53,39.4
2015-03-31,1381.69,38.35,1420.04,0.0,0.0,0.0,793.96,27.64,104.55,79.39,414.5,46.04,460.54,139.59,320.95,0.0,320.95,86.66,234.29,234.29,1640.05,1.43,1.43,41.0,25.0,70.11,57.0,42.75
2015-06-30,1238.58,36.75,1275.33,0.0,0.0,0.0,751.07,28.42,87.65,61.93,346.26,54.55,400.81,137.23,263.58,0.0,263.58,66.88,196.7,196.7,1640.05,1.21,1.21,41.0,25.0,67.89,55.19,41.39
2015-09-30,1387.24,36.53,1423.77,0.0,0.0,0.0,849.12,31.18,89.07,73.24,381.16,113.43,494.59,162.79,331.8,0.0,331.8,88.23,243.57,243.57,1626.49,1.5,1.5,0.0,0.0,0.0,0.0,0.0
2015-12-31,1527.68,36.65,1564.33,0.0,0.0,0.0,851.31,27.48,89.46,64.22,531.86,119.36,651.22,174.85,476.37,0.0,476.37,114.08,362.29,362.29,1626.73,2.23,2.23,0.0,0.0,0.0,0.0,0.0
2016-03-31,1599.2,0.0,1599.2,0.0,0.0,0.0,860.41,29.15,87.33,72.49,549.82,110.74,660.56,169.22,491.34,0.0,491.34,111.82,379.52,379.52,1626.79,2.33,2.33,0.0,0.0,0.0,0.0,0.0
2016-06-30,1260.03,38.78,1298.81,0.0,0.0,0.0,756.02,29.76,89.61,65.07,358.35,110.76,469.11,167.25,301.86,0.0,301.86,76.8,225.06,225.06,1640.05,1.38,1.38,0.0,0.0,0.0,0.0,0.0
2016-09-30,776.66,38.73,815.39,0.0,0.0,0.0,563.89,30.63,91.82,55.71,73.34,74.62,147.96,125.2,22.76,0.0,22.76,31.07,-8.31,-8.31,1627.47,-0.05,-0.05,0.0,0.0,0.0,0.0,0.0
2016-12-31,875.01,38.78,913.79,0.0,0.0,0.0,670.7,28.75,91.94,74.17,48.23,65.7,113.93,127.32,-13.39,0.0,-13.39,11.06,-24.45,-24.45,1627.62,-0.15,-0.15,0.0,0.0,0.0,0.0,0.0
2017-03-31,1012.98,0.0,1012.98,0.0,0.0,0.0,730.59,30.96,90.53,99.45,61.45,77.47,138.92,113.27,25.65,0.0,25.65,23.2,2.45,2.45,1627.95,0.02,0.02,0.0,0.0,0.0,0.0,0.0
2017-06-30,1122.11,0.0,1122.11,0.0,0.0,0.0,838.13,29.9,92.55,65.85,95.68,113.63,209.31,117.13,92.18,0.0,92.18,40.61,51.57,51.57,1629.0,0.32,0.32,0.0,0.0,0.0,0.0,0.0
2017-09-30,938.79,0.0,938.79,0.0,0.0,0.0,657.07,25.52,93.36,53.45,109.39,146.43,255.82,127.9,127.92,0.0,127.92,56.32,71.6,71.6,1637.25,0.44,0.44,0.0,0.0,0.0,0.0,0.0
2017-12-31,1134.62,0.0,1134.62,0.0,0.0,0.0,862.21,25.51,89.1,65.19,92.61,97.96,190.57,107.85,82.72,0.0,82.72,31.17,51.55,51.55,1639.93,0.31,0.31,0.0,0.0,0.0,0.0,0.0
2018-03-31,1016.53,0.0,1016.53,0.0,0.0,0.0,791.91,26.06,89.2,63.56,45.8,130.34,176.14,118.72,57.42,-659.18,-601.76,17.23,-618.99,-618.99,1640.05,-3.77,-3.77,0.0,0.0,0.0,0.0,0.0
2018-06-30,1311.07,0.0,1311.07,0.0,0.0,0.0,1049.94,31.93,90.87,47.47,90.86,77.03,167.89,108.88,59.01,0.0,59.01,20.06,38.95,38.95,1640.1,0.24,0.24,0.0,0.0,0.0,0.0,0.0
2018-09-30,1199.1,0.0,1199.1,0.0,0.0,0.0,948.2,31.75,91.6,50.19,77.36,139.9,217.26,108.91,108.35,0.0,108.35,37.42,70.93,70.93,1640.1,0.43,0.43,0.0,0.0,0.0,0.0,0.0
2018-12-31,1497.03,0.0,1497.03,0.0,0.0,0.0,1113.52,32.98,91.95,39.51,219.07,56.13,275.2,100.9,174.3,0.0,174.3,60.3,114.0,114.0,1640.29,0.7,0.7,0.0,0.0,0.0,0.0,0.0
2019-03-31,1111.13,0.0,1111.13,0.0,0.0,0.0,862.08,34.18,90.6,72.27,52.0,89.72,141.72,93.1,48.62,0.0,48.62,21.05,27.57,27.57,1640.87,0.17,0.17,0.0,0.0,0.0,0.0,0.0
2019-06-30,1142.75,0.0,1142.75,0.0,0.0,0.0,820.62,29.6,92.11,46.67,153.75,48.68,202.43,86.38,116.05,0.0,116.05,41.11,74.94,74.94,1641.21,0.46,0.46,0.0,0.0,0.0,0.0,0.0
2019-09-30,1063.5,0.0,1063.5,0.0,0.0,0.0,774.57,30.17,93.05,61.22,104.49,86.89,191.38,89.14,102.24,0.0,102.24,37.61,64.63,64.63,1641.21,0.39,0.39,0.0,0.0,0.0,0.0,0.0
2019-12-31,1091.74,0.0,1091.74,0.0,0.0,0.0,806.91,29.22,92.73,44.79,118.09,34.4,152.49,79.56,72.93,23.02,95.95,-167.23,263.18,263.18,1641.69,1.6,1.6,0.0,0.0,0.0,0.0,0.0
2020-03-31,1016.0,0.0,1016.0,0.0,0.0,0.0,672.3,29.72,91.38,74.03,148.57,27.93,176.5,66.87,109.63,0.0,109.63,14.57,95.06,95.06,1641.9,0.58,0.58,0.0,0.0,0.0,0.0,0.0
2020-06-30,804.35,0.0,804.35,0.0,0.0,0.0,558.55,29.86,90.3,29.75,95.89,18.57,114.46,66.65,47.81,0.0,47.81,19.56,28.25,28.25,1641.9,0.17,0.17,0.0,0.0,0.0,0.0,0.0
2020-09-30,672.03,0.0,672.03,0.0,0.0,0.0,424.92,25.42,90.38,39.81,91.5,26.77,118.27,55.59,62.68,0.0,62.68,27.33,35.35,35.35,1642.03,0.22,0.22,0.0,0.0,0.0,0.0,0.0
2020-12-31,691.75,0.0,691.75,433.55,0.0,0.0,0.0,26.64,90.04,46.38,95.14,8.39,103.53,45.95,57.58,0.0,57.58,22.46,35.12,35.12,1642.25,0.21,0.21,0.0,0.0,0.0,0.0,0.0
2021-03-31,729.4,0.0,729.4,361.12,0.0,0.0,0.0,30.4,87.35,77.63,172.9,8.68,181.58,41.91,139.67,0.0,139.67,52.21,87.46,87.46,1642.33,0.53,0.53,0.0,0.0,0.0,0.0,0.0
2021-06-30,757.98,0.0,757.98,447.86,26.11,0.0,0.0,28.44,88.37,56.25,110.95,58.0,168.95,35.57,133.38,0.0,133.38,44.47,88.91,88.91,1643.06,0.54,0.54,0.0,0.0,0.0,0.0,0.0
2021-09-30,802.17,0.0,802.17,478.05,0.0,0.0,0.0,30.71,82.34,85.82,125.25,114.57,239.82,34.58,205.24,0.0,205.24,72.39,132.85,132.85,1639.54,0.81,0.81,0.0,0.0,0.0,0.0,0.0
2021-12-31,1001.57,0.0,1001.57,483.57,0.0,0.0,0.0,30.93,78.96,117.32,290.79,24.49,315.28,31.02,284.26,0.0,284.26,93.05,191.21,191.21,1639.61,1.16,1.16,0.0,0.0,0.0,0.0,0.0
2022-03-31,1081.02,0.0,1081.02,631.61,0.0,0.0,0.0,34.02,78.02,147.54,189.83,31.2,221.03,25.83,195.2,0.0,195.2,38.35,156.85,156.85,1639.67,0.95,0.94,0.0,0.0,0.0,0.0,0.0
2022-06-30,1997.35,0.0,1997.35,1198.92,209.27,0.0,0.0,26.09,79.58,87.92,395.57,18.77,414.34,30.23,384.11,120.0,504.11,159.89,344.22,344.22,1639.72,2.09,2.09,0.0,0.0,0.0,0.0,0.0
2022-09-30,1140.55,0.0,1140.55,0.0,54.32,0.0,760.42,41.32,80.7,92.68,111.11,160.32,271.43,38.59,232.84,0.0,232.84,76.77,156.07,156.07,1640.06,0.95,0.95,0.0,0.0,0.0,0.0,0.0
2022-12-31,954.69,0.0,954.69,602.44,20.71,0.0,0.0,33.22,80.28,98.76,119.28,50.37,169.65,57.66,111.99,0.0,111.99,32.9,79.09,79.09,1640.7,0.48,0.48,0.0,0.0,0.0,0.0,0.0
2023-03-31,1646.64,0.0,1646.64,1081.85,70.15,0.0,0.0,34.1,76.87,120.08,263.59,50.38,313.97,133.32,180.65,0.0,180.65,49.03,131.62,131.62,1640.54,0.8,0.8,0.0,0.0,0.0,0.0,0.0
2023-06-30,1484.6,0.0,1484.6,978.62,8.58,0.0,0.0,42.24,71.03,106.69,277.44,76.84,354.28,105.42,248.86,0.0,248.86,82.86,166.0,166.0,1640.55,1.01,1.01,0.0,0.0,0.0,0.0,0.0
2023-09-30,1132.79,0.0,1132.79,497.54,106.05,0.0,0.0,35.43,69.37,99.97,324.43,58.28,382.71,119.23,263.48,0.0,263.48,72.47,191.01,191.01,1641.13,1.17,1.16,0.0,0.0,0.0,0.0,0.0
2023-12-31,1275.73,0.0,1275.73,630.45,2.53,0.0,0.0,40.13,65.03,95.25,442.34,22.12,464.46,117.8,346.66,0.0,346.66,95.67,250.99,250.99,1641.25,1.53,1.52,0.0,0.0,0.0,0.0,0.0
2024-03-31,1235.97,0.0,1235.97,624.21,0.0,0.0,0.0,35.43,64.11,107.65,404.57,53.16,457.73,135.42,322.31,0.0,322.31,-19.91,342.22,342.22,1641.22,2.09,2.09,0.0,0.0,0.0,0.0,0.0
2024-06-30,1049.61,0.0,1049.61,532.5,0.0,0.0,0.0,44.73,64.13,97.89,310.36,117.2,427.56,89.86,337.7,0.0,337.7,84.04,253.66,253.66,1744.43,1.46,1.46,0.0,0.0,0.0,0.0,0.0
2024-09-30,967.4,0.0,967.4,531.14,28.84,0.0,0.0,49.2,63.93,108.66,185.63,177.98,363.61,74.92,288.69,0.0,288.69,2.94,285.75,285.75,1745.08,1.64,1.63,0.0,0.0,0.0,0.0,0.0
2024-12-31,976.55,0.0,976.55,499.26,0.48,0.0,0.0,48.57,61.95,122.95,243.34,80.59,323.93,88.2,235.73,0.0,235.73,18.54,217.19,217.19,1745.17,1.25,1.24,0.0,0.0,0.0,0.0,0.0
2025-03-31,945.75,0.0,945.75,0.0,0.0,0.0,424.12,60.76,53.25,183.61,224.01,304.77,528.78,112.08,416.7,0.0,416.7,-47.7,464.4,464.4,1745.25,2.66,2.66,0.0,0.0,0.0,0.0,0.0
