Date,Net Sales/Income from operations,Other Operating Income,Total Income From Operations,Consumption of Raw Materials,Purchase of Traded Goods,Increase/Decrease in Stocks,Employees Cost,Depreciation,Other Expenses,"P/L Before Other Inc. , Int., Excpt. Items & Tax",Other Income,"P/L Before Int., Excpt. Items & Tax",Interest,P/L Before Exceptional Items & Tax,Exceptional Items,P/L Before Tax,Tax,P/L After Tax from Ordinary Activities,Extra Ordinary Items,Net Profit/(Loss) For the Period,Equity Share Capital,Basic EPS,Diluted EPS,No Of Shares (Crores),Share Holding (%),- Number of shares (Crores),- Per. of shares (as a % of the total sh. of prom. and promoter group),- Per. of shares (as a % of the total Share Cap. of the company)
2015-06-30,337.64,3.58,341.22,226.58,2.81,-0.7,43.96,11.52,41.76,15.3,4.06,19.36,2.11,17.25,0.0,17.25,3.65,13.6,0.0,13.6,15.87,8.55,8.55,0.46,29.1,1.12,100.0,70.9
2015-09-30,369.43,7.31,376.73,246.89,0.03,0.69,43.43,12.83,45.36,27.51,4.29,31.8,2.69,29.1,0.0,29.1,5.94,23.16,0.0,23.16,15.87,14.58,14.58,0.46,29.1,1.12,100.0,70.9
2015-12-31,365.99,4.24,370.24,239.03,0.01,1.67,51.48,13.13,42.68,22.22,7.83,30.06,3.19,26.87,0.0,26.87,6.52,20.35,0.0,20.35,15.87,12.81,12.81,0.0,0.0,0.0,0.0,0.0
2016-03-31,374.31,6.25,380.55,252.76,0.11,-5.0,47.57,15.29,48.17,21.66,6.2,27.86,2.23,25.63,0.0,25.63,3.36,22.27,0.0,22.27,15.87,14.02,14.02,0.0,0.0,0.0,0.0,0.0
2016-06-30,395.48,5.35,400.83,258.05,0.06,2.24,51.64,10.82,49.31,28.71,4.34,33.05,4.39,28.66,0.0,28.66,6.06,22.6,0.0,22.6,15.87,14.22,14.22,0.0,0.0,0.0,0.0,0.0
2016-09-30,433.53,5.27,438.8,285.92,0.05,0.34,53.37,11.71,58.1,29.31,15.66,44.97,3.45,41.52,0.0,41.52,8.46,33.06,0.0,33.06,15.87,4.17,4.17,0.0,0.0,0.0,0.0,0.0
2016-12-31,396.13,4.05,400.18,256.9,0.03,-1.61,55.78,12.36,50.7,26.02,3.79,29.81,3.7,26.11,0.0,26.11,7.15,18.96,0.0,18.96,15.87,2.39,2.39,0.0,0.0,0.0,0.0,0.0
2017-03-31,399.64,0.0,399.64,252.91,0.06,0.81,56.74,13.06,52.05,24.01,1.02,25.03,2.33,22.7,0.0,22.7,2.51,20.19,0.0,20.19,15.87,2.54,2.53,0.0,0.0,0.0,0.0,0.0
2017-06-30,422.61,0.0,422.61,270.37,0.0,-3.25,60.46,11.86,60.65,22.52,5.18,27.7,1.74,25.96,5.49,31.45,7.65,23.8,0.0,23.8,17.28,2.76,2.73,0.0,0.0,0.0,0.0,0.0
2017-09-30,477.67,0.0,477.67,305.07,0.0,-1.19,61.65,13.1,62.38,36.66,18.24,54.9,1.07,53.83,0.0,53.83,11.27,42.56,0.0,42.56,17.28,4.93,4.88,0.0,0.0,0.0,0.0,0.0
2017-12-31,451.8,0.0,451.8,289.89,0.0,-5.7,64.42,13.52,54.67,35.0,9.74,44.74,1.53,43.21,0.0,43.21,9.96,33.25,0.0,33.25,17.28,3.85,3.81,0.0,0.0,0.0,0.0,0.0
2018-03-31,504.63,0.0,504.63,312.99,0.0,1.08,67.7,14.03,64.83,44.0,5.61,49.61,2.48,47.13,0.0,47.13,10.88,36.25,0.0,36.25,17.41,4.19,4.18,0.0,0.0,0.0,0.0,0.0
2018-06-30,517.42,0.0,517.42,336.62,0.0,-5.51,71.55,12.65,69.23,32.88,3.99,36.87,2.52,34.35,0.0,34.35,8.01,26.34,1.1,27.44,17.43,1.01,1.01,0.0,0.0,0.0,0.0,0.0
2018-09-30,539.18,0.0,539.18,346.23,0.0,-1.44,72.47,13.43,64.24,44.25,16.81,61.06,2.96,58.1,0.0,58.1,12.16,45.94,0.0,45.94,52.44,1.74,1.73,0.0,0.0,0.0,0.0,0.0
2018-12-31,509.38,0.0,509.38,326.23,0.0,1.23,71.07,15.97,63.5,31.38,8.23,39.61,2.74,36.87,0.0,36.87,8.52,28.35,0.0,28.35,52.44,1.08,1.08,0.0,0.0,0.0,0.0,0.0
2019-03-31,533.72,0.0,533.72,338.61,0.0,-1.51,69.58,17.7,63.93,45.41,17.99,63.4,6.83,56.57,0.0,56.57,13.0,43.57,0.0,43.57,52.44,1.66,1.66,0.0,0.0,0.0,0.0,0.0
2019-06-30,515.5,0.0,515.5,320.34,0.01,2.49,78.22,19.93,64.51,30.0,7.08,37.08,7.93,29.15,0.0,29.15,6.54,22.61,0.0,22.61,52.44,0.86,0.86,0.0,0.0,0.0,0.0,0.0
2019-09-30,488.58,0.0,488.58,303.0,2.28,-3.92,74.61,21.92,64.56,26.13,24.87,51.0,9.02,41.98,0.0,41.98,7.76,34.22,0.0,34.22,52.44,1.31,1.31,0.0,0.0,0.0,0.0,0.0
2019-12-31,458.53,0.0,458.53,276.82,2.63,-0.23,73.95,21.87,55.05,28.44,9.08,37.52,8.81,28.71,-5.17,23.54,5.4,18.14,0.0,18.14,52.44,0.69,0.69,0.0,0.0,0.0,0.0,0.0
2020-03-31,753.85,0.0,753.85,345.4,128.02,8.35,102.05,36.87,117.17,15.99,19.81,35.8,10.81,24.99,-17.19,7.8,2.63,5.17,0.0,5.17,52.44,0.2,0.2,0.0,0.0,0.0,0.0,0.0
2020-06-30,228.16,0.0,228.16,90.44,33.91,21.86,77.27,31.69,47.46,-74.47,3.79,-70.68,10.79,-81.47,0.0,-81.47,-28.36,-53.11,0.0,-53.11,52.44,-2.03,-2.03,0.0,0.0,0.0,0.0,0.0
2020-09-30,870.96,0.0,870.96,463.83,131.76,-35.07,98.1,37.32,103.2,71.82,33.71,105.53,9.18,96.35,0.0,96.35,32.05,64.3,0.0,64.3,54.39,2.44,2.44,0.0,0.0,0.0,0.0,0.0
2020-12-31,1081.95,0.0,1081.95,546.01,178.7,-24.2,123.24,43.61,128.2,86.39,4.78,91.17,10.25,80.92,0.0,80.92,19.52,61.4,0.0,61.4,54.39,2.31,2.31,0.0,0.0,0.0,0.0,0.0
2021-03-31,1306.11,0.0,1306.11,733.65,121.1,4.85,153.4,51.76,147.71,93.64,4.16,97.8,7.0,90.8,-10.0,80.8,24.51,56.29,0.0,56.29,54.39,2.07,1.98,0.0,0.0,0.0,0.0,0.0
2021-06-30,885.5,0.0,885.5,516.73,41.0,13.93,139.5,43.08,116.47,14.79,3.29,18.08,11.7,6.38,0.0,6.38,1.67,4.71,0.0,4.71,55.18,0.17,0.16,0.0,0.0,0.0,0.0,0.0
2021-09-30,1299.76,0.0,1299.76,709.77,194.01,-40.25,167.2,47.3,162.06,59.67,41.58,101.25,10.27,90.98,0.0,90.98,22.9,68.08,0.0,68.08,57.12,2.41,2.4,0.0,0.0,0.0,0.0,0.0
2021-12-31,1333.7,0.0,1333.7,749.63,176.03,-23.71,157.35,44.44,158.06,71.9,20.81,92.71,5.78,86.93,0.0,86.93,21.17,65.76,0.0,65.76,57.12,2.42,2.41,0.0,0.0,0.0,0.0,0.0
2022-03-31,1440.77,0.0,1440.77,663.21,274.48,29.62,169.42,55.7,153.42,94.92,14.24,109.16,6.19,102.97,-24.98,77.99,20.51,57.48,0.0,57.48,57.12,2.04,2.01,0.0,0.0,0.0,0.0,0.0
2022-06-30,1518.67,0.0,1518.67,836.37,200.01,-9.92,175.56,47.47,176.33,92.85,14.37,107.22,8.98,98.24,0.0,98.24,14.25,83.99,0.0,83.99,57.12,1.47,1.46,0.0,0.0,0.0,0.0,0.0
2022-09-30,1807.01,0.0,1807.01,1047.33,200.6,-24.06,194.38,50.76,202.84,135.16,65.29,200.45,9.73,190.72,0.0,190.72,30.41,160.31,0.0,160.31,114.51,2.8,2.79,0.0,0.0,0.0,0.0,0.0
2022-12-31,1669.39,0.0,1669.39,887.77,269.35,-49.42,192.52,54.18,200.39,114.6,22.87,137.47,4.8,132.67,0.0,132.67,26.93,105.74,0.0,105.74,114.59,1.85,1.84,0.0,0.0,0.0,0.0,0.0
2023-03-31,1662.89,0.0,1662.89,949.64,180.01,0.59,202.87,46.33,190.07,93.38,13.91,107.29,9.16,98.13,-4.63,93.5,16.77,76.73,0.0,76.73,114.6,1.34,1.33,0.0,0.0,0.0,0.0,0.0
2023-06-30,1945.99,0.0,1945.99,1145.34,38.57,120.57,236.54,60.21,217.5,127.26,42.37,169.63,12.9,156.73,0.0,156.73,21.57,135.16,0.0,135.16,114.61,2.36,2.35,0.0,0.0,0.0,0.0,0.0
2023-09-30,2300.88,0.0,2300.88,1230.1,244.72,82.1,253.79,63.37,247.57,179.23,54.14,233.37,15.05,218.32,0.0,218.32,41.98,176.34,0.0,176.34,114.63,3.03,3.02,0.0,0.0,0.0,0.0,0.0
2023-12-31,2250.18,0.0,2250.18,1675.17,191.33,-333.53,254.67,66.86,241.53,154.15,20.39,174.54,15.73,158.81,0.0,158.81,37.68,121.13,0.0,121.13,114.64,2.12,2.11,0.0,0.0,0.0,0.0,0.0
2024-03-31,2486.25,0.0,2486.25,1476.06,151.5,12.7,251.4,81.57,315.51,197.51,18.98,216.49,20.03,196.46,0.0,196.46,43.26,153.2,0.0,153.2,114.82,2.67,2.66,0.0,0.0,0.0,0.0,0.0
2024-06-30,2451.55,0.0,2451.55,1500.43,153.95,-20.88,303.2,76.21,278.39,160.25,20.27,180.52,21.56,158.96,0.0,158.96,36.0,122.96,0.0,122.96,114.83,2.14,2.13,0.0,0.0,0.0,0.0,0.0
2024-09-30,2693.0,0.0,2693.0,1655.67,171.12,8.01,316.04,82.11,288.27,171.78,169.98,341.76,30.79,310.97,0.0,310.97,35.41,275.56,0.0,275.56,114.83,4.8,4.79,0.0,0.0,0.0,0.0,0.0
2024-12-31,3136.22,0.0,3136.22,2028.4,177.1,-93.91,353.89,112.45,368.53,189.76,22.04,211.8,38.46,173.34,0.0,173.34,16.08,157.26,0.0,157.26,114.83,2.74,2.73,0.0,0.0,0.0,0.0,0.0
2025-03-31,3373.23,0.0,3373.23,1938.08,178.07,91.86,385.87,118.92,413.41,247.02,13.89,260.91,28.83,232.08,0.0,232.08,52.95,179.13,0.0,179.13,114.83,3.12,3.11,0.0,0.0,0.0,0.0,0.0
