Date,Net Sales/Income from operations,Other Operating Income,Total Income From Operations,Consumption of Raw Materials,Purchase of Traded Goods,Increase/Decrease in Stocks,Employees Cost,Depreciation,Other Expenses,"P/L Before Other Inc. , Int., Excpt. Items & Tax",Other Income,"P/L Before Int., Excpt. Items & Tax",Interest,P/L Before Exceptional Items & Tax,Exceptional Items,P/L Before Tax,Tax,P/L After Tax from Ordinary Activities,Extra Ordinary Items,Net Profit/(Loss) For the Period,Equity Share Capital,Basic EPS,Diluted EPS,No Of Shares (Crores),Share Holding (%),- Number of shares (Crores),- Per. of shares (as a % of the total sh. of prom. and promoter group),- Per. of shares (as a % of the total Share Cap. of the company)
2012-12-31,256.18,6.85,263.03,183.23,0.0,-0.3,31.49,11.34,27.91,9.36,3.1,12.46,3.49,8.97,-3.12,5.85,0.41,5.44,0.0,5.44,15.87,3.41,3.41,0.54,34.02,1.05,100.0,65.98
2013-03-31,271.66,3.47,275.13,180.37,0.32,1.13,30.5,11.46,34.49,16.86,1.15,18.01,4.4,13.62,-1.86,11.75,3.41,8.34,0.0,8.34,15.87,5.23,5.23,0.54,34.02,1.05,100.0,65.98
2013-06-30,245.89,3.16,249.05,166.82,2.69,-0.23,32.51,9.4,34.14,3.71,5.13,8.84,4.23,4.61,0.0,4.61,0.85,3.76,0.0,3.76,15.87,2.35,2.35,0.54,34.02,1.05,100.0,65.98
2013-09-30,269.63,3.12,272.75,184.76,3.08,-2.68,36.74,10.55,34.92,5.36,5.66,11.02,3.98,7.04,0.0,7.04,1.92,5.12,0.0,5.12,15.87,3.21,3.21,0.54,34.02,1.05,100.0,65.98
2013-12-31,280.15,3.08,283.22,191.25,5.64,-3.63,37.04,10.33,35.28,7.32,1.0,8.31,3.73,4.58,0.0,4.58,0.53,4.05,0.0,4.05,15.87,2.54,2.54,0.54,34.02,1.05,100.0,65.98
2014-03-31,299.11,3.93,303.04,196.67,11.62,-0.58,33.56,11.45,32.21,18.1,0.92,19.03,3.08,15.94,1.5,17.44,3.25,14.19,0.0,14.19,15.87,8.92,8.92,0.46,29.09,1.12,100.0,70.91
2014-06-30,300.46,4.12,304.57,202.01,2.98,-0.63,37.27,12.1,35.8,15.04,2.29,17.33,3.15,14.18,0.0,14.18,1.55,12.63,0.0,12.63,15.87,7.94,7.94,0.46,29.09,1.12,100.0,70.91
2014-09-30,342.27,4.76,347.03,222.31,14.66,-0.26,39.96,12.28,42.89,15.19,6.04,21.23,3.66,17.58,15.76,33.34,7.76,25.58,0.0,25.58,15.87,16.1,16.1,0.46,29.1,1.12,100.0,70.9
2014-12-31,357.09,5.23,362.32,234.73,16.43,-6.56,40.84,14.09,45.65,17.15,3.33,20.48,3.22,17.26,0.0,17.26,4.63,12.63,0.0,12.63,15.87,7.96,7.96,0.46,29.1,1.12,100.0,70.9
2015-03-31,347.23,9.23,356.46,231.21,7.27,3.55,44.44,15.24,42.43,12.32,7.01,19.34,2.53,16.81,-11.89,4.92,2.55,2.36,0.0,2.36,15.87,1.47,1.47,0.46,29.1,1.12,100.0,70.9
