Date,Net Sales/Income from operations,Other Operating Income,Total Income From Operations,Consumption of Raw Materials,Purchase of Traded Goods,Increase/Decrease in Stocks,Employees Cost,Depreciation,Other Expenses,"P/L Before Other Inc. , Int., Excpt. Items & Tax",Other Income,"P/L Before Int., Excpt. Items & Tax",Interest,P/L Before Exceptional Items & Tax,Exceptional Items,P/L Before Tax,Tax,P/L After Tax from Ordinary Activities,Extra Ordinary Items,Net Profit/(Loss) For the Period,Equity Share Capital,Basic EPS,Diluted EPS,No Of Shares (Crores),Share Holding (%),- Number of shares (Crores),- Per. of shares (as a % of the total sh. of prom. and promoter group),- Per. of shares (as a % of the total Share Cap. of the company)
2012-09-30,1605.84,0.0,1605.84,860.28,400.15,-3.09,54.63,55.39,207.98,30.5,54.73,85.23,63.53,21.7,0.0,21.7,4.75,16.95,0.0,16.95,113.89,0.74,0.74,14.13,62.04,4.56,53.1,20.15
2012-12-31,1604.36,0.0,1604.36,810.03,272.61,193.96,50.86,59.01,219.7,-1.81,92.08,90.27,87.35,2.92,0.0,2.92,-5.4,8.32,0.0,8.32,113.89,0.37,0.37,14.13,62.04,5.15,59.52,22.6
2013-03-31,1605.46,0.0,1605.46,1476.2,163.0,-400.21,56.08,58.67,163.34,88.38,88.38,176.76,62.88,113.88,-53.82,60.06,35.18,24.88,0.0,24.88,131.47,1.02,1.02,17.13,65.13,5.67,61.82,21.55
2013-06-30,1260.53,0.0,1260.53,861.84,49.92,18.64,44.7,57.35,311.95,-83.87,53.92,-29.95,55.49,-85.44,0.0,-85.44,-29.66,-55.78,0.0,-55.78,131.47,-2.12,-2.12,16.8,63.88,6.0,63.15,22.81
2013-09-30,1345.88,0.0,1345.88,531.36,24.54,380.29,34.36,58.0,329.23,-11.9,30.42,18.52,58.25,-39.73,0.0,-39.73,-14.18,-25.55,0.0,-25.55,131.47,-0.97,-0.97,16.55,62.95,9.74,100.0,37.05
2013-12-31,1068.69,0.0,1068.69,559.04,141.68,106.9,39.62,59.57,172.33,-10.45,34.57,24.12,53.87,-29.75,0.0,-29.75,-11.75,-18.0,0.0,-18.0,131.47,-0.68,-0.68,16.52,62.84,9.77,100.0,37.16
2014-03-31,1192.51,0.0,1192.51,639.72,279.17,-6.69,28.08,50.65,73.76,127.82,80.85,208.67,56.37,152.3,0.0,152.3,54.05,98.25,0.0,98.25,131.47,3.74,3.71,16.25,61.79,10.05,100.0,38.21
2014-06-30,651.68,0.0,651.68,526.2,38.3,-17.43,40.39,63.51,76.19,-75.48,26.4,-49.08,51.87,-100.95,0.0,-100.95,-32.14,-68.81,0.0,-68.81,131.47,-2.62,-2.62,16.24,61.77,10.05,100.0,38.23
2014-09-30,1181.92,76.5,1258.42,1014.3,86.04,-65.56,44.07,50.5,126.24,2.83,28.41,31.24,53.0,-21.76,0.0,-21.76,-10.18,-11.58,0.0,-11.58,131.47,-0.44,-0.44,16.19,61.57,10.11,100.0,38.43
2014-12-31,1183.38,72.55,1255.93,710.06,206.27,100.04,58.34,60.93,113.68,6.61,29.83,36.44,56.11,-19.67,0.0,-19.67,-6.99,-12.68,0.0,-12.68,131.47,-0.48,-0.48,16.19,61.57,10.11,100.0,38.43
2015-03-31,1708.62,74.29,1782.91,851.11,612.76,-20.83,46.53,67.84,119.6,105.9,62.8,168.7,51.82,116.88,0.0,116.88,39.53,77.35,0.0,77.35,131.59,2.94,2.92,16.21,61.6,10.11,100.0,38.4
2015-06-30,1295.28,55.37,1350.65,784.29,273.88,-15.23,44.92,63.6,167.76,31.43,25.15,56.58,52.11,4.47,0.0,4.47,7.77,-3.3,0.0,-3.3,131.59,-0.13,-0.13,15.63,59.38,10.69,100.0,40.62
2015-09-30,968.51,49.03,1017.54,618.08,26.59,58.37,57.05,63.91,175.73,17.81,26.65,44.46,48.26,-3.8,0.0,-3.8,-1.32,-2.48,0.0,-2.48,131.59,-0.09,-0.09,15.57,59.15,10.75,100.0,40.85
2015-12-31,573.91,25.07,598.98,306.91,189.54,-33.14,46.36,58.59,118.12,-87.4,53.88,-33.52,45.61,-79.13,0.0,-79.13,-27.42,-51.71,0.0,-51.71,131.59,-1.96,-1.96,0.0,0.0,0.0,0.0,0.0
2016-03-31,786.62,31.6,818.22,435.6,181.31,-14.08,45.45,61.43,140.45,-31.94,22.74,-9.2,46.68,-55.88,0.0,-55.88,-20.01,-35.87,0.0,-35.87,132.61,-1.36,-1.36,0.0,0.0,0.0,0.0,0.0
2016-06-30,1147.25,34.15,1181.4,584.15,272.95,-19.65,41.68,56.84,208.8,36.63,39.45,76.08,48.09,27.99,0.0,27.99,9.09,18.9,0.0,18.9,132.61,0.71,0.71,0.0,0.0,0.0,0.0,0.0
2016-09-30,569.5,39.88,609.38,370.99,73.92,-30.3,47.07,61.4,132.13,-45.83,37.28,-8.55,51.99,-60.54,0.0,-60.54,-21.1,-39.44,0.0,-39.44,132.61,-1.49,-1.49,0.0,0.0,0.0,0.0,0.0
2016-12-31,925.26,58.52,983.78,755.47,0.0,-107.43,47.24,64.09,137.08,87.33,25.8,113.13,51.41,61.72,0.0,61.72,19.43,42.29,0.0,42.29,132.61,1.59,1.59,0.0,0.0,0.0,0.0,0.0
2017-03-31,1600.59,87.19,1687.78,1134.73,0.0,118.89,48.53,61.92,143.83,179.88,110.54,290.42,55.81,234.61,0.0,234.61,81.77,152.84,0.0,152.84,132.61,5.76,5.76,0.0,0.0,0.0,0.0,0.0
2017-06-30,1237.13,60.98,1298.11,920.62,7.66,-8.56,44.41,60.3,120.8,152.88,62.44,215.32,44.13,171.19,0.0,171.19,59.03,112.16,0.0,112.16,132.61,4.23,4.23,0.0,0.0,0.0,0.0,0.0
2017-09-30,1225.21,75.86,1301.07,1186.9,0.0,-136.38,46.12,62.25,166.26,-24.08,38.07,13.99,44.23,-30.24,0.0,-30.24,-11.73,-18.51,0.0,-18.51,132.61,-0.7,-0.7,0.0,0.0,0.0,0.0,0.0
2017-12-31,1359.02,65.76,1424.78,903.93,0.0,219.73,49.8,59.12,164.3,27.9,16.91,44.81,27.24,17.57,0.0,17.57,7.2,10.37,0.0,10.37,132.61,0.39,0.39,0.0,0.0,0.0,0.0,0.0
2018-03-31,1135.89,55.28,1191.17,1061.41,0.0,-197.56,39.61,55.86,202.08,29.77,37.72,67.49,30.16,37.33,0.0,37.33,15.53,21.8,0.0,21.8,132.61,0.82,0.82,0.0,0.0,0.0,0.0,0.0
2018-06-30,1320.42,46.22,1366.64,1066.68,5.57,-29.41,41.5,59.41,230.0,-7.11,66.9,59.79,30.37,29.42,0.0,29.42,8.09,21.33,0.0,21.33,132.61,0.8,0.8,0.0,0.0,0.0,0.0,0.0
2018-09-30,1251.25,39.6,1290.85,1057.55,0.0,-78.99,51.21,57.91,266.16,-62.99,78.52,15.53,36.36,-20.83,0.0,-20.83,-10.28,-10.55,0.0,-10.55,132.61,-0.39,-0.39,0.0,0.0,0.0,0.0,0.0
2018-12-31,1041.27,69.71,1110.98,1057.32,0.0,-234.83,49.18,57.64,192.18,-10.51,37.46,26.95,36.76,-9.81,0.0,-9.81,-2.61,-7.2,0.0,-7.2,132.61,-0.27,-0.27,0.0,0.0,0.0,0.0,0.0
2019-03-31,1152.18,54.43,1206.61,565.72,0.0,438.75,58.6,25.2,367.57,-249.23,19.28,-229.95,31.23,-261.18,0.0,-261.18,-4.16,-257.02,-23.77,-280.79,132.61,-10.59,-10.59,0.0,0.0,0.0,0.0,0.0
2019-06-30,507.61,30.72,538.33,432.06,0.0,-49.92,45.6,27.74,161.21,-78.36,294.16,215.8,28.82,186.98,0.0,186.98,25.69,161.29,-7.5,153.79,132.61,5.8,5.79,0.0,0.0,0.0,0.0,0.0
2019-09-30,804.94,26.25,831.19,1124.98,0.0,-558.87,51.2,33.8,179.05,1.03,38.9,39.93,27.63,12.3,0.0,12.3,2.93,9.37,-17.77,-8.4,132.61,-0.32,-0.32,0.0,0.0,0.0,0.0,0.0
2019-12-31,1421.0,31.98,1452.98,1160.03,0.0,-130.99,50.05,31.69,202.8,139.4,19.07,158.47,27.97,130.5,0.0,130.5,50.85,79.65,-10.69,68.96,130.43,2.64,2.64,0.0,0.0,0.0,0.0,0.0
2020-03-31,1376.34,54.55,1430.89,1040.58,0.0,-126.13,52.34,30.17,334.33,99.6,49.71,149.31,26.95,122.36,0.0,122.36,66.47,55.89,-2.1,53.79,130.44,2.06,2.06,0.0,0.0,0.0,0.0,0.0
2020-06-30,1001.65,37.44,1039.09,509.49,2.56,180.47,43.92,23.77,199.61,79.27,635.2,714.47,23.12,691.35,0.0,691.35,132.31,559.04,-5.93,553.11,130.44,21.2,21.15,0.0,0.0,0.0,0.0,0.0
2020-09-30,1010.43,44.27,1054.7,562.88,2.59,132.05,42.65,22.8,142.51,149.22,70.03,219.25,10.53,208.72,0.0,208.72,70.64,138.08,-2.97,135.11,130.44,5.18,5.16,0.0,0.0,0.0,0.0,0.0
2020-12-31,1282.97,27.24,1310.21,633.88,0.96,264.99,42.17,24.68,200.64,142.89,65.1,207.99,7.34,200.65,0.0,200.65,64.53,136.12,4.0,140.12,130.44,5.37,5.36,0.0,0.0,0.0,0.0,0.0
2021-03-31,1238.11,0.0,1238.11,693.9,9.11,144.44,46.65,26.09,217.17,100.75,94.0,194.75,8.63,186.12,0.0,186.12,10.15,175.97,-2.2,173.77,130.44,6.66,6.64,0.0,0.0,0.0,0.0,0.0
2021-06-30,719.32,0.0,719.32,428.48,5.79,23.04,39.3,25.68,144.48,52.55,34.01,86.56,13.6,72.96,0.0,72.96,18.45,54.51,0.0,54.51,130.47,2.09,2.08,0.0,0.0,0.0,0.0,0.0
2021-09-30,928.45,0.0,928.45,765.87,13.57,-80.65,43.88,25.21,130.32,30.25,53.17,83.42,15.77,67.65,0.0,67.65,17.59,50.06,0.0,50.06,130.47,1.92,1.91,0.0,0.0,0.0,0.0,0.0
2021-12-31,1212.29,0.0,1212.29,881.16,13.24,68.94,49.23,25.9,93.23,80.59,58.29,138.88,20.18,118.7,0.0,118.7,30.2,88.5,0.0,88.5,130.47,3.39,3.38,0.0,0.0,0.0,0.0,0.0
2022-03-31,1831.59,0.0,1831.59,1458.64,77.32,-40.19,61.51,29.32,192.47,52.52,334.66,387.18,21.48,365.7,0.0,365.7,50.51,315.19,0.0,315.19,130.47,12.08,12.05,0.0,0.0,0.0,0.0,0.0
2022-06-30,1359.75,25.19,1384.94,964.79,156.01,14.17,43.16,26.53,136.29,43.99,78.29,122.28,25.94,96.34,0.0,96.34,15.84,80.5,0.0,80.5,130.47,3.08,3.08,0.0,0.0,0.0,0.0,0.0
2022-09-30,1533.8,0.0,1533.8,1121.17,27.03,72.08,43.69,26.35,196.92,46.56,180.61,227.17,31.25,195.92,0.0,195.92,50.19,145.73,0.0,145.73,130.76,5.57,5.56,0.0,0.0,0.0,0.0,0.0
2022-12-31,1464.5,0.0,1464.5,1180.64,6.42,-86.14,49.15,28.31,171.82,114.3,8.36,122.66,39.01,83.65,0.0,83.65,25.59,58.06,0.0,58.06,130.76,2.22,2.21,0.0,0.0,0.0,0.0,0.0
2023-03-31,2533.43,0.0,2533.43,2221.85,13.42,-375.04,54.2,27.79,229.67,361.54,22.47,384.01,53.08,330.93,0.0,330.93,86.58,244.35,0.0,244.35,130.77,9.34,9.32,0.0,0.0,0.0,0.0,0.0
2023-06-30,1636.42,0.0,1636.42,693.92,19.17,551.9,46.84,22.53,161.85,140.21,52.15,192.36,35.41,156.95,0.0,156.95,39.29,117.66,0.0,117.66,130.77,4.5,4.49,0.0,0.0,0.0,0.0,0.0
2023-09-30,1778.34,0.0,1778.34,1327.38,8.35,34.19,64.48,39.84,273.97,30.13,241.53,271.66,51.55,220.11,0.0,220.11,41.66,178.45,0.0,178.45,130.83,6.82,6.81,0.0,0.0,0.0,0.0,0.0
2023-12-31,2322.73,0.0,2322.73,2004.75,0.0,-152.34,69.18,43.45,292.01,65.68,9.3,74.98,43.09,31.89,0.0,31.89,10.0,21.89,0.0,21.89,130.83,0.84,0.83,0.0,0.0,0.0,0.0,0.0
2024-03-31,2877.46,0.0,2877.46,2166.02,10.64,208.03,64.01,43.47,293.55,91.74,178.87,270.61,43.59,227.02,0.0,227.02,38.3,188.72,0.0,188.72,130.83,7.21,7.19,0.0,0.0,0.0,0.0,0.0
2024-06-30,2072.51,0.0,2072.51,1671.17,0.12,-130.54,68.99,43.76,256.08,162.93,32.96,195.89,43.07,152.82,0.0,152.82,39.28,113.54,0.0,113.54,131.11,4.34,4.33,0.0,0.0,0.0,0.0,0.0
2024-09-30,2032.88,0.0,2032.88,1727.1,0.0,-229.94,82.2,44.26,262.06,147.2,50.53,197.73,52.43,145.3,0.0,145.3,37.04,108.26,0.0,108.26,131.17,4.14,4.13,0.0,0.0,0.0,0.0,0.0
2024-12-31,2448.74,0.0,2448.74,1566.89,0.0,230.89,79.59,42.91,303.59,224.87,32.47,257.34,47.66,209.68,0.0,209.68,53.77,155.91,0.0,155.91,131.17,5.94,5.92,0.0,0.0,0.0,0.0,0.0
